Society,Year,Node,C_sd,K_sd,S_sd,A_sd,V_range,V_min,V_max
Germany,1924,Flow,0.548,0.548,0.548,1.225,1.5,5.0,6.5
Germany,1924,Hands,0.548,0.447,1.0,0.837,3.0,2.0,5.0
Germany,1924,Helm,1.225,0.0,0.894,0.894,3.0,2.0,5.0
Germany,1924,Lore,0.707,0.548,0.447,1.342,2.0,11.0,13.0
Germany,1924,Shield,0.837,1.0,0.548,0.707,2.0,3.0,5.0
Germany,1924,Stewards,0.894,0.837,0.894,0.837,4.5,3.0,7.5
Germany,1925,Archive,0.837,0.447,0.837,1.304,3.5,11.0,14.5
Germany,1925,Craft,0.837,0.894,0.0,0.837,4.5,9.5,14.0
Germany,1925,Flow,0.548,0.837,0.548,0.894,4.0,8.0,12.0
Germany,1925,Hands,0.894,0.548,0.0,0.837,2.5,7.0,9.5
Germany,1925,Helm,0.548,0.837,1.14,1.342,4.5,3.5,8.0
Germany,1925,Lore,0.548,0.548,0.548,0.707,2.5,14.0,16.5
Germany,1925,Shield,0.837,0.447,0.548,0.548,3.0,4.5,7.5
Germany,1925,Stewards,0.837,0.837,1.225,0.548,2.5,7.5,10.0
Germany,1926,Archive,0.837,0.447,0.548,1.0,3.0,9.5,12.5
Germany,1926,Craft,0.447,0.837,0.447,0.548,3.0,8.5,11.5
Germany,1926,Flow,0.548,0.548,0.707,0.707,2.5,11.0,13.5
Germany,1926,Hands,0.548,0.894,0.548,0.837,4.5,4.5,9.0
Germany,1926,Helm,0.707,0.548,0.707,1.304,3.5,8.5,12.0
Germany,1926,Lore,1.095,0.894,0.837,1.0,6.0,11.5,17.5
Germany,1926,Shield,1.304,0.894,0.837,0.0,3.0,4.0,7.0
Germany,1926,Stewards,0.447,1.14,0.447,0.447,1.5,10.0,11.5
Germany,1927,Archive,1.304,0.707,0.707,0.447,5.5,9.0,14.5
Germany,1927,Craft,0.548,0.447,0.447,0.447,2.0,11.0,13.0
Germany,1927,Flow,0.0,0.548,0.837,0.0,2.0,10.0,12.0
Germany,1927,Hands,0.894,0.447,0.548,0.894,1.5,7.0,8.5
Germany,1927,Helm,1.095,0.0,0.447,0.548,3.0,9.5,12.5
Germany,1927,Lore,0.447,1.095,0.894,0.837,4.5,13.0,17.5
Germany,1927,Shield,0.447,0.837,1.0,0.837,6.0,2.5,8.5
Germany,1927,Stewards,0.837,0.0,0.447,0.447,2.0,9.5,11.5
Germany,1928,Archive,0.548,0.447,1.095,1.095,4.0,9.0,13.0
Germany,1928,Craft,0.837,0.894,0.894,0.837,4.5,11.0,15.5
Germany,1928,Flow,0.447,0.894,1.342,1.0,4.0,9.5,13.5
Germany,1928,Hands,0.894,0.707,1.0,0.548,4.5,7.0,11.5
Germany,1928,Helm,0.707,0.548,0.837,0.837,3.5,7.5,11.0
Germany,1928,Lore,0.0,0.837,0.447,0.447,1.5,14.0,15.5
Germany,1928,Shield,0.837,0.837,0.707,0.447,3.0,4.0,7.0
Germany,1928,Stewards,0.837,0.548,0.447,0.548,3.0,8.0,11.0
Germany,1929,Archive,1.14,1.14,1.225,1.304,3.5,8.0,11.5
Germany,1929,Craft,1.14,0.894,0.837,0.707,4.5,6.5,11.0
Germany,1929,Flow,0.548,0.837,1.342,1.225,5.5,3.5,9.0
Germany,1929,Hands,0.894,0.707,1.483,0.837,7.0,0.0,7.0
Germany,1929,Helm,0.447,0.447,0.837,0.447,2.0,5.0,7.0
Germany,1929,Lore,1.581,1.517,1.0,1.304,7.5,11.5,19.0
Germany,1929,Shield,1.817,0.548,0.837,0.894,5.0,2.0,7.0
Germany,1929,Stewards,0.447,1.225,1.817,1.14,7.5,1.0,8.5
Germany,1930,Archive,0.837,1.517,1.0,1.0,3.5,6.5,10.0
Germany,1930,Craft,1.14,1.095,1.342,1.14,5.5,2.5,8.0
Germany,1930,Flow,0.837,1.304,1.581,1.817,5.0,0.0,5.0
Germany,1930,Hands,0.0,1.517,1.14,1.14,3.5,-0.5,3.0
Germany,1930,Helm,0.548,1.14,0.447,1.304,5.5,1.0,6.5
Germany,1930,Lore,0.894,1.095,1.14,1.14,3.5,7.0,10.5
Germany,1930,Shield,0.837,1.095,0.894,1.673,5.0,3.5,8.5
Germany,1930,Stewards,1.581,0.447,1.14,0.837,5.0,2.5,7.5
Germany,1931,Archive,1.225,0.707,0.837,0.894,3.0,4.5,7.5
Germany,1931,Craft,1.095,0.548,0.894,0.837,6.0,0.0,6.0
Germany,1931,Flow,0.837,0.548,0.837,0.707,3.0,0.5,3.5
Germany,1931,Hands,0.837,1.581,0.447,0.894,6.0,-4.0,2.0
Germany,1931,Helm,0.894,0.548,0.894,0.837,4.0,-1.5,2.5
Germany,1931,Lore,1.095,0.894,0.707,1.0,3.5,6.5,10.0
Germany,1931,Shield,0.707,0.548,0.894,1.414,3.0,5.0,8.0
Germany,1931,Stewards,1.517,1.517,1.14,0.837,5.5,-0.5,5.0
Germany,1932,Archive,1.643,1.483,0.837,1.817,5.0,-1.0,4.0
Germany,1932,Craft,0.548,1.0,0.837,1.304,3.0,2.5,5.5
Germany,1932,Flow,2.168,0.548,0.548,1.304,4.0,-4.0,0.0
Germany,1932,Hands,0.707,0.548,1.304,1.673,2.0,-2.5,-0.5
Germany,1932,Helm,1.304,0.837,0.707,0.837,4.0,-3.5,0.5
Germany,1932,Lore,1.14,0.548,0.837,0.894,1.0,5.0,6.0
Germany,1932,Shield,1.14,0.548,0.447,0.837,2.5,3.5,6.0
Germany,1932,Stewards,1.517,1.0,1.817,0.894,8.0,-1.5,6.5
Germany,1933,Archive,1.095,1.095,0.447,0.837,3.5,8.5,12.0
Germany,1933,Craft,0.837,0.548,0.548,0.894,2.0,8.5,10.5
Germany,1933,Flow,1.304,0.707,1.095,0.837,5.0,6.0,11.0
Germany,1933,Hands,1.0,0.837,0.837,0.447,5.5,6.0,11.5
Germany,1933,Helm,0.894,0.447,1.095,0.707,4.5,9.0,13.5
Germany,1933,Lore,0.447,0.548,0.837,0.894,3.5,5.5,9.0
Germany,1933,Shield,0.894,1.0,1.225,0.894,4.0,9.5,13.5
Germany,1933,Stewards,0.894,1.095,0.894,0.548,5.0,7.5,12.5
Germany,1934,Archive,0.837,0.447,0.548,0.447,2.5,10.0,12.5
Germany,1934,Craft,1.304,1.483,0.707,0.837,5.5,9.5,15.0
Germany,1934,Flow,1.304,1.095,1.225,1.14,5.5,9.5,15.0
Germany,1934,Hands,0.447,0.837,1.304,1.14,4.5,10.0,14.5
Germany,1934,Helm,1.225,1.14,0.837,0.447,6.5,10.0,16.5
Germany,1934,Lore,0.548,0.707,1.095,0.837,4.0,4.0,8.0
Germany,1934,Shield,0.837,0.894,0.837,0.707,4.0,12.5,16.5
Germany,1934,Stewards,0.837,0.548,0.894,0.548,4.5,11.0,15.5
Germany,1935,Archive,0.447,0.447,0.707,0.548,2.0,13.0,15.0
Germany,1935,Craft,0.837,0.447,0.548,0.548,3.0,15.0,18.0
Germany,1935,Flow,0.548,0.707,0.837,0.837,4.5,11.0,15.5
Germany,1935,Hands,1.225,0.707,0.707,1.0,3.0,11.0,14.0
Germany,1935,Helm,0.894,0.707,0.548,0.548,2.5,16.0,18.5
Germany,1935,Lore,0.548,1.095,0.0,0.548,3.5,4.0,7.5
Germany,1935,Shield,0.0,0.707,0.707,0.837,2.0,16.5,18.5
Germany,1935,Stewards,0.447,0.548,0.707,0.837,3.0,13.0,16.0
Germany,1936,Archive,0.447,0.548,0.447,0.548,2.0,12.5,14.5
Germany,1936,Craft,0.447,0.707,0.447,0.447,2.5,14.5,17.0
Germany,1936,Flow,0.548,0.837,0.707,0.837,1.5,15.0,16.5
Germany,1936,Hands,0.707,1.14,0.837,0.548,3.5,12.5,16.0
Germany,1936,Helm,0.894,1.14,0.837,0.707,2.0,17.0,19.0
Germany,1936,Lore,0.837,0.894,0.837,0.548,1.0,9.5,10.5
Germany,1936,Shield,0.548,0.837,0.894,1.304,2.0,16.5,18.5
Germany,1936,Stewards,1.0,1.517,0.548,0.894,2.0,13.0,15.0
Germany,1937,Archive,0.548,0.707,0.837,0.548,3.0,12.0,15.0
Germany,1937,Craft,0.447,0.447,0.707,0.548,2.5,14.5,17.0
Germany,1937,Flow,1.0,0.548,0.447,0.707,3.5,13.5,17.0
Germany,1937,Hands,0.837,0.447,1.225,0.707,3.0,13.5,16.5
Germany,1937,Helm,0.707,1.225,0.707,0.707,3.5,16.0,19.5
Germany,1937,Lore,0.447,0.548,0.837,1.0,1.5,10.0,11.5
Germany,1937,Shield,1.14,0.837,0.894,0.707,2.5,16.0,18.5
Germany,1937,Stewards,0.0,0.837,0.837,0.548,2.5,13.0,15.5
Germany,1938,Archive,0.837,1.414,0.707,0.837,3.5,12.5,16.0
Germany,1938,Craft,0.548,0.447,0.0,0.548,2.5,14.0,16.5
Germany,1938,Flow,0.447,0.548,0.707,0.447,1.0,15.0,16.0
Germany,1938,Hands,0.548,0.837,0.447,0.447,2.5,13.5,16.0
Germany,1938,Helm,0.447,0.548,0.707,0.837,1.5,14.5,16.0
Germany,1938,Lore,1.0,1.517,0.447,1.14,4.0,5.0,9.0
Germany,1938,Shield,0.837,0.707,0.837,0.894,3.0,15.5,18.5
Germany,1938,Stewards,1.304,0.837,0.707,0.548,4.5,12.0,16.5
Germany,1939,Archive,0.894,0.447,0.837,0.837,4.0,14.0,18.0
Germany,1939,Craft,1.871,1.095,1.14,1.0,6.0,12.0,18.0
Germany,1939,Flow,0.837,0.548,0.837,0.707,4.0,11.5,15.5
Germany,1939,Hands,0.894,0.837,0.447,1.14,4.5,11.0,15.5
Germany,1939,Helm,1.14,0.548,0.548,0.707,1.5,14.0,15.5
Germany,1939,Lore,0.548,1.0,0.548,0.837,2.5,9.5,12.0
Germany,1939,Shield,0.894,0.894,0.447,0.548,1.0,17.0,18.0
Germany,1939,Stewards,0.447,1.14,0.707,0.447,3.0,11.5,14.5
Germany,1940,Archive,1.225,0.447,0.894,1.304,3.5,13.0,16.5
Germany,1940,Craft,0.447,0.447,0.707,0.894,1.0,15.5,16.5
Germany,1940,Flow,0.548,0.548,1.0,0.894,4.0,13.5,17.5
Germany,1940,Hands,0.548,0.0,0.548,0.894,3.0,11.0,14.0
Germany,1940,Helm,0.894,1.304,1.14,0.707,2.5,16.5,19.0
Germany,1940,Lore,0.707,0.548,0.707,0.548,2.0,8.0,10.0
Germany,1940,Shield,0.707,0.548,0.894,0.447,5.5,17.0,22.5
Germany,1940,Stewards,0.707,0.894,0.837,0.447,2.0,13.5,15.5
Germany,1941,Archive,0.837,0.447,0.837,0.894,4.0,11.5,15.5
Germany,1941,Craft,0.837,0.447,0.894,0.894,2.0,11.5,13.5
Germany,1941,Flow,0.837,0.837,0.548,0.548,2.5,10.5,13.0
Germany,1941,Hands,0.707,1.095,0.447,1.0,2.5,9.5,12.0
Germany,1941,Helm,0.707,0.548,1.0,0.548,3.5,15.0,18.5
Germany,1941,Lore,0.707,0.447,0.548,1.0,2.5,8.5,11.0
Germany,1941,Shield,0.837,1.304,0.447,0.707,5.0,14.0,19.0
Germany,1941,Stewards,0.447,0.707,0.447,0.548,1.5,12.5,14.0
Germany,1942,Archive,1.304,1.095,1.304,0.837,7.5,8.0,15.5
Germany,1942,Craft,1.304,0.548,0.894,1.483,4.0,10.5,14.5
Germany,1942,Flow,0.447,0.837,1.095,0.548,3.5,8.0,11.5
Germany,1942,Hands,1.483,1.14,1.581,0.707,3.5,7.0,10.5
Germany,1942,Helm,0.894,0.447,0.548,0.837,3.0,9.5,12.5
Germany,1942,Lore,0.707,1.095,1.0,1.14,5.5,4.5,10.0
Germany,1942,Shield,1.095,1.0,0.894,1.414,3.5,12.5,16.0
Germany,1942,Stewards,0.894,0.548,1.14,1.225,1.5,11.5,13.0
Germany,1943,Archive,0.837,0.837,0.447,1.14,4.0,6.0,10.0
Germany,1943,Craft,1.517,0.837,1.304,0.707,6.0,7.0,13.0
Germany,1943,Flow,1.095,1.0,0.548,1.14,5.5,4.0,9.5
Germany,1943,Hands,0.447,0.837,0.707,1.14,3.0,2.5,5.5
Germany,1943,Helm,0.894,1.0,1.14,1.0,4.5,8.0,12.5
Germany,1943,Lore,0.0,1.304,1.673,1.0,8.0,3.0,11.0
Germany,1943,Shield,0.548,1.517,1.14,0.837,6.0,5.5,11.5
Germany,1943,Stewards,1.0,0.447,0.707,0.707,2.0,8.0,10.0
Germany,1944,Archive,1.304,1.095,0.548,0.548,4.0,2.0,6.0
Germany,1944,Craft,1.517,1.0,1.0,0.447,6.0,4.0,10.0
Germany,1944,Flow,0.894,1.14,0.894,0.548,1.5,0.5,2.0
Germany,1944,Hands,1.095,0.707,0.707,1.14,4.5,1.0,5.5
Germany,1944,Helm,1.0,1.517,0.894,0.447,3.5,6.5,10.0
Germany,1944,Lore,0.837,1.225,1.0,0.894,5.0,2.0,7.0
Germany,1944,Shield,0.548,0.707,0.707,1.817,4.0,4.5,8.5
Germany,1944,Stewards,1.304,0.837,0.447,1.304,5.5,4.0,9.5
Germany,1945,Archive,0.894,0.707,0.837,0.837,3.5,-5.0,-1.5
Germany,1945,Craft,0.894,1.095,1.225,0.837,4.5,-6.0,-1.5
Germany,1945,Flow,0.447,0.548,0.894,0.837,4.0,-7.5,-3.5
Germany,1945,Hands,1.095,0.548,0.548,1.0,3.0,-5.5,-2.5
Germany,1945,Helm,0.447,0.447,0.548,1.14,3.5,-7.5,-4.0
Germany,1945,Lore,0.707,0.707,0.837,1.342,2.5,-4.5,-2.0
Germany,1945,Shield,0.894,0.548,1.225,0.894,6.0,-6.5,-0.5
Germany,1945,Stewards,1.225,0.548,0.447,0.707,4.0,-7.0,-3.0
Germany,1946,Archive,1.095,0.894,0.548,0.837,3.5,-1.5,2.0
Germany,1946,Craft,0.707,1.0,0.447,0.707,3.5,-0.5,3.0
Germany,1946,Flow,0.894,0.548,1.304,1.304,2.5,-4.0,-1.5
Germany,1946,Hands,1.095,1.0,0.894,0.837,3.0,-1.5,1.5
Germany,1946,Helm,0.894,0.447,1.095,0.447,2.0,-3.5,-1.5
Germany,1946,Lore,1.095,1.304,0.894,0.548,5.5,-2.0,3.5
Germany,1946,Shield,1.14,1.14,1.14,1.095,4.0,-2.0,2.0
Germany,1946,Stewards,0.837,0.707,0.447,0.894,2.0,-3.5,-1.5
Germany,1947,Archive,0.894,1.304,0.548,0.548,5.0,0.5,5.5
Germany,1947,Craft,0.707,0.447,0.837,0.707,4.5,0.0,4.5
Germany,1947,Flow,1.14,1.304,1.14,0.548,7.0,-4.5,2.5
Germany,1947,Hands,1.304,0.707,0.837,0.837,7.5,-4.0,3.5
Germany,1947,Helm,1.095,0.837,1.14,1.095,5.0,-2.5,2.5
Germany,1947,Lore,1.095,0.837,1.643,0.837,3.0,2.0,5.0
Germany,1947,Shield,0.447,0.447,0.707,0.894,1.0,-1.5,-0.5
Germany,1947,Stewards,1.517,0.837,0.894,0.548,6.0,-1.5,4.5
Germany,1948,Archive,1.304,1.0,0.707,0.894,4.5,2.5,7.0
Germany,1948,Craft,0.447,0.548,0.837,0.837,2.0,5.5,7.5
Germany,1948,Flow,0.837,0.837,0.894,1.095,2.0,6.0,8.0
Germany,1948,Hands,0.707,0.894,0.548,0.837,4.0,1.5,5.5
Germany,1948,Helm,1.673,1.095,0.894,1.14,5.0,2.5,7.5
Germany,1948,Lore,0.837,1.0,0.548,0.837,4.5,4.0,8.5
Germany,1948,Shield,1.0,1.225,1.14,0.894,5.5,0.5,6.0
Germany,1948,Stewards,1.14,0.707,0.837,0.447,4.5,2.0,6.5
Germany,1949,Archive,0.447,0.707,0.707,1.0,2.5,7.5,10.0
Germany,1949,Craft,0.837,0.707,0.894,0.548,3.5,8.0,11.5
Germany,1949,Flow,0.548,0.548,0.0,0.447,1.5,8.0,9.5
Germany,1949,Hands,0.894,0.447,0.837,0.894,3.5,5.5,9.0
Germany,1949,Helm,0.548,0.548,0.837,0.707,3.5,7.0,10.5
Germany,1949,Lore,0.707,0.548,0.837,0.837,3.0,9.0,12.0
Germany,1949,Shield,0.707,1.517,0.837,0.447,4.5,1.0,5.5
Germany,1949,Stewards,0.894,0.447,1.225,0.447,1.5,6.0,7.5
Germany,1950,Archive,0.447,0.707,0.837,0.548,3.0,6.5,9.5
Germany,1950,Craft,0.447,0.894,1.0,0.548,4.5,9.0,13.5
Germany,1950,Flow,0.548,0.447,0.548,1.0,1.5,11.0,12.5
Germany,1950,Hands,0.548,0.447,1.095,0.447,4.0,5.0,9.0
Germany,1950,Helm,0.837,0.548,1.225,0.548,2.0,9.5,11.5
Germany,1950,Lore,0.837,0.548,0.548,0.894,2.5,8.0,10.5
Germany,1950,Shield,0.548,0.837,0.548,0.837,3.5,1.0,4.5
Germany,1950,Stewards,0.0,0.548,0.548,0.894,2.0,8.0,10.0
Germany,1951,Archive,0.707,0.548,0.0,0.548,1.5,8.5,10.0
Germany,1951,Craft,0.447,0.548,0.707,1.342,3.0,10.5,13.5
Germany,1951,Flow,0.548,0.447,0.0,0.894,3.0,9.5,12.5
Germany,1951,Hands,1.0,0.837,0.447,0.447,4.0,8.5,12.5
Germany,1951,Helm,0.837,0.894,1.095,0.447,4.0,9.0,13.0
Germany,1951,Lore,0.548,0.548,1.095,0.707,3.0,11.0,14.0
Germany,1951,Shield,0.894,0.548,1.0,0.894,2.0,3.0,5.0
Germany,1951,Stewards,0.548,0.548,1.483,0.707,4.0,8.5,12.5
Germany,1952,Archive,0.548,1.0,0.707,0.447,4.0,10.5,14.5
Germany,1952,Craft,0.707,0.894,0.837,0.447,4.0,12.0,16.0
Germany,1952,Flow,0.894,1.304,0.0,1.0,4.5,10.0,14.5
Germany,1952,Hands,1.0,0.0,0.707,0.837,1.5,9.5,11.0
Germany,1952,Helm,0.707,0.548,0.548,0.548,3.5,9.5,13.0
Germany,1952,Lore,1.225,0.837,0.447,0.894,1.5,11.5,13.0
Germany,1952,Shield,0.548,0.707,0.548,0.548,3.5,4.5,8.0
Germany,1952,Stewards,0.894,1.14,0.837,0.447,0.5,10.5,11.0
Germany,1953,Archive,0.707,0.447,0.837,0.837,3.5,10.5,14.0
Germany,1953,Craft,0.707,0.447,0.894,0.447,3.5,12.0,15.5
Germany,1953,Flow,0.548,0.447,0.447,0.837,1.5,12.0,13.5
Germany,1953,Hands,0.707,0.548,0.0,0.447,1.5,10.0,11.5
Germany,1953,Helm,0.894,0.0,0.707,0.447,3.0,11.0,14.0
Germany,1953,Lore,0.837,0.707,1.304,0.447,5.0,9.0,14.0
Germany,1953,Shield,1.14,0.447,0.447,0.548,3.5,5.0,8.5
Germany,1953,Stewards,1.14,0.548,0.548,0.707,4.0,10.5,14.5
Germany,1954,Archive,0.0,0.707,0.837,0.837,3.5,9.5,13.0
Germany,1954,Craft,0.447,0.837,0.707,0.447,1.5,14.0,15.5
Germany,1954,Flow,0.447,0.837,0.447,0.837,2.0,13.0,15.0
Germany,1954,Hands,0.447,0.837,0.447,0.707,2.5,10.0,12.5
Germany,1954,Helm,0.447,0.548,0.707,0.707,3.0,12.0,15.0
Germany,1954,Lore,1.483,0.707,0.707,0.707,5.5,12.0,17.5
Germany,1954,Shield,0.894,0.548,0.837,0.548,4.0,3.5,7.5
Germany,1954,Stewards,0.894,0.707,0.447,1.14,3.5,10.0,13.5
Germany,1955,Archive,0.447,0.894,0.837,0.707,2.5,10.0,12.5
Germany,1955,Craft,0.548,0.837,0.548,0.447,2.0,14.0,16.0
Germany,1955,Flow,0.447,0.894,0.548,0.548,3.0,13.5,16.5
Germany,1955,Hands,0.837,0.707,0.837,0.707,5.5,8.5,14.0
Germany,1955,Helm,0.707,0.837,0.837,0.548,3.5,11.5,15.0
Germany,1955,Lore,0.447,0.447,0.548,0.548,1.5,13.0,14.5
Germany,1955,Shield,0.837,0.837,0.0,0.894,2.0,8.5,10.5
Germany,1955,Stewards,0.894,1.304,0.837,0.837,5.0,11.0,16.0
Germany,1956,Archive,0.447,0.707,0.0,0.837,2.5,12.0,14.5
Germany,1956,Craft,0.548,0.707,0.548,0.707,3.0,14.0,17.0
Germany,1956,Flow,0.0,0.548,0.548,0.447,2.0,14.0,16.0
Germany,1956,Hands,0.548,0.447,0.447,0.447,3.0,10.5,13.5
Germany,1956,Helm,0.707,0.0,0.548,0.447,1.0,14.0,15.0
Germany,1956,Lore,0.548,0.447,0.548,1.0,1.0,13.0,14.0
Germany,1956,Shield,0.447,0.447,0.707,0.837,2.5,10.5,13.0
Germany,1956,Stewards,0.447,0.0,0.894,0.0,2.0,13.5,15.5
Germany,1957,Archive,0.894,0.548,0.447,0.447,2.0,13.0,15.0
Germany,1957,Craft,0.447,0.837,0.548,0.447,3.0,14.5,17.5
Germany,1957,Flow,0.548,0.894,0.447,0.837,2.5,14.0,16.5
Germany,1957,Hands,0.548,0.837,0.707,0.447,4.0,9.5,13.5
Germany,1957,Helm,0.707,0.447,1.14,0.707,4.5,12.5,17.0
Germany,1957,Lore,0.447,0.548,0.707,0.447,2.5,12.0,14.5
Germany,1957,Shield,0.447,0.0,1.095,0.837,3.5,10.5,14.0
Germany,1957,Stewards,0.837,0.447,0.548,0.837,1.5,13.0,14.5
Germany,1958,Archive,0.447,0.707,0.548,0.894,2.0,13.0,15.0
Germany,1958,Craft,0.707,0.894,0.548,1.0,3.5,14.0,17.5
Germany,1958,Flow,0.447,0.447,0.0,0.0,2.0,14.0,16.0
Germany,1958,Hands,0.548,0.447,0.837,1.095,3.0,10.5,13.5
Germany,1958,Helm,0.447,0.0,0.548,1.0,2.0,13.5,15.5
Germany,1958,Lore,0.707,0.447,0.0,1.225,0.5,14.5,15.0
Germany,1958,Shield,0.447,0.548,0.837,0.548,2.0,10.0,12.0
Germany,1958,Stewards,0.447,0.548,0.0,0.447,2.0,12.5,14.5
Germany,1959,Archive,0.0,0.707,0.548,0.707,1.0,14.0,15.0
Germany,1959,Craft,0.707,0.447,0.447,0.447,3.0,13.5,16.5
Germany,1959,Flow,0.447,0.707,0.0,0.447,2.5,14.0,16.5
Germany,1959,Hands,0.707,0.447,0.447,0.0,2.0,10.5,12.5
Germany,1959,Helm,0.837,0.837,0.707,0.0,2.0,13.0,15.0
Germany,1959,Lore,0.447,0.837,0.447,1.0,2.5,13.5,16.0
Germany,1959,Shield,0.548,0.894,0.707,0.894,4.5,8.5,13.0
Germany,1959,Stewards,0.548,1.095,0.447,0.447,2.5,12.0,14.5
Germany,1960,Archive,0.0,0.707,0.447,0.707,0.5,14.0,14.5
Germany,1960,Craft,0.447,0.548,0.548,0.447,2.0,15.5,17.5
Germany,1960,Flow,0.548,0.548,0.837,0.447,3.0,13.0,16.0
Germany,1960,Hands,0.447,0.707,0.837,0.548,1.5,11.5,13.0
Germany,1960,Helm,0.548,0.894,0.707,0.447,2.5,12.0,14.5
Germany,1960,Lore,1.0,0.837,0.548,0.447,2.5,14.0,16.5
Germany,1960,Shield,0.894,0.894,0.447,0.447,3.5,9.5,13.0
Germany,1960,Stewards,0.548,0.0,0.894,0.837,3.5,11.0,14.5
Germany,1961,Archive,0.894,0.0,0.548,0.548,3.5,11.0,14.5
Germany,1961,Craft,0.0,0.548,0.894,0.837,1.5,15.5,17.0
Germany,1961,Flow,0.548,0.548,0.447,0.707,3.5,12.5,16.0
Germany,1961,Hands,0.447,0.548,0.447,0.548,2.5,10.5,13.0
Germany,1961,Helm,0.707,0.707,1.304,0.837,4.5,10.5,15.0
Germany,1961,Lore,0.0,0.548,0.894,0.837,2.5,11.5,14.0
Germany,1961,Shield,0.447,0.447,0.0,0.707,1.5,10.0,11.5
Germany,1961,Stewards,0.837,0.447,0.447,0.837,2.5,12.5,15.0
Germany,1962,Archive,0.0,0.447,0.548,0.447,2.0,12.0,14.0
Germany,1962,Craft,0.447,0.447,0.837,0.707,3.0,13.5,16.5
Germany,1962,Flow,0.837,0.548,0.548,0.0,3.0,12.0,15.0
Germany,1962,Hands,0.0,0.447,0.0,0.707,1.5,12.0,13.5
Germany,1962,Helm,0.707,0.707,0.837,0.548,3.0,13.0,16.0
Germany,1962,Lore,1.095,0.0,0.707,0.0,4.0,12.5,16.5
Germany,1962,Shield,1.0,0.894,0.548,0.548,2.5,10.5,13.0
Germany,1962,Stewards,0.707,0.447,0.837,0.707,3.5,11.0,14.5
Germany,1963,Archive,0.548,0.707,0.0,0.447,2.0,13.0,15.0
Germany,1963,Craft,0.707,0.837,0.548,0.548,4.5,13.5,18.0
Germany,1963,Flow,0.894,0.548,0.837,0.837,4.5,13.0,17.5
Germany,1963,Hands,0.447,0.0,0.447,0.707,2.0,11.5,13.5
Germany,1963,Helm,0.447,0.707,0.707,0.447,3.5,12.0,15.5
Germany,1963,Lore,0.548,0.548,1.414,0.0,4.0,11.5,15.5
Germany,1963,Shield,0.447,0.548,0.894,0.548,3.5,10.5,14.0
Germany,1963,Stewards,0.0,0.548,0.447,0.447,1.0,13.5,14.5
Germany,1964,Archive,0.707,0.707,0.447,0.447,2.5,13.0,15.5
Germany,1964,Craft,0.0,0.707,0.0,0.447,2.5,14.5,17.0
Germany,1964,Flow,0.548,0.548,0.707,0.447,2.0,14.0,16.0
Germany,1964,Hands,0.0,0.837,0.447,0.0,3.0,10.5,13.5
Germany,1964,Helm,0.707,0.707,0.0,0.548,2.5,13.0,15.5
Germany,1964,Lore,0.447,0.447,0.548,0.707,2.5,13.0,15.5
Germany,1964,Shield,0.548,0.707,0.447,0.447,1.0,10.5,11.5
Germany,1964,Stewards,0.548,0.548,0.548,0.0,3.0,10.5,13.5
Germany,1965,Archive,0.707,0.707,0.0,0.447,2.0,13.0,15.0
Germany,1965,Craft,0.447,0.447,0.548,0.447,1.5,15.5,17.0
Germany,1965,Flow,1.095,0.447,0.447,0.447,2.0,14.0,16.0
Germany,1965,Hands,1.225,0.707,0.548,0.837,4.0,11.0,15.0
Germany,1965,Helm,0.548,0.548,0.0,0.548,1.5,12.0,13.5
Germany,1965,Lore,0.837,0.837,0.0,0.548,3.5,12.0,15.5
Germany,1965,Shield,0.0,0.548,0.548,0.548,2.0,11.0,13.0
Germany,1965,Stewards,0.837,0.447,0.447,0.0,2.0,11.5,13.5
Germany,1966,Archive,0.837,0.837,0.0,0.447,0.5,14.0,14.5
Germany,1966,Craft,0.447,0.548,0.447,0.707,2.5,11.5,14.0
Germany,1966,Flow,0.548,0.447,0.707,0.837,2.0,11.5,13.5
Germany,1966,Hands,0.548,0.837,0.0,0.837,2.5,9.5,12.0
Germany,1966,Helm,0.548,0.707,0.707,0.548,3.0,12.5,15.5
Germany,1966,Lore,0.548,0.548,0.548,0.548,3.5,12.5,16.0
Germany,1966,Shield,0.447,0.0,0.548,0.548,1.5,11.5,13.0
Germany,1966,Stewards,0.447,0.447,0.447,0.447,2.0,12.5,14.5
Germany,1967,Archive,0.447,0.707,0.447,0.548,2.5,12.5,15.0
Germany,1967,Craft,0.447,0.0,0.707,0.548,2.5,11.0,13.5
Germany,1967,Flow,0.707,0.707,0.707,0.548,2.0,11.5,13.5
Germany,1967,Hands,0.837,0.447,0.447,0.447,2.5,9.5,12.0
Germany,1967,Helm,0.447,0.447,0.447,0.837,3.0,12.0,15.0
Germany,1967,Lore,0.0,0.548,0.707,0.447,3.0,11.5,14.5
Germany,1967,Shield,0.707,0.548,0.0,0.447,1.0,11.5,12.5
Germany,1967,Stewards,0.0,1.095,0.548,0.447,3.0,10.5,13.5
Germany,1968,Archive,0.894,0.447,0.894,0.548,4.5,12.5,17.0
Germany,1968,Craft,0.707,0.548,0.548,0.447,2.5,13.5,16.0
Germany,1968,Flow,0.548,0.0,1.14,0.707,3.5,12.0,15.5
Germany,1968,Hands,0.0,0.548,0.548,0.0,2.0,8.5,10.5
Germany,1968,Helm,0.447,0.707,0.447,0.548,2.0,12.5,14.5
