Entity,Year,Node,Coherence,Capacity,Stress,Abstraction,Node Value,Bond Strength,C_sd,K_sd,S_sd,A_sd,V_range,V_min,V_max,Stress Capacity Ratio,Resilience Index,Envelope Midpoint,Envelope Delta,node_value_rank,stress_rank
BYD,2023,Shield,6.0,7.0,5.6,6.0,10.4,26.253,0.0,0.0,0.89,0.0,2.0,9.0,11.0,0.7999999999999999,4.466666666666667,10.0,0.40000000000000036,6.0,1.0
BYD,2024,Lore,8.0,9.2,4.2,9.2,17.6,36.752,0.0,0.45,0.45,0.45,2.5,16.5,19.0,0.4565217391304348,7.3999999999999995,17.75,-0.14999999999999858,1.0,5.0
BYD,2024,Craft,8.2,9.2,3.8,7.0,17.1,34.789,0.45,0.45,0.45,0.0,3.0,16.5,19.5,0.41304347826086957,6.866666666666666,18.0,-0.8999999999999986,2.0,7.0
BYD,2024,Flow,8.2,9.0,5.4,6.0,14.8,31.109,0.45,0.0,1.14,0.0,4.0,13.0,17.0,0.6000000000000001,5.933333333333333,15.0,-0.1999999999999993,3.0,2.0
BYD,2024,Helm,8.0,8.0,5.4,8.0,14.6,33.447,0.0,0.0,0.55,0.0,1.0,14.0,15.0,0.675,6.2,14.5,0.09999999999999964,4.0,2.0
BYD,2024,Archive,7.0,8.0,4.0,7.0,14.5,31.696,0.0,0.0,0.0,0.0,0.0,14.5,14.5,0.5,6.0,14.5,0.0,5.0,6.0
BYD,2024,Stewards,7.0,7.8,5.2,7.0,13.1,30.107,0.0,0.45,0.45,0.0,2.0,11.5,13.5,0.6666666666666667,5.533333333333334,12.5,0.5999999999999996,6.0,3.0
BYD,2024,Hands,6.0,8.0,5.0,4.0,11.0,23.461,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.625,4.333333333333333,11.0,0.0,7.0,4.0
BYD,2024,Shield,6.0,7.0,6.6,6.0,9.4,24.73,0.0,0.0,0.89,0.0,2.0,8.0,10.0,0.9428571428571428,4.133333333333334,9.0,0.40000000000000036,8.0,1.0
BYD,2025,Lore,8.0,9.2,4.2,9.2,17.6,36.752,0.0,0.45,0.45,0.45,2.5,16.5,19.0,0.4565217391304348,7.3999999999999995,17.75,-0.14999999999999858,1.0,5.0
BYD,2025,Craft,8.2,9.2,3.8,7.0,17.1,34.789,0.45,0.45,0.45,0.0,3.0,16.5,19.5,0.41304347826086957,6.866666666666666,18.0,-0.8999999999999986,2.0,7.0
BYD,2025,Flow,8.2,9.0,5.4,6.0,14.8,31.109,0.45,0.0,1.14,0.0,4.0,13.0,17.0,0.6000000000000001,5.933333333333333,15.0,-0.1999999999999993,3.0,2.0
BYD,2025,Helm,8.0,8.0,5.4,8.0,14.6,33.447,0.0,0.0,0.55,0.0,1.0,14.0,15.0,0.675,6.2,14.5,0.09999999999999964,4.0,2.0
BYD,2025,Archive,7.0,8.0,4.0,7.0,14.5,31.696,0.0,0.0,0.0,0.0,0.0,14.5,14.5,0.5,6.0,14.5,0.0,5.0,6.0
BYD,2025,Stewards,7.0,7.8,5.2,7.0,13.1,30.107,0.0,0.45,0.45,0.0,2.0,11.5,13.5,0.6666666666666667,5.533333333333334,12.5,0.5999999999999996,6.0,3.0
BYD,2025,Hands,6.0,8.0,5.0,4.0,11.0,23.461,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.625,4.333333333333333,11.0,0.0,7.0,4.0
BYD,2025,Shield,6.0,7.0,6.6,6.0,9.4,24.73,0.0,0.0,0.89,0.0,2.0,8.0,10.0,0.9428571428571428,4.133333333333334,9.0,0.40000000000000036,8.0,1.0
BYD,2026,Lore,8.0,9.2,4.2,9.2,17.6,36.752,0.0,0.45,0.45,0.45,2.5,16.5,19.0,0.4565217391304348,7.3999999999999995,17.75,-0.14999999999999858,1.0,5.0
BYD,2026,Craft,8.2,9.2,3.8,7.0,17.1,34.789,0.45,0.45,0.45,0.0,3.0,16.5,19.5,0.41304347826086957,6.866666666666666,18.0,-0.8999999999999986,2.0,7.0
BYD,2026,Flow,8.2,9.0,5.4,6.0,14.8,31.109,0.45,0.0,1.14,0.0,4.0,13.0,17.0,0.6000000000000001,5.933333333333333,15.0,-0.1999999999999993,3.0,2.0
BYD,2026,Helm,8.0,8.0,5.4,8.0,14.6,33.447,0.0,0.0,0.55,0.0,1.0,14.0,15.0,0.675,6.2,14.5,0.09999999999999964,4.0,2.0
BYD,2026,Archive,7.0,8.0,4.0,7.0,14.5,31.696,0.0,0.0,0.0,0.0,0.0,14.5,14.5,0.5,6.0,14.5,0.0,5.0,6.0
BYD,2026,Stewards,7.0,7.8,5.2,7.0,13.1,30.107,0.0,0.45,0.45,0.0,2.0,11.5,13.5,0.6666666666666667,5.533333333333334,12.5,0.5999999999999996,6.0,3.0
BYD,2026,Hands,6.0,8.0,5.0,4.0,11.0,23.461,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.625,4.333333333333333,11.0,0.0,7.0,4.0
BYD,2026,Shield,6.0,7.0,6.6,6.0,9.4,24.73,0.0,0.0,0.89,0.0,2.0,8.0,10.0,0.9428571428571428,4.133333333333334,9.0,0.40000000000000036,8.0,1.0
CATL,2006,Archive,1.0,1.0,2.0,1.0,0.5,0.819,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.0,0.3333333333333333,0.5,0.0,1.0,1.0
CATL,2006,Craft,1.0,1.0,2.0,1.0,0.5,0.819,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.0,0.3333333333333333,0.5,0.0,1.0,1.0
CATL,2006,Flow,1.0,1.0,2.0,1.0,0.5,0.819,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.0,0.3333333333333333,0.5,0.0,1.0,1.0
CATL,2006,Hands,1.0,1.0,2.0,1.0,0.5,0.819,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.0,0.3333333333333333,0.5,0.0,1.0,1.0
CATL,2006,Helm,1.0,1.0,2.0,1.0,0.5,0.819,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.0,0.3333333333333333,0.5,0.0,1.0,1.0
CATL,2006,Lore,1.0,1.0,2.0,1.0,0.5,0.819,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.0,0.3333333333333333,0.5,0.0,1.0,1.0
CATL,2006,Shield,1.0,1.0,2.0,1.0,0.5,0.819,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.0,0.3333333333333333,0.5,0.0,1.0,1.0
CATL,2006,Stewards,1.0,1.0,2.0,1.0,0.5,0.819,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.0,0.3333333333333333,0.5,0.0,1.0,1.0
CATL,2007,Archive,1.0,1.0,2.0,1.0,0.5,0.819,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.0,0.3333333333333333,0.5,0.0,1.0,1.0
CATL,2007,Craft,1.0,1.0,2.0,1.0,0.5,0.819,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.0,0.3333333333333333,0.5,0.0,1.0,1.0
CATL,2007,Flow,1.0,1.0,2.0,1.0,0.5,0.819,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.0,0.3333333333333333,0.5,0.0,1.0,1.0
CATL,2007,Hands,1.0,1.0,2.0,1.0,0.5,0.819,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.0,0.3333333333333333,0.5,0.0,1.0,1.0
CATL,2007,Helm,1.0,1.0,2.0,1.0,0.5,0.819,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.0,0.3333333333333333,0.5,0.0,1.0,1.0
CATL,2007,Lore,1.0,1.0,2.0,1.0,0.5,0.819,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.0,0.3333333333333333,0.5,0.0,1.0,1.0
CATL,2007,Shield,1.0,1.0,2.0,1.0,0.5,0.819,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.0,0.3333333333333333,0.5,0.0,1.0,1.0
CATL,2007,Stewards,1.0,1.0,2.0,1.0,0.5,0.819,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.0,0.3333333333333333,0.5,0.0,1.0,1.0
CATL,2008,Archive,1.0,1.0,2.0,1.0,0.5,0.819,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.0,0.3333333333333333,0.5,0.0,1.0,1.0
CATL,2008,Craft,1.0,1.0,2.0,1.0,0.5,0.819,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.0,0.3333333333333333,0.5,0.0,1.0,1.0
CATL,2008,Flow,1.0,1.0,2.0,1.0,0.5,0.819,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.0,0.3333333333333333,0.5,0.0,1.0,1.0
CATL,2008,Hands,1.0,1.0,2.0,1.0,0.5,0.819,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.0,0.3333333333333333,0.5,0.0,1.0,1.0
CATL,2008,Helm,1.0,1.0,2.0,1.0,0.5,0.819,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.0,0.3333333333333333,0.5,0.0,1.0,1.0
CATL,2008,Lore,1.0,1.0,2.0,1.0,0.5,0.819,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.0,0.3333333333333333,0.5,0.0,1.0,1.0
CATL,2008,Shield,1.0,1.0,2.0,1.0,0.5,0.819,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.0,0.3333333333333333,0.5,0.0,1.0,1.0
CATL,2008,Stewards,1.0,1.0,2.0,1.0,0.5,0.819,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.0,0.3333333333333333,0.5,0.0,1.0,1.0
CATL,2009,Archive,1.0,1.0,2.0,1.0,0.5,0.819,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.0,0.3333333333333333,0.5,0.0,1.0,1.0
CATL,2009,Craft,1.0,1.0,2.0,1.0,0.5,0.819,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.0,0.3333333333333333,0.5,0.0,1.0,1.0
CATL,2009,Flow,1.0,1.0,2.0,1.0,0.5,0.819,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.0,0.3333333333333333,0.5,0.0,1.0,1.0
CATL,2009,Hands,1.0,1.0,2.0,1.0,0.5,0.819,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.0,0.3333333333333333,0.5,0.0,1.0,1.0
CATL,2009,Helm,1.0,1.0,2.0,1.0,0.5,0.819,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.0,0.3333333333333333,0.5,0.0,1.0,1.0
CATL,2009,Lore,1.0,1.0,2.0,1.0,0.5,0.819,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.0,0.3333333333333333,0.5,0.0,1.0,1.0
CATL,2009,Shield,1.0,1.0,2.0,1.0,0.5,0.819,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.0,0.3333333333333333,0.5,0.0,1.0,1.0
CATL,2009,Stewards,1.0,1.0,2.0,1.0,0.5,0.819,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.0,0.3333333333333333,0.5,0.0,1.0,1.0
CATL,2010,Lore,2.0,2.0,2.0,2.0,3.0,1.731,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.3333333333333333,3.0,0.0,1.0,1.0
CATL,2010,Helm,1.0,1.0,2.0,2.0,1.0,1.31,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.6666666666666666,1.0,0.0,2.0,1.0
CATL,2010,Archive,1.0,1.0,2.0,1.0,0.5,0.982,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.0,0.3333333333333333,0.5,0.0,3.0,1.0
CATL,2010,Craft,1.0,1.0,2.0,1.0,0.5,0.982,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.0,0.3333333333333333,0.5,0.0,3.0,1.0
CATL,2010,Flow,1.0,1.0,2.0,1.0,0.5,0.982,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.0,0.3333333333333333,0.5,0.0,3.0,1.0
CATL,2010,Hands,1.0,1.0,2.0,1.0,0.5,0.982,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.0,0.3333333333333333,0.5,0.0,3.0,1.0
CATL,2010,Shield,1.0,1.0,2.0,1.0,0.5,0.982,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.0,0.3333333333333333,0.5,0.0,3.0,1.0
CATL,2010,Stewards,1.0,1.0,2.0,1.0,0.5,0.982,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.0,0.3333333333333333,0.5,0.0,3.0,1.0
CATL,2011,Lore,7.0,5.0,4.2,8.0,11.8,24.193,0.0,0.0,0.45,0.0,1.0,11.0,12.0,0.8400000000000001,5.266666666666667,11.5,0.3000000000000007,1.0,3.0
CATL,2011,Helm,7.0,4.0,5.2,8.0,9.8,23.253,0.0,0.0,0.45,0.0,1.0,9.0,10.0,1.3,4.6000000000000005,9.5,0.3000000000000007,2.0,1.0
CATL,2011,Hands,6.0,4.0,4.0,5.0,8.5,19.296,0.0,0.0,0.0,0.0,0.0,8.5,8.5,1.0,3.6666666666666665,8.5,0.0,3.0,4.0
CATL,2011,Stewards,6.0,4.0,5.0,6.0,8.0,19.698,0.0,0.0,0.0,0.0,0.0,8.0,8.0,1.25,3.6666666666666665,8.0,0.0,4.0,2.0
CATL,2011,Craft,5.0,4.0,5.0,6.0,7.0,18.051,0.0,0.0,0.0,0.0,0.0,7.0,7.0,1.25,3.3333333333333335,7.0,0.0,5.0,2.0
CATL,2011,Flow,4.0,4.0,5.0,4.0,5.0,13.825,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.25,2.3333333333333335,5.0,0.0,6.0,2.0
CATL,2011,Archive,3.0,3.0,4.0,4.0,4.0,12.529,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.3333333333333333,2.0,4.0,0.0,7.0,4.0
CATL,2011,Shield,4.0,3.0,5.0,4.0,4.0,13.825,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.6666666666666667,2.0,4.0,0.0,7.0,2.0
CATL,2012,Lore,7.0,6.0,4.2,8.0,12.8,26.911,0.0,0.0,0.45,0.0,1.0,12.0,13.0,0.7000000000000001,5.6000000000000005,12.5,0.3000000000000007,1.0,1.0
CATL,2012,Helm,7.0,5.0,4.2,8.0,11.8,26.911,0.0,0.0,0.45,0.0,1.0,11.0,12.0,0.8400000000000001,5.266666666666667,11.5,0.3000000000000007,2.0,1.0
CATL,2012,Craft,6.0,5.0,4.0,6.0,10.0,22.783,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.8,4.333333333333333,10.0,0.0,3.0,2.0
CATL,2012,Stewards,6.0,5.0,4.0,6.0,10.0,22.783,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.8,4.333333333333333,10.0,0.0,3.0,2.0
CATL,2012,Hands,6.0,5.0,4.0,5.0,9.5,21.41,0.0,0.0,0.0,0.0,0.0,9.5,9.5,0.8,4.0,9.5,0.0,4.0,2.0
CATL,2012,Flow,5.0,5.0,4.0,5.0,8.5,19.465,0.0,0.0,0.0,0.0,0.0,8.5,8.5,0.8,3.6666666666666665,8.5,0.0,5.0,2.0
CATL,2012,Shield,5.0,4.0,4.0,5.0,7.5,19.465,0.0,0.0,0.0,0.0,0.0,7.5,7.5,1.0,3.3333333333333335,7.5,0.0,6.0,2.0
CATL,2012,Archive,3.0,3.0,4.0,4.0,4.0,13.779,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.3333333333333333,2.0,4.0,0.0,7.0,2.0
CATL,2013,Lore,8.0,6.2,4.2,8.2,14.1,29.819,0.0,0.45,0.45,0.45,2.5,13.0,15.5,0.6774193548387097,6.066666666666666,14.25,-0.15000000000000036,1.0,1.0
CATL,2013,Helm,7.0,6.0,4.2,8.0,12.8,27.764,0.0,0.0,0.45,0.0,1.0,12.0,13.0,0.7000000000000001,5.6000000000000005,12.5,0.3000000000000007,2.0,1.0
CATL,2013,Craft,6.0,6.0,4.0,6.0,11.0,23.514,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.6666666666666666,4.666666666666667,11.0,0.0,3.0,2.0
CATL,2013,Stewards,6.0,5.0,4.0,6.0,10.0,23.514,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.8,4.333333333333333,10.0,0.0,4.0,2.0
CATL,2013,Flow,5.0,6.0,4.0,5.0,9.5,20.074,0.0,0.0,0.0,0.0,0.0,9.5,9.5,0.6666666666666666,4.0,9.5,0.0,5.0,2.0
CATL,2013,Hands,6.0,5.0,4.0,5.0,9.5,22.134,0.0,0.0,0.0,0.0,0.0,9.5,9.5,0.8,4.0,9.5,0.0,5.0,2.0
CATL,2013,Shield,5.0,5.0,4.0,5.0,8.5,20.074,0.0,0.0,0.0,0.0,0.0,8.5,8.5,0.8,3.6666666666666665,8.5,0.0,6.0,2.0
CATL,2013,Archive,4.0,4.0,4.0,4.0,6.0,16.442,0.0,0.0,0.0,0.0,0.0,6.0,6.0,1.0,2.6666666666666665,6.0,0.0,7.0,2.0
CATL,2014,Lore,8.0,7.2,4.2,8.2,15.1,31.327,0.0,0.45,0.45,0.45,2.5,14.0,16.5,0.5833333333333334,6.3999999999999995,15.25,-0.15000000000000036,1.0,1.0
CATL,2014,Helm,7.0,6.0,4.2,8.0,12.8,29.085,0.0,0.0,0.45,0.0,1.0,12.0,13.0,0.7000000000000001,5.6000000000000005,12.5,0.3000000000000007,2.0,1.0
CATL,2014,Craft,7.2,6.2,3.8,6.0,12.6,27.431,0.45,0.45,0.45,0.0,3.0,12.0,15.0,0.6129032258064515,5.199999999999999,13.5,-0.9000000000000004,3.0,3.0
CATL,2014,Stewards,6.0,6.0,4.0,6.0,11.0,24.656,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.6666666666666666,4.666666666666667,11.0,0.0,4.0,2.0
CATL,2014,Flow,6.0,6.0,4.0,5.0,10.5,23.274,0.0,0.0,0.0,0.0,0.0,10.5,10.5,0.6666666666666666,4.333333333333333,10.5,0.0,5.0,2.0
CATL,2014,Hands,6.0,6.0,4.0,5.0,10.5,23.274,0.0,0.0,0.0,0.0,0.0,10.5,10.5,0.6666666666666666,4.333333333333333,10.5,0.0,5.0,2.0
CATL,2014,Shield,6.0,5.0,4.0,5.0,9.5,23.274,0.0,0.0,0.0,0.0,0.0,9.5,9.5,0.8,4.0,9.5,0.0,6.0,2.0
CATL,2014,Archive,4.0,4.0,4.0,4.0,6.0,17.204,0.0,0.0,0.0,0.0,0.0,6.0,6.0,1.0,2.6666666666666665,6.0,0.0,7.0,2.0
CATL,2015,Lore,8.0,7.2,4.2,9.2,15.6,34.417,0.0,0.45,0.45,0.45,2.5,14.5,17.0,0.5833333333333334,6.733333333333333,15.75,-0.15000000000000036,1.0,1.0
CATL,2015,Craft,7.2,7.2,3.8,7.0,14.1,30.394,0.45,0.45,0.45,0.0,3.0,13.5,16.5,0.5277777777777778,5.866666666666666,15.0,-0.9000000000000004,2.0,3.0
CATL,2015,Helm,7.0,7.0,4.2,8.0,13.8,30.792,0.0,0.0,0.45,0.0,1.0,13.0,14.0,0.6,5.933333333333334,13.5,0.3000000000000007,3.0,1.0
CATL,2015,Flow,7.0,7.0,4.0,5.0,12.5,26.786,0.0,0.0,0.0,0.0,0.0,12.5,12.5,0.5714285714285714,5.0,12.5,0.0,4.0,2.0
CATL,2015,Stewards,6.0,7.0,4.0,6.0,12.0,26.035,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.5714285714285714,5.0,12.0,0.0,5.0,2.0
CATL,2015,Hands,6.0,7.0,4.0,5.0,11.5,24.538,0.0,0.0,0.0,0.0,0.0,11.5,11.5,0.5714285714285714,4.666666666666667,11.5,0.0,6.0,2.0
CATL,2015,Shield,6.0,5.0,4.0,5.0,9.5,24.538,0.0,0.0,0.0,0.0,0.0,9.5,9.5,0.8,4.0,9.5,0.0,7.0,2.0
CATL,2015,Archive,5.0,5.0,4.0,5.0,8.5,22.175,0.0,0.0,0.0,0.0,0.0,8.5,8.5,0.8,3.6666666666666665,8.5,0.0,8.0,2.0
CATL,2016,Lore,8.0,8.2,4.2,9.2,16.6,36.792,0.0,0.45,0.45,0.45,2.5,15.5,18.0,0.5121951219512195,7.066666666666666,16.75,-0.14999999999999858,1.0,1.0
CATL,2016,Craft,8.2,8.2,3.8,7.0,16.1,34.882,0.45,0.45,0.45,0.0,3.0,15.5,18.5,0.4634146341463415,6.533333333333332,17.0,-0.8999999999999986,2.0,3.0
CATL,2016,Helm,8.0,7.0,4.2,8.0,14.8,35.23,0.0,0.0,0.45,0.0,1.0,14.0,15.0,0.6,6.266666666666667,14.5,0.3000000000000007,3.0,1.0
CATL,2016,Flow,7.0,8.0,4.0,6.0,14.0,30.284,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.5,5.666666666666667,14.0,0.0,4.0,2.0
CATL,2016,Stewards,7.0,7.0,4.0,6.0,13.0,30.284,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.5714285714285714,5.333333333333333,13.0,0.0,5.0,2.0
CATL,2016,Hands,7.0,7.0,4.0,5.0,12.5,28.738,0.0,0.0,0.0,0.0,0.0,12.5,12.5,0.5714285714285714,5.0,12.5,0.0,6.0,2.0
CATL,2016,Shield,6.0,6.0,4.0,5.0,10.5,26.246,0.0,0.0,0.0,0.0,0.0,10.5,10.5,0.6666666666666666,4.333333333333333,10.5,0.0,7.0,2.0
CATL,2016,Archive,5.0,5.0,3.0,5.0,9.5,24.721,0.0,0.0,0.0,0.0,0.0,9.5,9.5,0.6,4.0,9.5,0.0,8.0,4.0
CATL,2017,Lore,8.0,8.2,4.2,9.2,16.6,38.075,0.0,0.45,0.45,0.45,2.5,15.5,18.0,0.5121951219512195,7.066666666666666,16.75,-0.14999999999999858,1.0,1.0
CATL,2017,Craft,8.2,8.2,3.8,7.0,16.1,36.129,0.45,0.45,0.45,0.0,3.0,15.5,18.5,0.4634146341463415,6.533333333333332,17.0,-0.8999999999999986,2.0,3.0
CATL,2017,Flow,8.0,8.0,4.0,6.0,15.0,33.834,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.5,6.0,15.0,0.0,3.0,2.0
CATL,2017,Helm,8.0,7.0,4.2,8.0,14.8,36.467,0.0,0.0,0.45,0.0,1.0,14.0,15.0,0.6,6.266666666666667,14.5,0.3000000000000007,4.0,1.0
CATL,2017,Stewards,7.0,7.0,4.0,7.0,13.5,32.846,0.0,0.0,0.0,0.0,0.0,13.5,13.5,0.5714285714285714,5.666666666666667,13.5,0.0,5.0,2.0
CATL,2017,Hands,7.0,7.0,4.0,5.0,12.5,29.755,0.0,0.0,0.0,0.0,0.0,12.5,12.5,0.5714285714285714,5.0,12.5,0.0,6.0,2.0
CATL,2017,Archive,6.0,6.0,3.0,5.0,11.5,28.373,0.0,0.0,0.0,0.0,0.0,11.5,11.5,0.5,4.666666666666667,11.5,0.0,7.0,4.0
CATL,2017,Shield,6.0,6.0,4.0,5.0,10.5,27.144,0.0,0.0,0.0,0.0,0.0,10.5,10.5,0.6666666666666666,4.333333333333333,10.5,0.0,8.0,2.0
CATL,2018,Lore,8.0,8.2,4.2,9.2,16.6,39.279,0.0,0.45,0.45,0.45,2.5,15.5,18.0,0.5121951219512195,7.066666666666666,16.75,-0.14999999999999858,1.0,1.0
CATL,2018,Craft,8.4,8.2,3.6,7.0,16.5,38.105,0.55,0.45,0.55,0.0,3.0,15.5,18.5,0.4390243902439025,6.666666666666667,17.0,-0.5,2.0,4.0
CATL,2018,Helm,8.0,8.0,4.2,8.0,15.8,37.62,0.0,0.0,0.45,0.0,1.0,15.0,16.0,0.525,6.6000000000000005,15.5,0.3000000000000007,3.0,1.0
CATL,2018,Flow,8.2,8.0,3.8,6.0,15.4,35.721,0.45,0.0,0.45,0.0,2.0,15.0,17.0,0.475,6.133333333333333,16.0,-0.5999999999999996,4.0,3.0
CATL,2018,Stewards,7.0,8.0,4.0,7.0,14.5,33.865,0.0,0.0,0.0,0.0,0.0,14.5,14.5,0.5,6.0,14.5,0.0,5.0,2.0
CATL,2018,Hands,7.0,8.0,4.0,5.0,13.5,30.687,0.0,0.0,0.0,0.0,0.0,13.5,13.5,0.5,5.333333333333333,13.5,0.0,6.0,2.0
CATL,2018,Shield,7.0,6.0,4.0,6.0,12.0,32.315,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.6666666666666666,5.0,12.0,0.0,7.0,2.0
CATL,2018,Archive,6.2,6.2,3.0,5.0,11.9,29.818,0.45,0.45,0.0,0.0,2.0,11.5,13.5,0.48387096774193544,4.8,12.5,-0.5999999999999996,8.0,5.0
CATL,2019,Lore,8.0,8.2,4.2,9.2,16.6,39.279,0.0,0.45,0.45,0.45,2.5,15.5,18.0,0.5121951219512195,7.066666666666666,16.75,-0.14999999999999858,1.0,1.0
CATL,2019,Craft,8.4,8.2,3.6,7.0,16.5,38.105,0.55,0.45,0.55,0.0,3.0,15.5,18.5,0.4390243902439025,6.666666666666667,17.0,-0.5,2.0,4.0
CATL,2019,Flow,8.2,9.0,3.8,6.0,16.4,35.721,0.45,0.0,0.45,0.0,2.0,16.0,18.0,0.4222222222222222,6.466666666666666,17.0,-0.6000000000000014,3.0,3.0
CATL,2019,Helm,8.0,8.0,4.2,8.0,15.8,37.62,0.0,0.0,0.45,0.0,1.0,15.0,16.0,0.525,6.6000000000000005,15.5,0.3000000000000007,4.0,1.0
CATL,2019,Stewards,7.0,8.0,4.0,7.0,14.5,33.865,0.0,0.0,0.0,0.0,0.0,14.5,14.5,0.5,6.0,14.5,0.0,5.0,2.0
CATL,2019,Hands,7.0,8.0,4.0,5.0,13.5,30.687,0.0,0.0,0.0,0.0,0.0,13.5,13.5,0.5,5.333333333333333,13.5,0.0,6.0,2.0
CATL,2019,Shield,7.0,6.0,4.0,6.0,12.0,32.315,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.6666666666666666,5.0,12.0,0.0,7.0,2.0
CATL,2019,Archive,6.2,6.2,3.0,5.0,11.9,29.818,0.45,0.45,0.0,0.0,2.0,11.5,13.5,0.48387096774193544,4.8,12.5,-0.5999999999999996,8.0,5.0
CATL,2020,Lore,9.0,9.2,4.2,9.2,18.6,43.578,0.0,0.45,0.45,0.45,2.5,17.5,20.0,0.4565217391304348,7.733333333333333,18.75,-0.14999999999999858,1.0,1.0
CATL,2020,Craft,8.4,9.2,3.6,7.0,17.5,39.726,0.55,0.45,0.55,0.0,3.0,16.5,19.5,0.391304347826087,7.0,18.0,-0.5,2.0,4.0
CATL,2020,Flow,8.2,9.0,3.8,6.0,16.4,37.215,0.45,0.0,0.45,0.0,2.0,16.0,18.0,0.4222222222222222,6.466666666666666,17.0,-0.6000000000000014,3.0,3.0
CATL,2020,Helm,8.0,8.0,4.2,9.0,16.3,40.708,0.0,0.0,0.45,0.0,1.0,15.5,16.5,0.525,6.933333333333334,16.0,0.3000000000000007,4.0,1.0
CATL,2020,Archive,7.2,7.4,3.0,6.2,14.7,36.07,0.45,0.55,0.0,0.45,2.0,14.0,16.0,0.4054054054054054,5.933333333333334,15.0,-0.3000000000000007,5.0,5.0
CATL,2020,Stewards,7.0,8.0,4.0,7.0,14.5,35.29,0.0,0.0,0.0,0.0,0.0,14.5,14.5,0.5,6.0,14.5,0.0,6.0,2.0
CATL,2020,Hands,7.0,8.0,4.0,5.0,13.5,31.939,0.0,0.0,0.0,0.0,0.0,13.5,13.5,0.5,5.333333333333333,13.5,0.0,7.0,2.0
CATL,2020,Shield,7.0,7.0,4.0,6.0,13.0,33.653,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.5714285714285714,5.333333333333333,13.0,0.0,8.0,2.0
CATL,2021,Craft,9.4,9.2,3.6,8.0,19.0,45.644,0.55,0.45,0.55,0.0,3.0,18.0,21.0,0.391304347826087,7.666666666666667,19.5,-0.5,1.0,4.0
