Society,Year,Node,Coherence,Capacity,Stress,Abstraction,_source_file,Node Value,Bond Strength,AC,K_S,sigma
Canada,1970,Shield,6.0,7.0,7.2,5.0,Canada_ENS_1850_2026_cleaned.csv,8.3,18.551,30.0,-0.20000000000000018,-6.000000000000005
Canada,1970,Lore,6.0,7.0,5.0,7.0,Canada_ENS_1850_2026_cleaned.csv,11.5,22.804,42.0,2.0,84.0
Canada,1970,Stewards,7.0,7.0,4.0,6.0,Canada_ENS_1850_2026_cleaned.csv,13.0,24.493,42.0,3.0,126.0
Canada,1970,Craft,7.0,7.0,4.2,6.0,Canada_ENS_1850_2026_cleaned.csv,12.8,24.291,42.0,2.8,117.6
Canada,1970,Hands,5.0,6.0,6.2,5.0,Canada_ENS_1850_2026_cleaned.csv,7.3,17.516,25.0,-0.20000000000000018,-5.000000000000004
Canada,1970,Archive,6.0,6.0,5.0,6.0,Canada_ENS_1850_2026_cleaned.csv,10.0,21.648,36.0,1.0,36.0
Canada,1970,Flow,7.0,7.0,4.2,6.0,Canada_ENS_1850_2026_cleaned.csv,12.8,24.291,42.0,2.8,117.6
Canada,1975,Helm,5.0,6.0,6.2,5.0,Canada_ENS_1850_2026_cleaned.csv,7.3,15.476,25.0,-0.20000000000000018,-5.000000000000004
Canada,1975,Shield,5.0,6.0,5.0,5.0,Canada_ENS_1850_2026_cleaned.csv,8.5,16.307,25.0,1.0,25.0
Canada,1975,Lore,7.0,6.0,4.0,7.0,Canada_ENS_1850_2026_cleaned.csv,12.5,22.496,49.0,2.0,98.0
Canada,1975,Stewards,6.0,6.0,6.0,6.0,Canada_ENS_1850_2026_cleaned.csv,9.0,18.264,36.0,0.0,0.0
Canada,1975,Craft,6.0,6.0,6.0,5.0,Canada_ENS_1850_2026_cleaned.csv,8.5,17.236,30.0,0.0,0.0
Canada,1975,Hands,4.8,5.0,7.2,4.0,Canada_ENS_1850_2026_cleaned.csv,4.6,13.446,19.2,-2.2,-42.24
Canada,1975,Archive,6.0,6.0,5.0,6.0,Canada_ENS_1850_2026_cleaned.csv,10.0,19.048,36.0,1.0,36.0
Canada,1975,Flow,5.0,6.0,7.0,5.0,Canada_ENS_1850_2026_cleaned.csv,6.5,14.942,25.0,-1.0,-25.0
Canada,1980,Helm,5.0,6.0,7.0,6.0,Canada_ENS_1850_2026_cleaned.csv,7.0,15.128,30.0,-1.0,-30.0
Canada,1980,Shield,5.0,6.0,5.0,5.0,Canada_ENS_1850_2026_cleaned.csv,8.5,15.448,25.0,1.0,25.0
Canada,1980,Lore,6.0,6.0,5.0,7.0,Canada_ENS_1850_2026_cleaned.csv,10.5,18.977,42.0,1.0,42.0
Canada,1980,Stewards,5.0,6.0,7.2,5.0,Canada_ENS_1850_2026_cleaned.csv,6.3,14.041,25.0,-1.2000000000000002,-30.000000000000004
Canada,1980,Craft,6.0,6.0,5.2,5.0,Canada_ENS_1850_2026_cleaned.csv,9.3,16.848,30.0,0.7999999999999998,23.999999999999993
Canada,1980,Hands,5.0,5.0,7.0,4.0,Canada_ENS_1850_2026_cleaned.csv,5.0,13.145,20.0,-2.0,-40.0
Canada,1980,Archive,6.0,6.0,6.0,6.0,Canada_ENS_1850_2026_cleaned.csv,9.0,17.284,36.0,0.0,0.0
Canada,1980,Flow,5.0,5.8,7.2,5.0,Canada_ENS_1850_2026_cleaned.csv,6.1,14.041,25.0,-1.4000000000000004,-35.00000000000001
Canada,1982,Helm,6.0,6.0,6.0,7.0,Canada_ENS_1850_2026_cleaned.csv,9.5,21.375,42.0,0.0,0.0
Canada,1982,Shield,5.0,6.0,5.0,5.0,Canada_ENS_1850_2026_cleaned.csv,8.5,18.022,25.0,1.0,25.0
Canada,1982,Lore,7.0,6.0,4.0,8.0,Canada_ENS_1850_2026_cleaned.csv,13.0,26.17,56.0,2.0,112.0
Canada,1982,Stewards,6.0,6.0,6.0,6.0,Canada_ENS_1850_2026_cleaned.csv,9.0,20.222,36.0,0.0,0.0
Canada,1982,Craft,6.0,6.0,6.0,5.0,Canada_ENS_1850_2026_cleaned.csv,8.5,19.007,30.0,0.0,0.0
Canada,1982,Hands,5.0,5.0,7.0,4.0,Canada_ENS_1850_2026_cleaned.csv,5.0,15.265,20.0,-2.0,-40.0
Canada,1982,Archive,7.0,6.0,4.0,8.0,Canada_ENS_1850_2026_cleaned.csv,13.0,26.17,56.0,2.0,112.0
Canada,1982,Flow,5.0,6.0,6.0,5.0,Canada_ENS_1850_2026_cleaned.csv,7.5,17.244,25.0,0.0,0.0
Canada,1988,Helm,6.0,7.0,5.0,6.0,Canada_ENS_1850_2026_cleaned.csv,11.0,24.246,36.0,2.0,72.0
Canada,1988,Shield,6.0,6.0,4.0,5.0,Canada_ENS_1850_2026_cleaned.csv,10.5,23.891,30.0,2.0,60.0
Canada,1988,Lore,7.0,7.0,4.0,7.0,Canada_ENS_1850_2026_cleaned.csv,13.5,28.87,49.0,3.0,147.0
Canada,1988,Stewards,7.0,7.0,4.0,7.0,Canada_ENS_1850_2026_cleaned.csv,13.5,28.87,49.0,3.0,147.0
Canada,1988,Craft,7.0,7.0,4.0,6.0,Canada_ENS_1850_2026_cleaned.csv,13.0,27.517,42.0,3.0,126.0
Canada,1988,Hands,5.0,6.0,6.0,4.0,Canada_ENS_1850_2026_cleaned.csv,7.0,18.339,20.0,0.0,0.0
Canada,1988,Archive,7.0,6.0,4.0,7.0,Canada_ENS_1850_2026_cleaned.csv,12.5,28.87,49.0,2.0,98.0
Canada,1988,Flow,7.0,8.0,4.0,7.0,Canada_ENS_1850_2026_cleaned.csv,14.5,28.87,49.0,4.0,196.0
Canada,1993,Helm,6.0,6.0,6.0,6.0,Canada_ENS_1850_2026_cleaned.csv,9.0,19.919,36.0,0.0,0.0
Canada,1993,Shield,6.0,6.0,5.0,5.0,Canada_ENS_1850_2026_cleaned.csv,9.5,19.617,30.0,1.0,30.0
Canada,1993,Lore,7.0,6.0,4.0,7.0,Canada_ENS_1850_2026_cleaned.csv,12.5,24.63,49.0,2.0,98.0
Canada,1993,Stewards,6.0,6.0,7.0,6.0,Canada_ENS_1850_2026_cleaned.csv,8.0,19.078,36.0,-1.0,-36.0
Canada,1993,Craft,6.0,6.0,5.0,5.0,Canada_ENS_1850_2026_cleaned.csv,9.5,19.617,30.0,1.0,30.0
Canada,1993,Hands,4.0,5.0,7.2,4.0,Canada_ENS_1850_2026_cleaned.csv,3.8,13.165,16.0,-2.2,-35.2
Canada,1993,Archive,7.0,6.0,5.0,7.0,Canada_ENS_1850_2026_cleaned.csv,11.5,23.646,49.0,1.0,49.0
Canada,1993,Flow,6.0,7.0,6.0,6.0,Canada_ENS_1850_2026_cleaned.csv,10.0,19.919,36.0,1.0,36.0
Canada,1995,Helm,4.8,6.0,8.2,6.0,Canada_ENS_1850_2026_cleaned.csv,5.6,14.036,28.799999999999997,-2.1999999999999993,-63.35999999999997
Canada,1995,Shield,5.0,6.0,6.2,5.0,Canada_ENS_1850_2026_cleaned.csv,7.3,14.645,25.0,-0.20000000000000018,-5.000000000000004
Canada,1995,Lore,6.0,6.0,6.0,7.0,Canada_ENS_1850_2026_cleaned.csv,9.5,18.171,42.0,0.0,0.0
Canada,1995,Stewards,6.0,6.0,6.0,5.0,Canada_ENS_1850_2026_cleaned.csv,8.5,16.28,30.0,0.0,0.0
Canada,1995,Craft,6.0,6.0,5.0,5.0,Canada_ENS_1850_2026_cleaned.csv,9.5,16.981,30.0,1.0,30.0
Canada,1995,Hands,4.0,5.0,7.2,3.0,Canada_ENS_1850_2026_cleaned.csv,3.3,10.443,12.0,-2.2,-26.400000000000002
Canada,1995,Archive,6.0,6.0,6.0,7.0,Canada_ENS_1850_2026_cleaned.csv,9.5,18.171,42.0,0.0,0.0
Canada,1995,Flow,6.0,6.0,7.0,5.0,Canada_ENS_1850_2026_cleaned.csv,7.5,15.6,30.0,-1.0,-30.0
Canada,2000,Helm,7.0,7.0,4.0,7.0,Canada_ENS_1850_2026_cleaned.csv,13.5,32.241,49.0,3.0,147.0
Canada,2000,Shield,6.0,7.0,4.0,6.0,Canada_ENS_1850_2026_cleaned.csv,12.0,28.209,36.0,3.0,108.0
Canada,2000,Lore,7.0,7.0,3.0,8.0,Canada_ENS_1850_2026_cleaned.csv,15.0,35.226,56.0,4.0,224.0
Canada,2000,Stewards,7.0,8.0,4.0,7.0,Canada_ENS_1850_2026_cleaned.csv,14.5,32.241,49.0,4.0,196.0
Canada,2000,Craft,7.0,7.0,3.0,7.0,Canada_ENS_1850_2026_cleaned.csv,14.5,33.641,49.0,4.0,196.0
Canada,2000,Hands,6.0,6.0,4.0,5.0,Canada_ENS_1850_2026_cleaned.csv,10.5,26.519,30.0,2.0,60.0
Canada,2000,Archive,7.0,7.0,3.0,7.0,Canada_ENS_1850_2026_cleaned.csv,14.5,33.641,49.0,4.0,196.0
Canada,2000,Flow,7.0,8.0,4.0,7.0,Canada_ENS_1850_2026_cleaned.csv,14.5,32.241,49.0,4.0,196.0
Canada,2006,Helm,6.0,7.0,5.0,6.0,Canada_ENS_1850_2026_cleaned.csv,11.0,24.404,36.0,2.0,72.0
Canada,2006,Shield,6.0,7.0,6.0,5.0,Canada_ENS_1850_2026_cleaned.csv,9.5,22.018,30.0,1.0,30.0
Canada,2006,Lore,7.0,7.0,4.0,7.0,Canada_ENS_1850_2026_cleaned.csv,13.5,29.065,49.0,3.0,147.0
Canada,2006,Stewards,7.0,8.0,4.0,7.0,Canada_ENS_1850_2026_cleaned.csv,14.5,29.065,49.0,4.0,196.0
Canada,2006,Craft,7.0,7.0,4.0,6.0,Canada_ENS_1850_2026_cleaned.csv,13.0,27.7,42.0,3.0,126.0
Canada,2006,Hands,6.0,6.0,5.0,5.0,Canada_ENS_1850_2026_cleaned.csv,9.5,23.013,30.0,1.0,30.0
Canada,2006,Archive,7.0,7.0,4.0,7.0,Canada_ENS_1850_2026_cleaned.csv,13.5,29.065,49.0,3.0,147.0
Canada,2006,Flow,7.0,8.0,5.0,7.0,Canada_ENS_1850_2026_cleaned.csv,13.5,27.865,49.0,3.0,147.0
Canada,2008,Helm,4.8,6.0,7.2,5.0,Canada_ENS_1850_2026_cleaned.csv,6.1,13.91,24.0,-1.2000000000000002,-28.800000000000004
Canada,2008,Shield,5.0,6.0,6.2,5.0,Canada_ENS_1850_2026_cleaned.csv,7.3,14.852,25.0,-0.20000000000000018,-5.000000000000004
Canada,2008,Lore,7.0,6.0,5.0,7.0,Canada_ENS_1850_2026_cleaned.csv,11.5,20.689,49.0,1.0,49.0
Canada,2008,Stewards,6.0,6.0,7.2,6.0,Canada_ENS_1850_2026_cleaned.csv,7.8,16.643,36.0,-1.2000000000000002,-43.2
Canada,2008,Craft,6.0,6.0,6.2,5.0,Canada_ENS_1850_2026_cleaned.csv,8.3,16.39,30.0,-0.20000000000000018,-6.000000000000005
Canada,2008,Hands,5.0,5.0,7.2,4.0,Canada_ENS_1850_2026_cleaned.csv,4.8,13.222,20.0,-2.2,-44.0
Canada,2008,Archive,6.0,6.0,5.0,6.0,Canada_ENS_1850_2026_cleaned.csv,10.0,18.254,36.0,1.0,36.0
Canada,2008,Flow,5.0,6.0,8.2,5.0,Canada_ENS_1850_2026_cleaned.csv,5.3,13.604,25.0,-2.1999999999999993,-54.999999999999986
Canada,2010,Helm,6.0,7.0,5.0,6.0,Canada_ENS_1850_2026_cleaned.csv,11.0,23.171,36.0,2.0,72.0
Canada,2010,Shield,6.0,7.0,5.0,5.0,Canada_ENS_1850_2026_cleaned.csv,10.5,21.884,30.0,2.0,60.0
Canada,2010,Lore,7.0,7.0,4.0,7.0,Canada_ENS_1850_2026_cleaned.csv,13.5,27.553,49.0,3.0,147.0
Canada,2010,Stewards,7.0,7.0,4.0,6.0,Canada_ENS_1850_2026_cleaned.csv,13.0,26.297,42.0,3.0,126.0
Canada,2010,Craft,7.0,7.0,4.0,6.0,Canada_ENS_1850_2026_cleaned.csv,13.0,26.297,42.0,3.0,126.0
Canada,2010,Hands,5.0,6.0,6.0,4.0,Canada_ENS_1850_2026_cleaned.csv,7.0,17.576,20.0,0.0,0.0
Canada,2010,Archive,7.0,7.0,4.0,7.0,Canada_ENS_1850_2026_cleaned.csv,13.5,27.553,49.0,3.0,147.0
Canada,2010,Flow,6.0,7.0,5.0,6.0,Canada_ENS_1850_2026_cleaned.csv,11.0,23.171,36.0,2.0,72.0
Canada,2015,Helm,7.0,7.0,4.0,7.0,Canada_ENS_1850_2026_cleaned.csv,13.5,31.309,49.0,3.0,147.0
Canada,2015,Shield,6.0,7.0,5.0,6.0,Canada_ENS_1850_2026_cleaned.csv,11.0,26.234,36.0,2.0,72.0
Canada,2015,Lore,7.0,7.0,4.0,8.0,Canada_ENS_1850_2026_cleaned.csv,14.0,32.792,56.0,3.0,168.0
Canada,2015,Stewards,7.0,7.0,4.0,7.0,Canada_ENS_1850_2026_cleaned.csv,13.5,31.309,49.0,3.0,147.0
Canada,2015,Craft,7.0,7.0,4.0,6.0,Canada_ENS_1850_2026_cleaned.csv,13.0,29.75,42.0,3.0,126.0
Canada,2015,Hands,6.0,7.0,4.0,5.0,Canada_ENS_1850_2026_cleaned.csv,11.5,25.775,30.0,3.0,90.0
Canada,2015,Archive,7.0,7.0,4.0,8.0,Canada_ENS_1850_2026_cleaned.csv,14.0,32.792,56.0,3.0,168.0
Canada,2015,Flow,7.0,8.0,4.0,7.0,Canada_ENS_1850_2026_cleaned.csv,14.5,31.309,49.0,4.0,196.0
Canada,2019,Helm,5.0,6.0,6.2,6.0,Canada_ENS_1850_2026_cleaned.csv,7.8,16.985,30.0,-0.20000000000000018,-6.000000000000005
Canada,2019,Shield,5.0,6.0,6.0,5.0,Canada_ENS_1850_2026_cleaned.csv,7.5,15.985,25.0,0.0,0.0
Canada,2019,Lore,7.0,7.0,5.0,7.0,Canada_ENS_1850_2026_cleaned.csv,12.5,22.166,49.0,2.0,98.0
Canada,2019,Stewards,5.0,7.0,6.2,6.0,Canada_ENS_1850_2026_cleaned.csv,8.8,16.985,30.0,0.7999999999999998,23.999999999999993
Canada,2019,Craft,6.0,7.0,5.0,6.0,Canada_ENS_1850_2026_cleaned.csv,11.0,19.519,36.0,2.0,72.0
Canada,2019,Hands,5.0,6.0,6.2,4.0,Canada_ENS_1850_2026_cleaned.csv,6.8,14.645,20.0,-0.20000000000000018,-4.0000000000000036
Canada,2019,Archive,6.0,7.0,5.0,7.0,Canada_ENS_1850_2026_cleaned.csv,11.5,20.637,42.0,2.0,84.0
Canada,2019,Flow,5.0,7.0,7.0,6.0,Canada_ENS_1850_2026_cleaned.csv,8.0,16.404,30.0,0.0,0.0
Canada,2022,Helm,4.8,6.0,7.2,6.0,Canada_ENS_1850_2026_cleaned.csv,6.6,13.816,28.799999999999997,-1.2000000000000002,-34.56
Canada,2022,Shield,5.0,6.0,7.0,5.0,Canada_ENS_1850_2026_cleaned.csv,6.5,13.256,25.0,-1.0,-25.0
Canada,2022,Lore,6.0,6.0,6.0,7.0,Canada_ENS_1850_2026_cleaned.csv,9.5,17.052,42.0,0.0,0.0
Canada,2022,Stewards,5.0,6.0,7.2,5.0,Canada_ENS_1850_2026_cleaned.csv,6.3,13.142,25.0,-1.2000000000000002,-30.000000000000004
Canada,2022,Craft,6.0,6.0,6.2,5.0,Canada_ENS_1850_2026_cleaned.csv,8.3,15.036,30.0,-0.20000000000000018,-6.000000000000005
Canada,2022,Hands,4.0,5.0,8.2,4.0,Canada_ENS_1850_2026_cleaned.csv,2.8,10.317,16.0,-3.1999999999999993,-51.19999999999999
Canada,2022,Archive,6.0,6.0,6.0,7.0,Canada_ENS_1850_2026_cleaned.csv,9.5,17.052,42.0,0.0,0.0
Canada,2022,Flow,4.0,5.8,8.2,5.0,Canada_ENS_1850_2026_cleaned.csv,4.1,11.274,20.0,-2.3999999999999995,-47.999999999999986
Canada,2026,Helm,4.8,6.0,7.2,6.0,Canada_ENS_1850_2026_cleaned.csv,6.6,13.578,28.799999999999997,-1.2000000000000002,-34.56
Canada,2026,Shield,5.0,6.0,7.0,5.0,Canada_ENS_1850_2026_cleaned.csv,6.5,13.05,25.0,-1.0,-25.0
Canada,2026,Lore,6.0,6.0,6.0,7.0,Canada_ENS_1850_2026_cleaned.csv,9.5,16.754,42.0,0.0,0.0
Canada,2026,Stewards,5.0,5.0,7.2,5.0,Canada_ENS_1850_2026_cleaned.csv,5.3,12.937,25.0,-2.2,-55.00000000000001
Canada,2026,Craft,6.0,6.0,6.2,5.0,Canada_ENS_1850_2026_cleaned.csv,8.3,14.814,30.0,-0.20000000000000018,-6.000000000000005
Canada,2026,Hands,4.0,5.0,8.2,4.0,Canada_ENS_1850_2026_cleaned.csv,2.8,10.161,16.0,-3.1999999999999993,-51.19999999999999
Canada,2026,Archive,6.0,6.0,6.0,6.0,Canada_ENS_1850_2026_cleaned.csv,9.0,15.877,36.0,0.0,0.0
Canada,2026,Flow,4.0,5.0,9.0,5.0,Canada_ENS_1850_2026_cleaned.csv,2.5,10.697,20.0,-4.0,-80.0
Chile,1875,Helm,6.0,5.0,3.0,5.0,Chile_ENS_1875_2026_cleaned.csv,10.5,21.668,30.0,2.0,60.0
Chile,1875,Shield,5.8,4.8,2.8,4.4,Chile_ENS_1875_2026_cleaned.csv,10.0,20.709,25.52,2.0,51.04
Chile,1875,Lore,6.2,5.0,3.0,6.0,Chile_ENS_1875_2026_cleaned.csv,11.2,23.209,37.2,2.0,74.4
Chile,1875,Stewards,6.8,6.0,3.2,5.2,Chile_ENS_1875_2026_cleaned.csv,12.2,23.33,35.36,2.8,99.008
Chile,1875,Craft,5.0,5.0,2.8,4.0,Chile_ENS_1875_2026_cleaned.csv,9.2,18.475,20.0,2.2,44.0
Chile,1875,Hands,4.0,4.0,4.8,3.0,Chile_ENS_1875_2026_cleaned.csv,4.7,13.588,12.0,-0.7999999999999998,-9.599999999999998
Chile,1875,Archive,5.2,5.0,2.8,5.0,Chile_ENS_1875_2026_cleaned.csv,9.9,20.137,26.0,2.2,57.2
Chile,1875,Flow,6.0,6.2,3.0,5.2,Chile_ENS_1875_2026_cleaned.csv,11.8,21.901,31.200000000000003,3.2,99.84000000000002
Chile,1876,Helm,5.8,5.0,2.8,5.2,Chile_ENS_1875_2026_cleaned.csv,10.6,21.408,30.16,2.2,66.352
Chile,1876,Shield,5.8,5.0,3.0,4.2,Chile_ENS_1875_2026_cleaned.csv,9.9,20.052,24.36,2.0,48.72
Chile,1876,Lore,6.0,5.0,3.0,5.8,Chile_ENS_1875_2026_cleaned.csv,10.9,22.305,34.8,2.0,69.6
Chile,1876,Stewards,6.8,6.2,3.0,5.0,Chile_ENS_1875_2026_cleaned.csv,12.5,23.014,34.0,3.2,108.80000000000001
Chile,1876,Craft,5.2,5.0,3.0,4.0,Chile_ENS_1875_2026_cleaned.csv,9.2,18.537,20.8,2.0,41.6
Chile,1876,Hands,3.8,4.0,4.6,3.0,Chile_ENS_1875_2026_cleaned.csv,4.7,13.126,11.399999999999999,-0.5999999999999996,-6.839999999999995
Chile,1876,Archive,5.0,4.8,2.6,5.0,Chile_ENS_1875_2026_cleaned.csv,9.7,19.631,25.0,2.1999999999999997,54.99999999999999
Chile,1876,Flow,6.0,6.2,2.8,5.0,Chile_ENS_1875_2026_cleaned.csv,11.9,21.593,30.0,3.4000000000000004,102.00000000000001
Chile,1877,Helm,6.0,5.0,3.0,5.0,Chile_ENS_1875_2026_cleaned.csv,10.5,21.513,30.0,2.0,60.0
Chile,1877,Shield,6.2,5.0,3.0,4.2,Chile_ENS_1875_2026_cleaned.csv,10.3,20.975,26.040000000000003,2.0,52.080000000000005
Chile,1877,Lore,6.2,5.0,3.2,6.0,Chile_ENS_1875_2026_cleaned.csv,11.0,22.845,37.2,1.7999999999999998,66.96
Chile,1877,Stewards,6.8,6.0,3.0,5.2,Chile_ENS_1875_2026_cleaned.csv,12.4,23.355,35.36,3.0,106.08
Chile,1877,Craft,5.0,5.0,3.0,4.0,Chile_ENS_1875_2026_cleaned.csv,9.0,18.187,20.0,2.0,40.0
Chile,1877,Hands,4.0,3.8,5.0,3.2,Chile_ENS_1875_2026_cleaned.csv,4.4,13.618,12.8,-1.2000000000000002,-15.360000000000003
Chile,1877,Archive,5.0,5.0,3.0,5.0,Chile_ENS_1875_2026_cleaned.csv,9.5,19.382,25.0,2.0,50.0
Chile,1877,Flow,5.8,6.2,3.0,5.0,Chile_ENS_1875_2026_cleaned.csv,11.5,21.097,29.0,3.2,92.80000000000001
Chile,1878,Helm,6.2,5.2,4.0,4.8,Chile_ENS_1875_2026_cleaned.csv,9.8,20.471,29.759999999999998,1.2000000000000002,35.712
Chile,1878,Shield,6.0,5.2,3.6,4.2,Chile_ENS_1875_2026_cleaned.csv,9.7,19.74,25.200000000000003,1.6,40.32000000000001
Chile,1878,Lore,6.0,5.0,2.6,6.2,Chile_ENS_1875_2026_cleaned.csv,11.5,22.827,37.2,2.4,89.28
Chile,1878,Stewards,6.6,5.8,3.2,5.0,Chile_ENS_1875_2026_cleaned.csv,11.7,22.189,33.0,2.5999999999999996,85.79999999999998
Chile,1878,Craft,5.0,4.8,3.0,4.0,Chile_ENS_1875_2026_cleaned.csv,8.8,17.91,20.0,1.7999999999999998,36.0
Chile,1878,Hands,4.2,4.2,4.8,3.0,Chile_ENS_1875_2026_cleaned.csv,5.1,13.727,12.600000000000001,-0.5999999999999996,-7.559999999999996
Chile,1878,Archive,5.2,5.0,3.0,5.0,Chile_ENS_1875_2026_cleaned.csv,9.7,19.501,26.0,2.0,52.0
Chile,1878,Flow,6.0,6.2,4.0,5.0,Chile_ENS_1875_2026_cleaned.csv,10.7,20.296,30.0,2.2,66.0
Chile,1879,Helm,7.0,5.8,5.2,5.8,Chile_ENS_1875_2026_cleaned.csv,10.5,21.488,40.6,0.5999999999999996,24.359999999999985
Chile,1879,Shield,7.0,6.2,5.8,4.6,Chile_ENS_1875_2026_cleaned.csv,9.7,19.771,32.199999999999996,0.40000000000000036,12.88000000000001
Chile,1879,Lore,7.0,5.2,3.2,6.0,Chile_ENS_1875_2026_cleaned.csv,12.0,23.528,42.0,2.0,84.0
Chile,1879,Stewards,5.8,6.0,3.8,5.2,Chile_ENS_1875_2026_cleaned.csv,10.6,19.877,30.16,2.2,66.352
Chile,1879,Craft,5.0,5.2,3.8,4.0,Chile_ENS_1875_2026_cleaned.csv,8.4,16.951,20.0,1.4000000000000004,28.000000000000007
Chile,1879,Hands,5.2,4.6,6.0,2.8,Chile_ENS_1875_2026_cleaned.csv,5.2,14.443,14.559999999999999,-1.4000000000000004,-20.384000000000004
Chile,1879,Archive,4.8,5.0,4.0,5.2,Chile_ENS_1875_2026_cleaned.csv,8.4,17.704,24.96,1.0,24.96
Chile,1879,Flow,5.0,5.0,4.8,5.0,Chile_ENS_1875_2026_cleaned.csv,7.7,17.292,25.0,0.20000000000000018,5.000000000000004
Chile,1880,Helm,7.0,7.0,5.0,6.0,Chile_ENS_1875_2026_cleaned.csv,12.0,22.15,42.0,2.0,84.0
Chile,1880,Shield,7.0,7.2,5.0,5.0,Chile_ENS_1875_2026_cleaned.csv,11.7,21.129,35.0,2.2,77.0
Chile,1880,Lore,7.0,5.2,3.0,6.0,Chile_ENS_1875_2026_cleaned.csv,12.2,24.039,42.0,2.2,92.4
Chile,1880,Stewards,6.0,5.8,4.0,5.2,Chile_ENS_1875_2026_cleaned.csv,10.4,20.359,31.200000000000003,1.7999999999999998,56.16
Chile,1880,Craft,5.0,5.0,4.0,4.0,Chile_ENS_1875_2026_cleaned.csv,8.0,17.012,20.0,1.0,20.0
Chile,1880,Hands,4.8,4.8,6.0,3.0,Chile_ENS_1875_2026_cleaned.csv,5.1,14.071,14.399999999999999,-1.2000000000000002,-17.28
Chile,1880,Archive,5.0,5.0,4.0,5.0,Chile_ENS_1875_2026_cleaned.csv,8.5,18.142,25.0,1.0,25.0
Chile,1880,Flow,5.0,5.4,4.8,5.0,Chile_ENS_1875_2026_cleaned.csv,8.1,17.52,25.0,0.6000000000000005,15.000000000000014
Chile,1881,Helm,6.6,7.0,5.0,6.2,Chile_ENS_1875_2026_cleaned.csv,11.7,22.042,40.92,2.0,81.84
Chile,1881,Shield,8.0,7.2,5.0,5.0,Chile_ENS_1875_2026_cleaned.csv,12.7,23.357,40.0,2.2,88.0
Chile,1881,Lore,7.0,5.8,3.0,6.2,Chile_ENS_1875_2026_cleaned.csv,12.9,24.732,43.4,2.8,121.51999999999998
Chile,1881,Stewards,6.4,6.2,4.0,5.0,Chile_ENS_1875_2026_cleaned.csv,11.1,21.334,32.0,2.2,70.4
Chile,1881,Craft,5.0,4.8,3.8,4.0,Chile_ENS_1875_2026_cleaned.csv,8.0,17.496,20.0,1.0,20.0
Chile,1881,Hands,5.0,4.8,6.0,3.0,Chile_ENS_1875_2026_cleaned.csv,5.3,14.754,15.0,-1.2000000000000002,-18.000000000000004
Chile,1881,Archive,5.0,5.2,4.0,4.8,Chile_ENS_1875_2026_cleaned.csv,8.6,18.252,24.0,1.2000000000000002,28.800000000000004
Chile,1881,Flow,5.0,5.4,5.0,5.0,Chile_ENS_1875_2026_cleaned.csv,7.9,17.682,25.0,0.40000000000000036,10.000000000000009
Chile,1882,Helm,7.0,7.2,3.8,6.0,Chile_ENS_1875_2026_cleaned.csv,13.4,24.301,42.0,3.4000000000000004,142.8
Chile,1882,Shield,7.2,7.0,4.0,5.0,Chile_ENS_1875_2026_cleaned.csv,12.7,23.423,36.0,3.0,108.0
Chile,1882,Lore,7.0,6.0,3.2,5.6,Chile_ENS_1875_2026_cleaned.csv,12.6,24.479,39.199999999999996,2.8,109.75999999999998
Chile,1882,Stewards,6.2,6.4,3.6,5.0,Chile_ENS_1875_2026_cleaned.csv,11.5,21.795,31.0,2.8000000000000003,86.80000000000001
Chile,1882,Craft,5.0,5.0,3.6,3.8,Chile_ENS_1875_2026_cleaned.csv,8.3,17.811,19.0,1.4,26.599999999999998
Chile,1882,Hands,5.0,4.8,4.6,2.8,Chile_ENS_1875_2026_cleaned.csv,6.6,15.831,14.0,0.20000000000000018,2.8000000000000025
Chile,1882,Archive,4.8,5.0,3.6,5.2,Chile_ENS_1875_2026_cleaned.csv,8.8,18.989,24.96,1.4,34.943999999999996
Chile,1882,Flow,5.4,6.0,4.0,5.0,Chile_ENS_1875_2026_cleaned.csv,9.9,19.748,27.0,2.0,54.0
Chile,1883,Helm,7.2,6.8,2.8,6.0,Chile_ENS_1875_2026_cleaned.csv,14.2,28.366,43.2,4.0,172.8
Chile,1883,Shield,7.0,7.0,2.6,5.0,Chile_ENS_1875_2026_cleaned.csv,13.9,26.902,35.0,4.4,154.0
Chile,1883,Lore,7.0,6.2,3.0,6.0,Chile_ENS_1875_2026_cleaned.csv,13.2,27.679,42.0,3.2,134.4
Chile,1883,Stewards,7.0,7.0,3.2,5.2,Chile_ENS_1875_2026_cleaned.csv,13.4,26.482,36.4,3.8,138.32
Chile,1883,Craft,5.4,4.8,2.8,4.2,Chile_ENS_1875_2026_cleaned.csv,9.5,21.796,22.680000000000003,2.0,45.36000000000001
Chile,1883,Hands,5.0,5.0,4.6,3.2,Chile_ENS_1875_2026_cleaned.csv,7.0,17.89,16.0,0.40000000000000036,6.400000000000006
Chile,1883,Archive,5.4,5.2,2.8,5.0,Chile_ENS_1875_2026_cleaned.csv,10.3,22.845,27.0,2.4000000000000004,64.80000000000001
Chile,1883,Flow,6.0,6.4,3.0,5.4,Chile_ENS_1875_2026_cleaned.csv,12.1,24.613,32.400000000000006,3.4000000000000004,110.16000000000003
Chile,1884,Helm,7.0,6.8,3.2,6.0,Chile_ENS_1875_2026_cleaned.csv,13.6,27.368,42.0,3.5999999999999996,151.2
