Society,Year,Node,Coherence,Capacity,Stress,Abstraction
Poland,1939,Lore,6.0,5.0,9.0,7.0
Poland,1939,Stewards,3.0,3.0,10.0,5.0
Poland,1939,Craft,4.0,4.0,10.0,5.0
Poland,1939,Hands,3.0,3.0,10.0,5.0
Poland,1939,Archive,4.0,4.0,9.8,6.0
Poland,1939,Flow,3.0,3.0,10.0,5.0
Poland,1940,Helm,4.0,3.0,10.0,7.0
Poland,1940,Shield,4.0,4.0,10.0,6.0
Poland,1940,Lore,5.0,4.0,10.0,7.0
Poland,1940,Stewards,2.0,2.0,10.0,4.0
Poland,1940,Craft,3.0,3.0,10.0,5.0
Poland,1940,Hands,3.0,2.0,10.0,4.0
Poland,1940,Archive,3.0,3.0,10.0,6.0
Poland,1940,Flow,2.0,2.0,10.0,4.0
Poland,1941,Helm,4.0,3.0,10.0,7.0
Poland,1941,Shield,4.0,4.0,10.0,6.0
Poland,1941,Lore,5.0,4.0,10.0,7.0
Poland,1941,Stewards,2.0,2.0,10.0,4.0
Poland,1941,Craft,3.0,3.0,10.0,5.0
Poland,1941,Hands,3.0,2.0,10.0,4.0
Poland,1941,Archive,3.0,3.0,10.0,6.0
Poland,1941,Flow,2.0,2.0,10.0,4.0
Poland,1942,Helm,4.0,3.0,10.0,7.0
Poland,1942,Shield,5.0,4.0,10.0,6.0
Poland,1942,Lore,5.0,4.0,10.0,7.0
Poland,1942,Stewards,2.0,2.0,10.0,4.0
Poland,1942,Craft,3.0,3.0,10.0,5.0
Poland,1942,Hands,3.0,2.0,10.0,4.0
Poland,1942,Archive,3.0,3.0,10.0,6.0
Poland,1942,Flow,2.0,2.0,10.0,4.0
Poland,1943,Helm,5.0,4.0,10.0,7.0
Poland,1943,Shield,5.0,4.0,10.0,7.0
Poland,1943,Lore,5.0,4.0,10.0,7.0
Poland,1943,Stewards,2.0,2.0,10.0,4.0
Poland,1943,Craft,3.0,3.0,10.0,5.0
Poland,1943,Hands,3.0,2.0,10.0,4.0
Poland,1943,Archive,3.0,3.0,10.0,6.0
Poland,1943,Flow,2.0,2.0,10.0,4.0
Poland,1944,Helm,5.0,4.0,10.0,8.0
Poland,1944,Shield,5.4,5.0,10.0,7.0
Poland,1944,Lore,5.0,4.0,10.0,7.0
Poland,1944,Stewards,2.0,2.0,10.0,4.0
Poland,1944,Craft,3.0,3.0,10.0,5.0
Poland,1944,Hands,3.0,2.0,10.0,4.0
Poland,1944,Archive,3.0,3.0,10.0,6.0
Poland,1944,Flow,2.0,2.0,10.0,4.0
Poland,1945,Helm,4.0,3.0,10.0,7.0
Poland,1945,Shield,4.0,3.0,10.0,6.0
Poland,1945,Lore,5.0,3.0,9.4,7.0
Poland,1945,Stewards,2.0,2.0,10.0,4.0
Poland,1945,Craft,3.0,2.0,9.0,4.0
Poland,1945,Hands,3.0,2.0,10.0,4.0
Poland,1945,Archive,3.0,2.0,10.0,5.0
Poland,1945,Flow,2.0,2.0,10.0,4.0
Poland,1946,Helm,5.0,4.0,8.0,6.0
Poland,1946,Shield,4.4,4.0,7.0,5.0
Poland,1946,Lore,5.0,4.0,7.0,6.0
Poland,1946,Stewards,3.0,3.0,7.0,4.4
Poland,1946,Craft,4.0,3.0,7.0,4.2
Poland,1946,Hands,4.0,3.0,7.8,4.0
Poland,1946,Archive,4.0,3.0,7.0,5.0
Poland,1946,Flow,3.0,3.0,8.0,4.0
Poland,1947,Helm,5.0,5.0,7.0,6.0
Poland,1947,Shield,5.0,5.0,6.0,5.0
Poland,1947,Lore,5.0,4.0,7.0,6.0
Poland,1947,Stewards,4.0,4.0,7.0,5.0
Poland,1947,Craft,4.2,4.0,6.0,5.0
Poland,1947,Hands,4.0,4.0,7.0,5.0
Poland,1947,Archive,4.0,4.0,6.0,5.0
Poland,1947,Flow,4.0,4.0,7.0,5.0
Poland,1948,Helm,6.0,5.0,6.0,6.0
Poland,1948,Shield,5.0,5.0,5.8,5.0
Poland,1948,Lore,5.0,4.0,6.0,6.0
Poland,1948,Stewards,4.4,4.0,6.0,5.0
Poland,1948,Craft,5.0,4.0,6.0,5.0
Poland,1948,Hands,4.0,4.0,6.0,5.0
Poland,1948,Archive,4.6,4.0,6.0,5.0
Poland,1948,Flow,4.0,4.0,6.0,5.0
Poland,1949,Helm,6.0,5.0,5.0,5.0
Poland,1949,Shield,6.0,5.0,5.0,5.0
Poland,1949,Lore,5.0,4.0,6.0,5.0
Poland,1949,Stewards,5.0,4.0,5.0,4.0
Poland,1949,Craft,5.0,5.0,5.0,5.0
Poland,1949,Hands,4.0,4.0,5.0,4.8
Poland,1949,Archive,5.0,4.0,5.0,5.0
Poland,1949,Flow,4.2,4.0,5.0,5.0
Poland,1950,Helm,6.0,5.0,5.0,5.0
Poland,1950,Shield,6.0,5.0,5.0,5.0
Poland,1950,Lore,5.0,5.0,5.0,5.0
Poland,1950,Stewards,5.0,5.0,5.0,4.0
Poland,1950,Craft,5.0,5.0,5.0,5.0
Poland,1950,Hands,5.0,4.0,5.0,4.8
Poland,1950,Archive,5.0,5.0,5.0,5.0
Poland,1950,Flow,5.0,5.0,5.0,5.0
Poland,1951,Helm,6.0,5.0,5.0,5.0
Poland,1951,Shield,6.0,5.0,5.0,5.0
Poland,1951,Lore,5.0,5.0,5.0,5.0
Poland,1951,Stewards,5.0,5.0,5.0,4.0
Poland,1951,Craft,5.0,5.0,5.0,5.0
Poland,1951,Hands,5.0,4.0,5.0,4.8
Poland,1951,Archive,5.0,5.0,5.0,5.0
Poland,1951,Flow,5.0,5.0,5.0,5.0
Poland,1952,Helm,6.0,5.0,5.0,5.0
Poland,1952,Shield,6.0,5.0,5.0,5.0
Poland,1952,Lore,5.0,5.0,5.0,5.0
Poland,1952,Stewards,5.0,5.0,5.0,4.0
Poland,1952,Craft,5.0,5.0,5.0,5.0
Poland,1952,Hands,5.0,4.0,5.0,4.8
Poland,1952,Archive,5.0,5.0,5.0,5.0
Poland,1952,Flow,5.0,5.0,5.0,5.0
Poland,1953,Helm,6.0,5.0,5.0,5.0
Poland,1953,Shield,6.0,5.2,5.0,5.0
Poland,1953,Lore,5.0,5.0,5.0,5.0
Poland,1953,Stewards,5.0,5.0,5.0,4.0
Poland,1953,Craft,5.0,5.0,5.0,5.0
Poland,1953,Hands,5.0,4.4,5.0,4.8
Poland,1953,Archive,5.0,5.0,5.0,5.0
Poland,1953,Flow,5.0,5.0,5.0,5.0
Poland,1954,Helm,6.0,5.0,5.0,5.0
Poland,1954,Shield,6.0,5.0,5.0,5.0
Poland,1954,Lore,5.0,5.0,5.0,5.0
Poland,1954,Stewards,5.0,5.0,5.0,4.0
Poland,1954,Craft,5.0,5.0,5.0,5.0
Poland,1954,Hands,5.0,4.4,5.0,4.8
Poland,1954,Archive,5.0,5.0,5.0,5.0
Poland,1954,Flow,5.0,5.0,5.0,5.0
Poland,1955,Helm,6.0,5.0,5.0,5.0
Poland,1955,Shield,6.0,5.0,5.0,5.0
Poland,1955,Lore,5.0,5.0,5.0,5.0
Poland,1955,Stewards,5.0,5.0,5.0,4.0
Poland,1955,Craft,5.0,5.0,5.0,5.0
Poland,1955,Hands,5.0,5.0,5.0,5.0
Poland,1955,Archive,5.0,5.0,5.0,5.0
Poland,1955,Flow,5.0,5.0,5.0,5.0
Poland,1956,Helm,5.0,5.0,7.0,6.0
Poland,1956,Shield,5.0,5.0,6.0,5.0
Poland,1956,Lore,6.0,5.0,6.0,6.4
Poland,1956,Stewards,5.0,5.0,6.0,4.0
Poland,1956,Craft,5.0,5.0,5.6,5.0
Poland,1956,Hands,5.0,5.0,7.0,5.0
Poland,1956,Archive,5.0,5.0,5.0,5.0
Poland,1956,Flow,5.0,5.0,6.0,5.0
Poland,1957,Helm,5.0,5.0,5.0,6.0
Poland,1957,Shield,5.0,5.0,5.0,5.0
Poland,1957,Lore,6.0,5.0,5.0,6.0
Poland,1957,Stewards,5.0,5.0,5.0,4.0
Poland,1957,Craft,5.0,5.0,5.0,5.0
Poland,1957,Hands,5.0,5.0,5.0,5.0
Poland,1957,Archive,5.0,5.0,5.0,5.0
Poland,1957,Flow,5.0,5.0,5.0,5.0
Poland,1958,Helm,5.0,5.0,5.0,5.0
Poland,1958,Shield,5.0,5.0,5.0,5.0
Poland,1958,Lore,6.0,5.0,5.0,6.0
Poland,1958,Stewards,5.0,5.0,5.0,4.0
Poland,1958,Craft,5.0,5.0,5.0,5.0
Poland,1958,Hands,5.0,5.0,5.0,5.0
Poland,1958,Archive,5.0,5.0,5.0,5.0
Poland,1958,Flow,5.0,5.0,5.0,5.0
Poland,1959,Helm,5.0,5.0,5.0,5.0
Poland,1959,Shield,5.0,5.0,5.0,5.0
Poland,1959,Lore,6.0,5.0,5.0,6.0
Poland,1959,Stewards,5.0,5.0,5.0,4.0
Poland,1959,Craft,5.0,5.0,5.0,5.0
Poland,1959,Hands,5.0,5.0,5.0,5.0
Poland,1959,Archive,5.0,5.0,5.0,5.0
Poland,1959,Flow,5.0,5.0,5.0,5.0
Poland,1960,Helm,5.0,5.0,5.0,5.0
Poland,1960,Shield,5.0,5.0,5.0,5.0
Poland,1960,Lore,6.0,5.0,5.0,6.0
Poland,1960,Stewards,5.0,5.0,5.0,4.0
Poland,1960,Craft,5.0,5.0,5.0,5.0
Poland,1960,Hands,5.0,5.0,5.0,5.0
Poland,1960,Archive,5.0,5.0,5.0,5.0
Poland,1960,Flow,5.0,5.0,5.0,5.0
Poland,1961,Helm,5.0,5.0,5.0,5.0
Poland,1961,Shield,5.0,5.0,5.0,5.0
Poland,1961,Lore,6.0,5.0,5.0,6.0
Poland,1961,Stewards,5.0,5.0,5.0,4.0
Poland,1961,Craft,5.0,5.0,5.0,5.0
Poland,1961,Hands,5.0,5.0,5.0,5.0
Poland,1961,Archive,5.0,5.0,5.0,5.0
Poland,1961,Flow,5.0,5.0,5.0,5.0
Poland,1962,Helm,5.0,5.0,5.0,5.0
Poland,1962,Shield,5.0,5.0,5.0,5.0
Poland,1962,Lore,6.0,5.0,5.0,6.0
Poland,1962,Stewards,5.0,5.0,5.0,4.0
Poland,1962,Craft,5.0,5.0,5.0,5.0
Poland,1962,Hands,5.0,5.0,5.0,5.0
Poland,1962,Archive,5.0,5.0,5.0,5.0
Poland,1962,Flow,5.0,5.0,5.0,5.0
Poland,1963,Helm,5.0,5.0,5.0,5.0
Poland,1963,Shield,5.0,5.0,5.0,5.0
Poland,1963,Lore,6.0,5.0,5.0,6.0
Poland,1963,Stewards,5.0,5.0,5.0,4.0
Poland,1963,Craft,5.0,5.0,5.0,5.0
Poland,1963,Hands,5.0,5.0,5.0,5.0
Poland,1963,Archive,5.0,5.0,5.0,5.0
Poland,1963,Flow,5.0,5.0,5.0,5.0
Poland,1964,Helm,5.0,5.0,5.0,5.0
Poland,1964,Shield,5.0,5.0,5.0,5.0
Poland,1964,Lore,6.0,5.0,5.0,6.0
Poland,1964,Stewards,5.0,5.0,5.0,4.0
Poland,1964,Craft,5.0,5.0,5.0,5.0
Poland,1964,Hands,5.0,5.0,5.0,5.0
Poland,1964,Archive,5.0,5.0,5.0,5.0
Poland,1964,Flow,5.0,5.0,5.0,5.0
Poland,1965,Helm,5.0,5.0,5.0,5.0
Poland,1965,Shield,5.0,5.0,5.0,5.0
Poland,1965,Lore,6.0,5.0,5.0,6.0
Poland,1965,Stewards,5.0,5.0,5.0,4.0
Poland,1965,Craft,5.0,5.0,5.0,5.0
Poland,1965,Hands,5.0,5.0,5.0,5.0
Poland,1965,Archive,5.0,5.0,5.0,5.0
Poland,1965,Flow,5.0,5.0,5.0,5.0
Poland,1966,Helm,5.0,5.0,5.0,5.0
Poland,1966,Shield,5.0,5.0,5.0,5.0
Poland,1966,Lore,6.0,5.0,5.0,6.0
Poland,1966,Stewards,5.0,5.0,5.0,4.0
Poland,1966,Craft,5.0,5.0,5.0,5.0
Poland,1966,Hands,5.0,5.0,5.0,5.0
Poland,1966,Archive,5.0,5.0,5.0,5.0
Poland,1966,Flow,5.0,5.0,5.0,5.0
Poland,1967,Helm,5.0,5.0,5.0,5.0
Poland,1967,Shield,5.0,5.0,5.0,5.0
Poland,1967,Lore,5.0,5.0,5.0,6.0
Poland,1967,Stewards,5.0,5.0,5.0,4.0
Poland,1967,Craft,5.0,5.0,5.0,5.0
Poland,1967,Hands,5.0,5.0,5.0,5.0
Poland,1967,Archive,5.0,5.0,5.0,5.0
Poland,1967,Flow,5.0,5.0,5.0,5.0
Poland,1968,Helm,5.0,5.0,6.0,5.0
Poland,1968,Shield,5.0,5.0,5.4,5.0
Poland,1968,Lore,5.0,5.0,6.0,6.0
Poland,1968,Stewards,5.0,5.0,5.0,4.0
Poland,1968,Craft,5.0,5.0,5.0,5.0
Poland,1968,Hands,5.0,5.0,6.0,5.0
Poland,1968,Archive,5.0,5.0,5.0,5.0
Poland,1968,Flow,5.0,5.0,5.0,5.0
Poland,1969,Helm,5.0,5.0,5.0,5.0
Poland,1969,Shield,5.0,5.0,5.0,5.0
Poland,1969,Lore,6.0,5.0,5.0,6.0
Poland,1969,Stewards,5.0,5.0,5.0,4.0
Poland,1969,Craft,5.0,5.0,5.0,5.0
Poland,1969,Hands,5.0,5.0,5.0,5.0
Poland,1969,Archive,5.0,5.0,5.0,5.0
Poland,1969,Flow,5.0,5.0,5.0,5.0
Poland,1970,Helm,5.0,5.0,6.2,5.0
Poland,1970,Shield,5.0,5.0,5.0,5.0
Poland,1970,Lore,6.0,5.0,5.0,6.0
Poland,1970,Stewards,5.0,5.0,5.6,4.0
Poland,1970,Craft,5.0,5.4,5.0,5.0
Poland,1970,Hands,5.0,5.0,7.0,5.0
Poland,1970,Archive,5.0,5.0,5.0,5.0
Poland,1970,Flow,5.0,5.0,5.6,5.0
Poland,1971,Helm,5.0,5.0,5.0,5.0
Poland,1971,Shield,5.0,5.0,5.0,5.0
Poland,1971,Lore,6.0,5.0,5.0,6.0
Poland,1971,Stewards,5.0,5.0,5.0,4.0
Poland,1971,Craft,5.0,6.0,5.0,5.0
Poland,1971,Hands,5.0,5.0,5.0,5.0
Poland,1971,Archive,5.0,5.0,5.0,5.0
Poland,1971,Flow,5.0,5.2,5.0,5.0
Poland,1972,Helm,5.0,5.0,5.0,5.0
Poland,1972,Shield,5.0,5.0,5.0,5.0
Poland,1972,Lore,6.0,5.0,5.0,6.0
Poland,1972,Stewards,5.0,5.0,5.0,4.0
Poland,1972,Craft,5.0,6.0,5.0,5.0
Poland,1972,Hands,5.0,5.0,5.0,5.0
Poland,1972,Archive,5.0,5.0,5.0,5.0
Poland,1972,Flow,5.0,5.2,5.0,5.0
Poland,1973,Helm,5.0,5.0,5.0,5.0
Poland,1973,Shield,5.0,5.0,5.0,5.0
Poland,1973,Lore,6.0,5.0,5.0,6.0
Poland,1973,Stewards,5.0,5.0,5.0,4.0
Poland,1973,Craft,5.0,6.0,5.0,5.0
Poland,1973,Hands,5.0,5.0,5.0,5.0
Poland,1973,Archive,5.0,5.0,5.0,5.0
Poland,1973,Flow,5.0,6.0,5.0,5.0
Poland,1974,Helm,5.0,5.0,5.0,5.0
Poland,1974,Shield,5.0,5.0,5.0,5.0
Poland,1974,Lore,6.0,5.0,5.0,6.0
Poland,1974,Stewards,5.0,5.0,5.0,4.0
Poland,1974,Craft,5.0,6.0,5.0,5.0
Poland,1974,Hands,5.0,5.0,5.0,5.0
Poland,1974,Archive,5.0,5.0,5.0,5.0
Poland,1974,Flow,5.0,6.0,5.0,5.0
Poland,1975,Helm,5.0,5.0,5.0,5.0
Poland,1975,Shield,5.0,5.0,5.0,5.0
Poland,1975,Lore,6.0,5.0,5.0,6.0
Poland,1975,Stewards,5.0,5.0,5.0,4.0
Poland,1975,Craft,5.0,6.0,5.0,5.0
Poland,1975,Hands,5.0,5.0,5.0,5.0
Poland,1975,Archive,5.0,5.0,5.0,5.0
Poland,1975,Flow,5.0,6.0,5.0,5.0
Poland,1976,Helm,5.0,5.0,6.0,5.0
Poland,1976,Shield,5.0,5.0,5.0,5.0
Poland,1976,Lore,6.0,5.0,5.0,6.0
Poland,1976,Stewards,5.0,5.0,6.0,4.0
Poland,1976,Craft,5.0,5.2,5.0,5.0
Poland,1976,Hands,5.0,5.0,6.0,5.0
Poland,1976,Archive,5.0,5.0,5.0,5.0
Poland,1976,Flow,5.0,5.0,6.0,5.0
Poland,1977,Helm,5.0,5.0,5.0,5.0
Poland,1977,Shield,5.0,5.0,5.0,5.0
Poland,1977,Lore,6.0,5.0,5.0,6.0
Poland,1977,Stewards,5.0,5.0,5.0,4.0
Poland,1977,Craft,5.0,6.0,5.0,5.0
Poland,1977,Hands,5.0,5.0,5.0,5.0
Poland,1977,Archive,5.0,5.0,5.0,5.0
Poland,1977,Flow,5.0,5.0,5.0,5.0
Poland,1978,Helm,5.0,5.0,5.0,5.0
Poland,1978,Shield,5.0,5.0,5.0,5.0
Poland,1978,Lore,6.0,6.0,5.0,6.2
Poland,1978,Stewards,5.0,5.0,5.0,4.0
Poland,1978,Craft,5.0,6.0,5.0,5.0
Poland,1978,Hands,5.0,5.0,5.0,5.0
Poland,1978,Archive,5.0,5.0,5.0,5.4
Poland,1978,Flow,5.0,5.0,5.0,5.0
Poland,1979,Helm,5.0,5.0,6.0,5.0
Poland,1979,Shield,5.0,5.0,5.0,5.0
Poland,1979,Lore,7.0,6.0,5.0,7.0
Poland,1979,Stewards,5.0,5.0,5.0,4.0
Poland,1979,Craft,5.0,6.0,5.0,5.0
Poland,1979,Hands,5.0,5.0,6.0,5.0
Poland,1979,Archive,5.0,5.0,5.0,6.0
Poland,1979,Flow,5.0,5.0,6.0,5.0
Poland,1980,Helm,4.0,5.0,7.0,5.0
Poland,1980,Shield,5.0,5.0,6.0,5.0
Poland,1980,Lore,7.0,6.0,6.0,7.0
Poland,1980,Stewards,5.0,5.0,6.0,4.0
Poland,1980,Craft,5.0,6.0,6.0,5.0
Poland,1980,Hands,6.0,5.0,7.0,6.0
Poland,1980,Archive,5.0,5.0,5.0,6.0
Poland,1980,Flow,5.0,5.0,7.0,5.0
Poland,1981,Helm,4.0,5.0,8.0,5.0
Poland,1981,Shield,5.0,5.0,7.0,5.0
Poland,1981,Lore,6.0,6.0,7.0,7.0
Poland,1981,Stewards,4.0,5.0,7.0,4.0
Poland,1981,Craft,5.0,5.0,7.0,5.0
Poland,1981,Hands,6.0,5.0,8.0,6.0
Poland,1981,Archive,5.0,5.0,6.0,6.0
Poland,1981,Flow,4.0,4.0,8.0,5.0
Poland,1982,Helm,5.0,5.0,7.0,5.0
Poland,1982,Shield,6.0,6.0,6.0,5.0
Poland,1982,Lore,5.0,5.0,7.0,6.0
Poland,1982,Stewards,4.0,5.0,7.0,4.0
Poland,1982,Craft,5.0,5.0,6.0,5.0
Poland,1982,Hands,5.0,5.0,7.0,5.0
Poland,1982,Archive,5.0,5.0,6.0,5.0
Poland,1982,Flow,4.0,4.0,7.0,5.0
Poland,1983,Helm,5.0,5.0,6.0,5.0
Poland,1983,Shield,6.0,6.0,6.0,5.0
Poland,1983,Lore,5.0,5.0,6.0,6.0
Poland,1983,Stewards,4.0,5.0,6.0,4.0
Poland,1983,Craft,5.0,5.0,6.0,5.0
Poland,1983,Hands,5.0,5.0,6.0,5.0
Poland,1983,Archive,5.0,5.0,6.0,5.0
Poland,1983,Flow,4.0,4.0,6.0,5.0
Poland,1984,Helm,5.0,5.0,6.0,5.0
Poland,1984,Shield,6.0,6.0,5.0,5.0
Poland,1984,Lore,5.0,5.0,6.0,6.0
Poland,1984,Stewards,5.0,5.0,6.0,4.0
Poland,1984,Craft,5.0,5.0,5.0,5.0
Poland,1984,Hands,5.0,5.0,6.0,5.0
Poland,1984,Archive,5.0,5.0,5.0,5.0
Poland,1984,Flow,4.4,5.0,6.0,5.0
Poland,1985,Helm,5.0,5.0,6.0,5.0
Poland,1985,Shield,6.0,6.0,5.0,5.0
Poland,1985,Lore,5.4,5.0,6.0,6.0
Poland,1985,Stewards,5.0,5.0,6.0,4.0
Poland,1985,Craft,5.0,5.0,5.0,5.0
Poland,1985,Hands,5.0,5.0,6.0,5.0
Poland,1985,Archive,5.0,5.0,5.0,5.0
Poland,1985,Flow,4.0,5.0,6.0,5.0
Poland,1986,Helm,5.0,5.0,6.0,5.0
Poland,1986,Shield,5.0,5.0,5.0,5.0
Poland,1986,Lore,6.0,5.0,6.0,6.0
Poland,1986,Stewards,5.0,5.0,6.0,4.0
Poland,1986,Craft,5.0,5.0,5.0,5.0
Poland,1986,Hands,5.0,5.0,6.0,5.0
Poland,1986,Archive,5.0,5.0,5.0,5.0
Poland,1986,Flow,4.0,5.0,6.0,5.0
Poland,1987,Helm,4.8,5.0,6.2,5.0
Poland,1987,Shield,5.0,5.0,6.0,5.0
Poland,1987,Lore,6.0,5.0,6.0,6.2
Poland,1987,Stewards,4.0,5.0,6.0,4.0
Poland,1987,Craft,5.0,5.0,6.0,5.0
Poland,1987,Hands,5.0,5.0,7.0,5.0
Poland,1987,Archive,5.0,5.0,6.0,5.0
Poland,1987,Flow,4.0,4.0,7.0,5.0
Poland,1988,Helm,4.0,5.0,7.0,5.2
Poland,1988,Shield,5.0,5.0,6.0,5.0
Poland,1988,Lore,6.0,5.0,6.0,7.0
Poland,1988,Stewards,4.0,5.0,7.0,4.0
Poland,1988,Craft,5.0,5.0,6.0,5.0
Poland,1988,Hands,5.0,5.0,7.0,6.0
Poland,1988,Archive,5.0,5.0,6.0,6.0
Poland,1988,Flow,4.0,4.0,7.0,5.0
Poland,1989,Helm,5.0,5.0,7.0,6.0
Poland,1989,Shield,5.0,5.0,6.0,5.0
Poland,1989,Lore,7.0,6.0,6.0,7.0
Poland,1989,Stewards,4.0,4.0,7.0,5.0
Poland,1989,Craft,5.0,5.0,6.0,5.0
Poland,1989,Hands,6.0,5.0,7.0,6.0
Poland,1989,Archive,5.0,5.0,6.0,6.0
Poland,1989,Flow,4.0,4.0,7.0,5.0
Poland,1990,Helm,5.0,4.0,7.0,6.0
Poland,1990,Shield,5.0,4.0,6.0,5.0
Poland,1990,Lore,6.0,5.0,6.0,7.0
Poland,1990,Stewards,4.0,4.0,8.0,5.0
Poland,1990,Craft,5.0,5.0,7.0,5.0
Poland,1990,Hands,4.4,4.0,8.0,5.0
Poland,1990,Archive,5.0,5.0,6.0,6.0
Poland,1990,Flow,4.0,4.0,8.0,5.0
Poland,1991,Helm,5.0,4.0,7.0,6.0
Poland,1991,Shield,5.0,4.0,6.0,5.0
Poland,1991,Lore,6.0,5.0,6.0,7.0
Poland,1991,Stewards,4.0,4.0,8.0,5.0
Poland,1991,Craft,5.0,5.0,7.0,5.0
Poland,1991,Hands,4.0,4.0,8.0,5.0
Poland,1991,Archive,5.0,5.0,6.0,6.0
Poland,1991,Flow,4.0,4.0,8.0,5.0
Poland,1992,Helm,5.0,5.0,6.8,6.0
Poland,1992,Shield,5.0,4.0,6.0,5.0
Poland,1992,Lore,6.0,5.0,6.0,7.0
Poland,1992,Stewards,4.0,4.0,7.0,5.0
Poland,1992,Craft,5.0,5.0,7.0,5.0
Poland,1992,Hands,4.0,4.0,8.0,5.0
Poland,1992,Archive,5.0,5.0,6.0,6.0
Poland,1992,Flow,5.0,5.0,7.0,5.0
Poland,1993,Helm,5.0,5.0,6.0,6.0
Poland,1993,Shield,5.0,5.0,5.0,5.0
Poland,1993,Lore,6.0,5.0,5.0,7.0
Poland,1993,Stewards,5.0,5.0,7.0,5.0
Poland,1993,Craft,5.0,5.0,6.0,5.0
Poland,1993,Hands,4.0,4.8,7.0,5.0
Poland,1993,Archive,5.0,5.0,5.0,6.0
Poland,1993,Flow,5.0,5.0,6.0,5.0
Poland,1994,Helm,5.0,5.0,5.8,6.0
Poland,1994,Shield,5.0,5.0,5.0,5.0
Poland,1994,Lore,6.0,5.8,5.0,7.0
Poland,1994,Stewards,5.0,5.0,6.0,5.0
Poland,1994,Craft,5.4,5.2,5.6,5.0
Poland,1994,Hands,4.8,5.0,6.0,5.0
Poland,1994,Archive,5.0,5.0,5.0,6.0
Poland,1994,Flow,5.0,5.8,5.2,5.0
Poland,1995,Helm,6.0,5.0,5.0,6.0
Poland,1995,Shield,5.0,5.0,5.0,5.0
Poland,1995,Lore,6.0,6.0,5.0,7.0
Poland,1995,Stewards,5.0,5.4,5.0,5.0
Poland,1995,Craft,6.0,6.0,5.0,5.2
Poland,1995,Hands,5.0,5.0,6.0,5.0
Poland,1995,Archive,6.0,5.8,5.0,6.0
Poland,1995,Flow,6.0,6.0,5.0,5.2
Poland,1996,Helm,6.0,6.0,5.0,6.0
Poland,1996,Shield,5.0,5.0,5.0,5.0
Poland,1996,Lore,6.0,6.0,5.0,7.0
Poland,1996,Stewards,5.0,5.8,5.0,5.0
Poland,1996,Craft,6.0,6.0,5.0,5.4
Poland,1996,Hands,5.0,5.0,5.0,5.0
Poland,1996,Archive,6.0,6.0,5.0,6.0
Poland,1996,Flow,6.0,6.0,5.0,5.8
Poland,1997,Helm,6.0,6.0,5.0,6.0
Poland,1997,Shield,5.0,5.0,5.0,5.0
Poland,1997,Lore,6.0,6.0,5.0,7.0
Poland,1997,Stewards,5.0,6.0,5.0,5.0
Poland,1997,Craft,6.0,6.0,5.0,5.8
Poland,1997,Hands,5.0,5.0,5.0,5.0
Poland,1997,Archive,6.0,6.0,5.0,6.0
Poland,1997,Flow,6.0,6.0,5.0,6.0
Poland,1998,Helm,6.0,6.0,5.0,6.0
Poland,1998,Shield,5.0,5.0,4.8,5.0
Poland,1998,Lore,6.0,6.0,5.0,7.0
Poland,1998,Stewards,5.0,6.0,5.0,5.0
Poland,1998,Craft,6.0,6.0,5.0,5.4
Poland,1998,Hands,5.0,5.0,5.0,5.0
Poland,1998,Archive,6.0,6.0,5.0,6.0
Poland,1998,Flow,6.0,6.0,5.0,6.0
Poland,1999,Helm,6.0,6.0,5.0,6.0
Poland,1999,Shield,5.0,5.0,4.8,5.0
Poland,1999,Lore,6.0,6.0,5.0,7.0
Poland,1999,Stewards,5.0,6.0,5.0,5.0
Poland,1999,Craft,6.0,6.0,5.0,5.4
Poland,1999,Hands,5.0,5.0,5.0,5.0
Poland,1999,Archive,6.0,6.0,5.0,6.0
Poland,1999,Flow,6.0,6.0,5.0,6.0
Poland,2000,Helm,6.0,6.0,5.0,6.0
Poland,2000,Shield,5.0,5.0,4.8,5.0
Poland,2000,Lore,6.0,6.0,5.0,7.0
Poland,2000,Stewards,5.0,6.0,5.0,5.0
Poland,2000,Craft,6.0,6.0,5.0,6.0
Poland,2000,Hands,5.0,5.0,5.0,5.0
Poland,2000,Archive,6.0,6.0,5.0,6.0
Poland,2000,Flow,6.0,6.8,5.0,6.0
Poland,2001,Helm,6.0,6.0,5.0,6.0
Poland,2001,Shield,5.0,5.0,4.8,5.0
Poland,2001,Lore,6.0,6.0,5.0,7.0
Poland,2001,Stewards,5.0,6.0,5.0,5.0
Poland,2001,Craft,6.0,6.0,5.0,6.0
Poland,2001,Hands,5.0,5.0,5.0,5.0
Poland,2001,Archive,6.0,6.0,5.0,6.0
Poland,2001,Flow,6.0,6.8,5.0,6.0
Poland,2002,Helm,6.0,6.0,5.0,6.0
Poland,2002,Shield,5.0,5.0,4.8,5.0
Poland,2002,Lore,6.0,6.0,5.0,7.0
Poland,2002,Stewards,5.0,6.0,5.0,5.0
Poland,2002,Craft,6.0,6.0,5.0,6.0
Poland,2002,Hands,5.0,5.0,5.0,5.0
Poland,2002,Archive,6.0,6.0,5.0,6.0
Poland,2002,Flow,6.0,6.8,5.0,6.0
Poland,2003,Helm,6.0,6.0,5.0,6.0
Poland,2003,Shield,5.0,5.8,4.8,5.0
Poland,2003,Lore,6.0,6.0,5.0,7.0
Poland,2003,Stewards,5.0,6.0,5.0,5.0
Poland,2003,Craft,6.0,6.0,5.0,6.0
