Society,Year,T_Offset,Society_ID,V_Mean_Calc,V_Min_Calc,CAMS_v1_Regime,Regime_Label_Calc
Germany,1886,T+6,Society_B,13.15,7.6,HIGH_COHERENCE,Coherent-Capable
Germany,1887,T+7,Society_B,13.188,7.2,HIGH_COHERENCE,Coherent-Capable
Germany,1888,T+8,Society_B,12.7,8.4,HIGH_COHERENCE,Coherent-Capable
Germany,1889,T+9,Society_B,12.812,7.3,HIGH_COHERENCE,Coherent-Capable
Germany,1890,T+10,Society_B,12.425,8.5,HIGH_COHERENCE,Coherent-Capable
Germany,1891,T+11,Society_B,13.0,7.5,HIGH_COHERENCE,Coherent-Capable
Germany,1892,T+12,Society_B,12.775,7.8,HIGH_COHERENCE,Coherent-Capable
Germany,1893,T+13,Society_B,12.712,7.6,HIGH_COHERENCE,Coherent-Capable
Germany,1894,T+14,Society_B,12.675,8.0,HIGH_COHERENCE,Coherent-Capable
Germany,1895,T+15,Society_B,12.762,7.1,HIGH_COHERENCE,Coherent-Capable
Germany,1896,T+16,Society_B,12.55,8.0,HIGH_COHERENCE,Coherent-Capable
Germany,1897,T+17,Society_B,12.975,7.9,HIGH_COHERENCE,Coherent-Capable
Germany,1898,T+18,Society_B,12.9,7.8,HIGH_COHERENCE,Coherent-Capable
Germany,1899,T+19,Society_B,12.675,8.1,HIGH_COHERENCE,Coherent-Capable
Germany,1900,T+20,Society_B,12.712,7.3,HIGH_COHERENCE,Coherent-Capable
Germany,1901,T+21,Society_B,12.575,7.3,HIGH_COHERENCE,Coherent-Capable
Germany,1902,T+22,Society_B,13.05,7.6,HIGH_COHERENCE,Coherent-Capable
Germany,1903,T+23,Society_B,12.713,9.0,HIGH_COHERENCE,Coherent-Capable
Germany,1904,T+24,Society_B,12.875,8.1,HIGH_COHERENCE,Coherent-Capable
Germany,1905,T+25,Society_B,12.95,8.0,HIGH_COHERENCE,Coherent-Capable
Germany,1906,T+26,Society_B,12.862,7.6,HIGH_COHERENCE,Coherent-Capable
Germany,1907,T+27,Society_B,13.1,7.7,HIGH_COHERENCE,Coherent-Capable
Germany,1908,T+28,Society_B,13.05,7.4,HIGH_COHERENCE,Coherent-Capable
Germany,1909,T+29,Society_B,12.988,8.7,HIGH_COHERENCE,Coherent-Capable
Germany,1910,T+30,Society_B,13.037,7.7,HIGH_COHERENCE,Coherent-Capable
Germany,1911,T+31,Society_B,12.988,8.5,HIGH_COHERENCE,Coherent-Capable
Germany,1912,T+32,Society_B,12.963,8.6,HIGH_COHERENCE,Coherent-Capable
Germany,1913,T+33,Society_B,12.925,7.8,HIGH_COHERENCE,Coherent-Capable
Germany,1914,T+34,Society_B,12.575,10.2,HIGH_COHERENCE,Coherent-Capable
Germany,1915,T+35,Society_B,10.387,5.7,STRAINED_COHERENT,Strained-Coherent
Germany,1916,T+36,Society_B,8.45,3.5,MODERATE_STRESS,Moderate Stress
Germany,1917,T+37,Society_B,5.8,0.3,MODERATE_STRESS,Moderate Stress
Germany,1918,T+38,Society_B,1.7,-2.2,LOCAL_NODE_FAILURE,Local Node Failure
Germany,1919,T+39,Society_B,2.575,-2.2,LOCAL_NODE_FAILURE,Local Node Failure
Germany,1920,T+40,Society_B,2.938,-0.5,SYSTEMIC_CRISIS,Systemic Crisis
Germany,1921,T+41,Society_B,2.487,-0.2,SYSTEMIC_CRISIS,Systemic Crisis
Germany,1922,T+42,Society_B,1.888,-1.8,LOCAL_NODE_FAILURE,Local Node Failure
Germany,1923,T+43,Society_B,-1.1,-5.0,LOCAL_NODE_FAILURE,Local Node Failure
Germany,1924,T+44,Society_B,6.088,3.0,MODERATE_STRESS,Moderate Stress
Germany,1925,T+45,Society_B,9.8,5.9,STRAINED_COHERENT,Strained-Coherent
Germany,1926,T+46,Society_B,10.087,5.6,STRAINED_COHERENT,Strained-Coherent
Germany,1927,T+47,Society_B,10.613,5.5,STRAINED_COHERENT,Strained-Coherent
Germany,1928,T+48,Society_B,10.575,5.3,STRAINED_COHERENT,Strained-Coherent
Germany,1929,T+49,Society_B,7.512,3.2,MODERATE_STRESS,Moderate Stress
Germany,1930,T+50,Society_B,5.225,1.2,MODERATE_STRESS,Moderate Stress
Germany,1931,T+51,Society_B,3.388,-0.9,LOCAL_NODE_FAILURE,Local Node Failure
Germany,1932,T+52,Society_B,1.6,-2.4,LOCAL_NODE_FAILURE,Local Node Failure
Germany,1933,T+53,Society_B,9.688,7.5,STRAINED_COHERENT,Strained-Coherent
Germany,1934,T+54,Society_B,12.087,6.2,HIGH_COHERENCE,Coherent-Capable
Germany,1935,T+55,Society_B,13.75,6.4,HIGH_COHERENCE,Coherent-Capable
Germany,1936,T+56,Society_B,14.9,10.1,HIGH_COHERENCE,Coherent-Capable
Germany,1937,T+57,Society_B,14.8,10.6,HIGH_COHERENCE,Coherent-Capable
Germany,1938,T+58,Society_B,14.1,7.0,HIGH_COHERENCE,Coherent-Capable
Germany,1939,T+59,Society_B,14.05,10.7,HIGH_COHERENCE,Coherent-Capable
Germany,1940,T+60,Society_B,15.075,9.2,HIGH_COHERENCE,Coherent-Capable
Germany,1941,T+61,Society_B,13.037,9.4,HIGH_COHERENCE,Coherent-Capable
Germany,1942,T+62,Society_B,10.988,7.5,STRAINED_COHERENT,Strained-Coherent
Germany,1943,T+63,Society_B,8.2,3.7,MODERATE_STRESS,Moderate Stress
Germany,1944,T+64,Society_B,5.338,1.4,MODERATE_STRESS,Moderate Stress
Germany,1945,T+65,Society_B,-4.525,-6.0,LOCAL_NODE_FAILURE,Local Node Failure
Germany,1946,T+66,Society_B,-0.512,-2.4,LOCAL_NODE_FAILURE,Local Node Failure
Germany,1947,T+67,Society_B,1.337,-0.8,SYSTEMIC_CRISIS,Systemic Crisis
Germany,1948,T+68,Society_B,5.088,2.7,MODERATE_STRESS,Moderate Stress
Germany,1949,T+69,Society_B,7.9,2.5,MODERATE_STRESS,Moderate Stress
Germany,1950,T+70,Society_B,8.625,2.7,MODERATE_STRESS,Moderate Stress
Germany,1951,T+71,Society_B,10.1,3.8,MODERATE_STRESS,Moderate Stress
Germany,1952,T+72,Society_B,11.175,5.8,STRAINED_COHERENT,Strained-Coherent
Germany,1953,T+73,Society_B,11.488,6.2,STRAINED_COHERENT,Strained-Coherent
Germany,1954,T+74,Society_B,12.113,5.6,HIGH_COHERENCE,Coherent-Capable
Germany,1955,T+75,Society_B,12.912,9.3,HIGH_COHERENCE,Coherent-Capable
Germany,1956,T+76,Society_B,13.675,11.6,HIGH_COHERENCE,Coherent-Capable
Germany,1957,T+77,Society_B,13.762,11.6,HIGH_COHERENCE,Coherent-Capable
Germany,1958,T+78,Society_B,13.85,11.0,HIGH_COHERENCE,Coherent-Capable
Germany,1959,T+79,Society_B,13.6,10.9,HIGH_COHERENCE,Coherent-Capable
Germany,1960,T+80,Society_B,13.788,11.6,HIGH_COHERENCE,Coherent-Capable
Germany,1961,T+81,Society_B,13.188,10.9,HIGH_COHERENCE,Coherent-Capable
Germany,1962,T+82,Society_B,13.538,11.8,HIGH_COHERENCE,Coherent-Capable
Germany,1963,T+83,Society_B,13.75,11.7,HIGH_COHERENCE,Coherent-Capable
Germany,1964,T+84,Society_B,13.588,11.0,HIGH_COHERENCE,Coherent-Capable
Germany,1965,T+85,Society_B,13.775,12.0,HIGH_COHERENCE,Coherent-Capable
Germany,1966,T+86,Society_B,12.887,10.4,HIGH_COHERENCE,Coherent-Capable
Germany,1967,T+87,Society_B,12.538,10.8,HIGH_COHERENCE,Coherent-Capable
Germany,1968,T+88,Society_B,12.825,9.3,HIGH_COHERENCE,Coherent-Capable
Germany,1969,T+89,Society_B,13.675,11.7,HIGH_COHERENCE,Coherent-Capable
Germany,1970,T+90,Society_B,14.287,12.7,HIGH_COHERENCE,Coherent-Capable
Germany,1971,T+91,Society_B,14.062,12.4,HIGH_COHERENCE,Coherent-Capable
Germany,1972,T+92,Society_B,13.925,11.5,HIGH_COHERENCE,Coherent-Capable
Germany,1973,T+93,Society_B,13.2,11.7,HIGH_COHERENCE,Coherent-Capable
Germany,1974,T+94,Society_B,13.05,10.9,HIGH_COHERENCE,Coherent-Capable
Germany,1975,T+95,Society_B,12.787,9.7,HIGH_COHERENCE,Coherent-Capable
Germany,1976,T+96,Society_B,12.675,9.7,HIGH_COHERENCE,Coherent-Capable
Germany,1977,T+97,Society_B,12.9,9.7,HIGH_COHERENCE,Coherent-Capable
Germany,1978,T+98,Society_B,13.0,9.8,HIGH_COHERENCE,Coherent-Capable
Germany,1979,T+99,Society_B,13.012,9.5,HIGH_COHERENCE,Coherent-Capable
Germany,1980,T+100,Society_B,12.037,9.4,HIGH_COHERENCE,Coherent-Capable
Germany,1981,T+101,Society_B,11.812,8.9,STRAINED_COHERENT,Strained-Coherent
Germany,1982,T+102,Society_B,12.0,9.2,HIGH_COHERENCE,Coherent-Capable
Germany,1983,T+103,Society_B,13.925,11.2,HIGH_COHERENCE,Coherent-Capable
Germany,1984,T+104,Society_B,13.9,9.2,HIGH_COHERENCE,Coherent-Capable
Germany,1985,T+105,Society_B,13.963,10.0,HIGH_COHERENCE,Coherent-Capable
Germany,1986,T+106,Society_B,13.875,9.9,HIGH_COHERENCE,Coherent-Capable
Germany,1987,T+107,Society_B,13.963,9.8,HIGH_COHERENCE,Coherent-Capable
Germany,1988,T+108,Society_B,13.8,9.9,HIGH_COHERENCE,Coherent-Capable
Germany,1989,T+109,Society_B,14.113,13.1,HIGH_COHERENCE,Coherent-Capable
Germany,1990,T+110,Society_B,11.925,8.5,STRAINED_COHERENT,Strained-Coherent
Germany,1991,T+111,Society_B,11.425,7.5,STRAINED_COHERENT,Strained-Coherent
Germany,1992,T+112,Society_B,10.037,5.1,STRAINED_COHERENT,Strained-Coherent
Germany,1993,T+113,Society_B,10.388,5.4,STRAINED_COHERENT,Strained-Coherent
Germany,1994,T+114,Society_B,11.912,7.6,STRAINED_COHERENT,Strained-Coherent
Germany,1995,T+115,Society_B,12.137,8.5,HIGH_COHERENCE,Coherent-Capable
Germany,1996,T+116,Society_B,12.2,8.0,HIGH_COHERENCE,Coherent-Capable
Germany,1997,T+117,Society_B,12.262,7.2,HIGH_COHERENCE,Coherent-Capable
Germany,1998,T+118,Society_B,12.55,7.5,HIGH_COHERENCE,Coherent-Capable
Germany,1999,T+119,Society_B,13.037,7.1,HIGH_COHERENCE,Coherent-Capable
Germany,2000,T+120,Society_B,11.65,7.0,STRAINED_COHERENT,Strained-Coherent
Germany,2001,T+121,Society_B,12.088,6.9,HIGH_COHERENCE,Coherent-Capable
Germany,2002,T+122,Society_B,11.962,5.9,STRAINED_COHERENT,Strained-Coherent
Germany,2003,T+123,Society_B,11.762,4.2,STRAINED_COHERENT,Strained-Coherent
Germany,2004,T+124,Society_B,11.6,4.5,STRAINED_COHERENT,Strained-Coherent
Germany,2005,T+125,Society_B,13.6,8.4,HIGH_COHERENCE,Coherent-Capable
Germany,2006,T+126,Society_B,13.75,8.3,HIGH_COHERENCE,Coherent-Capable
Germany,2007,T+127,Society_B,13.25,9.3,HIGH_COHERENCE,Coherent-Capable
Germany,2008,T+128,Society_B,11.925,7.6,STRAINED_COHERENT,Strained-Coherent
Germany,2009,T+129,Society_B,10.887,7.3,STRAINED_COHERENT,Strained-Coherent
Germany,2010,T+130,Society_B,13.163,11.5,HIGH_COHERENCE,Coherent-Capable
Germany,2011,T+131,Society_B,13.387,10.3,HIGH_COHERENCE,Coherent-Capable
Germany,2012,T+132,Society_B,13.15,10.0,HIGH_COHERENCE,Coherent-Capable
Germany,2013,T+133,Society_B,13.463,10.9,HIGH_COHERENCE,Coherent-Capable
Germany,2014,T+134,Society_B,13.337,10.2,HIGH_COHERENCE,Coherent-Capable
Germany,2015,T+135,Society_B,11.838,8.4,STRAINED_COHERENT,Strained-Coherent
Germany,2016,T+136,Society_B,12.087,9.5,HIGH_COHERENCE,Coherent-Capable
Germany,2017,T+137,Society_B,12.4,9.4,HIGH_COHERENCE,Coherent-Capable
Germany,2018,T+138,Society_B,13.238,10.7,HIGH_COHERENCE,Coherent-Capable
Germany,2019,T+139,Society_B,12.325,9.9,HIGH_COHERENCE,Coherent-Capable
Germany,2020,T+140,Society_B,10.038,5.5,STRAINED_COHERENT,Strained-Coherent
Germany,2021,T+141,Society_B,11.1,7.0,STRAINED_COHERENT,Strained-Coherent
Germany,2022,T+142,Society_B,8.225,5.1,STRAINED_COHERENT,Strained-Coherent
Germany,2023,T+143,Society_B,7.838,6.0,FRAGMENTED,Fragmented-Capable
Germany,2024,T+144,Society_B,7.213,4.4,FRAGMENTED,Fragmented-Capable
Germany,2025,T+145,Society_B,8.613,6.8,STRAINED_COHERENT,Strained-Coherent
Germany,2026,T+146,Society_B,8.587,5.2,STRAINED_COHERENT,Strained-Coherent
Norway,1880,T+0,Society_G,9.125,5.6,STRAINED_COHERENT,Strained-Coherent
Norway,1881,T+1,Society_G,9.125,5.6,STRAINED_COHERENT,Strained-Coherent
Norway,1882,T+2,Society_G,9.125,5.6,STRAINED_COHERENT,Strained-Coherent
Norway,1883,T+3,Society_G,9.125,5.6,STRAINED_COHERENT,Strained-Coherent
Norway,1884,T+4,Society_G,9.562,5.6,STRAINED_COHERENT,Strained-Coherent
Norway,1885,T+5,Society_G,9.438,5.6,STRAINED_COHERENT,Strained-Coherent
Norway,1886,T+6,Society_G,9.438,5.6,STRAINED_COHERENT,Strained-Coherent
Norway,1887,T+7,Society_G,9.438,5.6,STRAINED_COHERENT,Strained-Coherent
Norway,1888,T+8,Society_G,9.438,5.6,STRAINED_COHERENT,Strained-Coherent
Norway,1889,T+9,Society_G,9.438,5.6,STRAINED_COHERENT,Strained-Coherent
Norway,1890,T+10,Society_G,9.438,5.6,STRAINED_COHERENT,Strained-Coherent
Norway,1891,T+11,Society_G,9.438,5.6,STRAINED_COHERENT,Strained-Coherent
Norway,1892,T+12,Society_G,9.438,5.6,STRAINED_COHERENT,Strained-Coherent
Norway,1893,T+13,Society_G,9.438,5.6,STRAINED_COHERENT,Strained-Coherent
Norway,1894,T+14,Society_G,9.438,5.6,STRAINED_COHERENT,Strained-Coherent
Norway,1895,T+15,Society_G,9.062,4.6,STRAINED_COHERENT,Strained-Coherent
Norway,1896,T+16,Society_G,9.312,5.6,STRAINED_COHERENT,Strained-Coherent
Norway,1897,T+17,Society_G,9.438,5.6,STRAINED_COHERENT,Strained-Coherent
Norway,1898,T+18,Society_G,9.438,5.6,STRAINED_COHERENT,Strained-Coherent
Norway,1899,T+19,Society_G,9.188,4.6,STRAINED_COHERENT,Strained-Coherent
Norway,1900,T+20,Society_G,9.312,5.6,STRAINED_COHERENT,Strained-Coherent
Norway,1901,T+21,Society_G,9.438,5.6,STRAINED_COHERENT,Strained-Coherent
Norway,1902,T+22,Society_G,9.438,5.6,STRAINED_COHERENT,Strained-Coherent
Norway,1903,T+23,Society_G,9.438,5.6,STRAINED_COHERENT,Strained-Coherent
Norway,1904,T+24,Society_G,9.438,5.6,STRAINED_COHERENT,Strained-Coherent
Norway,1905,T+25,Society_G,12.963,10.1,HIGH_COHERENCE,Coherent-Capable
Norway,1906,T+26,Society_G,12.4,9.1,HIGH_COHERENCE,Coherent-Capable
Norway,1907,T+27,Society_G,12.713,9.1,HIGH_COHERENCE,Coherent-Capable
Norway,1908,T+28,Society_G,12.4,9.1,HIGH_COHERENCE,Coherent-Capable
Norway,1909,T+29,Society_G,12.65,9.1,HIGH_COHERENCE,Coherent-Capable
Norway,1910,T+30,Society_G,12.4,9.1,HIGH_COHERENCE,Coherent-Capable
Norway,1911,T+31,Society_G,12.4,9.1,HIGH_COHERENCE,Coherent-Capable
Norway,1912,T+32,Society_G,12.4,9.1,HIGH_COHERENCE,Coherent-Capable
Norway,1913,T+33,Society_G,12.588,9.1,HIGH_COHERENCE,Coherent-Capable
Norway,1914,T+34,Society_G,7.213,3.8,MODERATE_STRESS,Moderate Stress
Norway,1915,T+35,Society_G,7.088,2.8,MODERATE_STRESS,Moderate Stress
Norway,1916,T+36,Society_G,7.088,2.8,MODERATE_STRESS,Moderate Stress
Norway,1917,T+37,Society_G,6.963,1.8,MODERATE_STRESS,Moderate Stress
Norway,1918,T+38,Society_G,7.338,3.8,MODERATE_STRESS,Moderate Stress
Norway,1919,T+39,Society_G,7.463,5.4,FRAGMENTED,Fragmented-Capable
Norway,1920,T+40,Society_G,7.463,5.5,FRAGMENTED,Fragmented-Capable
Norway,1921,T+41,Society_G,6.963,4.4,FRAGMENTED,Fragmented-Capable
Norway,1922,T+42,Society_G,7.213,4.4,FRAGMENTED,Fragmented-Capable
Norway,1923,T+43,Society_G,7.963,5.6,FRAGMENTED,Fragmented-Capable
Norway,1924,T+44,Society_G,7.963,5.6,FRAGMENTED,Fragmented-Capable
Norway,1925,T+45,Society_G,8.213,5.6,STRAINED_COHERENT,Strained-Coherent
Norway,1926,T+46,Society_G,8.213,5.6,STRAINED_COHERENT,Strained-Coherent
Norway,1927,T+47,Society_G,7.963,5.6,FRAGMENTED,Fragmented-Capable
Norway,1928,T+48,Society_G,7.963,5.6,FRAGMENTED,Fragmented-Capable
Norway,1929,T+49,Society_G,2.375,-2.8,LOCAL_NODE_FAILURE,Local Node Failure
Norway,1930,T+50,Society_G,2.375,-2.8,LOCAL_NODE_FAILURE,Local Node Failure
Norway,1931,T+51,Society_G,1.875,-3.5,LOCAL_NODE_FAILURE,Local Node Failure
Norway,1932,T+52,Society_G,2.75,-0.8,SYSTEMIC_CRISIS,Systemic Crisis
Norway,1933,T+53,Society_G,3.375,-0.5,SYSTEMIC_CRISIS,Systemic Crisis
Norway,1934,T+54,Society_G,9.15,4.6,STRAINED_COHERENT,Strained-Coherent
Norway,1935,T+55,Society_G,9.713,4.6,STRAINED_COHERENT,Strained-Coherent
Norway,1936,T+56,Society_G,9.775,4.6,STRAINED_COHERENT,Strained-Coherent
Norway,1937,T+57,Society_G,9.15,4.6,STRAINED_COHERENT,Strained-Coherent
Norway,1938,T+58,Society_G,9.025,3.6,MODERATE_STRESS,Moderate Stress
Norway,1939,T+59,Society_G,8.775,2.6,MODERATE_STRESS,Moderate Stress
Norway,1940,T+60,Society_G,0.1,-6.0,LOCAL_NODE_FAILURE,Local Node Failure
Norway,1941,T+61,Society_G,2.213,-4.4,LOCAL_NODE_FAILURE,Local Node Failure
Norway,1942,T+62,Society_G,2.525,-4.4,LOCAL_NODE_FAILURE,Local Node Failure
Norway,1943,T+63,Society_G,2.088,-4.4,LOCAL_NODE_FAILURE,Local Node Failure
Norway,1944,T+64,Society_G,2.463,-2.7,LOCAL_NODE_FAILURE,Local Node Failure
Norway,1945,T+65,Society_G,13.15,10.9,HIGH_COHERENCE,Coherent-Capable
Norway,1946,T+66,Society_G,11.963,8.1,STRAINED_COHERENT,Strained-Coherent
Norway,1947,T+67,Society_G,11.963,8.1,STRAINED_COHERENT,Strained-Coherent
Norway,1948,T+68,Society_G,12.463,8.1,HIGH_COHERENCE,Coherent-Capable
Norway,1949,T+69,Society_G,12.213,10.1,HIGH_COHERENCE,Coherent-Capable
Norway,1950,T+70,Society_G,12.812,9.1,HIGH_COHERENCE,Coherent-Capable
Norway,1951,T+71,Society_G,12.812,9.1,HIGH_COHERENCE,Coherent-Capable
Norway,1952,T+72,Society_G,12.938,10.1,HIGH_COHERENCE,Coherent-Capable
Norway,1953,T+73,Society_G,12.938,10.1,HIGH_COHERENCE,Coherent-Capable
Norway,1954,T+74,Society_G,12.938,10.1,HIGH_COHERENCE,Coherent-Capable
Norway,1955,T+75,Society_G,13.188,10.1,HIGH_COHERENCE,Coherent-Capable
Norway,1956,T+76,Society_G,12.938,10.1,HIGH_COHERENCE,Coherent-Capable
Norway,1957,T+77,Society_G,12.938,10.1,HIGH_COHERENCE,Coherent-Capable
Norway,1958,T+78,Society_G,12.938,10.1,HIGH_COHERENCE,Coherent-Capable
Norway,1959,T+79,Society_G,12.938,10.1,HIGH_COHERENCE,Coherent-Capable
Norway,1960,T+80,Society_G,12.938,10.1,HIGH_COHERENCE,Coherent-Capable
Norway,1961,T+81,Society_G,12.938,10.1,HIGH_COHERENCE,Coherent-Capable
Norway,1962,T+82,Society_G,12.938,10.1,HIGH_COHERENCE,Coherent-Capable
Norway,1963,T+83,Society_G,12.938,10.1,HIGH_COHERENCE,Coherent-Capable
Norway,1964,T+84,Society_G,12.938,10.1,HIGH_COHERENCE,Coherent-Capable
Norway,1965,T+85,Society_G,12.088,10.0,HIGH_COHERENCE,Coherent-Capable
Norway,1966,T+86,Society_G,12.213,10.1,HIGH_COHERENCE,Coherent-Capable
Norway,1967,T+87,Society_G,12.213,10.1,HIGH_COHERENCE,Coherent-Capable
Norway,1968,T+88,Society_G,12.213,10.1,HIGH_COHERENCE,Coherent-Capable
Norway,1969,T+89,Society_G,12.525,10.1,HIGH_COHERENCE,Coherent-Capable
Norway,1970,T+90,Society_G,12.4,10.1,HIGH_COHERENCE,Coherent-Capable
Norway,1971,T+91,Society_G,12.213,10.1,HIGH_COHERENCE,Coherent-Capable
Norway,1972,T+92,Society_G,8.963,2.5,MODERATE_STRESS,Moderate Stress
Norway,1973,T+93,Society_G,9.463,4.5,STRAINED_COHERENT,Strained-Coherent
Norway,1974,T+94,Society_G,14.825,10.1,HIGH_COHERENCE,Coherent-Capable
Norway,1975,T+95,Society_G,14.325,10.1,HIGH_COHERENCE,Coherent-Capable
Norway,1976,T+96,Society_G,13.95,10.1,HIGH_COHERENCE,Coherent-Capable
Norway,1977,T+97,Society_G,13.95,10.1,HIGH_COHERENCE,Coherent-Capable
Norway,1978,T+98,Society_G,13.95,10.1,HIGH_COHERENCE,Coherent-Capable
Norway,1979,T+99,Society_G,13.95,10.1,HIGH_COHERENCE,Coherent-Capable
Norway,1980,T+100,Society_G,13.95,10.1,HIGH_COHERENCE,Coherent-Capable
Norway,1981,T+101,Society_G,13.825,10.1,HIGH_COHERENCE,Coherent-Capable
Norway,1982,T+102,Society_G,13.95,10.1,HIGH_COHERENCE,Coherent-Capable
Norway,1983,T+103,Society_G,13.95,10.1,HIGH_COHERENCE,Coherent-Capable
Norway,1984,T+104,Society_G,13.95,10.1,HIGH_COHERENCE,Coherent-Capable
Norway,1985,T+105,Society_G,13.95,10.1,HIGH_COHERENCE,Coherent-Capable
Norway,1986,T+106,Society_G,7.812,3.5,MODERATE_STRESS,Moderate Stress
Norway,1987,T+107,Society_G,8.812,6.1,STRAINED_COHERENT,Strained-Coherent
Norway,1988,T+108,Society_G,8.062,3.5,MODERATE_STRESS,Moderate Stress
Norway,1989,T+109,Society_G,7.562,2.5,MODERATE_STRESS,Moderate Stress
Norway,1990,T+110,Society_G,7.688,3.1,MODERATE_STRESS,Moderate Stress
Norway,1991,T+111,Society_G,8.562,5.5,STRAINED_COHERENT,Strained-Coherent
Norway,1992,T+112,Society_G,8.812,6.1,STRAINED_COHERENT,Strained-Coherent
Norway,1993,T+113,Society_G,13.838,8.1,HIGH_COHERENCE,Coherent-Capable
Norway,1994,T+114,Society_G,12.963,8.1,HIGH_COHERENCE,Coherent-Capable
Norway,1995,T+115,Society_G,13.338,8.1,HIGH_COHERENCE,Coherent-Capable
Norway,1996,T+116,Society_G,13.65,8.1,HIGH_COHERENCE,Coherent-Capable
Norway,1997,T+117,Society_G,13.338,8.1,HIGH_COHERENCE,Coherent-Capable
Norway,1998,T+118,Society_G,13.088,8.1,HIGH_COHERENCE,Coherent-Capable
Norway,1999,T+119,Society_G,13.338,8.1,HIGH_COHERENCE,Coherent-Capable
Norway,2000,T+120,Society_G,13.338,8.1,HIGH_COHERENCE,Coherent-Capable
Norway,2001,T+121,Society_G,12.9,6.1,HIGH_COHERENCE,Coherent-Capable
Norway,2002,T+122,Society_G,13.025,7.1,HIGH_COHERENCE,Coherent-Capable
Norway,2003,T+123,Society_G,13.025,7.1,HIGH_COHERENCE,Coherent-Capable
Norway,2004,T+124,Society_G,13.025,7.1,HIGH_COHERENCE,Coherent-Capable
Norway,2005,T+125,Society_G,13.025,7.1,HIGH_COHERENCE,Coherent-Capable
Norway,2006,T+126,Society_G,13.025,7.1,HIGH_COHERENCE,Coherent-Capable
Norway,2007,T+127,Society_G,13.025,7.1,HIGH_COHERENCE,Coherent-Capable
Norway,2008,T+128,Society_G,13.025,7.1,HIGH_COHERENCE,Coherent-Capable
Norway,2009,T+129,Society_G,13.025,7.1,HIGH_COHERENCE,Coherent-Capable
Norway,2010,T+130,Society_G,13.025,7.1,HIGH_COHERENCE,Coherent-Capable
Norway,2011,T+131,Society_G,12.025,4.1,HIGH_COHERENCE,Coherent-Capable
Norway,2012,T+132,Society_G,13.025,7.1,HIGH_COHERENCE,Coherent-Capable
Norway,2013,T+133,Society_G,13.025,7.1,HIGH_COHERENCE,Coherent-Capable
Norway,2014,T+134,Society_G,10.4,6.9,STRAINED_COHERENT,Strained-Coherent
Norway,2015,T+135,Society_G,10.15,3.9,MODERATE_STRESS,Moderate Stress
Norway,2016,T+136,Society_G,11.4,7.1,STRAINED_COHERENT,Strained-Coherent
Norway,2017,T+137,Society_G,12.15,7.1,HIGH_COHERENCE,Coherent-Capable
Norway,2018,T+138,Society_G,12.15,7.1,HIGH_COHERENCE,Coherent-Capable
Norway,2019,T+139,Society_G,12.15,7.1,HIGH_COHERENCE,Coherent-Capable
Norway,2020,T+140,Society_G,11.025,7.1,STRAINED_COHERENT,Strained-Coherent
Norway,2021,T+141,Society_G,11.9,7.1,STRAINED_COHERENT,Strained-Coherent
Norway,2022,T+142,Society_G,12.213,6.1,HIGH_COHERENCE,Coherent-Capable
Norway,2023,T+143,Society_G,11.9,6.1,STRAINED_COHERENT,Strained-Coherent
Norway,2024,T+144,Society_G,12.275,8.1,HIGH_COHERENCE,Coherent-Capable
Norway,2025,T+145,Society_G,12.15,7.1,HIGH_COHERENCE,Coherent-Capable
Norway,2026,T+146,Society_G,12.15,7.1,HIGH_COHERENCE,Coherent-Capable
Poland,1875,T+0,Society_D,3.75,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1876,T+1,Society_D,3.75,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1877,T+2,Society_D,3.75,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1878,T+3,Society_D,3.75,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1879,T+4,Society_D,3.75,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1880,T+5,Society_D,4.025,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1881,T+6,Society_D,4.025,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1882,T+7,Society_D,4.025,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1883,T+8,Society_D,4.025,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1884,T+9,Society_D,4.025,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1885,T+10,Society_D,4.025,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1886,T+11,Society_D,4.15,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1887,T+12,Society_D,4.15,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1888,T+13,Society_D,4.15,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1889,T+14,Society_D,4.15,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1890,T+15,Society_D,4.4,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1891,T+16,Society_D,4.4,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1892,T+17,Society_D,4.4,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1893,T+18,Society_D,4.4,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
