Society_ID,T_Offset,Society,Year,V_Mean,V_Min,B_Mean,Lambda2,s_min,Regime_v11
Society_B,T+133,Germany,2013,13.4625,10.9,0.2975,1.8547,0.72,STABLE_ADAPTIVE
Society_B,T+134,Germany,2014,13.3375,10.2,0.2981,1.8428,0.5184,STABLE_ADAPTIVE
Society_B,T+135,Germany,2015,11.8375,8.4,0.251,1.5351,0.0739,STABLE_ADAPTIVE
Society_B,T+136,Germany,2016,12.0875,9.5,0.2541,1.5464,0.348,STABLE_ADAPTIVE
Society_B,T+137,Germany,2017,12.4,9.4,0.2671,1.6061,0.2598,STABLE_ADAPTIVE
Society_B,T+138,Germany,2018,13.2375,10.7,0.2954,1.7879,0.6653,STABLE_ADAPTIVE
Society_B,T+139,Germany,2019,12.325,9.9,0.2804,1.7554,0.4608,STABLE_ADAPTIVE
Society_B,T+14,Germany,1894,12.675,8.0,0.2892,1.8076,0.1664,STABLE_ADAPTIVE
Society_B,T+140,Germany,2020,10.0375,5.5,0.2132,1.3219,-0.5184,STRAINED
Society_B,T+141,Germany,2021,11.1,7.0,0.2332,1.4284,-0.096,STRAINED
Society_B,T+142,Germany,2022,8.225,5.1,0.1843,1.1412,-0.756,LOCAL_NODE_FAILURE
Society_B,T+143,Germany,2023,7.8375,6.0,0.1786,1.1225,-0.784,LOCAL_NODE_FAILURE
Society_B,T+144,Germany,2024,7.2125,4.4,0.1675,1.0418,-0.7728,LOCAL_NODE_FAILURE
Society_B,T+145,Germany,2025,8.6125,6.8,0.1952,1.246,-0.2592,STRAINED
Society_B,T+146,Germany,2026,8.5875,5.2,0.1956,1.2301,-0.5808,STRAINED
Society_B,T+15,Germany,1895,12.7625,7.1,0.2899,1.7879,0.0773,STABLE_ADAPTIVE
Society_B,T+16,Germany,1896,12.55,8.0,0.2849,1.7964,0.2304,STABLE_ADAPTIVE
Society_B,T+17,Germany,1897,12.975,7.9,0.2956,1.8315,0.19,STABLE_ADAPTIVE
Society_B,T+18,Germany,1898,12.9,7.8,0.2954,1.8458,0.16,STABLE_ADAPTIVE
Society_B,T+19,Germany,1899,12.675,8.1,0.289,1.8083,0.1747,STABLE_ADAPTIVE
Society_B,T+2,Germany,1882,13.125,7.6,0.302,1.8637,0.1728,STABLE_ADAPTIVE
Society_B,T+20,Germany,1900,12.7125,7.3,0.2912,1.8361,0.076,STABLE_ADAPTIVE
Society_B,T+21,Germany,1901,12.575,7.3,0.2824,1.7537,0.1094,STABLE_ADAPTIVE
Society_B,T+22,Germany,1902,13.05,7.6,0.2974,1.8542,0.12,STABLE_ADAPTIVE
Society_B,T+23,Germany,1903,12.7125,9.0,0.2914,1.831,0.4224,STABLE_ADAPTIVE
Society_B,T+24,Germany,1904,12.875,8.1,0.2936,1.8134,0.228,STABLE_ADAPTIVE
Society_B,T+25,Germany,1905,12.95,8.0,0.2916,1.8372,0.2,STABLE_ADAPTIVE
Society_B,T+26,Germany,1906,12.8625,7.6,0.2942,1.8109,0.1987,STABLE_ADAPTIVE
Society_B,T+27,Germany,1907,13.1,7.7,0.2982,1.8444,0.152,STABLE_ADAPTIVE
Society_B,T+28,Germany,1908,13.05,7.4,0.2989,1.8292,0.1214,STABLE_ADAPTIVE
Society_B,T+29,Germany,1909,12.9875,8.7,0.2968,1.8687,0.342,STABLE_ADAPTIVE
Society_B,T+3,Germany,1883,13.375,8.3,0.309,1.932,0.252,STABLE_ADAPTIVE
Society_B,T+30,Germany,1910,13.0375,7.7,0.2975,1.843,0.0874,STABLE_ADAPTIVE
Society_B,T+31,Germany,1911,12.9875,8.5,0.286,1.8062,0.257,STABLE_ADAPTIVE
Society_B,T+32,Germany,1912,12.9625,8.6,0.296,1.8534,0.2912,STABLE_ADAPTIVE
Society_B,T+33,Germany,1913,12.925,7.8,0.2966,1.8781,0.1248,STABLE_ADAPTIVE
Society_B,T+34,Germany,1914,12.575,10.2,0.2657,1.6458,0.4536,STABLE_ADAPTIVE
Society_B,T+35,Germany,1915,10.3875,5.7,0.2235,1.3752,-0.3974,STRAINED
Society_B,T+36,Germany,1916,8.45,3.5,0.1812,1.1352,-0.4939,LOCAL_NODE_FAILURE
Society_B,T+37,Germany,1917,5.8,0.3,0.1422,0.8696,-0.672,LOCAL_NODE_FAILURE
Society_B,T+38,Germany,1918,1.7,-2.2,0.0938,0.5998,-0.8525,SYSTEMIC_CRISIS
Society_B,T+39,Germany,1919,2.575,-2.2,0.1051,0.6589,-0.9152,SYSTEMIC_CRISIS
Society_B,T+4,Germany,1884,13.2125,7.6,0.2982,1.839,0.184,STABLE_ADAPTIVE
Society_B,T+40,Germany,1920,2.9375,-0.5,0.1134,0.7072,-0.8832,SYSTEMIC_CRISIS
Society_B,T+41,Germany,1921,2.4875,-0.2,0.1056,0.6653,-0.8618,SYSTEMIC_CRISIS
Society_B,T+42,Germany,1922,1.8875,-1.8,0.0979,0.5435,-0.7987,SYSTEMIC_CRISIS
Society_B,T+43,Germany,1923,-1.1,-5.0,0.067,0.3555,-1.0322,FREEZE_COLLAPSE
Society_B,T+44,Germany,1924,6.0875,3.0,0.1655,1.0529,-0.4224,LOCAL_NODE_FAILURE
Society_B,T+45,Germany,1925,9.8,5.9,0.2342,1.5013,-0.0774,STRAINED
Society_B,T+46,Germany,1926,10.0875,5.6,0.2364,1.5149,-0.2288,STRAINED
Society_B,T+47,Germany,1927,10.6125,5.5,0.2507,1.5909,-0.0289,STABLE_ADAPTIVE
Society_B,T+48,Germany,1928,10.575,5.3,0.2518,1.5509,0.0243,STABLE_ADAPTIVE
Society_B,T+49,Germany,1929,7.5125,3.2,0.1771,1.0923,-0.3942,LOCAL_NODE_FAILURE
Society_B,T+5,Germany,1885,13.4,8.4,0.3099,1.9149,0.2957,STABLE_ADAPTIVE
Society_B,T+50,Germany,1930,5.225,1.2,0.1443,0.9034,-0.887,PHANTOM_TYPE_II
Society_B,T+51,Germany,1931,3.3875,-0.9,0.1182,0.7077,-0.909,SYSTEMIC_CRISIS
Society_B,T+52,Germany,1932,1.6,-2.4,0.0983,0.6129,-0.7286,SYSTEMIC_CRISIS
Society_B,T+53,Germany,1933,9.6875,7.5,0.2227,1.3444,-0.1901,STRAINED
Society_B,T+54,Germany,1934,12.0875,6.2,0.2749,1.4926,-0.1958,STABLE_ADAPTIVE
Society_B,T+55,Germany,1935,13.75,6.4,0.3168,1.6689,-0.3427,STABLE_ADAPTIVE
Society_B,T+56,Germany,1936,14.9,10.1,0.349,2.0461,0.2683,STABLE_ADAPTIVE
Society_B,T+57,Germany,1937,14.8,10.6,0.3399,2.019,0.3712,STABLE_ADAPTIVE
Society_B,T+58,Germany,1938,14.1,7.0,0.32,1.6814,0.0456,STABLE_ADAPTIVE
Society_B,T+59,Germany,1939,14.05,10.7,0.3051,1.8637,0.5897,STABLE_ADAPTIVE
Society_B,T+6,Germany,1886,13.15,7.6,0.3012,1.846,0.088,STABLE_ADAPTIVE
Society_B,T+60,Germany,1940,15.075,9.2,0.3423,1.9361,0.152,STABLE_ADAPTIVE
Society_B,T+61,Germany,1941,13.0375,9.4,0.268,1.6351,0.16,STABLE_ADAPTIVE
Society_B,T+62,Germany,1942,10.9875,7.5,0.2258,1.3995,-0.444,STRAINED
Society_B,T+63,Germany,1943,8.2,3.7,0.1742,1.0775,-0.457,LOCAL_NODE_FAILURE
Society_B,T+64,Germany,1944,5.3375,1.4,0.1382,0.8512,-1.5456,PHANTOM_TYPE_II
Society_B,T+65,Germany,1945,-4.525,-6.0,0.042,0.2649,-0.5184,FREEZE_COLLAPSE
Society_B,T+66,Germany,1946,-0.5125,-2.4,0.078,0.48,-0.535,SYSTEMIC_CRISIS
Society_B,T+67,Germany,1947,1.3375,-0.8,0.0948,0.6236,-0.6365,SYSTEMIC_CRISIS
Society_B,T+68,Germany,1948,5.0875,2.7,0.149,0.9397,-0.4453,LOCAL_NODE_FAILURE
Society_B,T+69,Germany,1949,7.9,2.5,0.1987,1.2219,-0.3276,LOCAL_NODE_FAILURE
Society_B,T+7,Germany,1887,13.1875,7.2,0.3042,1.8735,0.0374,STABLE_ADAPTIVE
Society_B,T+70,Germany,1950,8.625,2.7,0.2159,1.3114,-0.1814,LOCAL_NODE_FAILURE
Society_B,T+71,Germany,1951,10.1,3.8,0.2404,1.4589,-0.0346,LOCAL_NODE_FAILURE
Society_B,T+72,Germany,1952,11.175,5.8,0.2646,1.664,0.0518,STABLE_ADAPTIVE
Society_B,T+73,Germany,1953,11.4875,6.2,0.2806,1.7578,-0.0774,STABLE_ADAPTIVE
Society_B,T+74,Germany,1954,12.1125,5.6,0.2882,1.7552,0.0259,STABLE_ADAPTIVE
Society_B,T+75,Germany,1955,12.9125,9.3,0.3126,1.9567,0.4858,STABLE_ADAPTIVE
Society_B,T+76,Germany,1956,13.675,11.6,0.3182,2.0012,0.9651,STABLE_ADAPTIVE
Society_B,T+77,Germany,1957,13.7625,11.6,0.328,2.0507,0.9523,STABLE_ADAPTIVE
Society_B,T+78,Germany,1958,13.85,11.0,0.3215,2.0326,0.7795,STABLE_ADAPTIVE
Society_B,T+79,Germany,1959,13.6,10.9,0.319,2.0085,0.7862,STABLE_ADAPTIVE
Society_B,T+8,Germany,1888,12.7,8.4,0.2909,1.8254,0.1949,STABLE_ADAPTIVE
Society_B,T+80,Germany,1960,13.7875,11.6,0.3271,2.0638,0.8602,STABLE_ADAPTIVE
Society_B,T+81,Germany,1961,13.1875,10.9,0.3017,1.887,0.682,STABLE_ADAPTIVE
Society_B,T+82,Germany,1962,13.5375,11.8,0.3133,1.963,1.008,STABLE_ADAPTIVE
Society_B,T+83,Germany,1963,13.75,11.7,0.3195,2.0049,1.0022,STABLE_ADAPTIVE
Society_B,T+84,Germany,1964,13.5875,11.0,0.3191,1.974,0.8154,STABLE_ADAPTIVE
Society_B,T+85,Germany,1965,13.775,12.0,0.3172,1.9591,1.0032,STABLE_ADAPTIVE
Society_B,T+86,Germany,1966,12.8875,10.4,0.2986,1.8834,0.6406,STABLE_ADAPTIVE
Society_B,T+87,Germany,1967,12.5375,10.8,0.2841,1.8062,0.6448,STABLE_ADAPTIVE
Society_B,T+88,Germany,1968,12.825,9.3,0.3046,1.848,0.24,STABLE_ADAPTIVE
Society_B,T+89,Germany,1969,13.675,11.7,0.3229,2.0293,0.858,STABLE_ADAPTIVE
Society_B,T+9,Germany,1889,12.8125,7.3,0.2882,1.8112,0.1915,STABLE_ADAPTIVE
Society_B,T+90,Germany,1970,14.2875,12.7,0.3365,2.1091,1.175,STABLE_ADAPTIVE
Society_B,T+91,Germany,1971,14.0625,12.4,0.3306,2.0679,1.1315,STABLE_ADAPTIVE
Society_B,T+92,Germany,1972,13.925,11.5,0.3232,2.057,0.9072,STABLE_ADAPTIVE
Society_B,T+93,Germany,1973,13.2,11.7,0.298,1.9131,0.7589,STABLE_ADAPTIVE
Society_B,T+94,Germany,1974,13.05,10.9,0.2952,1.8721,0.615,STABLE_ADAPTIVE
Society_B,T+95,Germany,1975,12.7875,9.7,0.2965,1.8499,0.36,STABLE_ADAPTIVE
Society_B,T+96,Germany,1976,12.675,9.7,0.2901,1.8188,0.2678,STABLE_ADAPTIVE
Society_B,T+97,Germany,1977,12.9,9.7,0.2942,1.8702,0.36,STABLE_ADAPTIVE
Society_B,T+98,Germany,1978,13.0,9.8,0.29,1.8603,0.4222,STABLE_ADAPTIVE
Society_B,T+99,Germany,1979,13.0125,9.5,0.2878,1.8385,0.3,STABLE_ADAPTIVE
Society_C,T+0,Australia,1875,9.0875,6.0,0.2261,1.4531,-0.0384,STRAINED
Society_C,T+1,Australia,1876,9.0875,6.0,0.2261,1.4531,-0.0384,STRAINED
Society_C,T+10,Australia,1885,9.3375,6.0,0.2293,1.4661,-0.0384,STRAINED
Society_C,T+100,Australia,1975,7.8375,4.0,0.1891,1.1928,-0.728,LOCAL_NODE_FAILURE
Society_C,T+101,Australia,1976,8.275,6.0,0.201,1.2675,-0.2,STRAINED
Society_C,T+102,Australia,1977,7.9,6.0,0.1944,1.2374,-0.25,STRAINED
Society_C,T+103,Australia,1978,7.9,6.0,0.1944,1.2374,-0.25,STRAINED
Society_C,T+104,Australia,1979,7.775,6.0,0.1909,1.2212,-0.25,STRAINED
Society_C,T+105,Australia,1980,7.9,6.0,0.1944,1.2374,-0.25,STRAINED
Society_C,T+106,Australia,1981,7.9,6.0,0.1944,1.2374,-0.25,STRAINED
Society_C,T+107,Australia,1982,7.4,4.0,0.1878,1.2006,-0.6,LOCAL_NODE_FAILURE
Society_C,T+108,Australia,1983,12.775,10.1,0.3066,1.8726,0.522,STABLE_ADAPTIVE
Society_C,T+109,Australia,1984,12.5875,10.1,0.3018,1.8534,0.522,STABLE_ADAPTIVE
Society_C,T+11,Australia,1886,9.3375,6.0,0.2293,1.4661,-0.0384,STRAINED
Society_C,T+110,Australia,1985,12.15,10.1,0.2892,1.806,0.522,STABLE_ADAPTIVE
Society_C,T+111,Australia,1986,12.15,10.1,0.2892,1.806,0.522,STABLE_ADAPTIVE
Society_C,T+112,Australia,1987,11.65,9.4,0.2701,1.604,0.0744,STABLE_ADAPTIVE
Society_C,T+113,Australia,1988,12.4,10.1,0.2999,1.8829,0.522,STABLE_ADAPTIVE
Society_C,T+114,Australia,1989,11.9,9.1,0.2786,1.7543,0.232,STABLE_ADAPTIVE
Society_C,T+115,Australia,1990,5.275,0.0,0.1507,0.938,-0.988,PHANTOM_TYPE_II
Society_C,T+116,Australia,1991,5.275,0.0,0.1512,0.9121,-1.092,PHANTOM_TYPE_II
Society_C,T+117,Australia,1992,6.025,2.0,0.1583,0.9836,-0.72,LOCAL_NODE_FAILURE
Society_C,T+118,Australia,1993,9.4,6.5,0.2209,1.3694,-0.25,STRAINED
Society_C,T+119,Australia,1994,10.0875,6.5,0.2346,1.4213,-0.25,STRAINED
Society_C,T+12,Australia,1887,9.7125,6.0,0.2379,1.5232,-0.0384,STRAINED
Society_C,T+120,Australia,1995,9.4,6.5,0.2209,1.3694,-0.25,STRAINED
Society_C,T+121,Australia,1996,10.9,7.5,0.257,1.6358,0.0,STABLE_ADAPTIVE
Society_C,T+122,Australia,1997,10.775,7.5,0.2538,1.621,0.0,STABLE_ADAPTIVE
Society_C,T+123,Australia,1998,10.4,7.5,0.2446,1.5778,0.0,STRAINED
Society_C,T+124,Australia,1999,10.775,6.5,0.2498,1.5891,-0.25,STRAINED
Society_C,T+125,Australia,2000,11.775,7.5,0.2787,1.7501,0.0,STABLE_ADAPTIVE
Society_C,T+126,Australia,2001,10.525,6.5,0.2454,1.5684,-0.25,STRAINED
Society_C,T+127,Australia,2002,9.7125,6.5,0.2318,1.4149,-0.25,STRAINED
Society_C,T+128,Australia,2003,9.3375,5.5,0.225,1.3329,-0.5,STRAINED
Society_C,T+129,Australia,2004,9.7125,6.5,0.2318,1.4149,-0.25,STRAINED
Society_C,T+13,Australia,1888,9.3375,6.0,0.2293,1.4661,-0.0384,STRAINED
Society_C,T+130,Australia,2005,9.4625,5.5,0.2279,1.3947,-0.5,STRAINED
Society_C,T+131,Australia,2006,9.3375,5.5,0.2238,1.3771,-0.5,STRAINED
Society_C,T+132,Australia,2007,10.4625,6.5,0.25,1.5358,-0.25,STABLE_ADAPTIVE
Society_C,T+133,Australia,2008,7.6375,5.0,0.1883,1.1426,-0.9984,LOCAL_NODE_FAILURE
Society_C,T+134,Australia,2009,8.3875,5.5,0.2058,1.2796,-0.5,STRAINED
Society_C,T+135,Australia,2010,7.8875,1.5,0.1935,1.1125,-0.6,LOCAL_NODE_FAILURE
Society_C,T+136,Australia,2011,7.8875,3.5,0.1962,1.1878,-0.6,LOCAL_NODE_FAILURE
Society_C,T+137,Australia,2012,8.2625,4.5,0.2018,1.2522,-0.75,LOCAL_NODE_FAILURE
Society_C,T+138,Australia,2013,8.2625,4.5,0.2018,1.2522,-0.75,LOCAL_NODE_FAILURE
Society_C,T+139,Australia,2014,7.0375,2.1,0.1842,1.1016,-0.936,LOCAL_NODE_FAILURE
Society_C,T+14,Australia,1889,9.3375,6.0,0.2293,1.4661,-0.0384,STRAINED
Society_C,T+140,Australia,2015,7.1625,1.1,0.184,1.0936,-0.588,LOCAL_NODE_FAILURE
Society_C,T+141,Australia,2016,7.2875,2.1,0.1869,1.1383,-0.798,LOCAL_NODE_FAILURE
Society_C,T+142,Australia,2017,7.2875,3.1,0.1868,1.15,-0.608,LOCAL_NODE_FAILURE
Society_C,T+143,Australia,2018,7.0625,0.3,0.182,1.0533,-0.7,LOCAL_NODE_FAILURE
Society_C,T+144,Australia,2019,6.525,3.6,0.1693,1.0367,-0.7488,LOCAL_NODE_FAILURE
Society_C,T+145,Australia,2020,5.7,3.0,0.1548,0.998,-1.4136,PHANTOM_TYPE_II
Society_C,T+146,Australia,2021,6.7,4.9,0.1696,1.0675,-0.65,STRAINED
Society_C,T+147,Australia,2022,7.3375,5.6,0.1826,1.1314,-0.3328,STRAINED
Society_C,T+148,Australia,2023,8.275,6.1,0.1969,1.2222,-0.416,STRAINED
Society_C,T+149,Australia,2024,8.4,6.9,0.196,1.2437,-0.15,STRAINED
Society_C,T+15,Australia,1890,3.65,0.5,0.1259,0.7369,-0.6552,LOCAL_NODE_FAILURE
Society_C,T+150,Australia,2025,9.15,6.9,0.2144,1.3217,-0.15,STRAINED
Society_C,T+151,Australia,2026,8.9,6.9,0.2102,1.305,-0.15,STRAINED
Society_C,T+16,Australia,1891,3.65,-1.5,0.1231,0.7058,-0.6144,SYSTEMIC_CRISIS
Society_C,T+17,Australia,1892,3.525,-1.5,0.1237,0.6943,-0.6552,SYSTEMIC_CRISIS
Society_C,T+18,Australia,1893,3.15,-1.5,0.1194,0.6537,-0.6144,SYSTEMIC_CRISIS
Society_C,T+19,Australia,1894,8.2125,6.0,0.2094,1.2908,-0.0416,STRAINED
Society_C,T+2,Australia,1877,9.0875,6.0,0.2261,1.4531,-0.0384,STRAINED
Society_C,T+20,Australia,1895,8.2125,6.0,0.2094,1.2908,-0.0416,STRAINED
Society_C,T+21,Australia,1896,8.2125,6.0,0.2094,1.2908,-0.0416,STRAINED
Society_C,T+22,Australia,1897,8.5875,6.0,0.2196,1.333,-0.0416,STRAINED
Society_C,T+23,Australia,1898,8.5875,6.0,0.2196,1.333,-0.0416,STRAINED
Society_C,T+24,Australia,1899,8.4,6.0,0.2114,1.2932,-0.0416,STRAINED
Society_C,T+25,Australia,1900,8.7125,6.0,0.2196,1.333,-0.0416,STRAINED
Society_C,T+26,Australia,1901,10.5875,8.5,0.2622,1.612,0.208,STABLE_ADAPTIVE
Society_C,T+27,Australia,1902,10.65,8.5,0.2668,1.6269,0.208,STABLE_ADAPTIVE
Society_C,T+28,Australia,1903,10.65,8.5,0.2668,1.6269,0.208,STABLE_ADAPTIVE
Society_C,T+29,Australia,1904,10.65,8.5,0.2668,1.6269,0.208,STABLE_ADAPTIVE
Society_C,T+3,Australia,1878,9.0875,6.0,0.2261,1.4531,-0.0384,STRAINED
Society_C,T+30,Australia,1905,10.65,8.5,0.2668,1.6269,0.208,STABLE_ADAPTIVE
Society_C,T+31,Australia,1906,10.65,8.5,0.2668,1.6269,0.208,STABLE_ADAPTIVE
Society_C,T+32,Australia,1907,10.65,8.5,0.2668,1.6269,0.208,STABLE_ADAPTIVE
Society_C,T+33,Australia,1908,10.65,8.5,0.2668,1.6269,0.208,STABLE_ADAPTIVE
Society_C,T+34,Australia,1909,10.65,8.5,0.2668,1.6269,0.208,STABLE_ADAPTIVE
Society_C,T+35,Australia,1910,10.65,8.5,0.2668,1.6269,0.208,STABLE_ADAPTIVE
Society_C,T+36,Australia,1911,10.65,8.5,0.2668,1.6269,0.208,STABLE_ADAPTIVE
Society_C,T+37,Australia,1912,10.65,8.5,0.2668,1.6269,0.208,STABLE_ADAPTIVE
Society_C,T+38,Australia,1913,10.65,8.5,0.2668,1.6269,0.208,STABLE_ADAPTIVE
Society_C,T+39,Australia,1914,7.65,5.5,0.1784,1.1255,-0.5,STRAINED
Society_C,T+4,Australia,1879,9.0875,6.0,0.2261,1.4531,-0.0384,STRAINED
Society_C,T+40,Australia,1915,7.65,5.5,0.1784,1.1255,-0.5,STRAINED
Society_C,T+41,Australia,1916,7.15,3.5,0.1672,1.0364,-1.0,LOCAL_NODE_FAILURE
Society_C,T+42,Australia,1917,7.15,3.5,0.1672,1.0364,-1.0,LOCAL_NODE_FAILURE
Society_C,T+43,Australia,1918,7.65,5.5,0.1784,1.1255,-0.5,STRAINED
Society_C,T+44,Australia,1919,7.525,4.0,0.1946,1.2124,-0.32,LOCAL_NODE_FAILURE
Society_C,T+45,Australia,1920,7.525,5.5,0.1972,1.2356,-0.5,STRAINED
Society_C,T+46,Australia,1921,8.025,6.0,0.2046,1.2669,-0.0416,STRAINED
Society_C,T+47,Australia,1922,8.025,6.0,0.2046,1.2669,-0.0416,STRAINED
Society_C,T+48,Australia,1923,8.025,6.0,0.2046,1.2669,-0.0416,STRAINED
Society_C,T+49,Australia,1924,8.025,6.0,0.2046,1.2669,-0.0416,STRAINED
Society_C,T+5,Australia,1880,9.0875,6.0,0.2261,1.4531,-0.0384,STRAINED
Society_C,T+50,Australia,1925,8.025,6.0,0.2046,1.2669,-0.0416,STRAINED
Society_C,T+51,Australia,1926,8.025,6.0,0.2046,1.2669,-0.0416,STRAINED
Society_C,T+52,Australia,1927,8.025,6.0,0.2046,1.2669,-0.0416,STRAINED
Society_C,T+53,Australia,1928,7.65,5.0,0.1943,1.2141,-0.25,STRAINED
Society_C,T+54,Australia,1929,-0.025,-3.6,0.0858,0.5048,-0.7168,FREEZE_COLLAPSE
Society_C,T+55,Australia,1930,-0.0,-3.6,0.0859,0.5274,-0.72,FREEZE_COLLAPSE
Society_C,T+56,Australia,1931,-0.375,-4.5,0.0803,0.4451,-0.5555,FREEZE_COLLAPSE
Society_C,T+57,Australia,1932,0.425,-2.5,0.0867,0.5318,-0.63,SYSTEMIC_CRISIS
Society_C,T+58,Australia,1933,1.15,-1.7,0.0925,0.5561,-0.558,SYSTEMIC_CRISIS
Society_C,T+59,Australia,1934,7.2125,5.0,0.181,1.1558,-0.16,STRAINED
Society_C,T+6,Australia,1881,9.0875,6.0,0.2261,1.4531,-0.0384,STRAINED
Society_C,T+60,Australia,1935,7.2125,5.0,0.181,1.1558,-0.16,STRAINED
Society_C,T+61,Australia,1936,7.2125,5.0,0.181,1.1558,-0.16,STRAINED
Society_C,T+62,Australia,1937,7.2125,5.0,0.181,1.1558,-0.16,STRAINED
Society_C,T+63,Australia,1938,7.2125,5.0,0.181,1.1558,-0.16,STRAINED
Society_C,T+64,Australia,1939,8.2125,7.5,0.1954,1.2262,-0.3,STRAINED
Society_C,T+65,Australia,1940,8.2125,7.5,0.1954,1.2262,-0.3,STRAINED
Society_C,T+66,Australia,1941,8.2125,7.5,0.1954,1.2262,-0.3,STRAINED
Society_C,T+67,Australia,1942,7.8375,4.5,0.1685,1.0477,-0.4,LOCAL_NODE_FAILURE
Society_C,T+68,Australia,1943,8.0875,6.5,0.1768,1.1129,-0.25,STRAINED
Society_C,T+69,Australia,1944,11.8375,9.5,0.2678,1.6239,0.468,STABLE_ADAPTIVE
Society_C,T+7,Australia,1882,9.0875,6.0,0.2261,1.4531,-0.0384,STRAINED
Society_C,T+70,Australia,1945,11.775,9.5,0.2674,1.6238,0.468,STABLE_ADAPTIVE
Society_C,T+71,Australia,1946,10.7125,8.5,0.2586,1.5927,0.208,STABLE_ADAPTIVE
Society_C,T+72,Australia,1947,10.5875,8.5,0.2542,1.5709,0.0,STABLE_ADAPTIVE
Society_C,T+73,Australia,1948,10.4625,7.5,0.2507,1.4921,-0.052,STABLE_ADAPTIVE
Society_C,T+74,Australia,1949,10.4625,8.5,0.2494,1.5516,0.0,STRAINED
Society_C,T+75,Australia,1950,12.3125,9.5,0.2951,1.8552,0.3,STABLE_ADAPTIVE
Society_C,T+76,Australia,1951,12.0625,8.5,0.2851,1.7954,0.0,STABLE_ADAPTIVE
Society_C,T+77,Australia,1952,12.1875,8.5,0.2904,1.8174,0.0,STABLE_ADAPTIVE
Society_C,T+78,Australia,1953,12.3125,9.5,0.2951,1.8552,0.3,STABLE_ADAPTIVE
Society_C,T+79,Australia,1954,12.4375,10.5,0.3001,1.8859,0.6,STABLE_ADAPTIVE
Society_C,T+8,Australia,1883,9.0875,6.0,0.2261,1.4531,-0.0384,STRAINED
Society_C,T+80,Australia,1955,12.4375,10.5,0.3001,1.8859,0.6,STABLE_ADAPTIVE
Society_C,T+81,Australia,1956,12.4375,10.5,0.3001,1.8859,0.6,STABLE_ADAPTIVE
Society_C,T+82,Australia,1957,12.4375,10.5,0.3001,1.8859,0.6,STABLE_ADAPTIVE
Society_C,T+83,Australia,1958,12.4375,10.5,0.3001,1.8859,0.6,STABLE_ADAPTIVE
Society_C,T+84,Australia,1959,12.4375,10.5,0.3001,1.8859,0.6,STABLE_ADAPTIVE
Society_C,T+85,Australia,1960,12.0625,9.9,0.2891,1.8366,0.42,STABLE_ADAPTIVE
Society_C,T+86,Australia,1961,11.6875,9.9,0.2838,1.8121,0.42,STABLE_ADAPTIVE
Society_C,T+87,Australia,1962,12.4375,10.5,0.3001,1.8859,0.6,STABLE_ADAPTIVE
Society_C,T+88,Australia,1963,12.4375,10.5,0.3001,1.8859,0.6,STABLE_ADAPTIVE
Society_C,T+89,Australia,1964,12.4375,10.5,0.3001,1.8859,0.6,STABLE_ADAPTIVE
Society_C,T+9,Australia,1884,9.0875,6.0,0.2261,1.4531,-0.0384,STRAINED
Society_C,T+90,Australia,1965,12.4375,10.5,0.3001,1.8859,0.6,STABLE_ADAPTIVE
Society_C,T+91,Australia,1966,8.7125,5.5,0.2055,1.2616,-0.5,STRAINED
Society_C,T+92,Australia,1967,8.9625,6.5,0.2124,1.2966,-0.25,STRAINED
Society_C,T+93,Australia,1968,8.9625,6.5,0.2124,1.2966,-0.25,STRAINED
Society_C,T+94,Australia,1969,8.7125,5.5,0.2061,1.2135,-0.5,STRAINED
Society_C,T+95,Australia,1970,8.7125,5.5,0.2061,1.2135,-0.5,STRAINED
Society_C,T+96,Australia,1971,8.8375,5.5,0.2089,1.2786,-0.5,STRAINED
Society_C,T+97,Australia,1972,9.3375,7.0,0.2253,1.3966,-0.052,STRAINED
Society_C,T+98,Australia,1973,9.7125,7.0,0.2279,1.4089,-0.052,STRAINED
Society_C,T+99,Australia,1974,8.0875,4.8,0.1969,1.267,-0.728,STRAINED
Society_D,T+0,Poland,1875,3.75,-1.0,0.1366,0.8774,-0.5616,SYSTEMIC_CRISIS
Society_D,T+1,Poland,1876,3.75,-1.0,0.1366,0.8774,-0.5616,SYSTEMIC_CRISIS
Society_D,T+10,Poland,1885,4.025,-1.0,0.1376,0.8833,-0.5616,SYSTEMIC_CRISIS
Society_D,T+100,Poland,1975,7.875,7.0,0.1933,1.2071,0.0,STRAINED
Society_D,T+101,Poland,1976,7.15,6.0,0.1803,1.1128,-0.25,STRAINED
Society_D,T+102,Poland,1977,7.75,7.0,0.1933,1.2071,0.0,STRAINED
Society_D,T+103,Poland,1978,7.9125,7.0,0.1942,1.2144,0.0,STRAINED
Society_D,T+104,Poland,1979,7.75,6.5,0.188,1.1919,-0.25,STRAINED
Society_D,T+105,Poland,1980,6.9375,4.5,0.1677,1.059,-0.72,LOCAL_NODE_FAILURE
Society_D,T+106,Poland,1981,5.3125,2.5,0.1401,0.86,-1.08,PHANTOM_TYPE_II
Society_D,T+107,Poland,1982,5.75,3.5,0.1506,0.8977,-0.6,LOCAL_NODE_FAILURE
Society_D,T+108,Poland,1983,6.375,4.5,0.1638,0.994,-0.4,LOCAL_NODE_FAILURE
Society_D,T+109,Poland,1984,7.05,5.9,0.1765,1.0883,-0.3,STRAINED
