Society,Year,Node,Coherence,Capacity,Stress,Abstraction,Node_Value_Calc,Bond_Strength_Calc,Lambda2_Calc,V_Mean_Calc,V_Min_Calc,CAMS_v1_Regime,Regime_Label_Calc
Chile,1919,Shield,6.2,6.0,4.0,5.0,10.7,0.2304,1.2028,7.95,2.3,MODERATE_STRESS,Moderate Stress
Chile,1919,Stewards,6.0,5.6,4.8,5.0,9.3,0.1781,1.2028,7.95,2.3,MODERATE_STRESS,Moderate Stress
Chile,1920,Archive,5.0,6.0,4.0,6.0,10.0,0.1848,1.23,8.05,3.1,MODERATE_STRESS,Moderate Stress
Chile,1920,Craft,5.0,5.0,5.4,4.8,7.0,0.2013,1.23,8.05,3.1,MODERATE_STRESS,Moderate Stress
Chile,1920,Flow,5.2,4.6,5.8,5.0,6.5,0.2,1.23,8.05,3.1,MODERATE_STRESS,Moderate Stress
Chile,1920,Hands,4.0,4.2,7.0,3.8,3.1,0.1661,1.23,8.05,3.1,MODERATE_STRESS,Moderate Stress
Chile,1920,Helm,5.0,5.0,5.6,6.0,7.4,0.2068,1.23,8.05,3.1,MODERATE_STRESS,Moderate Stress
Chile,1920,Lore,5.0,6.0,4.0,6.4,10.2,0.187,1.23,8.05,3.1,MODERATE_STRESS,Moderate Stress
Chile,1920,Shield,6.0,6.2,4.0,5.0,10.7,0.2297,1.23,8.05,3.1,MODERATE_STRESS,Moderate Stress
Chile,1920,Stewards,6.0,6.0,5.0,5.0,9.5,0.1773,1.23,8.05,3.1,MODERATE_STRESS,Moderate Stress
Chile,1921,Archive,5.0,6.2,4.0,6.0,10.2,0.1843,1.1996,8.112,2.5,MODERATE_STRESS,Moderate Stress
Chile,1921,Craft,5.0,5.0,4.8,5.0,7.7,0.21,1.1996,8.112,2.5,MODERATE_STRESS,Moderate Stress
Chile,1921,Flow,5.2,5.0,6.0,5.0,6.7,0.1979,1.1996,8.112,2.5,MODERATE_STRESS,Moderate Stress
Chile,1921,Hands,4.0,4.0,7.0,3.0,2.5,0.1603,1.1996,8.112,2.5,MODERATE_STRESS,Moderate Stress
Chile,1921,Helm,5.0,5.0,5.0,6.0,8.0,0.2143,1.1996,8.112,2.5,MODERATE_STRESS,Moderate Stress
Chile,1921,Lore,5.0,6.4,3.8,5.8,10.5,0.1852,1.1996,8.112,2.5,MODERATE_STRESS,Moderate Stress
Chile,1921,Shield,5.8,5.8,4.0,5.0,10.1,0.2281,1.1996,8.112,2.5,MODERATE_STRESS,Moderate Stress
Chile,1921,Stewards,5.8,6.2,5.4,5.2,9.2,0.1723,1.1996,8.112,2.5,MODERATE_STRESS,Moderate Stress
Chile,1922,Archive,4.8,5.8,4.0,6.0,9.6,0.1753,1.135,7.45,2.3,MODERATE_STRESS,Moderate Stress
Chile,1922,Craft,4.8,5.0,5.0,4.8,7.2,0.1943,1.135,7.45,2.3,MODERATE_STRESS,Moderate Stress
Chile,1922,Flow,5.0,4.8,6.2,5.4,6.3,0.1868,1.135,7.45,2.3,MODERATE_STRESS,Moderate Stress
Chile,1922,Hands,4.0,4.0,7.2,3.0,2.3,0.151,1.135,7.45,2.3,MODERATE_STRESS,Moderate Stress
Chile,1922,Helm,4.0,4.8,6.2,5.8,5.5,0.18,1.135,7.45,2.3,MODERATE_STRESS,Moderate Stress
Chile,1922,Lore,5.0,6.0,4.2,6.0,9.8,0.1749,1.135,7.45,2.3,MODERATE_STRESS,Moderate Stress
Chile,1922,Shield,4.8,6.2,4.0,5.0,9.5,0.2069,1.135,7.45,2.3,MODERATE_STRESS,Moderate Stress
Chile,1922,Stewards,5.8,6.4,5.4,5.2,9.4,0.1655,1.135,7.45,2.3,MODERATE_STRESS,Moderate Stress
Chile,1923,Archive,4.8,5.4,4.2,5.8,8.9,0.17,1.1174,7.3,2.3,MODERATE_STRESS,Moderate Stress
Chile,1923,Craft,4.8,5.0,5.0,5.0,7.3,0.1944,1.1174,7.3,2.3,MODERATE_STRESS,Moderate Stress
Chile,1923,Flow,4.8,5.4,6.2,5.0,6.5,0.1814,1.1174,7.3,2.3,MODERATE_STRESS,Moderate Stress
Chile,1923,Hands,3.8,4.0,7.2,3.4,2.3,0.1508,1.1174,7.3,2.3,MODERATE_STRESS,Moderate Stress
Chile,1923,Helm,4.2,5.0,6.0,6.2,6.3,0.1854,1.1174,7.3,2.3,MODERATE_STRESS,Moderate Stress
Chile,1923,Lore,5.0,6.0,5.0,6.0,9.0,0.1651,1.1174,7.3,2.3,MODERATE_STRESS,Moderate Stress
Chile,1923,Shield,5.0,6.0,4.4,5.2,9.2,0.2044,1.1174,7.3,2.3,MODERATE_STRESS,Moderate Stress
Chile,1923,Stewards,5.6,6.0,5.2,5.0,8.9,0.1627,1.1174,7.3,2.3,MODERATE_STRESS,Moderate Stress
Chile,1924,Archive,5.0,5.0,5.0,5.2,7.6,0.1494,1.0016,6.287,3.3,MODERATE_STRESS,Moderate Stress
Chile,1924,Craft,4.8,4.8,5.4,4.8,6.6,0.1752,1.0016,6.287,3.3,MODERATE_STRESS,Moderate Stress
Chile,1924,Flow,5.2,4.8,6.0,5.0,6.5,0.1739,1.0016,6.287,3.3,MODERATE_STRESS,Moderate Stress
Chile,1924,Hands,4.0,4.0,6.6,4.0,3.4,0.1515,1.0016,6.287,3.3,MODERATE_STRESS,Moderate Stress
Chile,1924,Helm,3.0,5.2,8.0,6.2,3.3,0.1436,1.0016,6.287,3.3,MODERATE_STRESS,Moderate Stress
Chile,1924,Lore,4.8,5.8,5.0,5.8,8.5,0.1508,1.0016,6.287,3.3,MODERATE_STRESS,Moderate Stress
Chile,1924,Shield,5.0,6.4,6.8,5.0,7.1,0.1645,1.0016,6.287,3.3,MODERATE_STRESS,Moderate Stress
Chile,1924,Stewards,5.0,6.0,6.2,5.0,7.3,0.1387,1.0016,6.287,3.3,MODERATE_STRESS,Moderate Stress
Chile,1925,Archive,5.0,5.0,4.0,6.0,9.0,0.1866,1.2815,8.025,4.0,STRAINED_COHERENT,Strained-Coherent
Chile,1925,Craft,4.8,5.0,5.2,5.0,7.1,0.2042,1.2815,8.025,4.0,STRAINED_COHERENT,Strained-Coherent
Chile,1925,Flow,5.0,5.2,5.0,5.0,7.7,0.2087,1.2815,8.025,4.0,STRAINED_COHERENT,Strained-Coherent
Chile,1925,Hands,4.2,4.0,6.2,4.0,4.0,0.1792,1.2815,8.025,4.0,STRAINED_COHERENT,Strained-Coherent
Chile,1925,Helm,5.0,4.8,5.8,6.8,7.4,0.2107,1.2815,8.025,4.0,STRAINED_COHERENT,Strained-Coherent
Chile,1925,Lore,5.0,6.0,4.2,6.6,10.1,0.1878,1.2815,8.025,4.0,STRAINED_COHERENT,Strained-Coherent
Chile,1925,Shield,5.0,6.0,5.0,5.2,8.6,0.21,1.2815,8.025,4.0,STRAINED_COHERENT,Strained-Coherent
Chile,1925,Stewards,6.0,6.0,4.2,5.0,10.3,0.1872,1.2815,8.025,4.0,STRAINED_COHERENT,Strained-Coherent
Chile,1926,Archive,5.0,5.2,4.0,5.8,9.1,0.1906,1.3303,8.55,4.5,STRAINED_COHERENT,Strained-Coherent
Chile,1926,Craft,5.0,5.0,4.4,5.2,8.2,0.2253,1.3303,8.55,4.5,STRAINED_COHERENT,Strained-Coherent
Chile,1926,Flow,5.2,5.2,4.8,5.0,8.1,0.2209,1.3303,8.55,4.5,STRAINED_COHERENT,Strained-Coherent
Chile,1926,Hands,4.2,4.4,6.0,3.8,4.5,0.1861,1.3303,8.55,4.5,STRAINED_COHERENT,Strained-Coherent
Chile,1926,Helm,5.4,5.0,5.0,6.0,8.4,0.2272,1.3303,8.55,4.5,STRAINED_COHERENT,Strained-Coherent
Chile,1926,Lore,5.0,6.2,4.0,5.8,10.1,0.1906,1.3303,8.55,4.5,STRAINED_COHERENT,Strained-Coherent
Chile,1926,Shield,4.8,6.0,4.0,5.0,9.3,0.2267,1.3303,8.55,4.5,STRAINED_COHERENT,Strained-Coherent
Chile,1926,Stewards,6.0,6.0,3.8,5.0,10.7,0.1968,1.3303,8.55,4.5,STRAINED_COHERENT,Strained-Coherent
Chile,1927,Archive,5.0,4.8,5.0,5.0,7.3,0.1684,1.1982,8.375,4.7,STRAINED_COHERENT,Strained-Coherent
Chile,1927,Craft,5.0,5.0,5.2,4.6,7.1,0.2068,1.1982,8.375,4.7,STRAINED_COHERENT,Strained-Coherent
Chile,1927,Flow,6.2,5.8,4.0,5.0,10.5,0.2371,1.1982,8.375,4.7,STRAINED_COHERENT,Strained-Coherent
Chile,1927,Hands,4.0,5.2,6.0,3.0,4.7,0.1738,1.1982,8.375,4.7,STRAINED_COHERENT,Strained-Coherent
Chile,1927,Helm,6.0,6.0,5.0,5.2,9.6,0.2235,1.1982,8.375,4.7,STRAINED_COHERENT,Strained-Coherent
Chile,1927,Lore,4.6,5.0,5.4,4.8,6.6,0.1601,1.1982,8.375,4.7,STRAINED_COHERENT,Strained-Coherent
Chile,1927,Shield,6.8,6.2,4.8,5.0,10.7,0.2324,1.1982,8.375,4.7,STRAINED_COHERENT,Strained-Coherent
Chile,1927,Stewards,6.0,6.0,4.0,5.0,10.5,0.1867,1.1982,8.375,4.7,STRAINED_COHERENT,Strained-Coherent
Chile,1928,Archive,5.0,5.2,4.0,4.8,8.6,0.1883,1.3243,9.325,5.2,STRAINED_COHERENT,Strained-Coherent
Chile,1928,Craft,5.0,5.2,4.0,5.0,8.7,0.2406,1.3243,9.325,5.2,STRAINED_COHERENT,Strained-Coherent
Chile,1928,Flow,6.0,6.0,4.0,5.0,10.5,0.2521,1.3243,9.325,5.2,STRAINED_COHERENT,Strained-Coherent
Chile,1928,Hands,4.0,5.0,5.2,2.8,5.2,0.193,1.3243,9.325,5.2,STRAINED_COHERENT,Strained-Coherent
Chile,1928,Helm,7.0,6.2,3.8,5.0,11.9,0.2657,1.3243,9.325,5.2,STRAINED_COHERENT,Strained-Coherent
Chile,1928,Lore,4.6,5.0,5.0,5.0,7.1,0.1753,1.3243,9.325,5.2,STRAINED_COHERENT,Strained-Coherent
Chile,1928,Shield,7.0,6.4,3.8,5.0,12.1,0.2657,1.3243,9.325,5.2,STRAINED_COHERENT,Strained-Coherent
Chile,1928,Stewards,6.0,6.0,4.0,5.0,10.5,0.1986,1.3243,9.325,5.2,STRAINED_COHERENT,Strained-Coherent
Chile,1929,Archive,5.2,6.0,4.0,5.2,9.8,0.198,1.3926,10.163,5.8,STRAINED_COHERENT,Strained-Coherent
Chile,1929,Craft,5.0,6.0,3.6,5.0,9.9,0.2523,1.3926,10.163,5.8,STRAINED_COHERENT,Strained-Coherent
Chile,1929,Flow,6.2,6.8,3.8,5.4,11.9,0.2666,1.3926,10.163,5.8,STRAINED_COHERENT,Strained-Coherent
Chile,1929,Hands,4.0,5.2,5.0,3.2,5.8,0.2039,1.3926,10.163,5.8,STRAINED_COHERENT,Strained-Coherent
Chile,1929,Helm,7.0,7.0,4.0,5.0,12.5,0.2694,1.3926,10.163,5.8,STRAINED_COHERENT,Strained-Coherent
Chile,1929,Lore,4.6,4.8,4.6,5.0,7.3,0.1843,1.3926,10.163,5.8,STRAINED_COHERENT,Strained-Coherent
Chile,1929,Shield,7.2,6.2,3.8,5.0,12.1,0.2745,1.3926,10.163,5.8,STRAINED_COHERENT,Strained-Coherent
Chile,1929,Stewards,6.2,7.0,3.8,5.2,12.0,0.2094,1.3926,10.163,5.8,STRAINED_COHERENT,Strained-Coherent
Chile,1930,Archive,5.0,4.8,4.8,5.0,7.5,0.1573,1.0561,6.963,2.2,MODERATE_STRESS,Moderate Stress
Chile,1930,Craft,5.0,5.0,5.4,5.0,7.1,0.1903,1.0561,6.963,2.2,MODERATE_STRESS,Moderate Stress
Chile,1930,Flow,4.8,4.8,6.8,5.4,5.5,0.1761,1.0561,6.963,2.2,MODERATE_STRESS,Moderate Stress
Chile,1930,Hands,4.0,3.8,7.0,2.8,2.2,0.1492,1.0561,6.963,2.2,MODERATE_STRESS,Moderate Stress
Chile,1930,Helm,6.0,6.0,5.8,4.8,8.6,0.1937,1.0561,6.963,2.2,MODERATE_STRESS,Moderate Stress
Chile,1930,Lore,5.0,5.0,5.0,5.0,7.5,0.1556,1.0561,6.963,2.2,MODERATE_STRESS,Moderate Stress
Chile,1930,Shield,6.6,6.0,4.8,5.2,10.4,0.2124,1.0561,6.963,2.2,MODERATE_STRESS,Moderate Stress
Chile,1930,Stewards,5.0,5.8,6.4,5.0,6.9,0.1436,1.0561,6.963,2.2,MODERATE_STRESS,Moderate Stress
Chile,1931,Archive,3.8,5.4,6.0,5.2,5.8,0.1071,0.6664,2.6,-1.8,LOCAL_NODE_FAILURE,Local Node Failure
Chile,1931,Craft,4.0,4.2,7.0,4.8,3.6,0.124,0.6664,2.6,-1.8,LOCAL_NODE_FAILURE,Local Node Failure
Chile,1931,Flow,3.2,3.2,9.2,4.0,-0.8,0.1002,0.6664,2.6,-1.8,LOCAL_NODE_FAILURE,Local Node Failure
Chile,1931,Hands,2.8,3.0,9.0,2.8,-1.8,0.0918,0.6664,2.6,-1.8,LOCAL_NODE_FAILURE,Local Node Failure
Chile,1931,Helm,2.8,3.8,8.0,5.0,1.1,0.1096,0.6664,2.6,-1.8,LOCAL_NODE_FAILURE,Local Node Failure
Chile,1931,Lore,4.0,5.0,6.0,4.8,5.4,0.1067,0.6664,2.6,-1.8,LOCAL_NODE_FAILURE,Local Node Failure
Chile,1931,Shield,5.0,4.8,6.0,4.8,6.2,0.1379,0.6664,2.6,-1.8,LOCAL_NODE_FAILURE,Local Node Failure
Chile,1931,Stewards,3.6,3.6,8.2,4.6,1.3,0.0913,0.6664,2.6,-1.8,LOCAL_NODE_FAILURE,Local Node Failure
Chile,1932,Archive,4.0,4.6,6.0,4.8,5.0,0.1104,0.7376,3.013,-0.2,SYSTEMIC_CRISIS,Systemic Crisis
Chile,1932,Craft,4.2,4.4,6.8,4.8,4.2,0.1306,0.7376,3.013,-0.2,SYSTEMIC_CRISIS,Systemic Crisis
Chile,1932,Flow,3.0,3.2,8.0,3.8,0.1,0.1079,0.7376,3.013,-0.2,SYSTEMIC_CRISIS,Systemic Crisis
Chile,1932,Hands,3.0,3.0,8.0,3.6,-0.2,0.1068,0.7376,3.013,-0.2,SYSTEMIC_CRISIS,Systemic Crisis
Chile,1932,Helm,3.0,4.2,8.2,5.6,1.8,0.1159,0.7376,3.013,-0.2,SYSTEMIC_CRISIS,Systemic Crisis
Chile,1932,Lore,4.0,5.0,6.2,5.8,5.7,0.1131,0.7376,3.013,-0.2,SYSTEMIC_CRISIS,Systemic Crisis
Chile,1932,Shield,4.2,5.0,7.0,5.0,4.7,0.13,0.7376,3.013,-0.2,SYSTEMIC_CRISIS,Systemic Crisis
Chile,1932,Stewards,3.8,3.8,7.4,5.2,2.8,0.1024,0.7376,3.013,-0.2,SYSTEMIC_CRISIS,Systemic Crisis
Chile,1933,Archive,5.0,5.0,3.8,5.0,8.7,0.1782,1.1715,7.463,2.7,MODERATE_STRESS,Moderate Stress
Chile,1933,Craft,5.0,5.0,5.0,5.0,7.5,0.2069,1.1715,7.463,2.7,MODERATE_STRESS,Moderate Stress
Chile,1933,Flow,5.0,4.8,5.2,5.0,7.1,0.2045,1.1715,7.463,2.7,MODERATE_STRESS,Moderate Stress
Chile,1933,Hands,3.8,4.0,6.4,2.6,2.7,0.1599,1.1715,7.463,2.7,MODERATE_STRESS,Moderate Stress
Chile,1933,Helm,5.0,5.2,4.8,6.0,8.4,0.216,1.1715,7.463,2.7,MODERATE_STRESS,Moderate Stress
Chile,1933,Lore,4.8,5.2,4.2,6.0,8.8,0.1781,1.1715,7.463,2.7,MODERATE_STRESS,Moderate Stress
Chile,1933,Shield,6.0,5.0,4.0,4.8,9.4,0.2279,1.1715,7.463,2.7,MODERATE_STRESS,Moderate Stress
Chile,1933,Stewards,5.0,5.0,5.4,5.0,7.1,0.1626,1.1715,7.463,2.7,MODERATE_STRESS,Moderate Stress
Chile,1934,Archive,5.2,4.8,4.2,4.8,8.2,0.1777,1.2245,7.713,3.0,MODERATE_STRESS,Moderate Stress
Chile,1934,Craft,5.0,5.2,4.6,5.0,8.1,0.2162,1.2245,7.713,3.0,MODERATE_STRESS,Moderate Stress
Chile,1934,Flow,5.0,5.2,5.0,5.2,7.8,0.2127,1.2245,7.713,3.0,MODERATE_STRESS,Moderate Stress
Chile,1934,Hands,3.8,3.6,5.8,2.8,3.0,0.171,1.2245,7.713,3.0,MODERATE_STRESS,Moderate Stress
Chile,1934,Helm,5.0,5.0,4.8,6.2,8.3,0.222,1.2245,7.713,3.0,MODERATE_STRESS,Moderate Stress
Chile,1934,Lore,5.0,5.2,4.2,5.8,8.9,0.1817,1.2245,7.713,3.0,MODERATE_STRESS,Moderate Stress
Chile,1934,Shield,6.2,5.2,4.0,5.0,9.9,0.2362,1.2245,7.713,3.0,MODERATE_STRESS,Moderate Stress
Chile,1934,Stewards,5.0,5.0,5.2,5.4,7.5,0.1695,1.2245,7.713,3.0,MODERATE_STRESS,Moderate Stress
Chile,1935,Archive,5.0,5.4,3.6,5.0,9.3,0.1994,1.3887,9.05,3.6,MODERATE_STRESS,Moderate Stress
Chile,1935,Craft,5.0,4.8,4.0,4.8,8.2,0.2406,1.3887,9.05,3.6,MODERATE_STRESS,Moderate Stress
Chile,1935,Flow,5.4,5.4,4.2,5.0,9.1,0.2442,1.3887,9.05,3.6,MODERATE_STRESS,Moderate Stress
Chile,1935,Hands,4.0,4.0,5.8,2.8,3.6,0.1873,1.3887,9.05,3.6,MODERATE_STRESS,Moderate Stress
Chile,1935,Helm,6.0,5.2,3.8,6.0,10.4,0.264,1.3887,9.05,3.6,MODERATE_STRESS,Moderate Stress
Chile,1935,Lore,5.0,6.0,3.4,6.0,10.6,0.2081,1.3887,9.05,3.6,MODERATE_STRESS,Moderate Stress
Chile,1935,Shield,6.0,5.4,3.0,5.0,10.9,0.2685,1.3887,9.05,3.6,MODERATE_STRESS,Moderate Stress
Chile,1935,Stewards,6.2,5.4,3.8,5.0,10.3,0.2083,1.3887,9.05,3.6,MODERATE_STRESS,Moderate Stress
Chile,1936,Archive,4.8,5.6,3.8,4.8,9.0,0.1896,1.3503,8.988,4.0,STRAINED_COHERENT,Strained-Coherent
Chile,1936,Craft,5.0,5.4,4.0,5.0,8.9,0.2391,1.3503,8.988,4.0,STRAINED_COHERENT,Strained-Coherent
Chile,1936,Flow,5.2,5.4,4.0,4.8,9.0,0.2399,1.3503,8.988,4.0,STRAINED_COHERENT,Strained-Coherent
Chile,1936,Hands,4.0,4.2,5.6,2.8,4.0,0.1872,1.3503,8.988,4.0,STRAINED_COHERENT,Strained-Coherent
Chile,1936,Helm,5.8,5.2,4.0,6.0,10.0,0.2556,1.3503,8.988,4.0,STRAINED_COHERENT,Strained-Coherent
Chile,1936,Lore,4.8,6.2,4.2,6.0,9.8,0.1927,1.3503,8.988,4.0,STRAINED_COHERENT,Strained-Coherent
Chile,1936,Shield,6.0,5.2,2.8,5.0,10.9,0.2679,1.3503,8.988,4.0,STRAINED_COHERENT,Strained-Coherent
Chile,1936,Stewards,6.0,5.8,4.0,5.0,10.3,0.1997,1.3503,8.988,4.0,STRAINED_COHERENT,Strained-Coherent
Chile,1937,Archive,5.4,6.0,3.0,5.4,11.1,0.2212,1.5154,9.925,5.7,STRAINED_COHERENT,Strained-Coherent
Chile,1937,Craft,5.0,5.6,4.0,4.6,8.9,0.2468,1.5154,9.925,5.7,STRAINED_COHERENT,Strained-Coherent
Chile,1937,Flow,6.0,6.0,3.8,5.0,10.7,0.2652,1.5154,9.925,5.7,STRAINED_COHERENT,Strained-Coherent
Chile,1937,Hands,4.0,5.0,5.0,3.4,5.7,0.2087,1.5154,9.925,5.7,STRAINED_COHERENT,Strained-Coherent
Chile,1937,Helm,5.8,5.2,3.8,6.0,10.2,0.2706,1.5154,9.925,5.7,STRAINED_COHERENT,Strained-Coherent
Chile,1937,Lore,5.8,5.8,2.8,5.8,11.7,0.2303,1.5154,9.925,5.7,STRAINED_COHERENT,Strained-Coherent
Chile,1937,Shield,5.8,5.2,3.0,5.0,10.5,0.2751,1.5154,9.925,5.7,STRAINED_COHERENT,Strained-Coherent
Chile,1937,Stewards,6.0,6.0,4.0,5.2,10.6,0.2134,1.5154,9.925,5.7,STRAINED_COHERENT,Strained-Coherent
Chile,1938,Archive,6.0,6.0,3.0,6.2,12.1,0.2344,1.5288,9.875,7.2,STRAINED_COHERENT,Strained-Coherent
Chile,1938,Craft,5.0,5.2,4.2,4.8,8.4,0.2476,1.5288,9.875,7.2,STRAINED_COHERENT,Strained-Coherent
Chile,1938,Flow,5.2,5.4,4.4,5.0,8.7,0.2489,1.5288,9.875,7.2,STRAINED_COHERENT,Strained-Coherent
Chile,1938,Hands,5.0,5.2,5.0,4.0,7.2,0.2296,1.5288,9.875,7.2,STRAINED_COHERENT,Strained-Coherent
Chile,1938,Helm,6.0,5.4,4.0,7.0,10.9,0.2793,1.5288,9.875,7.2,STRAINED_COHERENT,Strained-Coherent
Chile,1938,Lore,6.0,6.0,3.0,7.0,12.5,0.2393,1.5288,9.875,7.2,STRAINED_COHERENT,Strained-Coherent
Chile,1938,Shield,6.0,5.2,3.0,4.8,10.6,0.2782,1.5288,9.875,7.2,STRAINED_COHERENT,Strained-Coherent
Chile,1938,Stewards,5.0,5.2,4.2,5.2,8.6,0.2033,1.5288,9.875,7.2,STRAINED_COHERENT,Strained-Coherent
Chile,1939,Archive,6.0,6.0,3.2,5.8,11.7,0.2267,1.5269,9.925,7.1,STRAINED_COHERENT,Strained-Coherent
Chile,1939,Craft,5.0,5.6,4.2,4.8,8.8,0.2444,1.5269,9.925,7.1,STRAINED_COHERENT,Strained-Coherent
Chile,1939,Flow,4.8,5.4,4.2,5.0,8.5,0.2436,1.5269,9.925,7.1,STRAINED_COHERENT,Strained-Coherent
Chile,1939,Hands,5.0,5.0,5.0,4.2,7.1,0.2283,1.5269,9.925,7.1,STRAINED_COHERENT,Strained-Coherent
Chile,1939,Helm,6.0,6.0,5.0,7.0,10.5,0.2604,1.5269,9.925,7.1,STRAINED_COHERENT,Strained-Coherent
Chile,1939,Lore,6.0,6.0,3.2,7.0,12.3,0.2339,1.5269,9.925,7.1,STRAINED_COHERENT,Strained-Coherent
Chile,1939,Shield,6.0,5.2,3.0,5.0,10.7,0.2761,1.5269,9.925,7.1,STRAINED_COHERENT,Strained-Coherent
Chile,1939,Stewards,5.0,6.0,4.2,6.0,9.8,0.2062,1.5269,9.925,7.1,STRAINED_COHERENT,Strained-Coherent
Chile,1940,Archive,6.0,6.0,3.0,6.2,12.1,0.2404,1.6333,10.425,6.9,STRAINED_COHERENT,Strained-Coherent
Chile,1940,Craft,5.0,5.4,4.2,5.0,8.7,0.2539,1.6333,10.425,6.9,STRAINED_COHERENT,Strained-Coherent
Chile,1940,Flow,5.4,5.6,4.0,4.8,9.4,0.2603,1.6333,10.425,6.9,STRAINED_COHERENT,Strained-Coherent
Chile,1940,Hands,4.8,5.0,4.8,3.8,6.9,0.2321,1.6333,10.425,6.9,STRAINED_COHERENT,Strained-Coherent
Chile,1940,Helm,6.0,6.0,4.0,7.0,11.5,0.2846,1.6333,10.425,6.9,STRAINED_COHERENT,Strained-Coherent
Chile,1940,Lore,6.2,6.0,3.0,7.0,12.7,0.2472,1.6333,10.425,6.9,STRAINED_COHERENT,Strained-Coherent
Chile,1940,Shield,6.0,5.4,3.0,5.0,10.9,0.2852,1.6333,10.425,6.9,STRAINED_COHERENT,Strained-Coherent
Chile,1940,Stewards,6.2,6.0,4.0,6.0,11.2,0.2277,1.6333,10.425,6.9,STRAINED_COHERENT,Strained-Coherent
Chile,1941,Archive,5.8,6.0,2.6,6.2,12.3,0.2421,1.6091,10.45,7.0,STRAINED_COHERENT,Strained-Coherent
Chile,1941,Craft,5.0,6.0,4.0,5.0,9.5,0.2554,1.6091,10.45,7.0,STRAINED_COHERENT,Strained-Coherent
Chile,1941,Flow,5.0,6.0,4.0,5.0,9.5,0.2554,1.6091,10.45,7.0,STRAINED_COHERENT,Strained-Coherent
Chile,1941,Hands,5.0,5.2,5.2,4.0,7.0,0.2296,1.6091,10.45,7.0,STRAINED_COHERENT,Strained-Coherent
Chile,1941,Helm,6.0,6.0,4.0,6.6,11.3,0.2799,1.6091,10.45,7.0,STRAINED_COHERENT,Strained-Coherent
Chile,1941,Lore,5.8,6.0,3.0,7.0,12.3,0.2418,1.6091,10.45,7.0,STRAINED_COHERENT,Strained-Coherent
Chile,1941,Shield,6.0,5.4,3.0,5.0,10.9,0.2834,1.6091,10.45,7.0,STRAINED_COHERENT,Strained-Coherent
Chile,1941,Stewards,6.0,6.0,4.2,6.0,10.8,0.2218,1.6091,10.45,7.0,STRAINED_COHERENT,Strained-Coherent
Chile,1942,Archive,6.0,6.4,3.0,5.8,12.3,0.2361,1.6184,10.488,7.2,STRAINED_COHERENT,Strained-Coherent
Chile,1942,Craft,5.0,6.2,4.2,5.0,9.5,0.2528,1.6184,10.488,7.2,STRAINED_COHERENT,Strained-Coherent
Chile,1942,Flow,5.4,6.0,4.0,5.0,9.9,0.2608,1.6184,10.488,7.2,STRAINED_COHERENT,Strained-Coherent
Chile,1942,Hands,5.2,5.0,5.0,4.0,7.2,0.2353,1.6184,10.488,7.2,STRAINED_COHERENT,Strained-Coherent
Chile,1942,Helm,6.2,5.8,4.0,6.2,11.1,0.2796,1.6184,10.488,7.2,STRAINED_COHERENT,Strained-Coherent
Chile,1942,Lore,6.0,6.2,3.0,7.0,12.7,0.2436,1.6184,10.488,7.2,STRAINED_COHERENT,Strained-Coherent
Chile,1942,Shield,5.8,5.0,3.0,5.0,10.3,0.2814,1.6184,10.488,7.2,STRAINED_COHERENT,Strained-Coherent
Chile,1942,Stewards,5.8,6.0,4.0,6.2,10.9,0.2237,1.6184,10.488,7.2,STRAINED_COHERENT,Strained-Coherent
Chile,1943,Archive,6.2,6.0,3.0,6.0,12.2,0.2397,1.6163,10.488,6.7,STRAINED_COHERENT,Strained-Coherent
Chile,1943,Craft,5.0,6.0,4.2,5.0,9.3,0.2526,1.6163,10.488,6.7,STRAINED_COHERENT,Strained-Coherent
Chile,1943,Flow,5.4,5.8,4.0,5.0,9.7,0.2607,1.6163,10.488,6.7,STRAINED_COHERENT,Strained-Coherent
Chile,1943,Hands,4.6,5.0,5.0,4.2,6.7,0.2291,1.6163,10.488,6.7,STRAINED_COHERENT,Strained-Coherent
Chile,1943,Helm,6.0,6.0,3.8,6.0,11.2,0.2789,1.6163,10.488,6.7,STRAINED_COHERENT,Strained-Coherent
Chile,1943,Lore,6.0,6.2,3.0,7.0,12.7,0.244,1.6163,10.488,6.7,STRAINED_COHERENT,Strained-Coherent
Chile,1943,Shield,6.0,5.6,3.0,5.0,11.1,0.2837,1.6163,10.488,6.7,STRAINED_COHERENT,Strained-Coherent
Chile,1943,Stewards,6.0,6.0,4.0,6.0,11.0,0.2247,1.6163,10.488,6.7,STRAINED_COHERENT,Strained-Coherent
Chile,1944,Archive,5.8,6.0,3.2,6.0,11.6,0.2331,1.6189,10.562,7.3,STRAINED_COHERENT,Strained-Coherent
Chile,1944,Craft,5.0,6.2,4.0,4.8,9.6,0.2554,1.6189,10.562,7.3,STRAINED_COHERENT,Strained-Coherent
Chile,1944,Flow,6.0,6.0,4.2,5.2,10.4,0.268,1.6189,10.562,7.3,STRAINED_COHERENT,Strained-Coherent
Chile,1944,Hands,5.0,5.0,4.8,4.2,7.3,0.2385,1.6189,10.562,7.3,STRAINED_COHERENT,Strained-Coherent
Chile,1944,Helm,6.0,6.0,3.8,6.0,11.2,0.2805,1.6189,10.562,7.3,STRAINED_COHERENT,Strained-Coherent
