Society_ID,T_Offset,V_Mean_Calc,V_Min_Calc,V_Mean_Delta,V_Mean,V_Min,Lambda2,B_Mean,s_min,Min_Node,T_int,T_minus5_str,T_minus1_str,Lambda2_5ago,B_Mean_prev,DeltaLambda2_5yr,B_Rising,Start_Year,Society,Year,Inflection_Type,EP_Pred,Confidence,GT_EP,GT_Conf,GT_Note,Correct
Society_G,T+135,10.15,3.9,-0.25,10.15,3.9,1.4532,0.2323,-0.52,Craft,135,T+130,T+134,1.8692,0.2386,-0.416,False,1880,Norway,2015,PEAK_STABILITY,EP-5,High,EP-2,M,"Immigration crisis, right-wing FrP in government: realignment",False
Society_G,T+136,11.4,7.1,1.25,11.4,7.1,1.5966,0.2554,-0.048,Shield,136,T+131,T+135,1.5501,0.2323,0.0465,True,1880,Norway,2016,NODE_FAILURE_CROSSING,EP-4,Moderate,EP-2,M,"Political adjustments, refugee policy",False
Society_D,T+39,2.975,-0.0,-2.113,2.975,-0.0,0.7657,0.1194,-0.972,Hands,39,T+34,T+38,0.9269,0.1539,-0.1612,False,1875,Poland,1914,SYSTEMIC_CRISIS_ENTRY,EP-6,Moderate-High,EP-4,H,WWI: Russian-German front across Polish territory,False
Society_D,T+40,1.25,-1.0,-1.725,1.25,-1.0,0.6295,0.0981,-1.26,Flow,40,T+35,T+39,0.9269,0.1194,-0.2974,False,1875,Poland,1915,SYSTEMIC_CRISIS_ENTRY,EP-6,Moderate-High,EP-4,H,"WWI continued, German advance, occupation",False
Society_D,T+42,3.462,0.5,2.075,3.4625,0.5,0.8369,0.1307,-1.4,Flow,42,T+37,T+41,0.9686,0.1,-0.1317,True,1875,Poland,1917,SHARP_RECOVERY,EP-1,High,EP-2,H,"German-backed Polish Council of State, independence preparations",False
Society_D,T+46,7.6,4.5,2.2749999999999995,7.6,4.5,1.1757,0.1886,-0.42,Hands,46,T+41,T+45,0.6376,0.1438,0.5381,True,1875,Poland,1921,SHARP_RECOVERY,EP-1,High,EP-1,H,"Treaty of Riga, independence consolidation",True
Society_D,T+56,6.312,3.5,-1.0499999999999998,6.3125,3.5,1.0042,0.1689,-0.6,Flow,56,T+51,T+55,1.2419,0.1865,-0.2377,False,1875,Poland,1931,HOLLOW_HIGH_V,EP-2,High,EP-2,H,"Piłsudski dictatorship, Sanacja consolidation",True
Society_D,T+58,6.862,4.5,0.5499999999999998,6.8625,4.5,1.0941,0.1788,-0.4,Hands,58,T+53,T+57,1.271,0.1689,-0.1769,True,1875,Poland,1933,NODE_FAILURE_CROSSING,EP-3,Moderate,EP-2,H,Non-Aggression Pact with Germany: elite foreign policy,False
Society_D,T+63,6.238,3.9,-0.8239999999999998,6.2375,3.9,0.9862,0.1597,-0.6,Hands,63,T+58,T+62,1.0941,0.1799,-0.1079,False,1875,Poland,1938,HOLLOW_HIGH_V,EP-2,High,EP-4,M,Munich crisis; Poland occupies Zaolzie: coercive action,False
Society_D,T+64,1.025,-1.5,-5.213000000000001,1.025,-1.5,0.5484,0.0903,-1.68,Flow,64,T+59,T+63,1.1814,0.1597,-0.633,False,1875,Poland,1939,SYSTEMIC_CRISIS_ENTRY,EP-6,Moderate-High,EP-4,H,Nazi invasion Sept 1939: armed conflict,False
Society_D,T+65,-1.188,-4.0,-2.213,-1.1875,-4.0,0.4416,0.0766,-2.1,Flow,65,T+60,T+64,1.189,0.0903,-0.7474,False,1875,Poland,1940,SYSTEMIC_CRISIS_ENTRY,EP-6,Moderate-High,EP-4,H,"Soviet and Nazi occupation: mass coercion, Katyn",False
Society_D,T+71,2.488,0.0,4.101,2.4875,0.0,0.7343,0.1188,-1.2,Flow,71,T+66,T+70,0.4416,0.0769,0.2927,True,1875,Poland,1946,SHARP_RECOVERY,EP-1,High,EP-2,H,"Soviet-backed government forming, Yalta-mandated elections",False
Society_D,T+72,4.65,3.5,2.1620000000000004,4.65,3.5,0.8938,0.1444,-0.9,Flow,72,T+67,T+71,0.4458,0.1188,0.448,True,1875,Poland,1947,SHARP_RECOVERY,EP-1,High,EP-6,H,Communist takeover complete: institutional collapse/replacement,False
Society_D,T+73,5.65,4.5,1.0,5.65,4.5,1.0265,0.1648,-0.6,Flow,73,T+68,T+72,0.4524,0.1444,0.5741,True,1875,Poland,1948,NODE_FAILURE_CROSSING,EP-3,Moderate,EP-4,H,"Stalinist purges, show trials, coercive apparatus",False
Society_D,T+106,5.312,2.5,-1.6259999999999994,5.3125,2.5,0.86,0.1401,-1.08,Flow,106,T+101,T+105,1.1128,0.1677,-0.2528,False,1875,Poland,1981,SYSTEMIC_CRISIS_ENTRY,EP-6,Moderate-High,EP-4,H,Martial law declaration: military coercive action,False
Society_D,T+108,6.375,4.5,0.625,6.375,4.5,0.994,0.1638,-0.4,Flow,108,T+103,T+107,1.2144,0.1506,-0.2204,True,1875,Poland,1983,NODE_FAILURE_CROSSING,EP-3,Moderate,EP-2,M,"Martial law lifted, controlled liberalisation",False
Society_D,T+112,5.963,3.5,-0.912,5.9625,3.5,0.9654,0.1565,-0.6,Flow,112,T+107,T+111,0.8977,0.1746,0.0677,False,1875,Poland,1987,NODE_FAILURE_CROSSING,EP-3,Moderate,EP-5,H,"Underground Solidarity, mass strikes",False
Society_D,T+118,6.85,4.3,1.3249999999999993,6.85,4.3,1.0726,0.1749,-0.5,Hands,118,T+113,T+117,0.9172,0.153,0.1554,True,1875,Poland,1993,NODE_FAILURE_CROSSING,EP-3,Moderate,EP-2,H,"Post-communist parties win, democratic elite alternation",False
Society_A,T+1,7.575,4.4,-0.3879999999999999,7.575,4.4,1.2105,0.1921,-0.1915,Hands,1,T+-4,T+0,,0.1928,,False,1800,Russia,1801,NODE_FAILURE_CROSSING,EP-3,Moderate,EP-2,M,"Alexander I accession, liberal reforms begin",False
Society_A,T+2,7.675,3.6,0.0999999999999996,7.675,3.6,1.1767,0.1902,-0.2352,Hands,2,T+-3,T+1,,0.1921,,False,1800,Russia,1802,NODE_FAILURE_CROSSING,EP-3,Moderate,EP-2,M,"State Council, Ministry reforms",False
Society_A,T+5,7.413,4.2,-0.3869999999999995,7.4125,4.2,1.1631,0.1825,-0.2722,Hands,5,T+0,T+4,1.1862,0.1893,-0.0231,False,1800,Russia,1805,NODE_FAILURE_CROSSING,EP-3,Moderate,EP-4,M,"Austerlitz, Napoleonic Wars escalate",False
Society_A,T+6,6.888,3.9,-0.5250000000000004,6.8875,3.9,1.1378,0.1718,-0.4032,Hands,6,T+1,T+5,1.2105,0.1825,-0.0727,False,1800,Russia,1806,NODE_FAILURE_CROSSING,EP-3,Moderate,EP-4,M,"War with France, Prussia collapses",False
Society_A,T+12,5.112,-1.7,-2.776,5.1125,-1.7,0.7849,0.1364,-0.812,Flow,12,T+7,T+11,1.1534,0.1946,-0.3685,False,1800,Russia,1812,SYSTEMIC_CRISIS_ENTRY,EP-6,Moderate-High,EP-4,H,Napoleon invades Russia,False
Society_A,T+13,7.363,3.2,2.2510000000000003,7.3625,3.2,1.1064,0.1748,-0.5292,Craft,13,T+8,T+12,1.2124,0.1364,-0.106,True,1800,Russia,1813,SHARP_RECOVERY,EP-1,High,EP-4,H,"Russian armies enter Europe, defeat Napoleon",False
Society_A,T+14,8.588,5.2,1.2249999999999988,8.5875,5.2,1.2482,0.2025,-0.204,Craft,14,T+9,T+13,1.2034,0.1748,0.0448,True,1800,Russia,1814,NODE_FAILURE_CROSSING,EP-3,Moderate,EP-2,H,"Vienna Congress negotiations, Concert of Europe",False
Society_A,T+15,7.987,2.9,-0.6009999999999991,7.9875,2.9,1.2166,0.1987,-0.312,Hands,15,T+10,T+14,1.1787,0.2025,0.0379,False,1800,Russia,1815,NODE_FAILURE_CROSSING,EP-3,Moderate,EP-2,H,"Holy Alliance, Quadruple Alliance consolidation",False
Society_A,T+21,8.138,4.2,0.1879999999999997,8.1375,4.2,1.2947,0.2059,-0.2534,Hands,21,T+16,T+20,1.2217,0.1953,0.073,True,1800,Russia,1821,NODE_FAILURE_CROSSING,EP-3,Moderate,EP-2,M,"Greek independence war, Russia diplomatic positioning",False
Society_A,T+22,8.037,3.6,-0.100999999999999,8.0375,3.6,1.2447,0.2024,-0.2016,Hands,22,T+17,T+21,1.2235,0.2059,0.0212,False,1800,Russia,1822,NODE_FAILURE_CROSSING,EP-3,Moderate,EP-2,M,"Reactionary turn, Arakcheyev military colonies",False
Society_A,T+24,8.05,4.2,0.2870000000000008,8.05,4.2,1.2561,0.2024,-0.2534,Hands,24,T+19,T+23,1.2554,0.1912,0.0007,True,1800,Russia,1824,NODE_FAILURE_CROSSING,EP-3,Moderate,EP-3,M,"Minor economic disruptions, flood of St Petersburg",True
Society_A,T+25,6.312,3.7,-1.7380000000000004,6.3125,3.7,1.0389,0.1603,-0.3864,Hands,25,T+20,T+24,1.215,0.2024,-0.1761,False,1800,Russia,1825,COLLAPSE,EP-3,Moderate,EP-5,H,Decembrist revolt: elite-civic mobilisation,False
Society_A,T+26,8.637,3.3,2.325,8.6375,3.3,1.3561,0.2212,-0.3864,Hands,26,T+21,T+25,1.2947,0.1603,0.0614,True,1800,Russia,1826,SHARP_RECOVERY,EP-1,High,EP-1,H,Nicholas I consolidation after Decembrist suppression,True
Society_A,T+36,8.662,4.2,-0.3259999999999987,8.6625,4.2,1.3295,0.2168,-0.1792,Hands,36,T+31,T+35,1.2944,0.2209,0.0351,False,1800,Russia,1836,NODE_FAILURE_CROSSING,EP-3,Moderate,EP-2,M,"Bureaucratic consolidation, Nicholas I reactionary",False
Society_A,T+37,8.637,3.1,-0.0250000000000003,8.6375,3.1,1.2963,0.2143,-0.2508,Hands,37,T+32,T+36,1.3731,0.2168,-0.0768,False,1800,Russia,1837,NODE_FAILURE_CROSSING,EP-3,Moderate,EP-2,M,"Pushkin death, cultural tensions, state censorship",False
Society_A,T+53,7.312,3.3,-1.588,7.3125,3.3,1.156,0.181,-0.2341,Hands,53,T+48,T+52,1.3383,0.2218,-0.1823,False,1800,Russia,1853,COLLAPSE,EP-3,Moderate,EP-4,H,Crimean War begins,False
Society_A,T+54,5.375,1.8,-1.9370000000000005,5.375,1.8,0.9729,0.1514,-0.7344,Flow,54,T+49,T+53,1.3118,0.181,-0.3389,False,1800,Russia,1854,SYSTEMIC_CRISIS_ENTRY,EP-6,Moderate-High,EP-4,H,Crimean War active: siege of Sevastopol,False
Society_A,T+56,6.075,3.1,1.5380000000000005,6.075,3.1,1.0503,0.1579,-0.576,Hands,56,T+51,T+55,1.3064,0.1344,-0.2561,True,1800,Russia,1856,SHARP_RECOVERY,EP-1,High,EP-2,H,"Treaty of Paris, reform era begins under Alexander II",False
Society_A,T+57,7.7,4.5,1.625,7.7,4.5,1.2249,0.1983,-0.3264,Hands,57,T+52,T+56,1.3605,0.1579,-0.1356,True,1800,Russia,1857,SHARP_RECOVERY,EP-1,High,EP-2,H,"Emancipation preparation, administrative reforms",False
Society_A,T+58,7.888,3.2,0.1879999999999997,7.8875,3.2,1.153,0.1967,-0.1814,Hands,58,T+53,T+57,1.156,0.1983,-0.003,False,1800,Russia,1858,NODE_FAILURE_CROSSING,EP-3,Moderate,EP-2,H,"Serf emancipation deliberations, zemstvo planning",False
Society_A,T+61,7.175,5.0,-0.6500000000000004,7.175,5.0,1.1247,0.1834,-0.2944,Hands,61,T+56,T+60,1.0503,0.1943,0.0744,False,1800,Russia,1861,NODE_FAILURE_CROSSING,EP-3,Moderate,EP-2,H,Emancipation of serfs: structural reform from above,False
Society_A,T+81,6.075,5.4,-2.338,6.075,5.4,0.9843,0.1577,-0.5184,Craft,81,T+76,T+80,1.2731,0.207,-0.2888,False,1800,Russia,1881,COLLAPSE,EP-3,Moderate,EP-4,H,"Alexander II assassinated: EP-4, then EP-1 under Alexander III",False
Society_A,T+82,8.637,3.4,2.5620000000000003,8.6375,3.4,1.2949,0.2163,-0.3648,Hands,82,T+77,T+81,1.2103,0.1577,0.0846,True,1800,Russia,1882,SHARP_RECOVERY,EP-1,High,EP-1,H,"Alexander III consolidation, counter-reforms",True
Society_A,T+88,8.812,4.7,0.0119999999999986,8.8125,4.7,1.371,0.2262,-0.4659,Hands,88,T+83,T+87,1.2637,0.2182,0.1073,True,1800,Russia,1888,NODE_FAILURE_CROSSING,EP-3,Moderate,EP-2,M,"Bureaucratic continuity, minor internal shifts",False
Society_A,T+90,8.65,3.9,-0.2129999999999992,8.65,3.9,1.3293,0.2216,-0.2722,Hands,90,T+85,T+89,1.3043,0.224,0.025,False,1800,Russia,1890,NODE_FAILURE_CROSSING,EP-3,Moderate,EP-3,M,"Famine 1891-92 approaching, agrarian stress",True
Society_A,T+97,8.963,4.6,-0.2120000000000015,8.9625,4.6,1.3486,0.2158,-0.2688,Hands,97,T+92,T+96,1.3642,0.2236,-0.0156,False,1800,Russia,1897,NODE_FAILURE_CROSSING,EP-3,Moderate,EP-3,M,"Industrialisation, famine recovery, economic growth",True
Society_A,T+99,8.938,3.2,-0.2999999999999989,8.9375,3.2,1.3202,0.2121,-0.2851,Hands,99,T+94,T+98,1.2682,0.2274,0.052,False,1800,Russia,1899,NODE_FAILURE_CROSSING,EP-3,Moderate,EP-3,H,"Financial panic 1899, recession",True
Society_A,T+100,9.213,4.3,0.2749999999999986,9.2125,4.3,1.3811,0.2219,-0.2022,Hands,100,T+95,T+99,1.3841,0.2121,-0.003,True,1800,Russia,1900,NODE_FAILURE_CROSSING,EP-3,Moderate,EP-3,H,"Economic recession, labour unrest",True
Society_A,T+102,9.037,3.1,-0.1879999999999988,9.0375,3.1,1.3273,0.2166,-0.3283,Hands,102,T+97,T+101,1.3486,0.223,-0.0213,False,1800,Russia,1902,NODE_FAILURE_CROSSING,EP-3,Moderate,EP-5,M,"SR terrorism, agrarian revolt beginning",False
Society_A,T+104,5.65,3.1,-3.35,5.65,3.1,0.9645,0.1535,-0.9984,Flow,104,T+99,T+103,1.3202,0.2147,-0.3557,False,1800,Russia,1904,SYSTEMIC_CRISIS_ENTRY,EP-6,Moderate-High,EP-4,H,Russo-Japanese War,False
Society_A,T+105,2.45,0.0,-3.2,2.45,0.0,0.7042,0.1074,-1.0349,Flow,105,T+100,T+104,1.3811,0.1535,-0.6769,False,1800,Russia,1905,SYSTEMIC_CRISIS_ENTRY,EP-6,Moderate-High,EP-5,H,"Revolution 1905: Bloody Sunday, strikes, Duma",False
Society_A,T+106,9.137,7.7,6.687,9.1375,7.7,1.3364,0.2176,0.0454,Hands,106,T+101,T+105,1.3894,0.1074,-0.053,True,1800,Russia,1906,SHARP_RECOVERY,EP-1,High,EP-2,H,"Stolypin reforms, Duma constitutional settlement",False
Society_A,T+115,5.738,3.2,-2.9749999999999988,5.7375,3.2,0.9502,0.1474,-0.7776,Flow,115,T+110,T+114,1.3198,0.2009,-0.3696,False,1800,Russia,1915,SYSTEMIC_CRISIS_ENTRY,EP-6,Moderate-High,EP-4,H,"WWI Eastern Front, mass casualties",False
Society_A,T+116,3.725,-0.2,-2.0130000000000003,3.725,-0.2,0.7296,0.1212,-0.7603,Flow,116,T+111,T+115,1.3258,0.1474,-0.5962,False,1800,Russia,1916,SYSTEMIC_CRISIS_ENTRY,EP-6,Moderate-High,EP-4,H,"Brusilov offensive, rasputin, crisis",False
Society_A,T+117,-1.825,-4.1,-5.55,-1.825,-4.1,0.3697,0.0622,-0.9504,Flow,117,T+112,T+116,1.2549,0.1212,-0.8852,False,1800,Russia,1917,SYSTEMIC_CRISIS_ENTRY,EP-6,Moderate-High,EP-6,H,"October Revolution, Bolshevik seizure of power",True
Society_A,T+122,7.2,4.0,4.25,7.2,4.0,1.1347,0.1872,-0.3696,Hands,122,T+117,T+121,0.3697,0.118,0.765,True,1800,Russia,1922,SHARP_RECOVERY,EP-1,High,EP-2,H,"NEP, Soviet consolidation, formation of USSR",False
Society_A,T+126,7.15,3.3,-0.4249999999999998,7.15,3.3,1.0954,0.1811,-0.3466,Hands,126,T+121,T+125,0.718,0.1935,0.3774,False,1800,Russia,1926,NODE_FAILURE_CROSSING,EP-3,Moderate,EP-2,H,"Stalin-Trotsky struggle, Party internal realignment",False
Society_A,T+127,7.6,5.1,0.4499999999999993,7.6,5.1,1.2434,0.1986,-0.49,Hands,127,T+122,T+126,1.1347,0.1811,0.1087,True,1800,Russia,1927,NODE_FAILURE_CROSSING,EP-3,Moderate,EP-2,H,"Trotsky expelled, Stalin dominance emerging",False
Society_A,T+128,6.188,-0.9,-1.412,6.1875,-0.9,0.8516,0.1614,-0.8026,Hands,128,T+123,T+127,1.107,0.1986,-0.2554,False,1800,Russia,1928,COLLAPSE,EP-3,Moderate,EP-4,H,"First Five Year Plan, collectivisation coercion begins",False
Society_A,T+133,7.988,2.4,3.5380000000000003,7.9875,2.4,0.9339,0.1795,-0.4613,Stewards,133,T+128,T+132,0.8516,0.1308,0.0823,True,1800,Russia,1933,SHARP_RECOVERY,EP-1,High,EP-4,H,"Collectivisation/famine aftermath, OGPU terror",False
Society_A,T+137,4.425,1.2,-3.0,4.425,1.2,0.766,0.1318,-1.794,Hands,137,T+132,T+136,0.5678,0.177,0.1982,False,1800,Russia,1937,SYSTEMIC_CRISIS_ENTRY,EP-6,Moderate-High,EP-4,H,Great Purge: mass state violence,False
Society_A,T+139,9.113,6.1,4.337999999999999,9.1125,6.1,1.2562,0.2085,-0.1997,Hands,139,T+134,T+138,1.075,0.1429,0.1812,True,1800,Russia,1939,SHARP_RECOVERY,EP-1,High,EP-4,H,"Molotov-Ribbentrop, Winter War Finland",False
Society_A,T+141,5.3,1.8,-4.113,5.3,1.8,0.8725,0.1356,-1.1904,Flow,141,T+136,T+140,0.958,0.2177,-0.0855,False,1800,Russia,1941,SYSTEMIC_CRISIS_ENTRY,EP-6,Moderate-High,EP-4,H,Operation Barbarossa: massive armed conflict,False
Society_A,T+143,8.6,5.8,3.3,8.6,5.8,1.1453,0.1897,-0.7424,Hands,143,T+138,T+142,0.8162,0.1364,0.3291,True,1800,Russia,1943,SHARP_RECOVERY,EP-1,High,EP-4,H,"Kursk, Stalingrad: armed conflict turning point",False
Society_A,T+144,10.125,4.0,1.5250000000000004,10.125,4.0,1.2761,0.2129,-0.1814,Hands,144,T+139,T+143,1.2562,0.1897,0.0199,True,1800,Russia,1944,SHARP_RECOVERY,EP-1,High,EP-4,H,"Soviet advance, liberation of Eastern Europe",False
Society_A,T+147,8.212,3.1,-1.9760000000000009,8.2125,3.1,1.0879,0.19,-0.504,Hands,147,T+142,T+146,0.8473,0.2307,0.2406,False,1800,Russia,1947,COLLAPSE,EP-3,Moderate,EP-2,H,"Cold War consolidation, Cominform",False
Society_A,T+148,9.988,6.4,1.7759999999999998,9.9875,6.4,1.2921,0.2214,-0.1835,Hands,148,T+143,T+147,1.1453,0.19,0.1468,True,1800,Russia,1948,SHARP_RECOVERY,EP-1,High,EP-4,M,Berlin Blockade: coercive action,False
Society_A,T+188,8.5,6.4,-1.5749999999999993,8.5,6.4,1.2062,0.2011,-0.4867,Flow,188,T+183,T+187,1.2944,0.2379,-0.0882,False,1800,Russia,1988,COLLAPSE,EP-3,Moderate,EP-5,H,"Glasnost, mass social mobilisation, Baltic independence",False
Society_A,T+190,5.225,2.4,-2.5500000000000007,5.225,2.4,0.8745,0.1469,-0.9485,Helm,190,T+185,T+189,1.3993,0.1899,-0.5248,False,1800,Russia,1990,SYSTEMIC_CRISIS_ENTRY,EP-6,Moderate-High,EP-5,H,"Baltic independence, republics declare sovereignty",False
Society_A,T+191,2.2,-1.6,-3.0249999999999995,2.2,-1.6,0.6521,0.1081,-1.4414,Flow,191,T+186,T+190,1.3344,0.1469,-0.6823,False,1800,Russia,1991,SYSTEMIC_CRISIS_ENTRY,EP-6,Moderate-High,EP-6,H,"Soviet collapse, dissolution",True
Society_A,T+197,3.913,3.1,2.5,3.9125,3.1,0.7843,0.1233,-0.6221,Lore,197,T+192,T+196,0.5456,0.0876,0.2387,True,1800,Russia,1997,SHARP_RECOVERY,EP-1,High,EP-2,M,"Post-crisis stabilisation, Yeltsin health, elite manoeuvring",False
Society_A,T+198,1.375,-1.9,-2.538,1.375,-1.9,0.5818,0.0938,-0.8758,Flow,198,T+193,T+197,0.5673,0.1233,0.0145,False,1800,Russia,1998,SYSTEMIC_CRISIS_ENTRY,EP-6,Moderate-High,EP-3,H,Financial crisis: rouble collapse,False
Society_A,T+199,3.288,2.2,1.913,3.2875,2.2,0.7343,0.1205,-0.9439,Craft,199,T+194,T+198,0.5644,0.0938,0.1699,True,1800,Russia,1999,SHARP_RECOVERY,EP-1,High,EP-4,H,"Second Chechen War, apartment bombings",False
Society_A,T+200,8.312,7.3,5.023999999999999,8.3125,7.3,1.2537,0.2033,0.0,Hands,200,T+195,T+199,0.6018,0.1205,0.6519,True,1800,Russia,2000,SHARP_RECOVERY,EP-1,High,EP-2,H,Putin rise to power: elite realignment,False
Society_A,T+204,11.363,7.8,2.9130000000000003,11.3625,7.8,1.5528,0.264,0.0552,Lore,204,T+199,T+203,0.7343,0.2007,0.8185,True,1800,Russia,2004,SHARP_RECOVERY,EP-1,High,EP-2,H,"Yukos affair, Beslan, Putin centralisation",False
Society_A,T+210,11.45,10.5,2.0,11.45,10.5,1.6323,0.264,0.6055,Lore,210,T+205,T+209,1.6396,0.2153,-0.0073,True,1800,Russia,2010,SHARP_RECOVERY,EP-1,High,EP-1,H,"Post-2008 recovery, Medvedev modernisation rhetoric",True
Society_A,T+215,9.362,6.0,-1.6259999999999994,9.3625,6.0,1.2543,0.2091,-0.4666,Flow,215,T+210,T+214,1.6323,0.2438,-0.378,False,1800,Russia,2015,COLLAPSE,EP-3,Moderate,EP-4,H,"Syria intervention, Ukraine Donbas conflict",False
Society_A,T+217,11.15,8.9,2.062000000000001,11.15,8.9,1.5655,0.2548,-0.0691,Hands,217,T+212,T+216,1.5156,0.2057,0.0499,True,1800,Russia,2017,SHARP_RECOVERY,EP-1,High,EP-2,M,"Election manipulation concerns, Navalny protests",False
Society_A,T+220,8.775,5.6,-2.4000000000000004,8.775,5.6,1.2344,0.1993,-0.5702,Flow,220,T+215,T+219,1.2543,0.2566,-0.0199,False,1800,Russia,2020,COLLAPSE,EP-3,Moderate,EP-3,H,COVID + oil shock: economic disruption,True
Society_A,T+221,11.275,8.3,2.5,11.275,8.3,1.5885,0.258,0.0,Hands,221,T+216,T+220,1.1807,0.1993,0.4078,True,1800,Russia,2021,SHARP_RECOVERY,EP-1,High,EP-2,M,"Constitutional change, Putin term reset",False
Society_A,T+222,7.113,5.0,-4.162,7.1125,5.0,1.0413,0.1637,-0.9504,Hands,222,T+217,T+221,1.5655,0.258,-0.5242,False,1800,Russia,2022,COLLAPSE,EP-3,Moderate,EP-4,H,Full-scale invasion of Ukraine,False
Society_F,T+34,12.725,7.0,-2.1,12.725,7.0,1.6372,0.2596,0.0,Hands,34,T+29,T+33,1.9146,0.3451,-0.2774,False,1880,United Kingdom,1914,COLLAPSE,EP-3,Moderate,EP-4,H,WWI declaration: armed conflict,False
Society_F,T+38,11.912,7.0,1.75,11.9125,7.0,1.4323,0.2279,0.0,Hands,38,T+33,T+37,2.0893,0.1996,-0.657,True,1880,United Kingdom,1918,SHARP_RECOVERY,EP-1,High,EP-2,H,"Armistice, political transformation, women get vote",False
Society_F,T+41,10.6,1.5,-1.1500000000000004,10.6,1.5,1.3032,0.2323,-0.48,Hands,41,T+36,T+40,1.3467,0.2538,-0.0435,False,1880,United Kingdom,1921,PEAK_STABILITY,EP-2,High,EP-3,H,"Post-war recession, Irish War independence aftermath",False
Society_F,T+44,12.6,5.5,0.5,12.6,5.5,1.749,0.2868,-0.15,Hands,44,T+39,T+43,1.5836,0.2694,0.1654,True,1880,United Kingdom,1924,NODE_FAILURE_CROSSING,EP-3,Moderate,EP-2,H,"First Labour government (MacDonald), then Conservative return",False
Society_F,T+46,9.762,0.5,-3.212999999999999,9.7625,0.5,1.1856,0.2188,-0.6,Hands,46,T+41,T+45,1.3032,0.2995,-0.1176,False,1880,United Kingdom,1926,COLLAPSE,EP-3,Moderate,EP-5,H,General Strike: mass social mobilisation,False
Society_F,T+47,12.7,5.5,2.937999999999999,12.7,5.5,1.7716,0.2934,-0.15,Hands,47,T+42,T+46,1.4891,0.2188,0.2825,True,1880,United Kingdom,1927,SHARP_RECOVERY,EP-1,High,EP-1,H,"Recovery, industrial peace, Baldwin consolidation",True
Society_F,T+50,10.95,2.5,-1.875,10.95,2.5,1.4229,0.2455,-0.36,Hands,50,T+45,T+49,1.7917,0.2928,-0.3688,False,1880,United Kingdom,1930,COLLAPSE,EP-3,Moderate,EP-3,H,Great Depression onset,True
Society_F,T+51,8.588,0.5,-2.362,8.5875,0.5,1.0948,0.1973,-0.4,Hands,51,T+46,T+50,1.1856,0.2455,-0.0908,False,1880,United Kingdom,1931,COLLAPSE,EP-3,Moderate,EP-3,H,"Gold standard departure, National Government coalition",True
Society_F,T+57,12.887,5.5,1.25,12.8875,5.5,1.7768,0.2951,-0.15,Hands,57,T+52,T+56,1.1732,0.2573,0.6036,True,1880,United Kingdom,1937,NODE_FAILURE_CROSSING,EP-3,Moderate,EP-4,M,"Rearmament programme, appeasement, EP-4 mobilisation",False
Society_F,T+92,9.688,3.5,-1.5,9.6875,3.5,1.3023,0.2114,-0.24,Hands,92,T+87,T+91,1.7674,0.2478,-0.4651,False,1880,United Kingdom,1972,NODE_FAILURE_CROSSING,EP-3,Moderate,EP-4,H,"Bloody Sunday, Direct Rule Northern Ireland: coercion",False
Society_F,T+93,10.625,6.0,0.9369999999999994,10.625,6.0,1.5408,0.2384,-0.2,Hands,93,T+88,T+92,1.7344,0.2114,-0.1936,True,1880,United Kingdom,1973,NODE_FAILURE_CROSSING,EP-3,Moderate,EP-3,H,"Oil crisis, three-day week, economic shock",True
Society_F,T+94,8.688,2.5,-1.9369999999999996,8.6875,2.5,1.1535,0.1887,-0.5,Hands,94,T+89,T+93,1.7,0.2384,-0.5465,False,1880,United Kingdom,1974,COLLAPSE,EP-3,Moderate,EP-5,H,"Miners strike, Heath election, political rupture",False
Society_F,T+102,10.738,2.5,2.138,10.7375,2.5,1.2933,0.2295,-0.36,Hands,102,T+97,T+101,1.1296,0.1924,0.1637,True,1880,United Kingdom,1982,SHARP_RECOVERY,EP-1,High,EP-4,H,Falklands War: armed conflict,False
Society_F,T+108,13.562,6.5,0.5,13.5625,6.5,1.7863,0.3001,0.0,Hands,108,T+103,T+107,1.3561,0.2866,0.4302,True,1880,United Kingdom,1988,NODE_FAILURE_CROSSING,EP-3,Moderate,EP-2,H,"Thatcher peak, Kinnock Labour modernisation",False
Society_F,T+112,10.0,3.5,-1.5619999999999994,10.0,3.5,1.3118,0.2157,-0.35,Hands,112,T+107,T+111,1.5566,0.2566,-0.2448,False,1880,United Kingdom,1992,COLLAPSE,EP-3,Moderate,EP-3,H,"Black Wednesday, ERM exit: economic shock",True
Society_F,T+114,12.688,5.5,1.8760000000000008,12.6875,5.5,1.7364,0.2878,-0.15,Hands,114,T+109,T+113,1.8754,0.2357,-0.139,True,1880,United Kingdom,1994,SHARP_RECOVERY,EP-1,High,EP-2,H,Blair modernises Labour: elite realignment,False
Society_F,T+128,9.812,5.8,-3.901,9.8125,5.8,1.2613,0.2152,-0.66,Flow,128,T+123,T+127,1.7463,0.3172,-0.485,False,1880,United Kingdom,2008,COLLAPSE,EP-3,Moderate,EP-3,H,"GFC: banking bailout, economic shock",True
Society_F,T+130,10.775,6.0,1.75,10.775,6.0,1.4984,0.2402,-0.2,Hands,130,T+125,T+129,1.7692,0.2032,-0.2708,True,1880,United Kingdom,2010,SHARP_RECOVERY,EP-1,High,EP-2,H,Coalition government (Cameron-Clegg): realignment,False
