Society,Year,series_file,tier,range_tier,eta_unscaled,eta_x1000,interpretation_hermes,V_mean,sigma_V,BS_Lore,BS_Archive,C_Hands,S_Hands,numerator,denominator,epsilon
England,1843,England_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.134659,134.659,Moderate Maritime,13.625,2.986951,0.365,0.459956,4.0,1.0,0.671535,4.986951,2.0
England,1844,England_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.134659,134.659,Moderate Maritime,13.625,2.986951,0.365,0.459956,4.0,1.0,0.671535,4.986951,2.0
England,1845,England_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.134659,134.659,Moderate Maritime,13.625,2.986951,0.365,0.459956,4.0,1.0,0.671535,4.986951,2.0
England,1846,England_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.135361,135.361,Moderate Maritime,13.3125,2.978438,0.365626,0.460776,4.0,1.0,0.673886,4.978438,2.0
England,1847,England_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.135361,135.361,Moderate Maritime,13.3125,2.978438,0.365626,0.460776,4.0,1.0,0.673886,4.978438,2.0
England,1848,England_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.135361,135.361,Moderate Maritime,13.3125,2.978438,0.365626,0.460776,4.0,1.0,0.673886,4.978438,2.0
England,1849,England_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.135361,135.361,Moderate Maritime,13.3125,2.978438,0.365626,0.460776,4.0,1.0,0.673886,4.978438,2.0
England,1850,England_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.135361,135.361,Moderate Maritime,13.3125,2.978438,0.365626,0.460776,4.0,1.0,0.673886,4.978438,2.0
England,1851,England_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.080023,80.023,Organic / WATCH range,13.5,2.573908,0.330167,0.346484,5.0,2.0,0.571988,7.147815,2.0
England,1852,England_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.080023,80.023,Organic / WATCH range,13.5,2.573908,0.330167,0.346484,5.0,2.0,0.571988,7.147815,2.0
England,1853,England_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.085358,85.358,Organic / WATCH range,14.0625,2.627231,0.343477,0.360565,5.0,2.0,0.619229,7.254462,2.0
England,1854,England_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.085358,85.358,Organic / WATCH range,14.0625,2.627231,0.343477,0.360565,5.0,2.0,0.619229,7.254462,2.0
England,1855,England_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.085358,85.358,Organic / WATCH range,14.0625,2.627231,0.343477,0.360565,5.0,2.0,0.619229,7.254462,2.0
England,1856,England_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.085358,85.358,Organic / WATCH range,14.0625,2.627231,0.343477,0.360565,5.0,2.0,0.619229,7.254462,2.0
England,1857,England_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.081127,81.127,Organic / WATCH range,13.75,2.512469,0.329569,0.345853,5.0,2.0,0.569912,7.024938,2.0
England,1858,England_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.081127,81.127,Organic / WATCH range,13.75,2.512469,0.329569,0.345853,5.0,2.0,0.569912,7.024938,2.0
England,1859,England_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.079302,79.302,Organic / WATCH range,13.625,2.52178,0.326286,0.34238,5.0,2.0,0.558569,7.04356,2.0
England,1860,England_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.080236,80.236,Organic / WATCH range,14.25,2.193741,0.330679,0.347026,6.0,3.0,0.688525,8.581223,2.0
England,1861,England_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.080236,80.236,Organic / WATCH range,14.25,2.193741,0.330679,0.347026,6.0,3.0,0.688525,8.581223,2.0
England,1862,England_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.074223,74.223,Organic / WATCH range,14.0625,1.827524,0.296952,0.311709,6.0,3.0,0.555376,7.482572,2.0
England,1863,England_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.074223,74.223,Organic / WATCH range,14.0625,1.827524,0.296952,0.311709,6.0,3.0,0.555376,7.482572,2.0
England,1864,England_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.074223,74.223,Organic / WATCH range,14.0625,1.827524,0.296952,0.311709,6.0,3.0,0.555376,7.482572,2.0
England,1865,England_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.074223,74.223,Organic / WATCH range,14.0625,1.827524,0.296952,0.311709,6.0,3.0,0.555376,7.482572,2.0
England,1866,England_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.074223,74.223,Organic / WATCH range,14.0625,1.827524,0.296952,0.311709,6.0,3.0,0.555376,7.482572,2.0
England,1867,England_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.060145,60.145,Organic / WATCH range,14.125,1.709349,0.29383,0.308405,7.0,5.0,0.634331,10.546746,2.0
England,1868,England_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.059206,59.206,Organic / WATCH range,14.0625,1.757795,0.294852,0.309487,7.0,5.0,0.63877,10.788976,2.0
England,1869,England_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.059206,59.206,Organic / WATCH range,14.0625,1.757795,0.294852,0.309487,7.0,5.0,0.63877,10.788976,2.0
England,1870,England_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.059206,59.206,Organic / WATCH range,14.0625,1.757795,0.294852,0.309487,7.0,5.0,0.63877,10.788976,2.0
England,1871,England_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.059206,59.206,Organic / WATCH range,14.0625,1.757795,0.294852,0.309487,7.0,5.0,0.63877,10.788976,2.0
England,1872,England_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.059206,59.206,Organic / WATCH range,14.0625,1.757795,0.294852,0.309487,7.0,5.0,0.63877,10.788976,2.0
England,1873,England_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.059206,59.206,Organic / WATCH range,14.0625,1.757795,0.294852,0.309487,7.0,5.0,0.63877,10.788976,2.0
England,1874,England_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.059206,59.206,Organic / WATCH range,14.0625,1.757795,0.294852,0.309487,7.0,5.0,0.63877,10.788976,2.0
England,1875,England_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.085652,85.652,Organic / WATCH range,14.875,1.866648,0.322293,0.359404,7.0,4.0,0.810833,9.466592,2.0
England,1876,England_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.085652,85.652,Organic / WATCH range,14.875,1.866648,0.322293,0.359404,7.0,4.0,0.810833,9.466592,2.0
England,1877,England_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.085652,85.652,Organic / WATCH range,14.875,1.866648,0.322293,0.359404,7.0,4.0,0.810833,9.466592,2.0
England,1878,England_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.085652,85.652,Organic / WATCH range,14.875,1.866648,0.322293,0.359404,7.0,4.0,0.810833,9.466592,2.0
England,1879,England_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.097256,97.256,Organic / WATCH range,15.375,1.763342,0.33574,0.37465,7.0,4.0,0.880497,9.053368,2.0
England,1880,England_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.097256,97.256,Organic / WATCH range,15.375,1.763342,0.33574,0.37465,7.0,4.0,0.880497,9.053368,2.0
England,1881,England_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.097256,97.256,Organic / WATCH range,15.375,1.763342,0.33574,0.37465,7.0,4.0,0.880497,9.053368,2.0
England,1882,England_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.097256,97.256,Organic / WATCH range,15.375,1.763342,0.33574,0.37465,7.0,4.0,0.880497,9.053368,2.0
England,1883,England_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.096513,96.513,Organic / WATCH range,14.8125,1.902917,0.334524,0.396148,7.0,4.0,0.927649,9.611669,2.0
England,1884,England_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.096513,96.513,Organic / WATCH range,14.8125,1.902917,0.334524,0.396148,7.0,4.0,0.927649,9.611669,2.0
England,1885,England_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.128927,128.927,Moderate Maritime,15.125,1.595893,0.337732,0.400046,8.0,4.0,1.080866,8.383573,2.0
England,1886,England_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.118585,118.585,Moderate Maritime,14.875,1.81573,0.340433,0.403328,8.0,4.0,1.098447,9.26292,2.0
England,1887,England_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.121581,121.581,Moderate Maritime,14.8125,1.539836,0.333372,0.371966,8.0,4.0,0.992024,8.159342,2.0
England,1888,England_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.121581,121.581,Moderate Maritime,14.8125,1.539836,0.333372,0.371966,8.0,4.0,0.992024,8.159342,2.0
England,1889,England_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.115803,115.803,Moderate Maritime,14.6875,1.59956,0.330109,0.368265,8.0,4.0,0.97254,8.398242,2.0
England,1890,England_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.114903,114.903,Moderate Maritime,14.6875,1.59956,0.328833,0.36682,8.0,4.0,0.96498,8.398242,2.0
England,1891,England_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.114903,114.903,Moderate Maritime,14.6875,1.59956,0.328833,0.36682,8.0,4.0,0.96498,8.398242,2.0
England,1892,England_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.114903,114.903,Moderate Maritime,14.6875,1.59956,0.328833,0.36682,8.0,4.0,0.96498,8.398242,2.0
England,1893,England_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.114903,114.903,Moderate Maritime,14.6875,1.59956,0.328833,0.36682,8.0,4.0,0.96498,8.398242,2.0
England,1894,England_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.114903,114.903,Moderate Maritime,14.6875,1.59956,0.328833,0.36682,8.0,4.0,0.96498,8.398242,2.0
England,1895,England_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.127324,127.324,Moderate Maritime,15.5625,1.894688,0.369746,0.412313,8.0,4.0,1.219609,9.578753,2.0
England,1896,England_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.127324,127.324,Moderate Maritime,15.5625,1.894688,0.369746,0.412313,8.0,4.0,1.219609,9.578753,2.0
England,1897,England_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.127324,127.324,Moderate Maritime,15.5625,1.894688,0.369746,0.412313,8.0,4.0,1.219609,9.578753,2.0
England,1898,England_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.127324,127.324,Moderate Maritime,15.5625,1.894688,0.369746,0.412313,8.0,4.0,1.219609,9.578753,2.0
England,1899,England_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.131622,131.622,Moderate Maritime,16.3125,2.221169,0.388817,0.460584,8.0,4.0,1.432663,10.884678,2.0
England,1900,England_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.131622,131.622,Moderate Maritime,16.3125,2.221169,0.388817,0.460584,8.0,4.0,1.432663,10.884678,2.0
France,1785,France_1785_1800_cleaned_Bij_v10.csv,usp_or_legacy,out_of_range,0.128845,128.845,Moderate Maritime,14.1875,4.099829,0.608992,0.719315,3.0,2.0,1.314172,10.199657,2.0
France,1785,France_Master_3_France_1785_1790_1795_1800_cleaned_Bij_v10.csv,usp_or_legacy,out_of_range,0.128845,128.845,Moderate Maritime,14.1875,4.099829,0.608992,0.719315,3.0,2.0,1.314172,10.199657,2.0
France,1785,France_cleaned_Bij_v10.csv,usp_or_legacy,out_of_range,0.128845,128.845,Moderate Maritime,14.1875,4.099829,0.608992,0.719315,3.0,2.0,1.314172,10.199657,2.0
France,1790,France_1785_1800_cleaned_Bij_v10.csv,usp_or_legacy,out_of_range,0.031769,31.769,Organic / WATCH range,8.25,4.394599,0.195906,0.259241,4.0,1.0,0.203148,6.394599,2.0
France,1790,France_Master_3_France_1785_1790_1795_1800_cleaned_Bij_v10.csv,usp_or_legacy,out_of_range,0.031769,31.769,Organic / WATCH range,8.25,4.394599,0.195906,0.259241,4.0,1.0,0.203148,6.394599,2.0
France,1790,France_cleaned_Bij_v10.csv,usp_or_legacy,out_of_range,0.031769,31.769,Organic / WATCH range,8.25,4.394599,0.195906,0.259241,4.0,1.0,0.203148,6.394599,2.0
France,1795,France_1785_1800_cleaned_Bij_v10.csv,usp_or_legacy,out_of_range,0.342039,342.039,Moderate Maritime,11.8125,4.092199,0.328525,0.416455,5.0,0.0,0.684078,2.0,2.0
France,1795,France_Master_3_France_1785_1790_1795_1800_cleaned_Bij_v10.csv,usp_or_legacy,out_of_range,0.342039,342.039,Moderate Maritime,11.8125,4.092199,0.328525,0.416455,5.0,0.0,0.684078,2.0,2.0
France,1795,France_cleaned_Bij_v10.csv,usp_or_legacy,out_of_range,0.342039,342.039,Moderate Maritime,11.8125,4.092199,0.328525,0.416455,5.0,0.0,0.684078,2.0,2.0
France,1800,France_1785_1800_cleaned_Bij_v10.csv,usp_or_legacy,out_of_range,-4.061642,-4061.642,Organic / WATCH range,18.5625,3.045873,0.749525,0.944589,6.0,-1.0,4.247963,-1.045873,2.0
France,1800,France_1800_1830_GEM_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.030025,30.025,Organic / WATCH range,10.0,2.839454,0.280477,0.339649,6.0,6.0,0.571582,19.036725,2.0
France,1800,France_1800_1830_claude_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.056848,56.848,Organic / WATCH range,13.75,3.172144,0.35801,0.3332,7.0,4.0,0.835023,14.688578,2.0
France,1800,France_Master_3_France_1785_1790_1795_1800_cleaned_Bij_v10.csv,usp_or_legacy,out_of_range,-4.061642,-4061.642,Organic / WATCH range,18.5625,3.045873,0.749525,0.944589,6.0,-1.0,4.247963,-1.045873,2.0
France,1800,France_cleaned_Bij_v10.csv,usp_or_legacy,out_of_range,-4.061642,-4061.642,Organic / WATCH range,18.5625,3.045873,0.749525,0.944589,6.0,-1.0,4.247963,-1.045873,2.0
France,1801,France_1800_1830_GEM_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.059358,59.358,Organic / WATCH range,12.375,2.678036,0.355597,0.428168,6.0,5.0,0.913532,15.390178,2.0
France,1801,France_1800_1830_claude_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.056848,56.848,Organic / WATCH range,13.75,3.172144,0.35801,0.3332,7.0,4.0,0.835023,14.688578,2.0
France,1802,France_1800_1830_GEM_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.127672,127.672,Moderate Maritime,14.625,2.328492,0.433805,0.475684,7.0,4.0,1.44448,11.313968,2.0
France,1802,France_1800_1830_claude_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.056848,56.848,Organic / WATCH range,13.75,3.172144,0.35801,0.3332,7.0,4.0,0.835023,14.688578,2.0
France,1803,France_1800_1830_GEM_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.118841,118.841,Moderate Maritime,14.625,2.368412,0.421575,0.462055,7.0,4.0,1.363537,11.473648,2.0
France,1803,France_1800_1830_claude_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.053934,53.934,Organic / WATCH range,14.375,3.739569,0.374773,0.348641,7.0,4.0,0.914628,16.958275,2.0
France,1804,France_1800_1830_GEM_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.091237,91.237,Organic / WATCH range,15.1875,2.978438,0.444602,0.495211,7.0,5.0,1.5412,16.892191,2.0
France,1804,France_1800_1830_claude_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.059583,59.583,Organic / WATCH range,14.5,3.622844,0.387533,0.362219,7.0,4.0,0.982603,16.491377,2.0
France,1805,France_1785_1800_cleaned_Bij_v10.csv,usp_or_legacy,out_of_range,-4.061642,-4061.642,Organic / WATCH range,18.5625,3.045873,0.749525,0.944589,6.0,-1.0,4.247963,-1.045873,2.0
France,1805,France_1800_1830_GEM_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.082431,82.431,Organic / WATCH range,15.3125,3.091698,0.429779,0.478361,7.0,5.0,1.439127,17.458488,2.0
France,1805,France_1800_1830_claude_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.041677,41.677,Organic / WATCH range,13.5,3.570714,0.34498,0.342647,7.0,5.0,0.827444,19.853571,2.0
France,1805,France_Master_3_France_1785_1790_1795_1800_cleaned_Bij_v10.csv,usp_or_legacy,out_of_range,-4.061642,-4061.642,Organic / WATCH range,18.5625,3.045873,0.749525,0.944589,6.0,-1.0,4.247963,-1.045873,2.0
France,1805,France_cleaned_Bij_v10.csv,usp_or_legacy,out_of_range,-4.061642,-4061.642,Organic / WATCH range,18.5625,3.045873,0.749525,0.944589,6.0,-1.0,4.247963,-1.045873,2.0
France,1806,France_1800_1830_GEM_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.077822,77.822,Organic / WATCH range,15.9375,3.521696,0.442422,0.492733,7.0,5.0,1.525971,19.608481,2.0
France,1806,France_1800_1830_claude_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.041677,41.677,Organic / WATCH range,13.5,3.570714,0.34498,0.342647,7.0,5.0,0.827444,19.853571,2.0
France,1807,France_1800_1830_GEM_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.078492,78.492,Organic / WATCH range,16.0,3.517812,0.444084,0.494622,7.0,5.0,1.537576,19.589059,2.0
France,1807,France_1800_1830_claude_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.02511,25.11,Organic / WATCH range,11.75,3.288237,0.30583,0.297342,6.0,6.0,0.545618,21.72942,2.0
France,1808,France_1800_1830_GEM_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.046897,46.897,Organic / WATCH range,14.0,3.741657,0.366711,0.446687,7.0,6.0,1.146635,24.449944,2.0
France,1808,France_1800_1830_claude_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.016203,16.203,Organic / WATCH range,9.4375,3.136853,0.252522,0.256204,6.0,7.0,0.388182,23.957968,2.0
France,1809,France_1800_1830_GEM_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.026938,26.938,Organic / WATCH range,12.625,3.585997,0.316123,0.384914,6.0,7.0,0.730081,27.10198,2.0
France,1809,France_1800_1830_claude_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.011885,11.885,Organic / WATCH range,8.4375,3.096747,0.235611,0.225102,6.0,8.0,0.318219,26.773978,2.0
France,1810,France_1785_1800_cleaned_Bij_v10.csv,usp_or_legacy,out_of_range,-4.061642,-4061.642,Organic / WATCH range,18.5625,3.045873,0.749525,0.944589,6.0,-1.0,4.247963,-1.045873,2.0
France,1810,France_1800_1830_GEM_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.025388,25.388,Organic / WATCH range,13.125,4.02919,0.323826,0.394673,6.0,7.0,0.766831,30.204333,2.0
France,1810,France_1800_1830_claude_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.005398,5.398,Organic / WATCH range,5.9375,3.126874,0.183418,0.177418,5.0,9.0,0.162708,30.14187,2.0
France,1810,France_Master_3_France_1785_1790_1795_1800_cleaned_Bij_v10.csv,usp_or_legacy,out_of_range,-4.061642,-4061.642,Organic / WATCH range,18.5625,3.045873,0.749525,0.944589,6.0,-1.0,4.247963,-1.045873,2.0
France,1810,France_cleaned_Bij_v10.csv,usp_or_legacy,out_of_range,-4.061642,-4061.642,Organic / WATCH range,18.5625,3.045873,0.749525,0.944589,6.0,-1.0,4.247963,-1.045873,2.0
France,1811,France_1800_1830_GEM_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.019431,19.431,Organic / WATCH range,12.375,4.357106,0.313158,0.381159,6.0,8.0,0.716177,36.85685,2.0
France,1811,France_1800_1830_claude_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.003435,3.435,Organic / WATCH range,3.9375,3.106822,0.150615,0.136651,5.0,9.0,0.102908,29.961399,2.0
France,1812,France_1800_1830_GEM_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.010284,10.284,Organic / WATCH range,9.875,4.399929,0.253568,0.337437,5.0,9.0,0.427815,41.599361,2.0
France,1812,France_1800_1830_claude_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.001552,1.552,Organic / WATCH range,1.0,3.082207,0.122995,0.10354,4.0,10.0,0.050939,32.82207,2.0
France,1813,France_1800_1830_GEM_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.004795,4.795,Organic / WATCH range,6.875,4.539755,0.20291,0.280033,4.0,10.0,0.227286,47.397549,2.0
France,1813,France_1800_1830_claude_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.000664,0.664,Organic / WATCH range,-1.75,2.817357,0.088209,0.075741,3.0,10.0,0.020043,30.173569,2.0
France,1814,France_1800_1830_GEM_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.002883,2.883,Organic / WATCH range,3.0625,4.447173,0.152445,0.219688,4.0,10.0,0.133962,46.471726,2.0
France,1814,France_1800_1830_claude_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.000442,0.442,Organic / WATCH range,-3.3125,1.801692,0.06654,0.06654,2.0,10.0,0.008855,20.016919,2.0
France,1815,France_1785_1800_cleaned_Bij_v10.csv,usp_or_legacy,out_of_range,0.417499,417.499,Moderate Maritime,13.6875,1.390537,0.511792,0.553172,5.0,1.0,1.415547,3.390537,2.0
France,1815,France_1800_1830_GEM_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.002034,2.034,Organic / WATCH range,1.9375,3.449977,0.134726,0.183725,3.0,10.0,0.074258,36.499774,2.0
France,1815,France_1800_1830_claude_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.001308,1.308,Organic / WATCH range,0.5,2.44949,0.105226,0.099637,3.0,9.0,0.031453,24.045408,2.0
France,1815,France_Master_3_France_1785_1790_1795_1800_cleaned_Bij_v10.csv,usp_or_legacy,out_of_range,0.417499,417.499,Moderate Maritime,13.6875,1.390537,0.511792,0.553172,5.0,1.0,1.415547,3.390537,2.0
France,1815,France_cleaned_Bij_v10.csv,usp_or_legacy,out_of_range,0.417499,417.499,Moderate Maritime,13.6875,1.390537,0.511792,0.553172,5.0,1.0,1.415547,3.390537,2.0
France,1816,France_1800_1830_GEM_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.010325,10.325,Organic / WATCH range,7.0625,2.887879,0.224712,0.288369,4.0,8.0,0.2592,25.10303,2.0
France,1816,France_1800_1830_claude_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.004858,4.858,Organic / WATCH range,3.9375,2.022336,0.151682,0.145543,4.0,8.0,0.088305,18.17869,2.0
France,1817,France_1800_1830_GEM_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.024299,24.299,Organic / WATCH range,9.4375,2.579214,0.281194,0.346603,5.0,7.0,0.487313,20.054496,2.0
France,1817,France_1800_1830_claude_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.004858,4.858,Organic / WATCH range,3.9375,2.022336,0.151682,0.145543,4.0,8.0,0.088305,18.17869,2.0
France,1818,France_1800_1830_GEM_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.038484,38.484,Organic / WATCH range,11.25,2.331845,0.325056,0.378646,5.0,6.0,0.615407,15.991069,2.0
France,1818,France_1800_1830_claude_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.004858,4.858,Organic / WATCH range,3.9375,2.022336,0.151682,0.145543,4.0,8.0,0.088305,18.17869,2.0
France,1819,France_1800_1830_GEM_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.065874,65.874,Organic / WATCH range,12.0625,2.098176,0.34286,0.399981,6.0,5.0,0.822826,12.490881,2.0
France,1819,France_1800_1830_claude_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.007879,7.879,Organic / WATCH range,5.3125,1.869784,0.175998,0.168865,4.0,7.0,0.11888,15.088491,2.0
France,1820,France_1785_1800_cleaned_Bij_v10.csv,usp_or_legacy,out_of_range,0.113555,113.555,Moderate Maritime,9.9375,1.401729,0.352187,0.387193,4.0,2.0,0.545457,4.803458,2.0
France,1820,France_1800_1830_GEM_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.029522,29.522,Organic / WATCH range,10.9375,3.004554,0.268154,0.367483,6.0,6.0,0.591252,20.027323,2.0
France,1820,France_1800_1830_claude_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.007879,7.879,Organic / WATCH range,5.3125,1.869784,0.175998,0.168865,4.0,7.0,0.11888,15.088491,2.0
France,1820,France_Master_3_France_1785_1790_1795_1800_cleaned_Bij_v10.csv,usp_or_legacy,out_of_range,0.113555,113.555,Moderate Maritime,9.9375,1.401729,0.352187,0.387193,4.0,2.0,0.545457,4.803458,2.0
France,1820,France_cleaned_Bij_v10.csv,usp_or_legacy,out_of_range,0.113555,113.555,Moderate Maritime,9.9375,1.401729,0.352187,0.387193,4.0,2.0,0.545457,4.803458,2.0
France,1821,France_1800_1830_GEM_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.047428,47.428,Organic / WATCH range,12.1875,2.621277,0.303873,0.392964,6.0,5.0,0.716468,15.106386,2.0
France,1821,France_1800_1830_claude_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.007879,7.879,Organic / WATCH range,5.3125,1.869784,0.175998,0.168865,4.0,7.0,0.11888,15.088491,2.0
France,1822,France_1800_1830_GEM_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.047428,47.428,Organic / WATCH range,12.1875,2.621277,0.303873,0.392964,6.0,5.0,0.716468,15.106386,2.0
France,1822,France_1800_1830_claude_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.005051,5.051,Organic / WATCH range,4.0625,1.894688,0.150263,0.14419,4.0,8.0,0.086666,17.157506,2.0
France,1823,France_1800_1830_GEM_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.056741,56.741,Organic / WATCH range,13.0,2.410913,0.327408,0.405955,6.0,5.0,0.797477,14.054563,2.0
France,1823,France_1800_1830_claude_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.005051,5.051,Organic / WATCH range,4.0625,1.894688,0.150263,0.14419,4.0,8.0,0.086666,17.157506,2.0
France,1824,France_1800_1830_GEM_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.064881,64.881,Organic / WATCH range,13.25,2.165064,0.338873,0.409258,6.0,5.0,0.832118,12.825318,2.0
France,1824,France_1800_1830_claude_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.005051,5.051,Organic / WATCH range,4.0625,1.894688,0.150263,0.14419,4.0,8.0,0.086666,17.157506,2.0
France,1825,France_1785_1800_cleaned_Bij_v10.csv,usp_or_legacy,out_of_range,0.113555,113.555,Moderate Maritime,9.9375,1.401729,0.352187,0.387193,4.0,2.0,0.545457,4.803458,2.0
France,1825,France_1800_1830_GEM_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.044924,44.924,Organic / WATCH range,13.0625,2.822205,0.300458,0.401483,6.0,5.0,0.723772,16.111027,2.0
France,1825,France_1800_1830_claude_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.005051,5.051,Organic / WATCH range,4.0625,1.894688,0.150263,0.14419,4.0,8.0,0.086666,17.157506,2.0
France,1825,France_Master_3_France_1785_1790_1795_1800_cleaned_Bij_v10.csv,usp_or_legacy,out_of_range,0.113555,113.555,Moderate Maritime,9.9375,1.401729,0.352187,0.387193,4.0,2.0,0.545457,4.803458,2.0
France,1825,France_cleaned_Bij_v10.csv,usp_or_legacy,out_of_range,0.113555,113.555,Moderate Maritime,9.9375,1.401729,0.352187,0.387193,4.0,2.0,0.545457,4.803458,2.0
