Company,Year,Node,C,K,S,A,Node_Value,Bond_Strength
Qantas,2019,Hands,9,9,6,8,10.83,4.97
Qantas,2019,Archive,8,9,6,8,10.17,4.67
Qantas,2019,Flow,9,10,6,9,12.00,5.51
Qantas,2020,Helm,6,6,10,6,6.17,3.49
Qantas,2020,Shield,5,5,10,5,4.83,2.74
Qantas,2020,Lore,6,6,10,6,6.17,3.49
Qantas,2020,Stewards,6,6,10,6,6.17,3.49
Qantas,2020,Craft,6,7,10,6,6.83,3.87
Qantas,2020,Hands,5,5,10,5,4.83,2.74
Qantas,2020,Archive,5,5,10,5,4.83,2.74
Qantas,2020,Flow,6,7,10,6,6.83,3.87
Qantas,2021,Helm,5,5,10,5,4.83,3.03
Qantas,2021,Shield,4,4,10,4,3.50,2.19
Qantas,2021,Lore,5,5,10,5,4.83,3.03
Qantas,2021,Stewards,5,5,10,5,4.83,3.03
Qantas,2021,Craft,5,6,10,5,5.50,3.44
Qantas,2021,Hands,4,4,10,4,3.50,2.19
Qantas,2021,Archive,4,4,10,4,3.50,2.19
Qantas,2021,Flow,5,6,10,5,5.50,3.44
Qantas,2022,Helm,6,6,9,6,6.50,3.72
Qantas,2022,Shield,5,5,9,5,5.17,2.96
Qantas,2022,Lore,6,6,9,6,6.50,3.72
Qantas,2022,Stewards,6,6,9,6,6.50,3.72
Qantas,2022,Craft,6,7,9,6,7.17,4.10
Qantas,2022,Hands,5,5,9,5,5.17,2.96
Qantas,2022,Archive,5,5,9,5,5.17,2.96
Qantas,2022,Flow,6,7,9,6,7.17,4.10
Qantas,2023,Helm,7,8,8,8,8.50,4.33
Qantas,2023,Shield,6,7,9,7,6.83,3.48
Qantas,2023,Lore,8,8,8,8,9.00,4.59
Qantas,2023,Stewards,7,8,9,8,7.83,3.99
Qantas,2023,Craft,8,9,8,8,9.67,4.93
Qantas,2023,Hands,7,8,9,7,7.50,3.82
Qantas,2023,Archive,7,8,9,7,7.50,3.82
Qantas,2023,Flow,8,9,8,8,9.67,4.93
Qantas,2024,Helm,8,9,7,9,10.67,5.13
Qantas,2024,Shield,7,8,8,8,8.50,4.09
Qantas,2024,Lore,9,9,7,9,11.17,5.36
Qantas,2024,Stewards,8,9,7,9,10.67,5.13
Qantas,2024,Craft,9,10,7,9,11.83,5.69
Qantas,2024,Hands,8,9,7,8,10.17,4.89
Qantas,2024,Archive,8,9,7,8,10.17,4.89
Qantas,2024,Flow,9,10,7,9,11.83,5.69
Qantas,2025,Helm,9,9,6,9,11.50,5.30
Qantas,2025,Shield,8,8,7,8,9.17,4.23
Qantas,2025,Lore,9,9,6,9,11.50,5.30
Qantas,2025,Stewards,9,9,6,9,11.50,5.30
Qantas,2025,Craft,9,10,6,9,11.83,5.46
Qantas,2025,Hands,9,9,6,8,10.83,5.00
Qantas,2025,Archive,8,9,6,8,10.17,4.69
Qantas,2025,Flow,9,10,6,9,12.00,5.54
