Society,Year,Node,Coherence,Capacity,Stress,Abstraction,Node_Value_Calc,Bond_Strength_Calc,Bond_Strength_Calc_legacy,SBD_Calc,Lambda2_Calc,Decay_Index_Calc,Phase_Calc,Regime_Label_Calc,ESCH_Calc,V_Mean_Calc,V_Min_Calc,CAMS_v1_Regime
Chile,1943,Lore,6.0,6.2,3.0,7.0,12.7,0.368883,0.3194,0.3336,2.2288,0.0146,6.0,High Coherence,2.075,10.4875,6.7,Stable adaptive
Chile,1943,Shield,6.0,5.6,3.0,5.0,11.1,0.348703,0.3092,0.3336,2.2288,0.0146,6.0,High Coherence,2.075,10.4875,6.7,Stable adaptive
Chile,1943,Stewards,6.0,6.0,4.0,6.0,11.0,0.338515,0.3425,0.3336,2.2288,0.0146,6.0,High Coherence,2.075,10.4875,6.7,Stable adaptive
Chile,1944,Archive,5.8,6.0,3.2,6.0,11.6,0.352520,0.2902,0.3348,2.3136,0.0109,6.0,High Coherence,2.075,10.5625,7.3,Stable adaptive
Chile,1944,Craft,5.0,6.2,4.0,4.8,9.6,0.311346,0.3696,0.3348,2.3136,0.0109,6.0,High Coherence,2.075,10.5625,7.3,Stable adaptive
Chile,1944,Flow,6.0,6.0,4.2,5.2,10.4,0.327372,0.3352,0.3348,2.3136,0.0109,6.0,High Coherence,2.075,10.5625,7.3,Stable adaptive
Chile,1944,Hands,5.0,5.0,4.8,4.2,7.3,0.290157,0.3494,0.3348,2.3136,0.0109,6.0,High Coherence,2.075,10.5625,7.3,Stable adaptive
Chile,1944,Helm,6.0,6.0,3.8,6.0,11.2,0.343212,0.3525,0.3348,2.3136,0.0109,6.0,High Coherence,2.075,10.5625,7.3,Stable adaptive
Chile,1944,Lore,6.0,6.4,3.0,7.0,12.9,0.369613,0.3274,0.3348,2.3136,0.0109,6.0,High Coherence,2.075,10.5625,7.3,Stable adaptive
Chile,1944,Shield,6.0,5.2,3.0,5.0,10.7,0.349385,0.3113,0.3348,2.3136,0.0109,6.0,High Coherence,2.075,10.5625,7.3,Stable adaptive
Chile,1944,Stewards,6.0,6.0,4.2,6.0,10.8,0.335173,0.3432,0.3348,2.3136,0.0109,6.0,High Coherence,2.075,10.5625,7.3,Stable adaptive
Chile,1945,Archive,6.0,6.0,2.8,6.0,12.2,0.366023,0.2838,0.3381,2.2649,0.0014,6.0,High Coherence,2.225,10.75,6.9,Stable adaptive
Chile,1945,Craft,5.2,5.8,4.0,4.8,9.4,0.316372,0.3727,0.3381,2.2649,0.0014,6.0,High Coherence,2.225,10.75,6.9,Stable adaptive
Chile,1945,Flow,6.0,6.4,4.0,5.0,10.9,0.331127,0.3421,0.3381,2.2649,0.0014,6.0,High Coherence,2.225,10.75,6.9,Stable adaptive
Chile,1945,Hands,5.0,5.0,5.0,3.8,6.9,0.283796,0.3514,0.3381,2.2649,0.0014,6.0,High Coherence,2.225,10.75,6.9,Stable adaptive
Chile,1945,Helm,6.0,6.0,4.0,6.0,11.0,0.341080,0.366,0.3381,2.2649,0.0014,6.0,High Coherence,2.225,10.75,6.9,Stable adaptive
Chile,1945,Lore,6.2,7.0,3.0,6.8,13.6,0.372693,0.3311,0.3381,2.2649,0.0014,6.0,High Coherence,2.225,10.75,6.9,Stable adaptive
Chile,1945,Shield,6.0,5.4,3.0,5.0,10.9,0.351359,0.3164,0.3381,2.2649,0.0014,6.0,High Coherence,2.225,10.75,6.9,Stable adaptive
Chile,1945,Stewards,6.2,6.0,4.0,5.8,11.1,0.342050,0.3411,0.3381,2.2649,0.0014,6.0,High Coherence,2.225,10.75,6.9,Stable adaptive
Chile,1946,Archive,6.0,6.0,2.8,6.0,12.2,0.366421,0.2917,0.3388,2.3278,-0.0007,6.0,High Coherence,2.025,10.5875,7.5,Stable adaptive
Chile,1946,Craft,5.0,6.0,4.0,5.2,9.6,0.317797,0.3721,0.3388,2.3278,-0.0007,6.0,High Coherence,2.025,10.5875,7.5,Stable adaptive
Chile,1946,Flow,6.2,6.0,4.0,5.0,10.7,0.334518,0.3365,0.3388,2.3278,-0.0007,6.0,High Coherence,2.025,10.5875,7.5,Stable adaptive
Chile,1946,Hands,5.2,5.2,5.0,4.2,7.5,0.291745,0.3476,0.3388,2.3278,-0.0007,6.0,High Coherence,2.025,10.5875,7.5,Stable adaptive
Chile,1946,Helm,6.0,5.8,4.0,6.2,10.9,0.343385,0.3664,0.3388,2.3278,-0.0007,6.0,High Coherence,2.025,10.5875,7.5,Stable adaptive
Chile,1946,Lore,6.0,6.0,3.0,7.0,12.5,0.372127,0.3345,0.3388,2.3278,-0.0007,6.0,High Coherence,2.025,10.5875,7.5,Stable adaptive
Chile,1946,Shield,6.0,5.2,3.2,5.0,10.5,0.347612,0.3178,0.3388,2.3278,-0.0007,6.0,High Coherence,2.025,10.5875,7.5,Stable adaptive
Chile,1946,Stewards,6.2,6.0,4.0,5.2,10.8,0.336520,0.3434,0.3388,2.3278,-0.0007,6.0,High Coherence,2.025,10.5875,7.5,Stable adaptive
Chile,1947,Archive,6.2,6.2,3.2,6.0,12.2,0.345765,0.2584,0.3145,2.0657,0.071,6.0,High Coherence,1.875,10.125,6.2,Stable adaptive
Chile,1947,Craft,5.0,5.4,3.8,5.0,9.1,0.306265,0.3272,0.3145,2.0657,0.071,6.0,High Coherence,1.875,10.125,6.2,Stable adaptive
Chile,1947,Flow,6.0,6.0,3.8,5.0,10.7,0.321518,0.3177,0.3145,2.0657,0.071,6.0,High Coherence,1.875,10.125,6.2,Stable adaptive
Chile,1947,Hands,4.2,5.2,5.2,4.0,6.2,0.258422,0.3128,0.3145,2.0657,0.071,6.0,High Coherence,1.875,10.125,6.2,Stable adaptive
Chile,1947,Helm,5.8,6.0,4.0,6.2,10.9,0.326287,0.3458,0.3145,2.0657,0.071,6.0,High Coherence,1.875,10.125,6.2,Stable adaptive
Chile,1947,Lore,6.0,6.0,4.0,6.0,11.0,0.327216,0.3215,0.3145,2.0657,0.071,6.0,High Coherence,1.875,10.125,6.2,Stable adaptive
Chile,1947,Shield,5.8,6.2,4.0,4.8,10.4,0.312821,0.3063,0.3145,2.0657,0.071,6.0,High Coherence,1.875,10.125,6.2,Stable adaptive
Chile,1947,Stewards,6.0,6.0,4.0,5.0,10.5,0.317733,0.3263,0.3145,2.0657,0.071,6.0,High Coherence,1.875,10.125,6.2,Stable adaptive
Chile,1948,Archive,5.0,6.0,4.0,6.2,10.1,0.296387,0.227,0.2831,1.8143,0.1638,5.0,Stable Integration,1.25,9.175,4.7,Local node failure
Chile,1948,Craft,5.0,5.2,4.0,4.8,8.6,0.283070,0.2725,0.2831,1.8143,0.1638,5.0,Stable Integration,1.25,9.175,4.7,Local node failure
Chile,1948,Flow,6.0,6.0,4.0,4.8,10.4,0.297302,0.3017,0.2831,1.8143,0.1638,5.0,Stable Integration,1.25,9.175,4.7,Local node failure
Chile,1948,Hands,4.0,4.8,6.0,3.8,4.7,0.226956,0.2964,0.2831,1.8143,0.1638,5.0,Stable Integration,1.25,9.175,4.7,Local node failure
Chile,1948,Helm,6.0,5.8,5.0,6.0,9.8,0.290402,0.2964,0.2831,1.8143,0.1638,5.0,Stable Integration,1.25,9.175,4.7,Local node failure
Chile,1948,Lore,5.0,6.2,5.2,5.8,8.9,0.272526,0.2973,0.2831,1.8143,0.1638,5.0,Stable Integration,1.25,9.175,4.7,Local node failure
Chile,1948,Shield,5.8,6.2,4.0,5.0,10.5,0.296387,0.2831,0.2831,1.8143,0.1638,5.0,Stable Integration,1.25,9.175,4.7,Local node failure
Chile,1948,Stewards,5.8,5.8,3.8,5.2,10.4,0.301730,0.2904,0.2831,1.8143,0.1638,5.0,Stable Integration,1.25,9.175,4.7,Local node failure
Chile,1949,Archive,5.6,6.0,3.6,6.2,11.1,0.319554,0.2406,0.2956,1.9232,0.1268,5.0,Stable Integration,1.425,9.5375,5.8,Strained
Chile,1949,Craft,4.8,5.0,4.0,5.2,8.4,0.291147,0.2845,0.2956,1.9232,0.1268,5.0,Stable Integration,1.425,9.5375,5.8,Strained
Chile,1949,Flow,6.0,6.0,4.0,5.0,10.5,0.306656,0.3048,0.2956,1.9232,0.1268,5.0,Stable Integration,1.425,9.5375,5.8,Strained
Chile,1949,Hands,4.2,5.4,5.8,4.0,5.8,0.240627,0.3103,0.2956,1.9232,0.1268,5.0,Stable Integration,1.425,9.5375,5.8,Strained
Chile,1949,Helm,6.2,6.0,4.6,6.0,10.6,0.307389,0.3196,0.2956,1.9232,0.1268,5.0,Stable Integration,1.425,9.5375,5.8,Strained
Chile,1949,Lore,5.0,6.0,5.0,6.0,9.0,0.284491,0.3067,0.2956,1.9232,0.1268,5.0,Stable Integration,1.425,9.5375,5.8,Strained
Chile,1949,Shield,6.0,6.0,3.8,5.0,10.7,0.310286,0.2911,0.2956,1.9232,0.1268,5.0,Stable Integration,1.425,9.5375,5.8,Strained
Chile,1949,Stewards,6.0,5.8,4.0,4.8,10.2,0.304785,0.3074,0.2956,1.9232,0.1268,5.0,Stable Integration,1.425,9.5375,5.8,Strained
Chile,1950,Archive,6.0,5.8,3.0,6.0,11.8,0.353505,0.2641,0.3248,2.1093,0.0406,6.0,High Coherence,1.95,10.3,6.1,Stable adaptive
Chile,1950,Craft,5.0,5.6,4.0,5.0,9.1,0.308235,0.3402,0.3248,2.1093,0.0406,6.0,High Coherence,1.95,10.3,6.1,Stable adaptive
Chile,1950,Flow,6.0,6.0,4.2,5.0,10.3,0.319842,0.3266,0.3248,2.1093,0.0406,6.0,High Coherence,1.95,10.3,6.1,Stable adaptive
Chile,1950,Hands,4.2,5.0,5.0,3.8,6.1,0.264065,0.3516,0.3248,2.1093,0.0406,6.0,High Coherence,1.95,10.3,6.1,Stable adaptive
Chile,1950,Helm,6.2,6.2,4.0,5.8,11.3,0.334310,0.3535,0.3248,2.1093,0.0406,6.0,High Coherence,1.95,10.3,6.1,Stable adaptive
Chile,1950,Lore,6.2,6.0,3.8,6.0,11.4,0.340170,0.3198,0.3248,2.1093,0.0406,6.0,High Coherence,1.95,10.3,6.1,Stable adaptive
Chile,1950,Shield,6.0,5.8,2.8,5.4,11.7,0.351564,0.3082,0.3248,2.1093,0.0406,6.0,High Coherence,1.95,10.3,6.1,Stable adaptive
Chile,1950,Stewards,6.2,6.0,4.0,5.0,10.7,0.326629,0.3343,0.3248,2.1093,0.0406,6.0,High Coherence,1.95,10.3,6.1,Stable adaptive
Chile,1951,Archive,6.0,6.0,3.2,6.0,11.8,0.348399,0.2654,0.3232,2.1192,0.0453,6.0,High Coherence,1.95,10.2625,6.2,Stable adaptive
Chile,1951,Craft,4.8,5.4,4.2,5.0,8.5,0.300500,0.3453,0.3232,2.1192,0.0453,6.0,High Coherence,1.95,10.2625,6.2,Stable adaptive
Chile,1951,Flow,6.4,6.0,4.0,5.2,11.0,0.330516,0.3238,0.3232,2.1192,0.0453,6.0,High Coherence,1.95,10.2625,6.2,Stable adaptive
Chile,1951,Hands,4.0,5.0,4.8,4.0,6.2,0.265426,0.3363,0.3232,2.1192,0.0453,6.0,High Coherence,1.95,10.2625,6.2,Stable adaptive
Chile,1951,Helm,5.8,6.0,3.8,6.2,11.1,0.335401,0.3484,0.3232,2.1192,0.0453,6.0,High Coherence,1.95,10.2625,6.2,Stable adaptive
Chile,1951,Lore,6.2,6.0,3.4,5.8,11.7,0.345316,0.3305,0.3232,2.1192,0.0453,6.0,High Coherence,1.95,10.2625,6.2,Stable adaptive
Chile,1951,Shield,6.0,6.0,3.2,4.8,11.2,0.336326,0.3005,0.3232,2.1192,0.0453,6.0,High Coherence,1.95,10.2625,6.2,Stable adaptive
Chile,1951,Stewards,6.2,6.0,4.2,5.2,10.6,0.323774,0.3354,0.3232,2.1192,0.0453,6.0,High Coherence,1.95,10.2625,6.2,Stable adaptive
Chile,1952,Archive,6.0,6.0,3.0,6.2,12.1,0.346514,0.2543,0.3107,2.0276,0.0821,6.0,High Coherence,1.75,9.7875,6.1,Intermediate/uncertain
Chile,1952,Craft,5.0,5.0,4.0,5.0,8.5,0.300653,0.3446,0.3107,2.0276,0.0821,6.0,High Coherence,1.75,9.7875,6.1,Intermediate/uncertain
Chile,1952,Flow,6.0,6.2,4.0,5.0,10.7,0.315650,0.3054,0.3107,2.0276,0.0821,6.0,High Coherence,1.75,9.7875,6.1,Intermediate/uncertain
Chile,1952,Hands,4.0,5.2,5.0,3.8,6.1,0.254275,0.3317,0.3107,2.0276,0.0821,6.0,High Coherence,1.75,9.7875,6.1,Intermediate/uncertain
Chile,1952,Helm,5.0,5.2,5.0,5.4,7.9,0.287000,0.3465,0.3107,2.0276,0.0821,6.0,High Coherence,1.75,9.7875,6.1,Intermediate/uncertain
Chile,1952,Lore,6.0,6.0,3.0,6.0,12.0,0.344603,0.3156,0.3107,2.0276,0.0821,6.0,High Coherence,1.75,9.7875,6.1,Intermediate/uncertain
Chile,1952,Shield,5.8,5.8,3.0,5.0,11.1,0.331727,0.3007,0.3107,2.0276,0.0821,6.0,High Coherence,1.75,9.7875,6.1,Intermediate/uncertain
Chile,1952,Stewards,5.8,6.0,4.4,5.0,9.9,0.305383,0.287,0.3107,2.0276,0.0821,6.0,High Coherence,1.75,9.7875,6.1,Intermediate/uncertain
Chile,1953,Archive,6.0,6.2,3.4,6.0,11.8,0.310787,0.2265,0.2706,1.8003,0.2005,5.0,Stable Integration,0.575,8.3625,5.4,Strained
Chile,1953,Craft,4.8,5.0,5.0,5.0,7.3,0.259187,0.3197,0.2706,1.8003,0.2005,5.0,Stable Integration,0.575,8.3625,5.4,Strained
Chile,1953,Flow,5.0,5.2,5.2,5.0,7.5,0.258802,0.2458,0.2706,1.8003,0.2005,5.0,Stable Integration,0.575,8.3625,5.4,Strained
Chile,1953,Hands,4.2,5.2,6.0,4.0,5.4,0.226467,0.2856,0.2706,1.8003,0.2005,5.0,Stable Integration,0.575,8.3625,5.4,Strained
Chile,1953,Helm,5.0,5.0,5.2,5.0,7.3,0.258802,0.3108,0.2706,1.8003,0.2005,5.0,Stable Integration,0.575,8.3625,5.4,Strained
Chile,1953,Lore,6.0,5.8,3.0,6.2,11.9,0.319713,0.2588,0.2706,1.8003,0.2005,5.0,Stable Integration,0.575,8.3625,5.4,Strained
Chile,1953,Shield,5.8,5.0,4.2,5.0,9.1,0.285630,0.2592,0.2706,1.8003,0.2005,5.0,Stable Integration,0.575,8.3625,5.4,Strained
Chile,1953,Stewards,4.8,5.2,6.0,5.2,6.6,0.245750,0.2588,0.2706,1.8003,0.2005,5.0,Stable Integration,0.575,8.3625,5.4,Strained
Chile,1954,Archive,6.0,6.0,3.0,5.8,11.9,0.316159,0.2235,0.2705,1.7768,0.201,5.0,Stable Integration,0.625,8.35,5.2,Strained
Chile,1954,Craft,4.8,5.0,5.2,5.0,7.1,0.256039,0.3153,0.2705,1.7768,0.201,5.0,Stable Integration,0.625,8.35,5.2,Strained
Chile,1954,Flow,4.8,5.2,5.4,5.0,7.1,0.252975,0.2474,0.2705,1.7768,0.201,5.0,Stable Integration,0.625,8.35,5.2,Strained
Chile,1954,Hands,4.0,5.2,6.0,4.0,5.2,0.223469,0.2907,0.2705,1.7768,0.201,5.0,Stable Integration,0.625,8.35,5.2,Strained
Chile,1954,Helm,5.0,5.0,5.0,5.0,7.5,0.261869,0.3162,0.2705,1.7768,0.201,5.0,Stable Integration,0.625,8.35,5.2,Strained
Chile,1954,Lore,5.8,6.0,3.0,6.0,11.8,0.315277,0.253,0.2705,1.7768,0.201,5.0,Stable Integration,0.625,8.35,5.2,Strained
Chile,1954,Shield,5.8,5.0,4.0,5.2,9.4,0.290709,0.256,0.2705,1.7768,0.201,5.0,Stable Integration,0.625,8.35,5.2,Strained
Chile,1954,Stewards,5.2,5.2,6.0,4.8,6.8,0.247424,0.2619,0.2705,1.7768,0.201,5.0,Stable Integration,0.625,8.35,5.2,Strained
Chile,1955,Archive,6.0,5.8,2.8,6.0,12.0,0.323183,0.2304,0.2728,1.8279,0.1943,5.0,Stable Integration,0.45,8.2875,5.4,Local node failure
Chile,1955,Craft,5.0,5.0,5.0,5.0,7.5,0.263151,0.3232,0.2728,1.8279,0.1943,5.0,Stable Integration,0.45,8.2875,5.4,Local node failure
Chile,1955,Flow,5.0,4.8,6.0,5.0,6.3,0.247760,0.2478,0.2728,1.8279,0.1943,5.0,Stable Integration,0.45,8.2875,5.4,Local node failure
Chile,1955,Hands,4.4,5.0,6.0,4.0,5.4,0.230421,0.2863,0.2728,1.8279,0.1943,5.0,Stable Integration,0.45,8.2875,5.4,Local node failure
Chile,1955,Helm,4.8,5.2,5.0,5.0,7.5,0.260400,0.3232,0.2728,1.8279,0.1943,5.0,Stable Integration,0.45,8.2875,5.4,Local node failure
Chile,1955,Lore,6.0,6.0,2.8,6.0,12.2,0.323183,0.2478,0.2728,1.8279,0.1943,5.0,Stable Integration,0.45,8.2875,5.4,Local node failure
Chile,1955,Shield,6.0,5.0,4.4,5.0,9.1,0.286252,0.2632,0.2728,1.8279,0.1943,5.0,Stable Integration,0.45,8.2875,5.4,Local node failure
Chile,1955,Stewards,5.0,4.8,6.0,5.0,6.3,0.247760,0.2604,0.2728,1.8279,0.1943,5.0,Stable Integration,0.45,8.2875,5.4,Local node failure
Chile,1956,Archive,5.8,5.8,3.0,6.2,11.7,0.317545,0.2287,0.2712,1.8139,0.1988,5.0,Stable Integration,0.45,8.2125,5.1,Local node failure
Chile,1956,Craft,5.0,5.0,5.0,5.0,7.5,0.262275,0.3167,0.2712,1.8139,0.1988,5.0,Stable Integration,0.45,8.2125,5.1,Local node failure
Chile,1956,Flow,4.8,5.0,5.8,5.0,6.5,0.247313,0.244,0.2712,1.8139,0.1988,5.0,Stable Integration,0.45,8.2125,5.1,Local node failure
Chile,1956,Hands,4.2,4.8,6.0,4.2,5.1,0.228705,0.2928,0.2712,1.8139,0.1988,5.0,Stable Integration,0.45,8.2125,5.1,Local node failure
Chile,1956,Helm,5.0,5.0,5.0,4.8,7.4,0.260452,0.3175,0.2712,1.8139,0.1988,5.0,Stable Integration,0.45,8.2125,5.1,Local node failure
Chile,1956,Lore,6.0,5.8,3.0,5.8,11.7,0.316666,0.2473,0.2712,1.8139,0.1988,5.0,Stable Integration,0.45,8.2125,5.1,Local node failure
Chile,1956,Shield,5.8,5.0,3.8,5.0,9.5,0.292795,0.2623,0.2712,1.8139,0.1988,5.0,Stable Integration,0.45,8.2125,5.1,Local node failure
Chile,1956,Stewards,5.0,5.0,6.2,5.0,6.3,0.243965,0.2605,0.2712,1.8139,0.1988,5.0,Stable Integration,0.45,8.2125,5.1,Local node failure
Chile,1957,Archive,6.0,6.0,2.8,6.2,12.3,0.324526,0.2202,0.2721,1.749,0.1963,5.0,Stable Integration,0.575,8.3125,4.6,Local node failure
Chile,1957,Craft,5.0,5.0,5.0,5.0,7.5,0.262827,0.3217,0.2721,1.749,0.1963,5.0,Stable Integration,0.575,8.3125,4.6,Local node failure
Chile,1957,Flow,5.0,5.0,5.0,5.0,7.5,0.262827,0.241,0.2721,1.749,0.1963,5.0,Stable Integration,0.575,8.3125,4.6,Local node failure
Chile,1957,Hands,4.0,4.8,6.0,3.6,4.6,0.220230,0.2866,0.2721,1.749,0.1963,5.0,Stable Integration,0.575,8.3125,4.6,Local node failure
Chile,1957,Helm,4.8,5.0,5.2,5.0,7.1,0.256973,0.3245,0.2721,1.749,0.1963,5.0,Stable Integration,0.575,8.3125,4.6,Local node failure
Chile,1957,Lore,6.2,6.0,3.0,6.0,12.2,0.321723,0.2628,0.2721,1.749,0.1963,5.0,Stable Integration,0.575,8.3125,4.6,Local node failure
Chile,1957,Shield,5.8,5.2,4.2,5.0,9.3,0.286630,0.2628,0.2721,1.749,0.1963,5.0,Stable Integration,0.575,8.3125,4.6,Local node failure
Chile,1957,Stewards,4.6,5.0,6.2,5.2,6.0,0.241010,0.257,0.2721,1.749,0.1963,5.0,Stable Integration,0.575,8.3125,4.6,Local node failure
Chile,1958,Archive,5.8,6.2,2.8,5.8,12.1,0.335956,0.2543,0.2987,2.0211,0.1178,5.0,Stable Integration,1.275,9.225,6.2,Strained
Chile,1958,Craft,4.8,5.2,4.8,5.0,7.7,0.277312,0.3405,0.2987,2.0211,0.1178,5.0,Stable Integration,1.275,9.225,6.2,Strained
Chile,1958,Flow,5.4,5.4,5.0,5.0,8.3,0.282598,0.274,0.2987,2.0211,0.1178,5.0,Stable Integration,1.275,9.225,6.2,Strained
Chile,1958,Hands,4.2,5.0,5.0,4.0,6.2,0.254343,0.3321,0.2987,2.0211,0.1178,5.0,Stable Integration,1.275,9.225,6.2,Strained
Chile,1958,Helm,5.2,5.0,4.8,6.0,8.4,0.292514,0.336,0.2987,2.0211,0.1178,5.0,Stable Integration,1.275,9.225,6.2,Strained
Chile,1958,Lore,6.0,6.0,3.0,6.4,12.2,0.340523,0.2826,0.2987,2.0211,0.1178,5.0,Stable Integration,1.275,9.225,6.2,Strained
Chile,1958,Shield,6.2,5.4,3.0,5.2,11.2,0.332094,0.2773,0.2987,2.0211,0.1178,5.0,Stable Integration,1.275,9.225,6.2,Strained
Chile,1958,Stewards,4.8,5.4,5.0,5.0,7.7,0.273981,0.2925,0.2987,2.0211,0.1178,5.0,Stable Integration,1.275,9.225,6.2,Strained
Chile,1959,Archive,5.8,6.0,3.0,6.0,11.8,0.363441,0.2966,0.346,2.3703,-0.022,6.0,High Coherence,2.125,10.8375,7.4,Stable adaptive
Chile,1959,Craft,6.0,6.0,3.8,5.4,10.9,0.343612,0.3796,0.346,2.3703,-0.022,6.0,High Coherence,2.125,10.8375,7.4,Stable adaptive
Chile,1959,Flow,6.0,5.8,4.2,6.0,10.6,0.341459,0.3416,0.346,2.3703,-0.022,6.0,High Coherence,2.125,10.8375,7.4,Stable adaptive
Chile,1959,Hands,5.2,5.0,4.8,4.0,7.4,0.296596,0.356,0.346,2.3703,-0.022,6.0,High Coherence,2.125,10.8375,7.4,Stable adaptive
Chile,1959,Helm,6.0,5.8,4.0,6.0,10.8,0.345548,0.3634,0.346,2.3703,-0.022,6.0,High Coherence,2.125,10.8375,7.4,Stable adaptive
Chile,1959,Lore,6.2,6.4,3.0,7.0,13.1,0.379615,0.3415,0.346,2.3703,-0.022,6.0,High Coherence,2.125,10.8375,7.4,Stable adaptive
Chile,1959,Shield,6.0,6.0,3.0,5.0,11.5,0.355985,0.3436,0.346,2.3703,-0.022,6.0,High Coherence,2.125,10.8375,7.4,Stable adaptive
Chile,1959,Stewards,6.0,5.8,4.0,5.6,10.6,0.341562,0.3455,0.346,2.3703,-0.022,6.0,High Coherence,2.125,10.8375,7.4,Stable adaptive
Chile,1960,Archive,6.0,6.0,3.4,5.8,11.5,0.345577,0.2827,0.3285,2.2578,0.0296,6.0,High Coherence,1.925,10.6,7.1,Stable adaptive
Chile,1960,Craft,6.0,5.8,4.2,5.0,10.1,0.321856,0.3684,0.3285,2.2578,0.0296,6.0,High Coherence,1.925,10.6,7.1,Stable adaptive
Chile,1960,Flow,6.2,6.2,4.0,6.0,11.4,0.338323,0.3247,0.3285,2.2578,0.0296,6.0,High Coherence,1.925,10.6,7.1,Stable adaptive
Chile,1960,Hands,5.0,5.0,4.8,3.8,7.1,0.282702,0.3277,0.3285,2.2578,0.0296,6.0,High Coherence,1.925,10.6,7.1,Stable adaptive
Chile,1960,Helm,6.2,6.0,5.0,6.0,10.2,0.318804,0.3456,0.3285,2.2578,0.0296,6.0,High Coherence,1.925,10.6,7.1,Stable adaptive
Chile,1960,Lore,6.2,6.6,3.0,7.0,13.3,0.368366,0.3383,0.3285,2.2578,0.0296,6.0,High Coherence,1.925,10.6,7.1,Stable adaptive
Chile,1960,Shield,6.0,6.2,4.0,5.2,10.8,0.327705,0.3219,0.3285,2.2578,0.0296,6.0,High Coherence,1.925,10.6,7.1,Stable adaptive
Chile,1960,Stewards,5.8,6.0,4.0,5.2,10.4,0.324715,0.3188,0.3285,2.2578,0.0296,6.0,High Coherence,1.925,10.6,7.1,Stable adaptive
Chile,1961,Archive,5.8,6.2,3.2,6.0,11.8,0.357940,0.2864,0.3438,2.2898,-0.0157,6.0,High Coherence,2.075,10.7625,6.7,Stable adaptive
Chile,1961,Craft,6.0,5.8,4.0,5.2,10.4,0.336340,0.3749,0.3438,2.2898,-0.0157,6.0,High Coherence,2.075,10.7625,6.7,Stable adaptive
Chile,1961,Flow,6.0,5.8,4.0,6.2,10.9,0.346312,0.3465,0.3438,2.2898,-0.0157,6.0,High Coherence,2.075,10.7625,6.7,Stable adaptive
Chile,1961,Hands,5.0,4.8,5.0,3.8,6.7,0.286448,0.359,0.3438,2.2898,-0.0157,6.0,High Coherence,2.075,10.7625,6.7,Stable adaptive
Chile,1961,Helm,6.2,5.8,4.0,5.6,10.8,0.343368,0.3579,0.3438,2.2898,-0.0157,6.0,High Coherence,2.075,10.7625,6.7,Stable adaptive
Chile,1961,Lore,6.0,6.4,3.2,7.4,12.9,0.374869,0.3463,0.3438,2.2898,-0.0157,6.0,High Coherence,2.075,10.7625,6.7,Stable adaptive
Chile,1961,Shield,6.0,6.0,2.8,5.0,11.7,0.358953,0.3363,0.3438,2.2898,-0.0157,6.0,High Coherence,2.075,10.7625,6.7,Stable adaptive
Chile,1961,Stewards,6.0,5.8,3.8,5.8,10.9,0.346469,0.3434,0.3438,2.2898,-0.0157,6.0,High Coherence,2.075,10.7625,6.7,Stable adaptive
Chile,1962,Archive,6.0,6.2,2.8,6.0,12.4,0.367098,0.2811,0.3398,2.2467,-0.0038,6.0,High Coherence,2.125,10.7375,6.9,Stable adaptive
Chile,1962,Craft,6.2,6.0,4.0,5.0,10.7,0.335127,0.3685,0.3398,2.2467,-0.0038,6.0,High Coherence,2.125,10.7375,6.9,Stable adaptive
Chile,1962,Flow,5.8,6.0,4.0,6.0,10.8,0.339121,0.3331,0.3398,2.2467,-0.0038,6.0,High Coherence,2.125,10.7375,6.9,Stable adaptive
Chile,1962,Hands,5.0,5.2,5.2,3.8,6.9,0.281118,0.3524,0.3398,2.2467,-0.0038,6.0,High Coherence,2.125,10.7375,6.9,Stable adaptive
Chile,1962,Helm,6.0,5.8,4.0,6.0,10.8,0.342069,0.3671,0.3398,2.2467,-0.0038,6.0,High Coherence,2.125,10.7375,6.9,Stable adaptive
Chile,1962,Lore,6.0,6.4,3.2,7.0,12.7,0.368504,0.3391,0.3398,2.2467,-0.0038,6.0,High Coherence,2.125,10.7375,6.9,Stable adaptive
Chile,1962,Shield,6.0,5.8,3.0,5.0,11.3,0.352383,0.3351,0.3398,2.2467,-0.0038,6.0,High Coherence,2.125,10.7375,6.9,Stable adaptive
Chile,1962,Stewards,5.8,5.8,4.0,5.4,10.3,0.333102,0.3421,0.3398,2.2467,-0.0038,6.0,High Coherence,2.125,10.7375,6.9,Stable adaptive
Chile,1963,Archive,6.0,6.4,2.8,6.2,12.7,0.373490,0.2878,0.3467,2.2991,-0.0241,6.0,High Coherence,2.35,10.95,6.9,Stable adaptive
Chile,1963,Craft,6.0,5.8,3.8,5.0,10.5,0.339956,0.3861,0.3467,2.2991,-0.0241,6.0,High Coherence,2.35,10.95,6.9,Stable adaptive
Chile,1963,Flow,6.0,6.0,3.8,6.2,11.3,0.352160,0.3349,0.3467,2.2991,-0.0241,6.0,High Coherence,2.35,10.95,6.9,Stable adaptive
Chile,1963,Hands,5.0,5.0,5.0,3.8,6.9,0.287811,0.3532,0.3467,2.2991,-0.0241,6.0,High Coherence,2.35,10.95,6.9,Stable adaptive
Chile,1963,Helm,6.0,6.0,4.0,6.0,11.0,0.346038,0.3735,0.3467,2.2991,-0.0241,6.0,High Coherence,2.35,10.95,6.9,Stable adaptive
