Society,Year,Node,Coherence,Capacity,Stress,Abstraction,Node_Value_Calc,Bond_Strength_Calc,Bond_Strength_Calc_legacy,SBD_Calc,Lambda2_Calc,Decay_Index_Calc,Phase_Calc,Regime_Label_Calc,ESCH_Calc,V_Mean_Calc,V_Min_Calc,CAMS_v1_Regime,Run
Burma,1888,Archive,6.6,5.8,4.6,5.8,10.7,0.279769,not_computed,0.246634,1.696495,not_computed,not_computed,not_computed,not_computed,8.175,3.9,not_computed,separate_run_2026-09_staging
Burma,1888,Flow,6.0,6.2,4.6,4.6,9.9,0.263445,not_computed,0.246634,1.696495,not_computed,not_computed,not_computed,not_computed,8.175,3.9,not_computed,separate_run_2026-09_staging
Burma,1889,Helm,7.0,6.4,7.0,6.0,9.4,0.242268,not_computed,0.236225,1.542883,not_computed,not_computed,not_computed,not_computed,7.8,3.2,not_computed,separate_run_2026-09_staging
Burma,1889,Shield,6.4,6.0,7.8,5.6,7.4,0.222969,not_computed,0.236225,1.542883,not_computed,not_computed,not_computed,not_computed,7.8,3.2,not_computed,separate_run_2026-09_staging
Burma,1889,Lore,3.8,4.2,6.6,3.6,3.2,0.193289,not_computed,0.236225,1.542883,not_computed,not_computed,not_computed,not_computed,7.8,3.2,not_computed,separate_run_2026-09_staging
Burma,1889,Stewards,5.0,5.0,6.0,5.0,6.5,0.22824,not_computed,0.236225,1.542883,not_computed,not_computed,not_computed,not_computed,7.8,3.2,not_computed,separate_run_2026-09_staging
Burma,1889,Craft,5.0,4.6,4.6,4.0,7.0,0.239359,not_computed,0.236225,1.542883,not_computed,not_computed,not_computed,not_computed,7.8,3.2,not_computed,separate_run_2026-09_staging
Burma,1889,Hands,6.5,6.2,4.8,3.0,9.4,0.247176,not_computed,0.236225,1.542883,not_computed,not_computed,not_computed,not_computed,7.8,3.2,not_computed,separate_run_2026-09_staging
Burma,1889,Archive,6.2,6.0,4.5,6.0,10.7,0.271494,not_computed,0.236225,1.542883,not_computed,not_computed,not_computed,not_computed,7.8,3.2,not_computed,separate_run_2026-09_staging
Burma,1889,Flow,5.6,6.0,5.2,4.8,8.8,0.245005,not_computed,0.236225,1.542883,not_computed,not_computed,not_computed,not_computed,7.8,3.2,not_computed,separate_run_2026-09_staging
Burma,1890,Helm,7.0,5.8,6.6,5.8,9.1,0.256811,not_computed,0.253336,1.739743,not_computed,not_computed,not_computed,not_computed,8.3875,4.15,not_computed,separate_run_2026-09_staging
Burma,1890,Shield,6.0,6.3,7.7,6.7,7.95,0.236612,not_computed,0.253336,1.739743,not_computed,not_computed,not_computed,not_computed,8.3875,4.15,not_computed,separate_run_2026-09_staging
Burma,1890,Lore,4.0,4.0,6.0,4.3,4.15,0.218111,not_computed,0.253336,1.739743,not_computed,not_computed,not_computed,not_computed,8.3875,4.15,not_computed,separate_run_2026-09_staging
Burma,1890,Stewards,5.0,4.8,5.2,5.0,7.1,0.249072,not_computed,0.253336,1.739743,not_computed,not_computed,not_computed,not_computed,8.3875,4.15,not_computed,separate_run_2026-09_staging
Burma,1890,Craft,6.0,5.2,4.8,3.8,8.3,0.25767,not_computed,0.253336,1.739743,not_computed,not_computed,not_computed,not_computed,8.3875,4.15,not_computed,separate_run_2026-09_staging
Burma,1890,Hands,6.0,6.2,4.2,3.2,9.6,0.261562,not_computed,0.253336,1.739743,not_computed,not_computed,not_computed,not_computed,8.3875,4.15,not_computed,separate_run_2026-09_staging
Burma,1890,Archive,7.6,6.2,5.0,5.8,11.7,0.288422,not_computed,0.253336,1.739743,not_computed,not_computed,not_computed,not_computed,8.3875,4.15,not_computed,separate_run_2026-09_staging
Burma,1890,Flow,6.4,6.0,5.6,4.8,9.2,0.258428,not_computed,0.253336,1.739743,not_computed,not_computed,not_computed,not_computed,8.3875,4.15,not_computed,separate_run_2026-09_staging
Burma,1891,Helm,8.0,6.5,3.8,5.2,13.3,0.329882,not_computed,0.282975,1.886154,not_computed,not_computed,not_computed,not_computed,9.05625,4.2,not_computed,separate_run_2026-09_staging
Burma,1891,Shield,5.7,6.0,3.3,6.0,11.4,0.316749,not_computed,0.282975,1.886154,not_computed,not_computed,not_computed,not_computed,9.05625,4.2,not_computed,separate_run_2026-09_staging
Burma,1891,Lore,3.8,3.6,5.2,4.0,4.2,0.237418,not_computed,0.282975,1.886154,not_computed,not_computed,not_computed,not_computed,9.05625,4.2,not_computed,separate_run_2026-09_staging
Burma,1891,Stewards,5.2,5.2,4.4,5.2,8.6,0.283145,not_computed,0.282975,1.886154,not_computed,not_computed,not_computed,not_computed,9.05625,4.2,not_computed,separate_run_2026-09_staging
Burma,1891,Craft,4.8,4.8,5.2,4.2,6.5,0.254925,not_computed,0.282975,1.886154,not_computed,not_computed,not_computed,not_computed,9.05625,4.2,not_computed,separate_run_2026-09_staging
Burma,1891,Hands,5.8,6.0,5.0,3.2,8.4,0.262911,not_computed,0.282975,1.886154,not_computed,not_computed,not_computed,not_computed,9.05625,4.2,not_computed,separate_run_2026-09_staging
Burma,1891,Archive,6.7,6.0,5.0,6.7,11.05,0.304401,not_computed,0.282975,1.886154,not_computed,not_computed,not_computed,not_computed,9.05625,4.2,not_computed,separate_run_2026-09_staging
Burma,1891,Flow,5.8,6.0,5.2,4.8,9.0,0.274372,not_computed,0.282975,1.886154,not_computed,not_computed,not_computed,not_computed,9.05625,4.2,not_computed,separate_run_2026-09_staging
Burma,1892,Helm,7.0,5.8,3.6,5.8,12.1,0.318673,not_computed,0.271763,1.826253,not_computed,not_computed,not_computed,not_computed,8.66875,4.2,not_computed,separate_run_2026-09_staging
Burma,1892,Shield,5.6,6.2,3.6,5.8,11.1,0.300954,not_computed,0.271763,1.826253,not_computed,not_computed,not_computed,not_computed,8.66875,4.2,not_computed,separate_run_2026-09_staging
Burma,1892,Lore,4.0,3.8,5.6,4.0,4.2,0.229559,not_computed,0.271763,1.826253,not_computed,not_computed,not_computed,not_computed,8.66875,4.2,not_computed,separate_run_2026-09_staging
Burma,1892,Stewards,5.6,4.4,5.2,4.4,7.0,0.262028,not_computed,0.271763,1.826253,not_computed,not_computed,not_computed,not_computed,8.66875,4.2,not_computed,separate_run_2026-09_staging
Burma,1892,Craft,4.6,5.0,5.0,4.4,6.8,0.251236,not_computed,0.271763,1.826253,not_computed,not_computed,not_computed,not_computed,8.66875,4.2,not_computed,separate_run_2026-09_staging
Burma,1892,Hands,6.0,6.4,5.4,3.2,8.6,0.253564,not_computed,0.271763,1.826253,not_computed,not_computed,not_computed,not_computed,8.66875,4.2,not_computed,separate_run_2026-09_staging
Burma,1892,Archive,7.7,5.7,5.3,5.3,10.75,0.29291,not_computed,0.271763,1.826253,not_computed,not_computed,not_computed,not_computed,8.66875,4.2,not_computed,separate_run_2026-09_staging
Burma,1892,Flow,5.6,6.0,5.0,4.4,8.8,0.265182,not_computed,0.271763,1.826253,not_computed,not_computed,not_computed,not_computed,8.66875,4.2,not_computed,separate_run_2026-09_staging
Burma,1893,Helm,7.0,6.2,3.5,6.0,12.7,0.32746,not_computed,0.279537,1.873018,not_computed,not_computed,not_computed,not_computed,9.025,4.6,not_computed,separate_run_2026-09_staging
Burma,1893,Shield,6.0,6.2,4.2,5.2,10.6,0.295356,not_computed,0.279537,1.873018,not_computed,not_computed,not_computed,not_computed,9.025,4.6,not_computed,separate_run_2026-09_staging
Burma,1893,Lore,4.2,4.2,6.2,4.8,4.6,0.235366,not_computed,0.279537,1.873018,not_computed,not_computed,not_computed,not_computed,9.025,4.6,not_computed,separate_run_2026-09_staging
Burma,1893,Stewards,5.4,5.4,4.6,5.4,8.9,0.282328,not_computed,0.279537,1.873018,not_computed,not_computed,not_computed,not_computed,9.025,4.6,not_computed,separate_run_2026-09_staging
Burma,1893,Craft,5.2,4.2,4.8,3.6,6.4,0.259333,not_computed,0.279537,1.873018,not_computed,not_computed,not_computed,not_computed,9.025,4.6,not_computed,separate_run_2026-09_staging
Burma,1893,Hands,5.8,6.4,5.0,2.8,8.6,0.257195,not_computed,0.279537,1.873018,not_computed,not_computed,not_computed,not_computed,9.025,4.6,not_computed,separate_run_2026-09_staging
Burma,1893,Archive,7.0,6.0,5.0,6.2,11.1,0.301817,not_computed,0.279537,1.873018,not_computed,not_computed,not_computed,not_computed,9.025,4.6,not_computed,separate_run_2026-09_staging
Burma,1893,Flow,5.8,6.0,5.0,5.0,9.3,0.27744,not_computed,0.279537,1.873018,not_computed,not_computed,not_computed,not_computed,9.025,4.6,not_computed,separate_run_2026-09_staging
Burma,1894,Helm,7.2,5.5,4.5,6.0,11.2,0.311974,not_computed,0.280307,1.804016,not_computed,not_computed,not_computed,not_computed,9.09375,4.1,not_computed,separate_run_2026-09_staging
Burma,1894,Shield,6.2,5.6,3.8,6.4,11.2,0.31581,not_computed,0.280307,1.804016,not_computed,not_computed,not_computed,not_computed,9.09375,4.1,not_computed,separate_run_2026-09_staging
Burma,1894,Lore,4.2,4.2,6.2,3.8,4.1,0.226025,not_computed,0.280307,1.804016,not_computed,not_computed,not_computed,not_computed,9.09375,4.1,not_computed,separate_run_2026-09_staging
Burma,1894,Stewards,4.8,5.5,4.2,4.5,8.35,0.272305,not_computed,0.280307,1.804016,not_computed,not_computed,not_computed,not_computed,9.09375,4.1,not_computed,separate_run_2026-09_staging
Burma,1894,Craft,5.5,5.8,5.0,4.2,8.4,0.266623,not_computed,0.280307,1.804016,not_computed,not_computed,not_computed,not_computed,9.09375,4.1,not_computed,separate_run_2026-09_staging
Burma,1894,Hands,6.8,5.6,5.2,3.4,8.9,0.2737,not_computed,0.280307,1.804016,not_computed,not_computed,not_computed,not_computed,9.09375,4.1,not_computed,separate_run_2026-09_staging
Burma,1894,Archive,7.0,6.3,5.3,6.0,11.0,0.295509,not_computed,0.280307,1.804016,not_computed,not_computed,not_computed,not_computed,9.09375,4.1,not_computed,separate_run_2026-09_staging
Burma,1894,Flow,6.4,6.0,5.2,4.8,9.6,0.280507,not_computed,0.280307,1.804016,not_computed,not_computed,not_computed,not_computed,9.09375,4.1,not_computed,separate_run_2026-09_staging
Burma,1895,Helm,7.4,6.0,4.6,6.0,11.8,0.303713,not_computed,0.266774,1.667176,not_computed,not_computed,not_computed,not_computed,8.9375,3.95,not_computed,separate_run_2026-09_staging
Burma,1895,Shield,6.0,6.2,4.0,5.8,11.1,0.296061,not_computed,0.266774,1.667176,not_computed,not_computed,not_computed,not_computed,8.9375,3.95,not_computed,separate_run_2026-09_staging
Burma,1895,Lore,4.2,4.8,6.8,3.5,3.95,0.209152,not_computed,0.266774,1.667176,not_computed,not_computed,not_computed,not_computed,8.9375,3.95,not_computed,separate_run_2026-09_staging
Burma,1895,Stewards,5.0,5.5,4.8,4.5,7.95,0.258337,not_computed,0.266774,1.667176,not_computed,not_computed,not_computed,not_computed,8.9375,3.95,not_computed,separate_run_2026-09_staging
Burma,1895,Craft,5.4,5.0,5.2,3.4,6.9,0.247587,not_computed,0.266774,1.667176,not_computed,not_computed,not_computed,not_computed,8.9375,3.95,not_computed,separate_run_2026-09_staging
Burma,1895,Hands,6.4,6.2,5.4,3.0,8.7,0.254524,not_computed,0.266774,1.667176,not_computed,not_computed,not_computed,not_computed,8.9375,3.95,not_computed,separate_run_2026-09_staging
Burma,1895,Archive,7.2,6.8,4.5,6.0,12.5,0.30323,not_computed,0.266774,1.667176,not_computed,not_computed,not_computed,not_computed,8.9375,3.95,not_computed,separate_run_2026-09_staging
Burma,1895,Flow,5.8,5.8,5.0,4.0,8.6,0.261584,not_computed,0.266774,1.667176,not_computed,not_computed,not_computed,not_computed,8.9375,3.95,not_computed,separate_run_2026-09_staging
Burma,1896,Helm,6.3,6.3,4.0,6.0,11.6,0.303278,not_computed,0.269828,1.781799,not_computed,not_computed,not_computed,not_computed,8.80625,4.3,not_computed,separate_run_2026-09_staging
Burma,1896,Shield,5.8,6.4,3.8,5.6,11.2,0.297058,not_computed,0.269828,1.781799,not_computed,not_computed,not_computed,not_computed,8.80625,4.3,not_computed,separate_run_2026-09_staging
Burma,1896,Lore,3.8,4.2,5.6,3.8,4.3,0.223461,not_computed,0.269828,1.781799,not_computed,not_computed,not_computed,not_computed,8.80625,4.3,not_computed,separate_run_2026-09_staging
Burma,1896,Stewards,5.0,4.3,5.0,4.3,6.45,0.254927,not_computed,0.269828,1.781799,not_computed,not_computed,not_computed,not_computed,8.80625,4.3,not_computed,separate_run_2026-09_staging
Burma,1896,Craft,5.2,5.2,4.8,4.2,7.7,0.259891,not_computed,0.269828,1.781799,not_computed,not_computed,not_computed,not_computed,8.80625,4.3,not_computed,separate_run_2026-09_staging
Burma,1896,Hands,5.5,6.2,4.5,3.2,8.8,0.259293,not_computed,0.269828,1.781799,not_computed,not_computed,not_computed,not_computed,8.80625,4.3,not_computed,separate_run_2026-09_staging
Burma,1896,Archive,7.2,6.8,4.8,5.4,11.9,0.295335,not_computed,0.269828,1.781799,not_computed,not_computed,not_computed,not_computed,8.80625,4.3,not_computed,separate_run_2026-09_staging
Burma,1896,Flow,5.3,5.7,5.0,5.0,8.5,0.265379,not_computed,0.269828,1.781799,not_computed,not_computed,not_computed,not_computed,8.80625,4.3,not_computed,separate_run_2026-09_staging
Burma,1897,Helm,7.4,6.4,4.4,5.6,12.2,0.310074,not_computed,0.275993,1.873045,not_computed,not_computed,not_computed,not_computed,8.93125,4.8,not_computed,separate_run_2026-09_staging
Burma,1897,Shield,6.0,6.4,4.2,5.8,11.1,0.298227,not_computed,0.275993,1.873045,not_computed,not_computed,not_computed,not_computed,8.93125,4.8,not_computed,separate_run_2026-09_staging
Burma,1897,Lore,4.6,4.2,6.0,4.0,4.8,0.234593,not_computed,0.275993,1.873045,not_computed,not_computed,not_computed,not_computed,8.93125,4.8,not_computed,separate_run_2026-09_staging
Burma,1897,Stewards,5.0,4.8,5.0,5.4,7.5,0.26828,not_computed,0.275993,1.873045,not_computed,not_computed,not_computed,not_computed,8.93125,4.8,not_computed,separate_run_2026-09_staging
Burma,1897,Craft,5.4,5.0,4.6,4.2,7.9,0.269187,not_computed,0.275993,1.873045,not_computed,not_computed,not_computed,not_computed,8.93125,4.8,not_computed,separate_run_2026-09_staging
Burma,1897,Hands,5.8,6.0,4.4,3.2,9.0,0.268568,not_computed,0.275993,1.873045,not_computed,not_computed,not_computed,not_computed,8.93125,4.8,not_computed,separate_run_2026-09_staging
Burma,1897,Archive,6.0,6.0,5.0,5.3,9.65,0.280412,not_computed,0.275993,1.873045,not_computed,not_computed,not_computed,not_computed,8.93125,4.8,not_computed,separate_run_2026-09_staging
Burma,1897,Flow,5.8,5.8,4.8,5.0,9.3,0.278603,not_computed,0.275993,1.873045,not_computed,not_computed,not_computed,not_computed,8.93125,4.8,not_computed,separate_run_2026-09_staging
Burma,1898,Helm,7.0,6.3,3.7,6.0,12.6,0.327671,not_computed,0.28525,1.906075,not_computed,not_computed,not_computed,not_computed,9.25625,4.5,not_computed,separate_run_2026-09_staging
Burma,1898,Shield,6.4,6.2,3.8,5.8,11.7,0.316571,not_computed,0.28525,1.906075,not_computed,not_computed,not_computed,not_computed,9.25625,4.5,not_computed,separate_run_2026-09_staging
Burma,1898,Lore,4.5,3.8,5.8,4.0,4.5,0.24056,not_computed,0.28525,1.906075,not_computed,not_computed,not_computed,not_computed,9.25625,4.5,not_computed,separate_run_2026-09_staging
Burma,1898,Stewards,5.2,5.0,4.5,5.2,8.3,0.282757,not_computed,0.28525,1.906075,not_computed,not_computed,not_computed,not_computed,9.25625,4.5,not_computed,separate_run_2026-09_staging
Burma,1898,Craft,4.5,6.0,4.8,4.5,7.95,0.260848,not_computed,0.28525,1.906075,not_computed,not_computed,not_computed,not_computed,9.25625,4.5,not_computed,separate_run_2026-09_staging
Burma,1898,Hands,6.0,6.2,5.8,3.0,7.9,0.25252,not_computed,0.28525,1.906075,not_computed,not_computed,not_computed,not_computed,9.25625,4.5,not_computed,separate_run_2026-09_staging
Burma,1898,Archive,7.4,5.8,4.8,6.4,11.6,0.315145,not_computed,0.28525,1.906075,not_computed,not_computed,not_computed,not_computed,9.25625,4.5,not_computed,separate_run_2026-09_staging
Burma,1898,Flow,6.2,5.8,5.0,5.0,9.5,0.285928,not_computed,0.28525,1.906075,not_computed,not_computed,not_computed,not_computed,9.25625,4.5,not_computed,separate_run_2026-09_staging
Burma,1899,Helm,7.0,5.8,4.2,5.8,11.5,0.306909,not_computed,0.270261,1.742206,not_computed,not_computed,not_computed,not_computed,8.8,3.7,not_computed,separate_run_2026-09_staging
Burma,1899,Shield,6.0,6.2,4.0,6.6,11.5,0.304854,not_computed,0.270261,1.742206,not_computed,not_computed,not_computed,not_computed,8.8,3.7,not_computed,separate_run_2026-09_staging
Burma,1899,Lore,4.0,4.0,6.2,3.8,3.7,0.218583,not_computed,0.270261,1.742206,not_computed,not_computed,not_computed,not_computed,8.8,3.7,not_computed,separate_run_2026-09_staging
Burma,1899,Stewards,4.8,5.2,5.2,5.4,7.5,0.259436,not_computed,0.270261,1.742206,not_computed,not_computed,not_computed,not_computed,8.8,3.7,not_computed,separate_run_2026-09_staging
Burma,1899,Craft,5.0,4.8,4.8,3.6,6.8,0.251533,not_computed,0.270261,1.742206,not_computed,not_computed,not_computed,not_computed,8.8,3.7,not_computed,separate_run_2026-09_staging
Burma,1899,Hands,5.7,6.0,4.7,3.0,8.5,0.257456,not_computed,0.270261,1.742206,not_computed,not_computed,not_computed,not_computed,8.8,3.7,not_computed,separate_run_2026-09_staging
Burma,1899,Archive,7.6,6.2,5.2,5.2,11.2,0.291842,not_computed,0.270261,1.742206,not_computed,not_computed,not_computed,not_computed,8.8,3.7,not_computed,separate_run_2026-09_staging
Burma,1899,Flow,6.0,6.4,5.2,5.0,9.7,0.271473,not_computed,0.270261,1.742206,not_computed,not_computed,not_computed,not_computed,8.8,3.7,not_computed,separate_run_2026-09_staging
Burma,1900,Helm,7.0,7.0,4.0,6.8,13.4,0.358003,not_computed,0.330546,2.206866,not_computed,not_computed,not_computed,not_computed,11.15,6.8,not_computed,separate_run_2026-09_staging
Burma,1900,Shield,6.3,7.7,3.3,5.7,13.55,0.352661,not_computed,0.330546,2.206866,not_computed,not_computed,not_computed,not_computed,11.15,6.8,not_computed,separate_run_2026-09_staging
Burma,1900,Lore,5.2,4.6,5.6,5.2,6.8,0.287634,not_computed,0.330546,2.206866,not_computed,not_computed,not_computed,not_computed,11.15,6.8,not_computed,separate_run_2026-09_staging
Burma,1900,Stewards,5.0,6.8,5.0,5.2,9.4,0.295299,not_computed,0.330546,2.206866,not_computed,not_computed,not_computed,not_computed,11.15,6.8,not_computed,separate_run_2026-09_staging
Burma,1900,Craft,5.2,5.2,4.0,5.0,8.9,0.314771,not_computed,0.330546,2.206866,not_computed,not_computed,not_computed,not_computed,11.15,6.8,not_computed,separate_run_2026-09_staging
Burma,1900,Hands,5.0,6.0,4.3,2.7,8.05,0.279823,not_computed,0.330546,2.206866,not_computed,not_computed,not_computed,not_computed,11.15,6.8,not_computed,separate_run_2026-09_staging
Burma,1900,Archive,6.5,7.5,2.5,7.2,15.1,0.387061,not_computed,0.330546,2.206866,not_computed,not_computed,not_computed,not_computed,11.15,6.8,not_computed,separate_run_2026-09_staging
Burma,1900,Flow,6.8,7.2,3.0,6.0,14.0,0.369112,not_computed,0.330546,2.206866,not_computed,not_computed,not_computed,not_computed,11.15,6.8,not_computed,separate_run_2026-09_staging
Burma,1901,Helm,7.4,7.0,4.0,6.6,13.7,0.367574,not_computed,0.340393,2.292325,not_computed,not_computed,not_computed,not_computed,11.175,7.85,not_computed,separate_run_2026-09_staging
Burma,1901,Shield,7.0,6.8,4.5,6.8,12.7,0.353517,not_computed,0.340393,2.292325,not_computed,not_computed,not_computed,not_computed,11.175,7.85,not_computed,separate_run_2026-09_staging
Burma,1901,Lore,4.8,5.4,4.6,5.2,8.2,0.304319,not_computed,0.340393,2.292325,not_computed,not_computed,not_computed,not_computed,11.175,7.85,not_computed,separate_run_2026-09_staging
Burma,1901,Stewards,5.0,5.8,5.2,4.5,7.85,0.289166,not_computed,0.340393,2.292325,not_computed,not_computed,not_computed,not_computed,11.175,7.85,not_computed,separate_run_2026-09_staging
Burma,1901,Craft,5.6,5.4,4.0,4.4,9.2,0.319972,not_computed,0.340393,2.292325,not_computed,not_computed,not_computed,not_computed,11.175,7.85,not_computed,separate_run_2026-09_staging
Burma,1901,Hands,6.0,5.2,4.2,3.5,8.75,0.312887,not_computed,0.340393,2.292325,not_computed,not_computed,not_computed,not_computed,11.175,7.85,not_computed,separate_run_2026-09_staging
Burma,1901,Archive,7.6,6.6,3.2,7.2,14.6,0.393029,not_computed,0.340393,2.292325,not_computed,not_computed,not_computed,not_computed,11.175,7.85,not_computed,separate_run_2026-09_staging
Burma,1901,Flow,7.0,7.2,2.8,6.0,14.4,0.382675,not_computed,0.340393,2.292325,not_computed,not_computed,not_computed,not_computed,11.175,7.85,not_computed,separate_run_2026-09_staging
Burma,1902,Helm,6.8,6.5,4.0,7.2,12.9,0.357262,not_computed,0.328019,2.205516,not_computed,not_computed,not_computed,not_computed,10.96875,7.7,not_computed,separate_run_2026-09_staging
Burma,1902,Shield,7.0,6.8,4.2,5.5,12.35,0.340803,not_computed,0.328019,2.205516,not_computed,not_computed,not_computed,not_computed,10.96875,7.7,not_computed,separate_run_2026-09_staging
Burma,1902,Lore,4.8,5.4,5.0,5.0,7.7,0.288877,not_computed,0.328019,2.205516,not_computed,not_computed,not_computed,not_computed,10.96875,7.7,not_computed,separate_run_2026-09_staging
Burma,1902,Stewards,4.8,6.0,5.2,4.4,7.8,0.279091,not_computed,0.328019,2.205516,not_computed,not_computed,not_computed,not_computed,10.96875,7.7,not_computed,separate_run_2026-09_staging
Burma,1902,Craft,4.8,5.2,4.0,5.2,8.6,0.309106,not_computed,0.328019,2.205516,not_computed,not_computed,not_computed,not_computed,10.96875,7.7,not_computed,separate_run_2026-09_staging
Burma,1902,Hands,5.8,6.5,4.2,2.8,9.5,0.29552,not_computed,0.328019,2.205516,not_computed,not_computed,not_computed,not_computed,10.96875,7.7,not_computed,separate_run_2026-09_staging
Burma,1902,Archive,7.4,7.0,3.0,7.0,14.9,0.384717,not_computed,0.328019,2.205516,not_computed,not_computed,not_computed,not_computed,10.96875,7.7,not_computed,separate_run_2026-09_staging
Burma,1902,Flow,7.2,7.0,3.2,6.0,14.0,0.368773,not_computed,0.328019,2.205516,not_computed,not_computed,not_computed,not_computed,10.96875,7.7,not_computed,separate_run_2026-09_staging
Burma,1903,Helm,7.4,6.6,4.2,7.0,13.3,0.364862,not_computed,0.33748,2.303082,not_computed,not_computed,not_computed,not_computed,11.1625,7.2,not_computed,separate_run_2026-09_staging
Burma,1903,Shield,6.3,7.7,3.3,7.0,14.2,0.369363,not_computed,0.33748,2.303082,not_computed,not_computed,not_computed,not_computed,11.1625,7.2,not_computed,separate_run_2026-09_staging
Burma,1903,Lore,4.8,5.0,5.2,5.2,7.2,0.291933,not_computed,0.33748,2.303082,not_computed,not_computed,not_computed,not_computed,11.1625,7.2,not_computed,separate_run_2026-09_staging
Burma,1903,Stewards,5.5,6.0,5.8,5.8,8.6,0.297349,not_computed,0.33748,2.303082,not_computed,not_computed,not_computed,not_computed,11.1625,7.2,not_computed,separate_run_2026-09_staging
Burma,1903,Craft,5.8,5.0,4.2,4.8,9.0,0.321911,not_computed,0.33748,2.303082,not_computed,not_computed,not_computed,not_computed,11.1625,7.2,not_computed,separate_run_2026-09_staging
Burma,1903,Hands,6.0,6.0,4.2,3.2,9.4,0.308041,not_computed,0.33748,2.303082,not_computed,not_computed,not_computed,not_computed,11.1625,7.2,not_computed,separate_run_2026-09_staging
Burma,1903,Archive,6.2,7.0,2.8,6.8,13.8,0.376825,not_computed,0.33748,2.303082,not_computed,not_computed,not_computed,not_computed,11.1625,7.2,not_computed,separate_run_2026-09_staging
Burma,1903,Flow,7.4,7.0,3.4,5.6,13.8,0.369552,not_computed,0.33748,2.303082,not_computed,not_computed,not_computed,not_computed,11.1625,7.2,not_computed,separate_run_2026-09_staging
Burma,1904,Helm,6.0,6.8,4.0,7.0,12.3,0.350779,not_computed,0.338161,2.324912,not_computed,not_computed,not_computed,not_computed,11.2375,8.1,not_computed,separate_run_2026-09_staging
Burma,1904,Shield,7.2,7.2,3.8,6.0,13.6,0.362331,not_computed,0.338161,2.324912,not_computed,not_computed,not_computed,not_computed,11.2375,8.1,not_computed,separate_run_2026-09_staging
Burma,1904,Lore,4.8,5.8,5.0,5.0,8.1,0.293718,not_computed,0.338161,2.324912,not_computed,not_computed,not_computed,not_computed,11.2375,8.1,not_computed,separate_run_2026-09_staging
Burma,1904,Stewards,5.2,6.4,5.0,5.2,9.2,0.302034,not_computed,0.338161,2.324912,not_computed,not_computed,not_computed,not_computed,11.2375,8.1,not_computed,separate_run_2026-09_staging
Burma,1904,Craft,4.8,5.0,3.8,5.2,8.6,0.318148,not_computed,0.338161,2.324912,not_computed,not_computed,not_computed,not_computed,11.2375,8.1,not_computed,separate_run_2026-09_staging
Burma,1904,Hands,6.5,5.8,4.0,3.0,9.8,0.318163,not_computed,0.338161,2.324912,not_computed,not_computed,not_computed,not_computed,11.2375,8.1,not_computed,separate_run_2026-09_staging
Burma,1904,Archive,7.0,7.4,3.2,6.4,14.4,0.37614,not_computed,0.338161,2.324912,not_computed,not_computed,not_computed,not_computed,11.2375,8.1,not_computed,separate_run_2026-09_staging
Burma,1904,Flow,7.2,6.5,2.8,6.0,13.9,0.383976,not_computed,0.338161,2.324912,not_computed,not_computed,not_computed,not_computed,11.2375,8.1,not_computed,separate_run_2026-09_staging
Burma,1906,Helm,7.2,6.8,4.4,7.0,13.1,0.354173,not_computed,0.331189,2.277843,not_computed,not_computed,not_computed,not_computed,11.01875,7.3,not_computed,separate_run_2026-09_staging
Burma,1906,Shield,6.4,7.4,3.4,6.2,13.5,0.357087,not_computed,0.331189,2.277843,not_computed,not_computed,not_computed,not_computed,11.01875,7.3,not_computed,separate_run_2026-09_staging
Burma,1906,Lore,5.4,4.6,5.2,5.0,7.3,0.295898,not_computed,0.331189,2.277843,not_computed,not_computed,not_computed,not_computed,11.01875,7.3,not_computed,separate_run_2026-09_staging
Burma,1906,Stewards,5.0,6.0,5.2,4.8,8.2,0.287815,not_computed,0.331189,2.277843,not_computed,not_computed,not_computed,not_computed,11.01875,7.3,not_computed,separate_run_2026-09_staging
Burma,1906,Craft,4.6,5.2,4.0,5.2,8.4,0.307356,not_computed,0.331189,2.277843,not_computed,not_computed,not_computed,not_computed,11.01875,7.3,not_computed,separate_run_2026-09_staging
Burma,1906,Hands,6.0,5.6,3.4,2.6,9.5,0.31288,not_computed,0.331189,2.277843,not_computed,not_computed,not_computed,not_computed,11.01875,7.3,not_computed,separate_run_2026-09_staging
Burma,1906,Archive,7.6,7.6,3.6,6.2,14.7,0.369292,not_computed,0.331189,2.277843,not_computed,not_computed,not_computed,not_computed,11.01875,7.3,not_computed,separate_run_2026-09_staging
Burma,1906,Flow,6.3,7.0,3.0,6.3,13.45,0.365013,not_computed,0.331189,2.277843,not_computed,not_computed,not_computed,not_computed,11.01875,7.3,not_computed,separate_run_2026-09_staging
Burma,1907,Helm,7.5,6.8,4.2,7.0,13.6,0.358486,not_computed,0.325548,2.310479,not_computed,not_computed,not_computed,not_computed,11.0125,7.8,not_computed,separate_run_2026-09_staging
Burma,1907,Shield,7.0,7.5,4.5,5.5,12.75,0.333184,not_computed,0.325548,2.310479,not_computed,not_computed,not_computed,not_computed,11.0125,7.8,not_computed,separate_run_2026-09_staging
Burma,1907,Lore,5.2,5.2,5.2,5.2,7.8,0.292049,not_computed,0.325548,2.310479,not_computed,not_computed,not_computed,not_computed,11.0125,7.8,not_computed,separate_run_2026-09_staging
