Set,Society,T,Vbar,Vmin,smin,Bbar,lam2,r11,r12
1,Society_G,43,8.5,-1.5,-1.8,0.263155,1.4289963978341136,Phantom Type II,Phantom Type II
1,Society_G,44,5.75,-3.5,-1.89,0.214802,1.207400671057297,Phantom Type II,Phantom Type II
1,Society_G,45,-2.125,-3.5,-1.89,0.116498,0.8849749595120827,Freeze/Collapse,Freeze/Collapse
1,Society_G,46,0.1875,-1.5,-1.35,0.141515,1.028990400629631,Systemic Crisis,Systemic Crisis
1,Society_G,47,3.1875,1.5,-1.2,0.183484,1.345276265980528,Phantom Type II,Phantom Type II
1,Society_G,48,6.1875,4.5,-0.96,0.234792,1.7327158464575387,Phantom Type II,Phantom Type II
1,Society_G,49,9.25,7.5,-0.4,0.299573,2.214124841202411,Strained,Strained
1,Society_G,50,12.4375,10.5,0.42,0.383667,2.826252440317276,Stable Adaptive,Stable Adaptive
1,Society_G,51,15.4375,13.5,1.47,0.477096,3.530437633195555,Stable Adaptive,Stable Adaptive
1,Society_G,52,18.4375,16.5,2.8,0.58982,4.381425127681477,Stable Adaptive,Stable Adaptive
1,Society_G,53,20.5,19.5,4.41,0.681681,5.2361479864280005,Stable Adaptive,Stable Adaptive
1,Society_G,54,20.5,19.5,4.41,0.681681,5.2361479864280005,Stable Adaptive,Stable Adaptive
1,Society_G,55,20.5,19.5,4.41,0.681681,5.2361479864280005,Stable Adaptive,Stable Adaptive
1,Society_G,56,20.5,19.5,4.41,0.681681,5.2361479864280005,Stable Adaptive,Stable Adaptive
1,Society_G,57,20.5,19.5,4.41,0.681681,5.2361479864280005,Stable Adaptive,Stable Adaptive
1,Society_G,58,20.5,19.5,4.41,0.681681,5.2361479864280005,Stable Adaptive,Stable Adaptive
1,Society_G,59,20.5,19.5,4.41,0.681681,5.2361479864280005,Stable Adaptive,Stable Adaptive
1,Society_G,60,20.5,19.5,4.41,0.681681,5.2361479864280005,Stable Adaptive,Stable Adaptive
1,Society_G,61,20.5,19.5,4.41,0.681681,5.2361479864280005,Stable Adaptive,Stable Adaptive
1,Society_G,62,20.5,19.5,4.41,0.681681,5.2361479864280005,Stable Adaptive,Stable Adaptive
1,Society_G,63,20.5,19.5,4.41,0.681681,5.2361479864280005,Stable Adaptive,Stable Adaptive
1,Society_G,64,20.5,19.5,4.41,0.681681,5.2361479864280005,Stable Adaptive,Stable Adaptive
1,Society_G,65,20.5,19.5,4.41,0.681681,5.2361479864280005,Stable Adaptive,Stable Adaptive
1,Society_G,66,20.5,19.5,4.41,0.681681,5.2361479864280005,Stable Adaptive,Stable Adaptive
1,Society_G,67,20.5,19.5,4.41,0.681681,5.2361479864280005,Stable Adaptive,Stable Adaptive
1,Society_G,68,20.5,19.5,4.41,0.681681,5.2361479864280005,Stable Adaptive,Stable Adaptive
1,Society_G,69,20.5,19.5,4.41,0.681681,5.2361479864280005,Stable Adaptive,Stable Adaptive
1,Society_G,70,20.5,19.5,4.41,0.681681,5.2361479864280005,Stable Adaptive,Stable Adaptive
1,Society_G,71,20.5,19.5,4.41,0.681681,5.2361479864280005,Stable Adaptive,Stable Adaptive
1,Society_G,72,20.5,19.5,4.41,0.681681,5.2361479864280005,Stable Adaptive,Stable Adaptive
1,Society_G,73,18.25,16.5,2.8,0.554214,4.137578838291515,Stable Adaptive,Stable Adaptive
1,Society_G,74,18.25,16.5,2.8,0.554214,4.137578838291515,Stable Adaptive,Stable Adaptive
1,Society_G,75,18.25,16.5,2.8,0.554214,4.137578838291515,Stable Adaptive,Stable Adaptive
1,Society_G,76,20.5,19.5,4.41,0.681681,5.2361479864280005,Stable Adaptive,Stable Adaptive
1,Society_G,77,20.5,19.5,4.41,0.681681,5.2361479864280005,Stable Adaptive,Stable Adaptive
1,Society_G,78,20.5,19.5,4.41,0.681681,5.2361479864280005,Stable Adaptive,Stable Adaptive
1,Society_G,79,20.5,19.5,4.41,0.681681,5.2361479864280005,Stable Adaptive,Stable Adaptive
1,Society_G,80,20.5,19.5,4.41,0.681681,5.2361479864280005,Stable Adaptive,Stable Adaptive
1,Society_G,81,20.5,19.5,4.41,0.681681,5.2361479864280005,Stable Adaptive,Stable Adaptive
1,Society_G,82,20.5,19.5,4.41,0.681681,5.2361479864280005,Stable Adaptive,Stable Adaptive
1,Society_G,83,20.5,19.5,4.41,0.681681,5.2361479864280005,Stable Adaptive,Stable Adaptive
1,Society_G,84,20.5,19.5,4.41,0.681681,5.2361479864280005,Stable Adaptive,Stable Adaptive
1,Society_G,85,20.5,19.5,4.41,0.681681,5.2361479864280005,Stable Adaptive,Stable Adaptive
1,Society_G,86,20.5,19.5,4.41,0.681681,5.2361479864280005,Stable Adaptive,Stable Adaptive
1,Society_G,87,20.5,19.5,4.41,0.681681,5.2361479864280005,Stable Adaptive,Stable Adaptive
1,Society_G,88,20.5,19.5,4.41,0.681681,5.2361479864280005,Stable Adaptive,Stable Adaptive
1,Society_G,89,20.5,19.5,4.41,0.681681,5.2361479864280005,Stable Adaptive,Stable Adaptive
1,Society_G,90,18.1875,16.5,2.8,0.551087,4.125814151000167,Stable Adaptive,Stable Adaptive
1,Society_G,91,15.5625,13.5,1.26,0.459005,3.3860571013516845,Stable Adaptive,Stable Adaptive
1,Society_G,92,12.9375,10.5,0.0,0.381316,2.767813520291333,Stable Adaptive,Stable Adaptive
1,Society_G,93,10.3125,7.5,-0.9,0.31579,2.251840417062958,Phantom Type II,Phantom Type II
1,Society_G,94,7.6875,4.5,-1.44,0.260533,1.8190871456738233,Phantom Type II,Phantom Type II
1,Society_G,95,7.6875,4.5,-1.44,0.260533,1.8190871456738233,Phantom Type II,Phantom Type II
1,Society_G,96,7.6875,4.5,-1.44,0.260533,1.8190871456738233,Phantom Type II,Phantom Type II
1,Society_G,97,7.6875,4.5,-1.44,0.260533,1.8190871456738233,Phantom Type II,Phantom Type II
1,Society_G,98,4.4375,1.0,-1.44,0.194533,1.324904560725463,Phantom Type II,Phantom Type II
1,Society_G,99,4.4375,1.0,-1.44,0.194533,1.324904560725463,Phantom Type II,Phantom Type II
1,Society_G,100,4.4375,1.0,-1.44,0.194533,1.324904560725463,Phantom Type II,Phantom Type II
1,Society_G,101,4.4375,1.0,-1.44,0.194533,1.324904560725463,Phantom Type II,Phantom Type II
1,Society_G,102,4.4375,1.0,-1.44,0.194533,1.324904560725463,Phantom Type II,Phantom Type II
1,Society_G,103,4.4375,1.0,-1.44,0.194533,1.324904560725463,Phantom Type II,Phantom Type II
1,Society_G,104,4.4375,1.0,-1.44,0.194533,1.324904560725463,Phantom Type II,Phantom Type II
1,Society_G,105,4.4375,1.0,-1.44,0.194533,1.324904560725463,Phantom Type II,Phantom Type II
1,Society_G,106,4.4375,1.0,-1.44,0.194533,1.324904560725463,Phantom Type II,Phantom Type II
1,Society_G,107,4.4375,1.0,-1.44,0.194533,1.324904560725463,Phantom Type II,Phantom Type II
1,Society_G,108,4.4375,1.0,-1.44,0.194533,1.324904560725463,Phantom Type II,Phantom Type II
1,Society_G,109,4.4375,1.0,-1.44,0.194533,1.324904560725463,Phantom Type II,Phantom Type II
1,Society_G,110,4.4375,1.0,-1.44,0.194533,1.324904560725463,Phantom Type II,Phantom Type II
1,Society_G,111,1.5625,-2.0,-1.62,0.15446,1.0469558411996784,Systemic Crisis,Systemic Crisis
1,Society_G,112,1.5625,-2.0,-1.62,0.15446,1.0469558411996784,Systemic Crisis,Systemic Crisis
1,Society_G,113,1.5625,-2.0,-1.62,0.15446,1.0469558411996784,Systemic Crisis,Systemic Crisis
1,Society_G,114,1.5625,-2.0,-1.62,0.15446,1.0469558411996784,Systemic Crisis,Systemic Crisis
1,Society_G,115,1.5625,-2.0,-1.62,0.15446,1.0469558411996784,Systemic Crisis,Systemic Crisis
1,Society_G,116,1.5625,-2.0,-1.62,0.15446,1.0469558411996784,Systemic Crisis,Systemic Crisis
1,Society_G,117,1.5625,-2.0,-1.62,0.15446,1.0469558411996784,Systemic Crisis,Systemic Crisis
1,Society_G,118,1.5625,-2.0,-1.62,0.15446,1.0469558411996784,Systemic Crisis,Systemic Crisis
1,Society_G,119,1.5625,-2.0,-1.62,0.15446,1.0469558411996784,Systemic Crisis,Systemic Crisis
1,Society_G,120,1.4375,-2.0,-1.62,0.150641,1.0329087229973424,Systemic Crisis,Systemic Crisis
1,Society_G,121,1.4375,-2.0,-1.62,0.150641,1.0329087229973424,Systemic Crisis,Systemic Crisis
1,Society_G,122,1.4375,-2.0,-1.62,0.150641,1.0329087229973424,Systemic Crisis,Systemic Crisis
1,Society_G,123,1.4375,-2.0,-1.62,0.150641,1.0329087229973424,Systemic Crisis,Systemic Crisis
1,Society_G,124,1.4375,-2.0,-1.62,0.150641,1.0329087229973424,Systemic Crisis,Systemic Crisis
1,Society_G,125,1.4375,-2.0,-1.62,0.150641,1.0329087229973424,Systemic Crisis,Systemic Crisis
1,Society_H,0,12.5625,6.5,-0.25,0.352685,2.1457563744120254,Strained,Strained
1,Society_H,1,12.6875,7.5,0.0,0.357505,2.2983576385046036,Stable Adaptive,Stable Adaptive
1,Society_H,2,13.625,8.0,0.0,0.37732,2.4528643869955586,Stable Adaptive,Stable Adaptive
1,Society_H,3,13.875,10.0,0.36,0.381471,2.5842432932923396,Stable Adaptive,Stable Adaptive
1,Society_H,4,12.625,7.0,-0.3,0.328476,2.135342473787987,Strained,Strained
1,Society_H,5,13.875,10.0,0.36,0.381471,2.5842432932923396,Stable Adaptive,Stable Adaptive
1,Society_H,6,13.875,10.0,0.36,0.381471,2.5842432932923396,Stable Adaptive,Stable Adaptive
1,Society_H,7,13.875,10.0,0.36,0.381471,2.5842432932923396,Stable Adaptive,Stable Adaptive
1,Society_H,8,14.0,11.0,0.72,0.387277,2.7642754769815814,Stable Adaptive,Stable Adaptive
1,Society_H,9,13.125,10.0,0.36,0.342791,2.436550475688091,Stable Adaptive,Stable Adaptive
1,Society_H,10,12.125,9.0,0.0,0.319354,2.1940040063408417,Stable Adaptive,Stable Adaptive
1,Society_H,11,13.125,10.0,0.36,0.342791,2.436550475688091,Stable Adaptive,Stable Adaptive
1,Society_H,12,13.875,10.0,0.36,0.381471,2.5842432932923396,Stable Adaptive,Stable Adaptive
1,Society_H,13,13.875,10.0,0.36,0.381471,2.5842432932923396,Stable Adaptive,Stable Adaptive
1,Society_H,14,12.25,9.0,0.0,0.319266,2.2026496190791818,Stable Adaptive,Stable Adaptive
1,Society_H,15,11.375,7.0,-0.3,0.299455,2.0288474319305827,Strained,Strained
1,Society_H,16,11.375,7.0,-0.3,0.299455,2.0288474319305827,Strained,Strained
1,Society_H,17,9.875,6.0,-0.6,0.25485,1.7422926391602052,Strained,Strained
1,Society_H,18,7.5,3.0,-0.96,0.206732,1.3856098594089616,Phantom Type II,Phantom Type II
1,Society_H,19,9.875,6.0,-0.6,0.25485,1.7422926391602052,Strained,Strained
1,Society_H,20,11.375,7.0,-0.3,0.299455,2.0288474319305827,Strained,Strained
1,Society_H,21,12.625,10.0,0.36,0.342791,2.436550475688091,Stable Adaptive,Stable Adaptive
1,Society_H,22,10.625,7.0,-0.3,0.272994,1.9183296999534838,Strained,Strained
1,Society_H,23,9.875,6.0,-0.72,0.250786,1.7189468944708832,Phantom Type II,Phantom Type II
1,Society_H,24,9.125,5.0,-0.9,0.240203,1.5765038094914823,Phantom Type II,Phantom Type II
1,Society_H,25,10.375,7.0,-0.72,0.268769,1.8591262999073805,Phantom Type II,Phantom Type II
1,Society_H,26,9.0,5.0,-0.9,0.231347,1.5459433390904895,Phantom Type II,Phantom Type II
1,Society_H,27,9.0,5.0,-0.9,0.231347,1.5459433390904895,Phantom Type II,Phantom Type II
1,Society_H,28,9.0,5.0,-0.9,0.231347,1.5459433390904895,Phantom Type II,Phantom Type II
1,Society_H,29,7.125,3.0,-1.26,0.190404,1.3174827910652704,Phantom Type II,Phantom Type II
1,Society_H,30,4.25,2.0,-1.75,0.150095,1.0742459410494776,Phantom Type II,Phantom Type II
1,Society_H,31,9.125,6.0,-0.6,0.230937,1.6441008861564625,Strained,Strained
1,Society_H,32,5.75,2.0,-1.26,0.173157,1.1755363697114583,Phantom Type II,Phantom Type II
1,Society_H,33,11.25,6.5,-0.7,0.291288,1.9388718816838304,Phantom Type II,Phantom Type II
1,Society_H,34,13.375,9.5,0.0,0.345124,2.364550288631519,Stable Adaptive,Stable Adaptive
1,Society_H,35,9.875,5.5,-1.05,0.244465,1.6415409319438972,Phantom Type II,Phantom Type II
1,Society_H,36,13.375,9.5,0.0,0.345124,2.364550288631519,Stable Adaptive,Stable Adaptive
1,Society_H,37,11.0,6.5,-0.7,0.266339,1.8456075059367012,Phantom Type II,Phantom Type II
1,Society_H,38,15.25,10.5,0.42,0.416625,2.7949927826328977,Stable Adaptive,Stable Adaptive
1,Society_H,39,15.25,10.5,0.42,0.416625,2.7949927826328977,Stable Adaptive,Stable Adaptive
1,Society_H,40,16.125,13.5,1.47,0.442009,3.196257454052266,Stable Adaptive,Stable Adaptive
1,Society_H,41,16.125,13.5,1.47,0.442009,3.196257454052266,Stable Adaptive,Stable Adaptive
1,Society_H,42,15.3125,12.5,0.98,0.387277,2.7928718279099876,Stable Adaptive,Stable Adaptive
1,Society_H,43,15.3125,12.5,0.98,0.387277,2.7928718279099876,Stable Adaptive,Stable Adaptive
1,Society_H,44,14.1875,11.5,0.49,0.337144,2.431336143000915,Stable Adaptive,Stable Adaptive
1,Society_H,45,10.0,7.5,-0.84,0.23789,1.6981091574836027,Phantom Type II,Phantom Type II
1,Society_H,46,10.0,8.5,-0.42,0.244126,1.8165797537909103,Strained,Strained
1,Society_H,47,11.5,9.5,0.0,0.296477,2.1746531567608782,Stable Adaptive,Stable Adaptive
1,Society_H,48,13.0,10.5,0.42,0.347818,2.527172068793139,Stable Adaptive,Stable Adaptive
1,Society_H,49,13.0,10.5,0.42,0.347818,2.527172068793139,Stable Adaptive,Stable Adaptive
1,Society_H,50,13.25,12.5,0.98,0.351438,2.642580503670696,Stable Adaptive,Stable Adaptive
1,Society_H,51,15.875,13.5,1.47,0.442009,3.196257454052266,Stable Adaptive,Stable Adaptive
1,Society_H,52,15.875,13.5,1.47,0.442009,3.196257454052266,Stable Adaptive,Stable Adaptive
1,Society_H,53,16.125,13.5,1.47,0.442009,3.196257454052266,Stable Adaptive,Stable Adaptive
1,Society_H,54,10.125,8.0,-0.96,0.242105,1.7561921257204802,Phantom Type II,Phantom Type II
1,Society_H,55,13.875,12.5,0.98,0.35766,2.6415141274879117,Stable Adaptive,Stable Adaptive
1,Society_H,56,16.125,13.5,1.47,0.442009,3.196257454052266,Stable Adaptive,Stable Adaptive
1,Society_H,57,16.125,13.5,1.47,0.442009,3.196257454052266,Stable Adaptive,Stable Adaptive
1,Society_H,58,16.125,13.5,1.47,0.442009,3.196257454052266,Stable Adaptive,Stable Adaptive
1,Society_H,59,15.125,12.5,0.98,0.384791,2.7825037270646353,Stable Adaptive,Stable Adaptive
1,Society_H,60,15.125,12.5,0.98,0.384791,2.7825037270646353,Stable Adaptive,Stable Adaptive
1,Society_H,61,10.25,8.5,-0.48,0.246064,1.8238263043174723,Strained,Strained
1,Society_H,62,10.25,8.5,-0.48,0.246064,1.8238263043174723,Strained,Strained
1,Society_H,63,7.875,5.5,-1.2,0.202792,1.4709531545478598,Phantom Type II,Phantom Type II
1,Society_H,64,5.0625,2.5,-1.6,0.161347,1.159188432777512,Phantom Type II,Phantom Type II
1,Society_H,65,11.875,8.5,-0.42,0.292209,2.028327299405478,Strained,Strained
1,Society_H,66,12.625,9.5,0.0,0.318822,2.2650896474898725,Stable Adaptive,Stable Adaptive
1,Society_H,67,12.625,9.5,0.0,0.318822,2.2650896474898725,Stable Adaptive,Stable Adaptive
1,Society_H,68,11.75,8.5,-0.42,0.277551,1.9718750685385273,Strained,Strained
1,Society_H,69,14.75,10.5,0.42,0.373564,2.63098958619419,Stable Adaptive,Stable Adaptive
1,Society_H,70,14.75,10.5,0.42,0.373564,2.63098958619419,Stable Adaptive,Stable Adaptive
1,Society_H,71,15.0,12.5,0.98,0.377333,2.751249161733717,Stable Adaptive,Stable Adaptive
1,Society_H,72,16.5,13.5,1.47,0.450306,3.229059569265937,Stable Adaptive,Stable Adaptive
1,Society_H,73,16.5,13.5,1.47,0.450306,3.229059569265937,Stable Adaptive,Stable Adaptive
1,Society_H,74,15.0,12.5,0.98,0.384791,2.7825037270646353,Stable Adaptive,Stable Adaptive
1,Society_H,75,15.0,12.5,0.98,0.384791,2.7825037270646353,Stable Adaptive,Stable Adaptive
1,Society_H,76,13.375,9.5,0.0,0.331663,2.3162384503157325,Stable Adaptive,Stable Adaptive
1,Society_H,77,13.375,9.5,0.0,0.331663,2.3162384503157325,Stable Adaptive,Stable Adaptive
1,Society_H,78,11.5,8.5,-0.42,0.274796,1.9609889336923196,Strained,Strained
1,Society_H,79,11.5,8.5,-0.42,0.274796,1.9609889336923196,Strained,Strained
1,Society_H,80,9.625,5.5,-1.05,0.231861,1.6066946539167517,Phantom Type II,Phantom Type II
1,Society_H,81,9.0,5.5,-1.05,0.219441,1.5537298008659943,Phantom Type II,Phantom Type II
1,Society_H,82,8.0,4.5,-1.44,0.202788,1.4008410206676463,Phantom Type II,Phantom Type II
1,Society_H,83,6.625,2.5,-1.6,0.178668,1.2410217031119255,Phantom Type II,Phantom Type II
1,Society_H,84,8.75,5.5,-1.05,0.217064,1.5446944251761736,Phantom Type II,Phantom Type II
1,Society_H,85,10.375,8.5,-0.56,0.260119,1.8991304667922055,Strained,Strained
1,Society_H,86,12.125,9.5,0.0,0.298798,2.1815280431289583,Stable Adaptive,Stable Adaptive
1,Society_H,87,8.75,5.5,-1.05,0.217064,1.5446944251761736,Phantom Type II,Phantom Type II
1,Society_H,88,8.75,5.5,-1.05,0.217064,1.5446944251761736,Phantom Type II,Phantom Type II
1,Society_H,89,7.0,4.5,-1.6,0.180783,1.306672028044004,Phantom Type II,Phantom Type II
1,Society_H,90,5.6875,2.5,-1.6,0.171128,1.212597689144022,Phantom Type II,Phantom Type II
1,Society_H,91,5.6875,2.5,-1.6,0.171128,1.212597689144022,Phantom Type II,Phantom Type II
1,Society_H,92,5.6875,2.5,-1.6,0.171128,1.212597689144022,Phantom Type II,Phantom Type II
1,Society_H,93,5.6875,2.5,-1.6,0.171128,1.212597689144022,Phantom Type II,Phantom Type II
1,Society_H,94,8.75,5.5,-1.05,0.217064,1.5446944251761736,Phantom Type II,Phantom Type II
1,Society_H,95,12.625,9.5,0.0,0.312413,2.2392222036258587,Stable Adaptive,Stable Adaptive
1,Society_H,96,12.625,9.5,0.0,0.312413,2.2392222036258587,Stable Adaptive,Stable Adaptive
1,Society_H,97,14.125,10.5,0.42,0.366117,2.6006978333521458,Stable Adaptive,Stable Adaptive
1,Society_H,98,14.125,10.5,0.42,0.366117,2.6006978333521458,Stable Adaptive,Stable Adaptive
1,Society_H,99,12.25,9.5,0.0,0.298798,2.1815280431289583,Stable Adaptive,Stable Adaptive
1,Society_H,100,12.625,9.5,0.0,0.312413,2.2392222036258587,Stable Adaptive,Stable Adaptive
1,Society_H,101,12.625,9.5,0.0,0.312413,2.2392222036258587,Stable Adaptive,Stable Adaptive
1,Society_H,102,11.5,8.5,-0.42,0.269249,1.9386548788324904,Strained,Strained
1,Society_H,103,14.875,12.5,0.98,0.384791,2.7825037270646353,Stable Adaptive,Stable Adaptive
1,Society_H,104,16.25,13.5,1.47,0.446147,3.212609573640737,Stable Adaptive,Stable Adaptive
1,Society_H,105,16.25,13.5,1.47,0.446147,3.212609573640737,Stable Adaptive,Stable Adaptive
1,Society_H,106,16.25,13.5,1.47,0.446147,3.212609573640737,Stable Adaptive,Stable Adaptive
1,Society_H,107,15.125,12.5,0.98,0.384791,2.7825037270646353,Stable Adaptive,Stable Adaptive
1,Society_H,108,15.125,12.5,0.98,0.384791,2.7825037270646353,Stable Adaptive,Stable Adaptive
1,Society_H,109,15.125,12.5,0.98,0.384791,2.7825037270646353,Stable Adaptive,Stable Adaptive
1,Society_H,110,16.375,13.5,1.47,0.450306,3.229059569265937,Stable Adaptive,Stable Adaptive
1,Society_H,111,16.375,13.5,1.47,0.450306,3.229059569265937,Stable Adaptive,Stable Adaptive
1,Society_H,112,15.125,12.5,0.98,0.384791,2.7825037270646353,Stable Adaptive,Stable Adaptive
1,Society_H,113,12.375,8.5,-0.42,0.29354,2.0323641180653214,Strained,Strained
1,Society_H,114,13.625,11.5,0.49,0.33498,2.422310186969682,Stable Adaptive,Stable Adaptive
1,Society_H,115,8.75,5.5,-1.05,0.217064,1.5446944251761736,Phantom Type II,Phantom Type II
1,Society_H,116,6.75,4.5,-1.6,0.180113,1.3041255886492267,Phantom Type II,Phantom Type II
1,Society_H,117,8.75,5.5,-1.05,0.217064,1.5446944251761736,Phantom Type II,Phantom Type II
1,Society_H,118,8.75,5.5,-1.05,0.217064,1.5446944251761736,Phantom Type II,Phantom Type II
1,Society_H,119,11.375,8.5,-0.42,0.272057,1.9501800005922885,Strained,Strained
1,Society_H,120,8.625,4.5,-1.4,0.204857,1.4093135969796364,Phantom Type II,Phantom Type II
1,Society_H,121,8.625,4.5,-1.4,0.204857,1.4093135969796364,Phantom Type II,Phantom Type II
1,Society_H,122,11.375,8.5,-0.42,0.272057,1.9501800005922885,Strained,Strained
1,Society_H,123,13.375,11.5,0.49,0.32627,2.354002905529326,Stable Adaptive,Stable Adaptive
1,Society_H,124,11.875,8.5,-0.42,0.277465,1.9709603952497723,Strained,Strained
1,Society_H,125,11.875,8.5,-0.42,0.277465,1.9709603952497723,Strained,Strained
2,Society_A,0,0.875,-4.0,-0.6,0.122595,0.6973630381146276,Systemic Crisis,Systemic Crisis
2,Society_A,1,0.875,-4.0,-0.6,0.122595,0.6973630381146276,Systemic Crisis,Systemic Crisis
2,Society_A,2,0.875,-4.0,-0.6,0.122595,0.6973630381146276,Systemic Crisis,Systemic Crisis
2,Society_A,3,2.0,-0.5,-0.75,0.137751,0.9342346395981396,Systemic Crisis,Systemic Crisis
2,Society_A,4,2.0,-0.5,-0.75,0.137751,0.9342346395981396,Systemic Crisis,Systemic Crisis
2,Society_A,5,2.0,-0.5,-0.75,0.137751,0.9342346395981396,Systemic Crisis,Systemic Crisis
2,Society_A,6,2.0,-0.5,-0.75,0.137751,0.9342346395981396,Systemic Crisis,Systemic Crisis
2,Society_A,7,2.0,-0.5,-0.75,0.137751,0.9342346395981396,Systemic Crisis,Systemic Crisis
2,Society_A,8,0.0,-4.0,-0.6,0.108734,0.6539414203308271,Systemic Crisis,Systemic Crisis
2,Society_A,9,0.0,-4.0,-0.6,0.108734,0.6539414203308271,Systemic Crisis,Systemic Crisis
2,Society_A,10,0.0,-4.0,-0.6,0.108734,0.6539414203308271,Systemic Crisis,Systemic Crisis
2,Society_A,11,-1.9375,-6.5,-0.64,0.084741,0.5093154168883232,Freeze/Collapse,Freeze/Collapse
2,Society_A,12,1.5,-0.5,-0.75,0.134151,0.9344506072780532,Systemic Crisis,Systemic Crisis
2,Society_A,13,1.5,-0.5,-0.75,0.134151,0.9344506072780532,Systemic Crisis,Systemic Crisis
2,Society_A,14,1.875,-0.5,-0.6,0.139533,0.9532077759410379,Systemic Crisis,Systemic Crisis
2,Society_A,15,1.875,-0.5,-0.6,0.139533,0.9532077759410379,Systemic Crisis,Systemic Crisis
2,Society_A,16,0.75,-5.5,-0.54,0.118657,0.6901710717085775,Systemic Crisis,Systemic Crisis
2,Society_A,17,0.8125,-5.5,-0.54,0.120278,0.6950381933710531,Systemic Crisis,Systemic Crisis
2,Society_A,18,0.875,-5.5,-0.6,0.121357,0.6793515945033575,Systemic Crisis,Systemic Crisis
2,Society_A,19,0.9375,-5.5,-0.6,0.122902,0.683926674525946,Systemic Crisis,Systemic Crisis
2,Society_A,20,0.9375,-5.5,-0.6,0.122902,0.683926674525946,Systemic Crisis,Systemic Crisis
2,Society_A,21,0.75,-5.5,-0.54,0.118108,0.6699893272568183,Systemic Crisis,Systemic Crisis
2,Society_A,22,0.75,-5.5,-0.54,0.118108,0.6699893272568183,Systemic Crisis,Systemic Crisis
2,Society_A,23,0.75,-5.5,-0.54,0.118108,0.6699893272568183,Systemic Crisis,Systemic Crisis
2,Society_A,24,2.1875,-2.0,-0.84,0.14555,0.9600638556910337,Systemic Crisis,Systemic Crisis
2,Society_A,25,2.1875,-2.0,-0.84,0.14555,0.9600638556910337,Systemic Crisis,Systemic Crisis
2,Society_A,26,4.0,-0.5,-0.8,0.177498,1.0938489970060752,Systemic Crisis,Systemic Crisis
2,Society_A,27,4.8125,0.5,-0.6,0.1912,1.2150795678708812,Local Node Failure,Local Node Failure
2,Society_A,28,4.8125,0.5,-0.6,0.1912,1.2150795678708812,Local Node Failure,Local Node Failure
2,Society_A,29,6.8125,4.0,-0.5,0.23666,1.6545312203024447,Strained,Strained
2,Society_A,30,6.8125,4.0,-0.5,0.23666,1.6545312203024447,Strained,Strained
2,Society_A,31,6.8125,4.0,-0.5,0.23666,1.6545312203024447,Strained,Strained
2,Society_A,32,7.9375,4.0,-0.32,0.259781,1.7445005455524116,Strained,Strained
2,Society_A,33,7.9375,4.0,-0.32,0.259781,1.7445005455524116,Strained,Strained
2,Society_A,34,7.9375,4.0,-0.32,0.259781,1.7445005455524116,Strained,Strained
2,Society_A,35,7.5625,4.0,-0.32,0.251846,1.714312994996288,Strained,Strained
2,Society_A,36,7.5625,4.0,-0.32,0.251846,1.714312994996288,Strained,Strained
2,Society_A,37,1.8125,-1.0,-0.8,0.131362,0.9096514415132209,Systemic Crisis,Systemic Crisis
2,Society_A,38,1.5,-1.0,-0.96,0.124868,0.8865525600060467,Systemic Crisis,Systemic Crisis
2,Society_A,39,1.0,-1.5,-0.8,0.118154,0.8186731549898099,Systemic Crisis,Systemic Crisis
2,Society_A,40,1.0,-2.5,-0.8,0.115433,0.7346568841758006,Systemic Crisis,Systemic Crisis
2,Society_A,41,0.375,-2.5,-1.2,0.107974,0.7052170431222313,Systemic Crisis,Systemic Crisis
2,Society_A,42,0.375,-2.5,-1.2,0.107974,0.7052170431222313,Systemic Crisis,Systemic Crisis
2,Society_A,43,-0.25,-2.5,-0.8,0.100948,0.6807110146555193,Systemic Crisis,Systemic Crisis
2,Society_A,44,-0.25,-2.5,-0.8,0.100948,0.6807110146555193,Systemic Crisis,Systemic Crisis
2,Society_A,45,1.3125,-0.5,-0.75,0.126487,0.8958888930260169,Systemic Crisis,Systemic Crisis
2,Society_A,46,0.0,-2.5,-0.64,0.109768,0.7576090686866828,Systemic Crisis,Systemic Crisis
2,Society_A,47,-0.75,-3.5,-0.6,0.099374,0.6630522152210048,Freeze/Collapse,Freeze/Collapse
2,Society_A,48,-2.25,-4.5,-0.75,0.083234,0.5736919072797207,Freeze/Collapse,Freeze/Collapse
2,Society_A,49,6.1875,3.0,-0.48,0.20776,1.4205271497217429,Local Node Failure,Local Node Failure
2,Society_A,50,7.8125,6.0,-0.3,0.236512,1.7550064200514388,Strained,Strained
2,Society_A,51,7.8125,6.0,-0.3,0.236512,1.7550064200514388,Strained,Strained
2,Society_A,52,10.0,7.5,0.0,0.293117,2.1861851522121616,Strained,Strained
2,Society_A,53,10.0,7.5,0.0,0.293117,2.1861851522121616,Strained,Strained
2,Society_A,54,10.0,7.5,0.0,0.293117,2.1861851522121616,Strained,Strained
2,Society_A,55,11.875,9.5,0.3,0.347927,2.498136347509535,Stable Adaptive,Stable Adaptive
2,Society_A,56,11.875,9.5,0.3,0.347927,2.498136347509535,Stable Adaptive,Stable Adaptive
2,Society_A,57,9.5625,5.5,-0.5,0.277998,1.8377639029449166,Strained,Strained
2,Society_A,58,8.8125,5.5,-0.5,0.242255,1.7151531222388021,Strained,Strained
