Society,Year,Formalism,From_Node,To_Node,B_ij
Chile,1887,JUNO-1.0,Hands,Lore,0.2734
Chile,1887,JUNO-1.0,Hands,Stewards,0.2847
Chile,1887,JUNO-1.0,Hands,Craft,0.268
Chile,1887,JUNO-1.0,Hands,Archive,0.2633
Chile,1887,JUNO-1.0,Hands,Flow,0.2856
Chile,1887,JUNO-1.0,Archive,Helm,0.404
Chile,1887,JUNO-1.0,Archive,Shield,0.389
Chile,1887,JUNO-1.0,Archive,Lore,0.389
Chile,1887,JUNO-1.0,Archive,Stewards,0.4051
Chile,1887,JUNO-1.0,Archive,Craft,0.3813
Chile,1887,JUNO-1.0,Archive,Hands,0.2633
Chile,1887,JUNO-1.0,Archive,Flow,0.4064
Chile,1887,JUNO-1.0,Flow,Helm,0.4381
Chile,1887,JUNO-1.0,Flow,Shield,0.4218
Chile,1887,JUNO-1.0,Flow,Lore,0.4218
Chile,1887,JUNO-1.0,Flow,Stewards,0.4393
Chile,1887,JUNO-1.0,Flow,Craft,0.4135
Chile,1887,JUNO-1.0,Flow,Hands,0.2856
Chile,1887,JUNO-1.0,Flow,Archive,0.4064
Chile,1888,JUNO-1.0,Helm,Shield,0.4028
Chile,1888,JUNO-1.0,Helm,Lore,0.4016
Chile,1888,JUNO-1.0,Helm,Stewards,0.419
Chile,1888,JUNO-1.0,Helm,Craft,0.3961
Chile,1888,JUNO-1.0,Helm,Hands,0.2705
Chile,1888,JUNO-1.0,Helm,Archive,0.3852
Chile,1888,JUNO-1.0,Helm,Flow,0.4255
Chile,1888,JUNO-1.0,Shield,Helm,0.4028
Chile,1888,JUNO-1.0,Shield,Lore,0.389
Chile,1888,JUNO-1.0,Shield,Stewards,0.4059
Chile,1888,JUNO-1.0,Shield,Craft,0.3837
Chile,1888,JUNO-1.0,Shield,Hands,0.262
Chile,1888,JUNO-1.0,Shield,Archive,0.3731
Chile,1888,JUNO-1.0,Shield,Flow,0.4122
Chile,1888,JUNO-1.0,Lore,Helm,0.4016
Chile,1888,JUNO-1.0,Lore,Shield,0.389
Chile,1888,JUNO-1.0,Lore,Stewards,0.4047
Chile,1888,JUNO-1.0,Lore,Craft,0.3826
Chile,1888,JUNO-1.0,Lore,Hands,0.2613
Chile,1888,JUNO-1.0,Lore,Archive,0.372
Chile,1888,JUNO-1.0,Lore,Flow,0.411
Chile,1888,JUNO-1.0,Stewards,Helm,0.419
Chile,1888,JUNO-1.0,Stewards,Shield,0.4059
Chile,1888,JUNO-1.0,Stewards,Lore,0.4047
Chile,1888,JUNO-1.0,Stewards,Craft,0.3992
Chile,1888,JUNO-1.0,Stewards,Hands,0.2726
Chile,1888,JUNO-1.0,Stewards,Archive,0.3881
Chile,1888,JUNO-1.0,Stewards,Flow,0.4288
Chile,1888,JUNO-1.0,Craft,Helm,0.3961
Chile,1888,JUNO-1.0,Craft,Shield,0.3837
Chile,1888,JUNO-1.0,Craft,Lore,0.3826
Chile,1888,JUNO-1.0,Craft,Stewards,0.3992
Chile,1888,JUNO-1.0,Craft,Hands,0.2577
Chile,1888,JUNO-1.0,Craft,Archive,0.3669
Chile,1888,JUNO-1.0,Craft,Flow,0.4054
Chile,1888,JUNO-1.0,Hands,Helm,0.2705
Chile,1888,JUNO-1.0,Hands,Shield,0.262
Chile,1888,JUNO-1.0,Hands,Lore,0.2613
Chile,1888,JUNO-1.0,Hands,Stewards,0.2726
Chile,1888,JUNO-1.0,Hands,Craft,0.2577
Chile,1888,JUNO-1.0,Hands,Archive,0.2506
Chile,1888,JUNO-1.0,Hands,Flow,0.2768
Chile,1888,JUNO-1.0,Archive,Helm,0.3852
Chile,1888,JUNO-1.0,Archive,Shield,0.3731
Chile,1888,JUNO-1.0,Archive,Lore,0.372
Chile,1888,JUNO-1.0,Archive,Stewards,0.3881
Chile,1888,JUNO-1.0,Archive,Craft,0.3669
Chile,1888,JUNO-1.0,Archive,Hands,0.2506
Chile,1888,JUNO-1.0,Archive,Flow,0.3942
Chile,1888,JUNO-1.0,Flow,Helm,0.4255
Chile,1888,JUNO-1.0,Flow,Shield,0.4122
Chile,1888,JUNO-1.0,Flow,Lore,0.411
Chile,1888,JUNO-1.0,Flow,Stewards,0.4288
Chile,1888,JUNO-1.0,Flow,Craft,0.4054
Chile,1888,JUNO-1.0,Flow,Hands,0.2768
Chile,1888,JUNO-1.0,Flow,Archive,0.3942
Chile,1889,JUNO-1.0,Helm,Shield,0.3469
Chile,1889,JUNO-1.0,Helm,Lore,0.3494
Chile,1889,JUNO-1.0,Helm,Stewards,0.3526
Chile,1889,JUNO-1.0,Helm,Craft,0.3376
Chile,1889,JUNO-1.0,Helm,Hands,0.2389
Chile,1889,JUNO-1.0,Helm,Archive,0.3329
Chile,1889,JUNO-1.0,Helm,Flow,0.3614
Chile,1889,JUNO-1.0,Shield,Helm,0.3469
Chile,1889,JUNO-1.0,Shield,Lore,0.393
Chile,1889,JUNO-1.0,Shield,Stewards,0.3965
Chile,1889,JUNO-1.0,Shield,Craft,0.3797
Chile,1889,JUNO-1.0,Shield,Hands,0.2687
Chile,1889,JUNO-1.0,Shield,Archive,0.3744
Chile,1889,JUNO-1.0,Shield,Flow,0.4065
Chile,1889,JUNO-1.0,Lore,Helm,0.3494
Chile,1889,JUNO-1.0,Lore,Shield,0.393
Chile,1889,JUNO-1.0,Lore,Stewards,0.3994
Chile,1889,JUNO-1.0,Lore,Craft,0.3824
Chile,1889,JUNO-1.0,Lore,Hands,0.2707
Chile,1889,JUNO-1.0,Lore,Archive,0.3772
Chile,1889,JUNO-1.0,Lore,Flow,0.4095
Chile,1889,JUNO-1.0,Stewards,Helm,0.3526
Chile,1889,JUNO-1.0,Stewards,Shield,0.3965
Chile,1889,JUNO-1.0,Stewards,Lore,0.3994
Chile,1889,JUNO-1.0,Stewards,Craft,0.3859
Chile,1889,JUNO-1.0,Stewards,Hands,0.2731
Chile,1889,JUNO-1.0,Stewards,Archive,0.3806
Chile,1889,JUNO-1.0,Stewards,Flow,0.4131
Chile,1889,JUNO-1.0,Craft,Helm,0.3376
Chile,1889,JUNO-1.0,Craft,Shield,0.3797
Chile,1889,JUNO-1.0,Craft,Lore,0.3824
Chile,1889,JUNO-1.0,Craft,Stewards,0.3859
Chile,1889,JUNO-1.0,Craft,Hands,0.2615
Chile,1889,JUNO-1.0,Craft,Archive,0.3644
Chile,1889,JUNO-1.0,Craft,Flow,0.3956
Chile,1889,JUNO-1.0,Hands,Helm,0.2389
Chile,1889,JUNO-1.0,Hands,Shield,0.2687
Chile,1889,JUNO-1.0,Hands,Lore,0.2707
Chile,1889,JUNO-1.0,Hands,Stewards,0.2731
Chile,1889,JUNO-1.0,Hands,Craft,0.2615
Chile,1889,JUNO-1.0,Hands,Archive,0.2579
Chile,1889,JUNO-1.0,Hands,Flow,0.28
Chile,1889,JUNO-1.0,Archive,Helm,0.3329
Chile,1889,JUNO-1.0,Archive,Shield,0.3744
Chile,1889,JUNO-1.0,Archive,Lore,0.3772
Chile,1889,JUNO-1.0,Archive,Stewards,0.3806
Chile,1889,JUNO-1.0,Archive,Craft,0.3644
Chile,1889,JUNO-1.0,Archive,Hands,0.2579
Chile,1889,JUNO-1.0,Archive,Flow,0.3901
Chile,1889,JUNO-1.0,Flow,Helm,0.3614
Chile,1889,JUNO-1.0,Flow,Shield,0.4065
Chile,1889,JUNO-1.0,Flow,Lore,0.4095
Chile,1889,JUNO-1.0,Flow,Stewards,0.4131
Chile,1889,JUNO-1.0,Flow,Craft,0.3956
Chile,1889,JUNO-1.0,Flow,Hands,0.28
Chile,1889,JUNO-1.0,Flow,Archive,0.3901
Chile,1890,JUNO-1.0,Helm,Shield,0.2519
Chile,1890,JUNO-1.0,Helm,Lore,0.2653
Chile,1890,JUNO-1.0,Helm,Stewards,0.2701
Chile,1890,JUNO-1.0,Helm,Craft,0.2587
Chile,1890,JUNO-1.0,Helm,Hands,0.1903
Chile,1890,JUNO-1.0,Helm,Archive,0.266
Chile,1890,JUNO-1.0,Helm,Flow,0.2737
Chile,1890,JUNO-1.0,Shield,Helm,0.2519
Chile,1890,JUNO-1.0,Shield,Lore,0.2989
Chile,1890,JUNO-1.0,Shield,Stewards,0.3043
Chile,1890,JUNO-1.0,Shield,Craft,0.2915
Chile,1890,JUNO-1.0,Shield,Hands,0.2144
Chile,1890,JUNO-1.0,Shield,Archive,0.2997
Chile,1890,JUNO-1.0,Shield,Flow,0.3084
Chile,1890,JUNO-1.0,Lore,Helm,0.2653
Chile,1890,JUNO-1.0,Lore,Shield,0.2989
Chile,1890,JUNO-1.0,Lore,Stewards,0.3204
Chile,1890,JUNO-1.0,Lore,Craft,0.307
Chile,1890,JUNO-1.0,Lore,Hands,0.2258
Chile,1890,JUNO-1.0,Lore,Archive,0.3156
Chile,1890,JUNO-1.0,Lore,Flow,0.3248
Chile,1890,JUNO-1.0,Stewards,Helm,0.2701
Chile,1890,JUNO-1.0,Stewards,Shield,0.3043
Chile,1890,JUNO-1.0,Stewards,Lore,0.3204
Chile,1890,JUNO-1.0,Stewards,Craft,0.3126
Chile,1890,JUNO-1.0,Stewards,Hands,0.2298
Chile,1890,JUNO-1.0,Stewards,Archive,0.3213
Chile,1890,JUNO-1.0,Stewards,Flow,0.3307
Chile,1890,JUNO-1.0,Craft,Helm,0.2587
Chile,1890,JUNO-1.0,Craft,Shield,0.2915
Chile,1890,JUNO-1.0,Craft,Lore,0.307
Chile,1890,JUNO-1.0,Craft,Stewards,0.3126
Chile,1890,JUNO-1.0,Craft,Hands,0.2202
Chile,1890,JUNO-1.0,Craft,Archive,0.3079
Chile,1890,JUNO-1.0,Craft,Flow,0.3168
Chile,1890,JUNO-1.0,Hands,Helm,0.1903
Chile,1890,JUNO-1.0,Hands,Shield,0.2144
Chile,1890,JUNO-1.0,Hands,Lore,0.2258
Chile,1890,JUNO-1.0,Hands,Stewards,0.2298
Chile,1890,JUNO-1.0,Hands,Craft,0.2202
Chile,1890,JUNO-1.0,Hands,Archive,0.2264
Chile,1890,JUNO-1.0,Hands,Flow,0.233
Chile,1890,JUNO-1.0,Archive,Helm,0.266
Chile,1890,JUNO-1.0,Archive,Shield,0.2997
Chile,1890,JUNO-1.0,Archive,Lore,0.3156
Chile,1890,JUNO-1.0,Archive,Stewards,0.3213
Chile,1890,JUNO-1.0,Archive,Craft,0.3079
Chile,1890,JUNO-1.0,Archive,Hands,0.2264
Chile,1890,JUNO-1.0,Archive,Flow,0.3257
Chile,1890,JUNO-1.0,Flow,Helm,0.2737
Chile,1890,JUNO-1.0,Flow,Shield,0.3084
Chile,1890,JUNO-1.0,Flow,Lore,0.3248
Chile,1890,JUNO-1.0,Flow,Stewards,0.3307
Chile,1890,JUNO-1.0,Flow,Craft,0.3168
Chile,1890,JUNO-1.0,Flow,Hands,0.233
Chile,1890,JUNO-1.0,Flow,Archive,0.3257
Chile,1891,JUNO-1.0,Helm,Shield,0.1271
Chile,1891,JUNO-1.0,Helm,Lore,0.1488
Chile,1891,JUNO-1.0,Helm,Stewards,0.1525
Chile,1891,JUNO-1.0,Helm,Craft,0.1418
Chile,1891,JUNO-1.0,Helm,Hands,0.1102
Chile,1891,JUNO-1.0,Helm,Archive,0.1431
Chile,1891,JUNO-1.0,Helm,Flow,0.1304
Chile,1891,JUNO-1.0,Shield,Helm,0.1271
Chile,1891,JUNO-1.0,Shield,Lore,0.1541
Chile,1891,JUNO-1.0,Shield,Stewards,0.1579
Chile,1891,JUNO-1.0,Shield,Craft,0.1468
Chile,1891,JUNO-1.0,Shield,Hands,0.114
Chile,1891,JUNO-1.0,Shield,Archive,0.1481
Chile,1891,JUNO-1.0,Shield,Flow,0.135
Chile,1891,JUNO-1.0,Lore,Helm,0.1488
Chile,1891,JUNO-1.0,Lore,Shield,0.1541
Chile,1891,JUNO-1.0,Lore,Stewards,0.1849
Chile,1891,JUNO-1.0,Lore,Craft,0.1718
Chile,1891,JUNO-1.0,Lore,Hands,0.1335
Chile,1891,JUNO-1.0,Lore,Archive,0.1734
Chile,1891,JUNO-1.0,Lore,Flow,0.1581
Chile,1891,JUNO-1.0,Stewards,Helm,0.1525
Chile,1891,JUNO-1.0,Stewards,Shield,0.1579
Chile,1891,JUNO-1.0,Stewards,Lore,0.1849
Chile,1891,JUNO-1.0,Stewards,Craft,0.1761
Chile,1891,JUNO-1.0,Stewards,Hands,0.1368
Chile,1891,JUNO-1.0,Stewards,Archive,0.1777
Chile,1891,JUNO-1.0,Stewards,Flow,0.162
Chile,1891,JUNO-1.0,Craft,Helm,0.1418
Chile,1891,JUNO-1.0,Craft,Shield,0.1468
Chile,1891,JUNO-1.0,Craft,Lore,0.1718
Chile,1891,JUNO-1.0,Craft,Stewards,0.1761
Chile,1891,JUNO-1.0,Craft,Hands,0.1272
Chile,1891,JUNO-1.0,Craft,Archive,0.1652
Chile,1891,JUNO-1.0,Craft,Flow,0.1506
Chile,1891,JUNO-1.0,Hands,Helm,0.1102
Chile,1891,JUNO-1.0,Hands,Shield,0.114
Chile,1891,JUNO-1.0,Hands,Lore,0.1335
Chile,1891,JUNO-1.0,Hands,Stewards,0.1368
Chile,1891,JUNO-1.0,Hands,Craft,0.1272
Chile,1891,JUNO-1.0,Hands,Archive,0.1284
Chile,1891,JUNO-1.0,Hands,Flow,0.117
Chile,1891,JUNO-1.0,Archive,Helm,0.1431
Chile,1891,JUNO-1.0,Archive,Shield,0.1481
Chile,1891,JUNO-1.0,Archive,Lore,0.1734
Chile,1891,JUNO-1.0,Archive,Stewards,0.1777
Chile,1891,JUNO-1.0,Archive,Craft,0.1652
Chile,1891,JUNO-1.0,Archive,Hands,0.1284
Chile,1891,JUNO-1.0,Archive,Flow,0.152
Chile,1891,JUNO-1.0,Flow,Helm,0.1304
Chile,1891,JUNO-1.0,Flow,Shield,0.135
Chile,1891,JUNO-1.0,Flow,Lore,0.1581
Chile,1891,JUNO-1.0,Flow,Stewards,0.162
Chile,1891,JUNO-1.0,Flow,Craft,0.1506
Chile,1891,JUNO-1.0,Flow,Hands,0.117
Chile,1891,JUNO-1.0,Flow,Archive,0.152
Chile,1892,JUNO-1.0,Helm,Shield,0.2946
Chile,1892,JUNO-1.0,Helm,Lore,0.2976
Chile,1892,JUNO-1.0,Helm,Stewards,0.3253
Chile,1892,JUNO-1.0,Helm,Craft,0.2802
Chile,1892,JUNO-1.0,Helm,Hands,0.2188
Chile,1892,JUNO-1.0,Helm,Archive,0.2742
Chile,1892,JUNO-1.0,Helm,Flow,0.2946
Chile,1892,JUNO-1.0,Shield,Helm,0.2946
Chile,1892,JUNO-1.0,Shield,Lore,0.3296
Chile,1892,JUNO-1.0,Shield,Stewards,0.3603
Chile,1892,JUNO-1.0,Shield,Craft,0.3104
Chile,1892,JUNO-1.0,Shield,Hands,0.2423
Chile,1892,JUNO-1.0,Shield,Archive,0.3036
Chile,1892,JUNO-1.0,Shield,Flow,0.3262
Chile,1892,JUNO-1.0,Lore,Helm,0.2976
Chile,1892,JUNO-1.0,Lore,Shield,0.3296
Chile,1892,JUNO-1.0,Lore,Stewards,0.364
Chile,1892,JUNO-1.0,Lore,Craft,0.3135
Chile,1892,JUNO-1.0,Lore,Hands,0.2448
Chile,1892,JUNO-1.0,Lore,Archive,0.3067
Chile,1892,JUNO-1.0,Lore,Flow,0.3296
Chile,1892,JUNO-1.0,Stewards,Helm,0.3253
Chile,1892,JUNO-1.0,Stewards,Shield,0.3603
Chile,1892,JUNO-1.0,Stewards,Lore,0.364
Chile,1892,JUNO-1.0,Stewards,Craft,0.3427
Chile,1892,JUNO-1.0,Stewards,Hands,0.2676
Chile,1892,JUNO-1.0,Stewards,Archive,0.3353
Chile,1892,JUNO-1.0,Stewards,Flow,0.3603
Chile,1892,JUNO-1.0,Craft,Helm,0.2802
Chile,1892,JUNO-1.0,Craft,Shield,0.3104
Chile,1892,JUNO-1.0,Craft,Lore,0.3135
Chile,1892,JUNO-1.0,Craft,Stewards,0.3427
Chile,1892,JUNO-1.0,Craft,Hands,0.2305
Chile,1892,JUNO-1.0,Craft,Archive,0.2888
Chile,1892,JUNO-1.0,Craft,Flow,0.3104
Chile,1892,JUNO-1.0,Hands,Helm,0.2188
Chile,1892,JUNO-1.0,Hands,Shield,0.2423
Chile,1892,JUNO-1.0,Hands,Lore,0.2448
Chile,1892,JUNO-1.0,Hands,Stewards,0.2676
Chile,1892,JUNO-1.0,Hands,Craft,0.2305
Chile,1892,JUNO-1.0,Hands,Archive,0.2255
Chile,1892,JUNO-1.0,Hands,Flow,0.2423
Chile,1892,JUNO-1.0,Archive,Helm,0.2742
Chile,1892,JUNO-1.0,Archive,Shield,0.3036
Chile,1892,JUNO-1.0,Archive,Lore,0.3067
Chile,1892,JUNO-1.0,Archive,Stewards,0.3353
Chile,1892,JUNO-1.0,Archive,Craft,0.2888
Chile,1892,JUNO-1.0,Archive,Hands,0.2255
Chile,1892,JUNO-1.0,Archive,Flow,0.3036
Chile,1892,JUNO-1.0,Flow,Helm,0.2946
Chile,1892,JUNO-1.0,Flow,Shield,0.3262
Chile,1892,JUNO-1.0,Flow,Lore,0.3296
Chile,1892,JUNO-1.0,Flow,Stewards,0.3603
Chile,1892,JUNO-1.0,Flow,Craft,0.3104
Chile,1892,JUNO-1.0,Flow,Hands,0.2423
Chile,1892,JUNO-1.0,Flow,Archive,0.3036
Chile,1893,JUNO-1.0,Helm,Shield,0.3363
Chile,1893,JUNO-1.0,Helm,Lore,0.36
Chile,1893,JUNO-1.0,Helm,Stewards,0.3561
Chile,1893,JUNO-1.0,Helm,Craft,0.3048
Chile,1893,JUNO-1.0,Helm,Hands,0.2283
Chile,1893,JUNO-1.0,Helm,Archive,0.3178
Chile,1893,JUNO-1.0,Helm,Flow,0.3339
Chile,1893,JUNO-1.0,Shield,Helm,0.3363
Chile,1893,JUNO-1.0,Shield,Lore,0.3954
Chile,1893,JUNO-1.0,Shield,Stewards,0.3913
Chile,1893,JUNO-1.0,Shield,Craft,0.3349
Chile,1893,JUNO-1.0,Shield,Hands,0.2508
Chile,1893,JUNO-1.0,Shield,Archive,0.3491
Chile,1893,JUNO-1.0,Shield,Flow,0.3669
Chile,1893,JUNO-1.0,Lore,Helm,0.36
Chile,1893,JUNO-1.0,Lore,Shield,0.3954
Chile,1893,JUNO-1.0,Lore,Stewards,0.4188
Chile,1893,JUNO-1.0,Lore,Craft,0.3584
Chile,1893,JUNO-1.0,Lore,Hands,0.2685
Chile,1893,JUNO-1.0,Lore,Archive,0.3737
Chile,1893,JUNO-1.0,Lore,Flow,0.3927
Chile,1893,JUNO-1.0,Stewards,Helm,0.3561
Chile,1893,JUNO-1.0,Stewards,Shield,0.3913
Chile,1893,JUNO-1.0,Stewards,Lore,0.4188
Chile,1893,JUNO-1.0,Stewards,Craft,0.3546
Chile,1893,JUNO-1.0,Stewards,Hands,0.2656
Chile,1893,JUNO-1.0,Stewards,Archive,0.3697
Chile,1893,JUNO-1.0,Stewards,Flow,0.3885
Chile,1893,JUNO-1.0,Craft,Helm,0.3048
Chile,1893,JUNO-1.0,Craft,Shield,0.3349
Chile,1893,JUNO-1.0,Craft,Lore,0.3584
Chile,1893,JUNO-1.0,Craft,Stewards,0.3546
Chile,1893,JUNO-1.0,Craft,Hands,0.2274
Chile,1893,JUNO-1.0,Craft,Archive,0.3164
Chile,1893,JUNO-1.0,Craft,Flow,0.3325
Chile,1893,JUNO-1.0,Hands,Helm,0.2283
Chile,1893,JUNO-1.0,Hands,Shield,0.2508
Chile,1893,JUNO-1.0,Hands,Lore,0.2685
Chile,1893,JUNO-1.0,Hands,Stewards,0.2656
Chile,1893,JUNO-1.0,Hands,Craft,0.2274
Chile,1893,JUNO-1.0,Hands,Archive,0.237
Chile,1893,JUNO-1.0,Hands,Flow,0.2491
Chile,1893,JUNO-1.0,Archive,Helm,0.3178
Chile,1893,JUNO-1.0,Archive,Shield,0.3491
Chile,1893,JUNO-1.0,Archive,Lore,0.3737
Chile,1893,JUNO-1.0,Archive,Stewards,0.3697
Chile,1893,JUNO-1.0,Archive,Craft,0.3164
Chile,1893,JUNO-1.0,Archive,Hands,0.237
Chile,1893,JUNO-1.0,Archive,Flow,0.3466
Chile,1893,JUNO-1.0,Flow,Helm,0.3339
Chile,1893,JUNO-1.0,Flow,Shield,0.3669
Chile,1893,JUNO-1.0,Flow,Lore,0.3927
Chile,1893,JUNO-1.0,Flow,Stewards,0.3885
Chile,1893,JUNO-1.0,Flow,Craft,0.3325
Chile,1893,JUNO-1.0,Flow,Hands,0.2491
Chile,1893,JUNO-1.0,Flow,Archive,0.3466
Chile,1894,JUNO-1.0,Helm,Shield,0.3421
Chile,1894,JUNO-1.0,Helm,Lore,0.3504
Chile,1894,JUNO-1.0,Helm,Stewards,0.3527
Chile,1894,JUNO-1.0,Helm,Craft,0.3256
Chile,1894,JUNO-1.0,Helm,Hands,0.2317
Chile,1894,JUNO-1.0,Helm,Archive,0.316
Chile,1894,JUNO-1.0,Helm,Flow,0.3697
Chile,1894,JUNO-1.0,Shield,Helm,0.3421
Chile,1894,JUNO-1.0,Shield,Lore,0.3865
Chile,1894,JUNO-1.0,Shield,Stewards,0.3891
Chile,1894,JUNO-1.0,Shield,Craft,0.3592
Chile,1894,JUNO-1.0,Shield,Hands,0.2556
Chile,1894,JUNO-1.0,Shield,Archive,0.3486
Chile,1894,JUNO-1.0,Shield,Flow,0.4078
Chile,1894,JUNO-1.0,Lore,Helm,0.3504
Chile,1894,JUNO-1.0,Lore,Shield,0.3865
Chile,1894,JUNO-1.0,Lore,Stewards,0.3985
Chile,1894,JUNO-1.0,Lore,Craft,0.3679
Chile,1894,JUNO-1.0,Lore,Hands,0.2618
Chile,1894,JUNO-1.0,Lore,Archive,0.357
Chile,1894,JUNO-1.0,Lore,Flow,0.4177
Chile,1894,JUNO-1.0,Stewards,Helm,0.3527
Chile,1894,JUNO-1.0,Stewards,Shield,0.3891
Chile,1894,JUNO-1.0,Stewards,Lore,0.3985
Chile,1894,JUNO-1.0,Stewards,Craft,0.3703
Chile,1894,JUNO-1.0,Stewards,Hands,0.2635
Chile,1894,JUNO-1.0,Stewards,Archive,0.3594
Chile,1894,JUNO-1.0,Stewards,Flow,0.4205
Chile,1894,JUNO-1.0,Craft,Helm,0.3256
Chile,1894,JUNO-1.0,Craft,Shield,0.3592
Chile,1894,JUNO-1.0,Craft,Lore,0.3679
Chile,1894,JUNO-1.0,Craft,Stewards,0.3703
Chile,1894,JUNO-1.0,Craft,Hands,0.2433
Chile,1894,JUNO-1.0,Craft,Archive,0.3318
Chile,1894,JUNO-1.0,Craft,Flow,0.3882
Chile,1894,JUNO-1.0,Hands,Helm,0.2317
Chile,1894,JUNO-1.0,Hands,Shield,0.2556
Chile,1894,JUNO-1.0,Hands,Lore,0.2618
Chile,1894,JUNO-1.0,Hands,Stewards,0.2635
Chile,1894,JUNO-1.0,Hands,Craft,0.2433
Chile,1894,JUNO-1.0,Hands,Archive,0.2361
Chile,1894,JUNO-1.0,Hands,Flow,0.2762
Chile,1894,JUNO-1.0,Archive,Helm,0.316
Chile,1894,JUNO-1.0,Archive,Shield,0.3486
Chile,1894,JUNO-1.0,Archive,Lore,0.357
Chile,1894,JUNO-1.0,Archive,Stewards,0.3594
Chile,1894,JUNO-1.0,Archive,Craft,0.3318
Chile,1894,JUNO-1.0,Archive,Hands,0.2361
Chile,1894,JUNO-1.0,Archive,Flow,0.3767
Chile,1894,JUNO-1.0,Flow,Helm,0.3697
Chile,1894,JUNO-1.0,Flow,Shield,0.4078
Chile,1894,JUNO-1.0,Flow,Lore,0.4177
Chile,1894,JUNO-1.0,Flow,Stewards,0.4205
Chile,1894,JUNO-1.0,Flow,Craft,0.3882
Chile,1894,JUNO-1.0,Flow,Hands,0.2762
Chile,1894,JUNO-1.0,Flow,Archive,0.3767
Chile,1895,JUNO-1.0,Helm,Shield,0.3362
Chile,1895,JUNO-1.0,Helm,Lore,0.3504
Chile,1895,JUNO-1.0,Helm,Stewards,0.3596
Chile,1895,JUNO-1.0,Helm,Craft,0.316
Chile,1895,JUNO-1.0,Helm,Hands,0.2296
Chile,1895,JUNO-1.0,Helm,Archive,0.3199
Chile,1895,JUNO-1.0,Helm,Flow,0.3675
Chile,1895,JUNO-1.0,Shield,Helm,0.3362
Chile,1895,JUNO-1.0,Shield,Lore,0.3798
Chile,1895,JUNO-1.0,Shield,Stewards,0.3898
Chile,1895,JUNO-1.0,Shield,Craft,0.3426
Chile,1895,JUNO-1.0,Shield,Hands,0.2489
Chile,1895,JUNO-1.0,Shield,Archive,0.3468
Chile,1895,JUNO-1.0,Shield,Flow,0.3984
Chile,1895,JUNO-1.0,Lore,Helm,0.3504
Chile,1895,JUNO-1.0,Lore,Shield,0.3798
Chile,1895,JUNO-1.0,Lore,Stewards,0.4063
Chile,1895,JUNO-1.0,Lore,Craft,0.357
Chile,1895,JUNO-1.0,Lore,Hands,0.2594
Chile,1895,JUNO-1.0,Lore,Archive,0.3614
Chile,1895,JUNO-1.0,Lore,Flow,0.4152
Chile,1895,JUNO-1.0,Stewards,Helm,0.3596
Chile,1895,JUNO-1.0,Stewards,Shield,0.3898
Chile,1895,JUNO-1.0,Stewards,Lore,0.4063
Chile,1895,JUNO-1.0,Stewards,Craft,0.3664
Chile,1895,JUNO-1.0,Stewards,Hands,0.2662
Chile,1895,JUNO-1.0,Stewards,Archive,0.3709
Chile,1895,JUNO-1.0,Stewards,Flow,0.4261
Chile,1895,JUNO-1.0,Craft,Helm,0.316
Chile,1895,JUNO-1.0,Craft,Shield,0.3426
Chile,1895,JUNO-1.0,Craft,Lore,0.357
Chile,1895,JUNO-1.0,Craft,Stewards,0.3664
Chile,1895,JUNO-1.0,Craft,Hands,0.234
Chile,1895,JUNO-1.0,Craft,Archive,0.3259
Chile,1895,JUNO-1.0,Craft,Flow,0.3744
Chile,1895,JUNO-1.0,Hands,Helm,0.2296
Chile,1895,JUNO-1.0,Hands,Shield,0.2489
Chile,1895,JUNO-1.0,Hands,Lore,0.2594
Chile,1895,JUNO-1.0,Hands,Stewards,0.2662
Chile,1895,JUNO-1.0,Hands,Craft,0.234
Chile,1895,JUNO-1.0,Hands,Archive,0.2368
Chile,1895,JUNO-1.0,Hands,Flow,0.2721
Chile,1895,JUNO-1.0,Archive,Helm,0.3199
Chile,1895,JUNO-1.0,Archive,Shield,0.3468
Chile,1895,JUNO-1.0,Archive,Lore,0.3614
Chile,1895,JUNO-1.0,Archive,Stewards,0.3709
Chile,1895,JUNO-1.0,Archive,Craft,0.3259
Chile,1895,JUNO-1.0,Archive,Hands,0.2368
Chile,1895,JUNO-1.0,Archive,Flow,0.379
Chile,1895,JUNO-1.0,Flow,Helm,0.3675
Chile,1895,JUNO-1.0,Flow,Shield,0.3984
Chile,1895,JUNO-1.0,Flow,Lore,0.4152
Chile,1895,JUNO-1.0,Flow,Stewards,0.4261
Chile,1895,JUNO-1.0,Flow,Craft,0.3744
Chile,1895,JUNO-1.0,Flow,Hands,0.2721
Chile,1895,JUNO-1.0,Flow,Archive,0.379
Chile,1896,JUNO-1.0,Helm,Shield,0.3338
Chile,1896,JUNO-1.0,Helm,Lore,0.3504
Chile,1896,JUNO-1.0,Helm,Stewards,0.3562
Chile,1896,JUNO-1.0,Helm,Craft,0.3199
Chile,1896,JUNO-1.0,Helm,Hands,0.2402
Chile,1896,JUNO-1.0,Helm,Archive,0.3199
Chile,1896,JUNO-1.0,Helm,Flow,0.3726
Chile,1896,JUNO-1.0,Shield,Helm,0.3338
Chile,1896,JUNO-1.0,Shield,Lore,0.3772
Chile,1896,JUNO-1.0,Shield,Stewards,0.3834
Chile,1896,JUNO-1.0,Shield,Craft,0.3443
Chile,1896,JUNO-1.0,Shield,Hands,0.2585
