Society,Year,Node,Formalism,Node_Value,Bond_Strength
Australia,1954,Archive,JUNO-1.0,12.4,0.3984
Australia,1954,Flow,JUNO-1.0,14.3,0.4136
Australia,1955,Helm,JUNO-1.0,12.0,0.3951
Australia,1955,Shield,JUNO-1.0,10.5,0.3611
Australia,1955,Lore,JUNO-1.0,14.0,0.4276
Australia,1955,Stewards,JUNO-1.0,12.5,0.3825
Australia,1955,Craft,JUNO-1.0,11.9,0.3881
Australia,1955,Hands,JUNO-1.0,11.9,0.3881
Australia,1955,Archive,JUNO-1.0,12.4,0.3984
Australia,1955,Flow,JUNO-1.0,14.3,0.4136
Australia,1956,Helm,JUNO-1.0,12.0,0.3951
Australia,1956,Shield,JUNO-1.0,10.5,0.3611
Australia,1956,Lore,JUNO-1.0,14.0,0.4276
Australia,1956,Stewards,JUNO-1.0,12.5,0.3825
Australia,1956,Craft,JUNO-1.0,11.9,0.3881
Australia,1956,Hands,JUNO-1.0,11.9,0.3881
Australia,1956,Archive,JUNO-1.0,12.4,0.3984
Australia,1956,Flow,JUNO-1.0,14.3,0.4136
Australia,1957,Helm,JUNO-1.0,12.0,0.3951
Australia,1957,Shield,JUNO-1.0,10.5,0.3611
Australia,1957,Lore,JUNO-1.0,14.0,0.4276
Australia,1957,Stewards,JUNO-1.0,12.5,0.3825
Australia,1957,Craft,JUNO-1.0,11.9,0.3881
Australia,1957,Hands,JUNO-1.0,11.9,0.3881
Australia,1957,Archive,JUNO-1.0,12.4,0.3984
Australia,1957,Flow,JUNO-1.0,14.3,0.4136
Australia,1958,Helm,JUNO-1.0,12.0,0.3951
Australia,1958,Shield,JUNO-1.0,10.5,0.3611
Australia,1958,Lore,JUNO-1.0,14.0,0.4276
Australia,1958,Stewards,JUNO-1.0,12.5,0.3825
Australia,1958,Craft,JUNO-1.0,11.9,0.3881
Australia,1958,Hands,JUNO-1.0,11.9,0.3881
Australia,1958,Archive,JUNO-1.0,12.4,0.3984
Australia,1958,Flow,JUNO-1.0,14.3,0.4136
Australia,1959,Helm,JUNO-1.0,12.0,0.3951
Australia,1959,Shield,JUNO-1.0,10.5,0.3611
Australia,1959,Lore,JUNO-1.0,14.0,0.4276
Australia,1959,Stewards,JUNO-1.0,12.5,0.3825
Australia,1959,Craft,JUNO-1.0,11.9,0.3881
Australia,1959,Hands,JUNO-1.0,11.9,0.3881
Australia,1959,Archive,JUNO-1.0,12.4,0.3984
Australia,1959,Flow,JUNO-1.0,14.3,0.4136
Australia,1960,Helm,JUNO-1.0,12.0,0.3874
Australia,1960,Shield,JUNO-1.0,10.5,0.3542
Australia,1960,Lore,JUNO-1.0,14.0,0.4192
Australia,1960,Stewards,JUNO-1.0,12.5,0.375
Australia,1960,Craft,JUNO-1.0,9.9,0.3585
Australia,1960,Hands,JUNO-1.0,11.9,0.3806
Australia,1960,Archive,JUNO-1.0,12.4,0.3907
Australia,1960,Flow,JUNO-1.0,13.3,0.3822
Australia,1961,Helm,JUNO-1.0,12.0,0.3837
Australia,1961,Shield,JUNO-1.0,10.5,0.3509
Australia,1961,Lore,JUNO-1.0,14.0,0.4151
Australia,1961,Stewards,JUNO-1.0,12.5,0.3715
Australia,1961,Craft,JUNO-1.0,9.9,0.3551
Australia,1961,Hands,JUNO-1.0,9.9,0.3551
Australia,1961,Archive,JUNO-1.0,12.4,0.3869
Australia,1961,Flow,JUNO-1.0,12.3,0.3786
Australia,1962,Helm,JUNO-1.0,12.0,0.3951
Australia,1962,Shield,JUNO-1.0,10.5,0.3611
Australia,1962,Lore,JUNO-1.0,14.0,0.4276
Australia,1962,Stewards,JUNO-1.0,12.5,0.3825
Australia,1962,Craft,JUNO-1.0,11.9,0.3881
Australia,1962,Hands,JUNO-1.0,11.9,0.3881
Australia,1962,Archive,JUNO-1.0,12.4,0.3984
Australia,1962,Flow,JUNO-1.0,14.3,0.4136
Australia,1963,Helm,JUNO-1.0,12.0,0.3951
Australia,1963,Shield,JUNO-1.0,10.5,0.3611
Australia,1963,Lore,JUNO-1.0,14.0,0.4276
Australia,1963,Stewards,JUNO-1.0,12.5,0.3825
Australia,1963,Craft,JUNO-1.0,11.9,0.3881
Australia,1963,Hands,JUNO-1.0,11.9,0.3881
Australia,1963,Archive,JUNO-1.0,12.4,0.3984
Australia,1963,Flow,JUNO-1.0,14.3,0.4136
Australia,1964,Helm,JUNO-1.0,12.0,0.3951
Australia,1964,Shield,JUNO-1.0,10.5,0.3611
Australia,1964,Lore,JUNO-1.0,14.0,0.4276
Australia,1964,Stewards,JUNO-1.0,12.5,0.3825
Australia,1964,Craft,JUNO-1.0,11.9,0.3881
Australia,1964,Hands,JUNO-1.0,11.9,0.3881
Australia,1964,Archive,JUNO-1.0,12.4,0.3984
Australia,1964,Flow,JUNO-1.0,14.3,0.4136
Australia,1965,Helm,JUNO-1.0,12.0,0.3951
Australia,1965,Shield,JUNO-1.0,10.5,0.3611
Australia,1965,Lore,JUNO-1.0,14.0,0.4276
Australia,1965,Stewards,JUNO-1.0,12.5,0.3825
Australia,1965,Craft,JUNO-1.0,11.9,0.3881
Australia,1965,Hands,JUNO-1.0,11.9,0.3881
Australia,1965,Archive,JUNO-1.0,12.4,0.3984
Australia,1965,Flow,JUNO-1.0,14.3,0.4136
Australia,1966,Helm,JUNO-1.0,5.5,0.2325
Australia,1966,Shield,JUNO-1.0,5.5,0.2325
Australia,1966,Lore,JUNO-1.0,7.1,0.2527
Australia,1966,Stewards,JUNO-1.0,10.5,0.2915
Australia,1966,Craft,JUNO-1.0,10.9,0.2957
Australia,1966,Hands,JUNO-1.0,7.0,0.2531
Australia,1966,Archive,JUNO-1.0,11.9,0.3124
Australia,1966,Flow,JUNO-1.0,11.3,0.3025
Australia,1967,Helm,JUNO-1.0,6.5,0.2513
Australia,1967,Shield,JUNO-1.0,6.5,0.2513
Australia,1967,Lore,JUNO-1.0,7.1,0.257
Australia,1967,Stewards,JUNO-1.0,10.5,0.2965
Australia,1967,Craft,JUNO-1.0,10.9,0.3008
Australia,1967,Hands,JUNO-1.0,7.0,0.2574
Australia,1967,Archive,JUNO-1.0,11.9,0.3179
Australia,1967,Flow,JUNO-1.0,11.3,0.3078
Australia,1968,Helm,JUNO-1.0,6.5,0.2513
Australia,1968,Shield,JUNO-1.0,6.5,0.2513
Australia,1968,Lore,JUNO-1.0,7.1,0.257
Australia,1968,Stewards,JUNO-1.0,10.5,0.2965
Australia,1968,Craft,JUNO-1.0,10.9,0.3008
Australia,1968,Hands,JUNO-1.0,7.0,0.2574
Australia,1968,Archive,JUNO-1.0,11.9,0.3179
Australia,1968,Flow,JUNO-1.0,11.3,0.3078
Australia,1969,Helm,JUNO-1.0,5.5,0.2325
Australia,1969,Shield,JUNO-1.0,6.5,0.2471
Australia,1969,Lore,JUNO-1.0,6.1,0.2378
Australia,1969,Stewards,JUNO-1.0,10.5,0.2914
Australia,1969,Craft,JUNO-1.0,10.9,0.2956
Australia,1969,Hands,JUNO-1.0,7.0,0.2531
Australia,1969,Archive,JUNO-1.0,11.9,0.3124
Australia,1969,Flow,JUNO-1.0,11.3,0.3024
Australia,1970,Helm,JUNO-1.0,6.5,0.2471
Australia,1970,Shield,JUNO-1.0,5.5,0.2325
Australia,1970,Lore,JUNO-1.0,6.1,0.2378
Australia,1970,Stewards,JUNO-1.0,10.5,0.2914
Australia,1970,Craft,JUNO-1.0,10.9,0.2956
Australia,1970,Hands,JUNO-1.0,7.0,0.2531
Australia,1970,Archive,JUNO-1.0,11.9,0.3124
Australia,1970,Flow,JUNO-1.0,11.3,0.3024
Australia,1971,Helm,JUNO-1.0,5.5,0.2344
Australia,1971,Shield,JUNO-1.0,6.5,0.2492
Australia,1971,Lore,JUNO-1.0,7.1,0.2549
Australia,1971,Stewards,JUNO-1.0,10.5,0.294
Australia,1971,Craft,JUNO-1.0,10.9,0.2982
Australia,1971,Hands,JUNO-1.0,7.0,0.2553
Australia,1971,Archive,JUNO-1.0,11.9,0.3152
Australia,1971,Flow,JUNO-1.0,11.3,0.3051
Australia,1972,Helm,JUNO-1.0,11.5,0.3203
Australia,1972,Shield,JUNO-1.0,7.5,0.2773
Australia,1972,Lore,JUNO-1.0,13.1,0.3531
Australia,1972,Stewards,JUNO-1.0,7.5,0.2768
Australia,1972,Craft,JUNO-1.0,7.9,0.2806
Australia,1972,Hands,JUNO-1.0,7.0,0.2673
Australia,1972,Archive,JUNO-1.0,12.4,0.3401
Australia,1972,Flow,JUNO-1.0,7.8,0.2792
Australia,1973,Helm,JUNO-1.0,12.5,0.3228
Australia,1973,Shield,JUNO-1.0,7.5,0.2794
Australia,1973,Lore,JUNO-1.0,15.1,0.369
Australia,1973,Stewards,JUNO-1.0,7.5,0.2789
Australia,1973,Craft,JUNO-1.0,7.9,0.2828
Australia,1973,Hands,JUNO-1.0,7.0,0.2694
Australia,1973,Archive,JUNO-1.0,12.4,0.3428
Australia,1973,Flow,JUNO-1.0,7.8,0.2813
Australia,1974,Helm,JUNO-1.0,7.0,0.2472
Australia,1974,Shield,JUNO-1.0,7.5,0.2575
Australia,1974,Lore,JUNO-1.0,11.6,0.301
Australia,1974,Stewards,JUNO-1.0,7.5,0.2571
Australia,1974,Craft,JUNO-1.0,7.9,0.2606
Australia,1974,Hands,JUNO-1.0,6.0,0.2338
Australia,1974,Archive,JUNO-1.0,12.4,0.315
Australia,1974,Flow,JUNO-1.0,4.8,0.2298
Australia,1975,Helm,JUNO-1.0,4.0,0.1942
Australia,1975,Shield,JUNO-1.0,7.5,0.2523
Australia,1975,Lore,JUNO-1.0,11.6,0.2947
Australia,1975,Stewards,JUNO-1.0,7.5,0.2519
Australia,1975,Craft,JUNO-1.0,7.9,0.2553
Australia,1975,Hands,JUNO-1.0,7.0,0.2434
Australia,1975,Archive,JUNO-1.0,12.4,0.3083
Australia,1975,Flow,JUNO-1.0,4.8,0.2252
Australia,1976,Helm,JUNO-1.0,9.5,0.271
Australia,1976,Shield,JUNO-1.0,8.5,0.274
Australia,1976,Lore,JUNO-1.0,9.1,0.28
Australia,1976,Stewards,JUNO-1.0,8.5,0.2577
Australia,1976,Craft,JUNO-1.0,7.9,0.2613
Australia,1976,Hands,JUNO-1.0,6.0,0.2344
Australia,1976,Archive,JUNO-1.0,8.9,0.2767
Australia,1976,Flow,JUNO-1.0,7.8,0.26
Australia,1977,Helm,JUNO-1.0,6.5,0.239
Australia,1977,Shield,JUNO-1.0,8.5,0.2692
Australia,1977,Lore,JUNO-1.0,9.1,0.2751
Australia,1977,Stewards,JUNO-1.0,8.5,0.2533
Australia,1977,Craft,JUNO-1.0,7.9,0.2567
Australia,1977,Hands,JUNO-1.0,6.0,0.2304
Australia,1977,Archive,JUNO-1.0,8.9,0.2719
Australia,1977,Flow,JUNO-1.0,7.8,0.2554
Australia,1978,Helm,JUNO-1.0,6.5,0.239
Australia,1978,Shield,JUNO-1.0,8.5,0.2692
Australia,1978,Lore,JUNO-1.0,9.1,0.2751
Australia,1978,Stewards,JUNO-1.0,8.5,0.2533
Australia,1978,Craft,JUNO-1.0,7.9,0.2567
Australia,1978,Hands,JUNO-1.0,6.0,0.2304
Australia,1978,Archive,JUNO-1.0,8.9,0.2719
Australia,1978,Flow,JUNO-1.0,7.8,0.2554
Australia,1979,Helm,JUNO-1.0,6.5,0.2367
Australia,1979,Shield,JUNO-1.0,8.5,0.2666
Australia,1979,Lore,JUNO-1.0,9.1,0.2724
Australia,1979,Stewards,JUNO-1.0,8.5,0.2509
Australia,1979,Craft,JUNO-1.0,7.9,0.2543
Australia,1979,Hands,JUNO-1.0,6.0,0.2283
Australia,1979,Archive,JUNO-1.0,8.9,0.2693
Australia,1979,Flow,JUNO-1.0,6.8,0.2383
Australia,1980,Helm,JUNO-1.0,6.5,0.239
Australia,1980,Shield,JUNO-1.0,8.5,0.2692
Australia,1980,Lore,JUNO-1.0,9.1,0.2751
Australia,1980,Stewards,JUNO-1.0,8.5,0.2533
Australia,1980,Craft,JUNO-1.0,7.9,0.2567
Australia,1980,Hands,JUNO-1.0,6.0,0.2304
Australia,1980,Archive,JUNO-1.0,8.9,0.2719
Australia,1980,Flow,JUNO-1.0,7.8,0.2554
Australia,1981,Helm,JUNO-1.0,6.5,0.239
Australia,1981,Shield,JUNO-1.0,8.5,0.2692
Australia,1981,Lore,JUNO-1.0,9.1,0.2751
Australia,1981,Stewards,JUNO-1.0,8.5,0.2533
Australia,1981,Craft,JUNO-1.0,7.9,0.2567
Australia,1981,Hands,JUNO-1.0,6.0,0.2304
Australia,1981,Archive,JUNO-1.0,8.9,0.2719
Australia,1981,Flow,JUNO-1.0,7.8,0.2554
Australia,1982,Helm,JUNO-1.0,6.5,0.2347
Australia,1982,Shield,JUNO-1.0,8.5,0.2643
Australia,1982,Lore,JUNO-1.0,9.1,0.2701
Australia,1982,Stewards,JUNO-1.0,8.5,0.2487
Australia,1982,Craft,JUNO-1.0,5.9,0.2375
Australia,1982,Hands,JUNO-1.0,4.0,0.213
Australia,1982,Archive,JUNO-1.0,8.9,0.2669
Australia,1982,Flow,JUNO-1.0,7.8,0.2508
Australia,1983,Helm,JUNO-1.0,16.2,0.4411
Australia,1983,Shield,JUNO-1.0,11.0,0.3757
Australia,1983,Lore,JUNO-1.0,12.6,0.4071
Australia,1983,Stewards,JUNO-1.0,11.4,0.3789
Australia,1983,Craft,JUNO-1.0,10.5,0.3611
Australia,1983,Hands,JUNO-1.0,10.1,0.3568
Australia,1983,Archive,JUNO-1.0,12.4,0.4023
Australia,1983,Flow,JUNO-1.0,18.0,0.4799
Australia,1984,Helm,JUNO-1.0,13.7,0.4031
Australia,1984,Shield,JUNO-1.0,11.0,0.3727
Australia,1984,Lore,JUNO-1.0,12.6,0.4038
Australia,1984,Stewards,JUNO-1.0,11.4,0.3759
Australia,1984,Craft,JUNO-1.0,10.5,0.3583
Australia,1984,Hands,JUNO-1.0,10.1,0.354
Australia,1984,Archive,JUNO-1.0,12.4,0.399
Australia,1984,Flow,JUNO-1.0,19.0,0.4906
Australia,1985,Helm,JUNO-1.0,13.7,0.3937
Australia,1985,Shield,JUNO-1.0,11.0,0.3642
Australia,1985,Lore,JUNO-1.0,12.6,0.3944
Australia,1985,Stewards,JUNO-1.0,11.4,0.3673
Australia,1985,Craft,JUNO-1.0,10.5,0.3501
Australia,1985,Hands,JUNO-1.0,10.1,0.3459
Australia,1985,Archive,JUNO-1.0,12.4,0.3898
Australia,1985,Flow,JUNO-1.0,15.5,0.4292
Australia,1986,Helm,JUNO-1.0,13.7,0.3937
Australia,1986,Shield,JUNO-1.0,11.0,0.3642
Australia,1986,Lore,JUNO-1.0,12.6,0.3944
Australia,1986,Stewards,JUNO-1.0,11.4,0.3673
Australia,1986,Craft,JUNO-1.0,10.5,0.3501
Australia,1986,Hands,JUNO-1.0,10.1,0.3459
Australia,1986,Archive,JUNO-1.0,12.4,0.3898
Australia,1986,Flow,JUNO-1.0,15.5,0.4292
Australia,1987,Helm,JUNO-1.0,13.7,0.3782
Australia,1987,Shield,JUNO-1.0,11.0,0.35
Australia,1987,Lore,JUNO-1.0,12.6,0.3789
Australia,1987,Stewards,JUNO-1.0,9.4,0.3129
Australia,1987,Craft,JUNO-1.0,10.5,0.3366
Australia,1987,Hands,JUNO-1.0,10.1,0.3325
Australia,1987,Archive,JUNO-1.0,12.4,0.3744
Australia,1987,Flow,JUNO-1.0,13.5,0.3669
Australia,1988,Helm,JUNO-1.0,13.7,0.4023
Australia,1988,Shield,JUNO-1.0,11.0,0.372
Australia,1988,Lore,JUNO-1.0,12.6,0.403
Australia,1988,Stewards,JUNO-1.0,12.4,0.3983
Australia,1988,Craft,JUNO-1.0,10.5,0.3576
Australia,1988,Hands,JUNO-1.0,10.1,0.3533
Australia,1988,Archive,JUNO-1.0,12.4,0.3983
Australia,1988,Flow,JUNO-1.0,16.5,0.4647
Australia,1989,Helm,JUNO-1.0,13.7,0.3859
Australia,1989,Shield,JUNO-1.0,11.0,0.3571
Australia,1989,Lore,JUNO-1.0,12.6,0.3866
Australia,1989,Stewards,JUNO-1.0,11.4,0.3601
Australia,1989,Craft,JUNO-1.0,10.5,0.3433
Australia,1989,Hands,JUNO-1.0,9.1,0.3192
Australia,1989,Archive,JUNO-1.0,12.4,0.3821
Australia,1989,Flow,JUNO-1.0,14.5,0.397
Australia,1990,Helm,JUNO-1.0,7.0,0.2116
Australia,1990,Shield,JUNO-1.0,8.5,0.2333
Australia,1990,Lore,JUNO-1.0,8.1,0.225
Australia,1990,Stewards,JUNO-1.0,5.5,0.1954
Australia,1990,Craft,JUNO-1.0,1.4,0.1691
Australia,1990,Hands,JUNO-1.0,0.0,0.1571
Australia,1990,Archive,JUNO-1.0,7.9,0.2224
Australia,1990,Flow,JUNO-1.0,3.8,0.1856
Australia,1991,Helm,JUNO-1.0,7.0,0.2116
Australia,1991,Shield,JUNO-1.0,8.5,0.2333
Australia,1991,Lore,JUNO-1.0,8.1,0.225
Australia,1991,Stewards,JUNO-1.0,3.5,0.184
Australia,1991,Craft,JUNO-1.0,1.4,0.1691
Australia,1991,Hands,JUNO-1.0,0.0,0.1571
Australia,1991,Archive,JUNO-1.0,7.9,0.2224
Australia,1991,Flow,JUNO-1.0,5.8,0.1971
Australia,1992,Helm,JUNO-1.0,7.0,0.217
Australia,1992,Shield,JUNO-1.0,8.5,0.2394
Australia,1992,Lore,JUNO-1.0,8.1,0.2308
Australia,1992,Stewards,JUNO-1.0,5.5,0.2003
Australia,1992,Craft,JUNO-1.0,3.4,0.1843
Australia,1992,Hands,JUNO-1.0,2.0,0.1712
Australia,1992,Archive,JUNO-1.0,7.9,0.2282
Australia,1992,Flow,JUNO-1.0,5.8,0.2021
Australia,1993,Helm,JUNO-1.0,10.5,0.3034
Australia,1993,Shield,JUNO-1.0,8.5,0.2897
Australia,1993,Lore,JUNO-1.0,11.6,0.3193
Australia,1993,Stewards,JUNO-1.0,7.5,0.2723
Australia,1993,Craft,JUNO-1.0,8.9,0.2761
Australia,1993,Hands,JUNO-1.0,6.5,0.2568
Australia,1993,Archive,JUNO-1.0,11.4,0.3156
Australia,1993,Flow,JUNO-1.0,10.3,0.2968
Australia,1994,Helm,JUNO-1.0,10.5,0.3133
Australia,1994,Shield,JUNO-1.0,8.5,0.299
Australia,1994,Lore,JUNO-1.0,11.6,0.3299
Australia,1994,Stewards,JUNO-1.0,7.5,0.2811
Australia,1994,Craft,JUNO-1.0,10.9,0.3026
Australia,1994,Hands,JUNO-1.0,6.5,0.265
Australia,1994,Archive,JUNO-1.0,11.4,0.326
Australia,1994,Flow,JUNO-1.0,13.8,0.3466
Australia,1995,Helm,JUNO-1.0,10.5,0.3034
Australia,1995,Shield,JUNO-1.0,8.5,0.2897
Australia,1995,Lore,JUNO-1.0,11.6,0.3193
Australia,1995,Stewards,JUNO-1.0,7.5,0.2723
Australia,1995,Craft,JUNO-1.0,8.9,0.2761
Australia,1995,Hands,JUNO-1.0,6.5,0.2568
Australia,1995,Archive,JUNO-1.0,11.4,0.3156
Australia,1995,Flow,JUNO-1.0,10.3,0.2968
Australia,1996,Helm,JUNO-1.0,11.0,0.3351
Australia,1996,Shield,JUNO-1.0,7.5,0.297
Australia,1996,Lore,JUNO-1.0,10.6,0.3483
Australia,1996,Stewards,JUNO-1.0,11.0,0.3402
Australia,1996,Craft,JUNO-1.0,10.9,0.3354
Australia,1996,Hands,JUNO-1.0,10.5,0.3314
Australia,1996,Archive,JUNO-1.0,12.4,0.3651
Australia,1996,Flow,JUNO-1.0,13.3,0.3573
Australia,1997,Helm,JUNO-1.0,10.0,0.3195
Australia,1997,Shield,JUNO-1.0,7.5,0.295
Australia,1997,Lore,JUNO-1.0,10.6,0.346
Australia,1997,Stewards,JUNO-1.0,11.0,0.338
Australia,1997,Craft,JUNO-1.0,10.9,0.3332
Australia,1997,Hands,JUNO-1.0,10.5,0.3292
Australia,1997,Archive,JUNO-1.0,12.4,0.3627
Australia,1997,Flow,JUNO-1.0,13.3,0.3549
Australia,1998,Helm,JUNO-1.0,9.0,0.295
Australia,1998,Shield,JUNO-1.0,7.5,0.2895
Australia,1998,Lore,JUNO-1.0,10.6,0.3393
Australia,1998,Stewards,JUNO-1.0,11.0,0.3314
Australia,1998,Craft,JUNO-1.0,10.9,0.3267
Australia,1998,Hands,JUNO-1.0,10.5,0.3229
Australia,1998,Archive,JUNO-1.0,12.4,0.3556
Australia,1998,Flow,JUNO-1.0,11.3,0.3281
Australia,1999,Helm,JUNO-1.0,11.0,0.3168
Australia,1999,Shield,JUNO-1.0,6.5,0.2753
Australia,1999,Lore,JUNO-1.0,10.6,0.3432
Australia,1999,Stewards,JUNO-1.0,11.0,0.3352
Australia,1999,Craft,JUNO-1.0,10.9,0.3304
Australia,1999,Hands,JUNO-1.0,10.5,0.3265
Australia,1999,Archive,JUNO-1.0,12.4,0.3596
Australia,1999,Flow,JUNO-1.0,13.3,0.352
Australia,2000,Helm,JUNO-1.0,12.5,0.3824
Australia,2000,Shield,JUNO-1.0,7.5,0.3111
Australia,2000,Lore,JUNO-1.0,14.1,0.413
Australia,2000,Stewards,JUNO-1.0,11.0,0.3567
Australia,2000,Craft,JUNO-1.0,10.9,0.3516
Australia,2000,Hands,JUNO-1.0,10.5,0.3474
Australia,2000,Archive,JUNO-1.0,12.4,0.3831
Australia,2000,Flow,JUNO-1.0,15.3,0.3975
Australia,2001,Helm,JUNO-1.0,9.0,0.2956
Australia,2001,Shield,JUNO-1.0,6.5,0.2728
Australia,2001,Lore,JUNO-1.0,10.6,0.34
Australia,2001,Stewards,JUNO-1.0,11.0,0.3321
Australia,2001,Craft,JUNO-1.0,10.9,0.3274
Australia,2001,Hands,JUNO-1.0,10.5,0.3235
Australia,2001,Archive,JUNO-1.0,12.4,0.3563
Australia,2001,Flow,JUNO-1.0,13.3,0.3487
Australia,2002,Helm,JUNO-1.0,9.5,0.2933
Australia,2002,Shield,JUNO-1.0,6.5,0.2628
Australia,2002,Lore,JUNO-1.0,8.1,0.2856
Australia,2002,Stewards,JUNO-1.0,11.2,0.3221
Australia,2002,Craft,JUNO-1.0,10.9,0.315
Australia,2002,Hands,JUNO-1.0,7.5,0.2792
Australia,2002,Archive,JUNO-1.0,8.9,0.2996
Australia,2002,Flow,JUNO-1.0,15.1,0.3679
Australia,2003,Helm,JUNO-1.0,9.5,0.2884
Australia,2003,Shield,JUNO-1.0,5.5,0.243
Australia,2003,Lore,JUNO-1.0,6.1,0.2643
Australia,2003,Stewards,JUNO-1.0,11.2,0.3166
Australia,2003,Craft,JUNO-1.0,10.9,0.3096
Australia,2003,Hands,JUNO-1.0,7.5,0.2746
Australia,2003,Archive,JUNO-1.0,8.9,0.2945
Australia,2003,Flow,JUNO-1.0,15.1,0.3615
Australia,2004,Helm,JUNO-1.0,9.5,0.2933
Australia,2004,Shield,JUNO-1.0,6.5,0.2628
Australia,2004,Lore,JUNO-1.0,8.1,0.2856
Australia,2004,Stewards,JUNO-1.0,11.2,0.3221
Australia,2004,Craft,JUNO-1.0,10.9,0.315
Australia,2004,Hands,JUNO-1.0,7.5,0.2792
Australia,2004,Archive,JUNO-1.0,8.9,0.2996
Australia,2004,Flow,JUNO-1.0,15.1,0.3679
Australia,2005,Helm,JUNO-1.0,9.5,0.2908
Australia,2005,Shield,JUNO-1.0,6.5,0.2605
Australia,2005,Lore,JUNO-1.0,8.1,0.2831
Australia,2005,Stewards,JUNO-1.0,11.2,0.3193
Australia,2005,Craft,JUNO-1.0,10.9,0.3122
Australia,2005,Hands,JUNO-1.0,5.5,0.2605
Australia,2005,Archive,JUNO-1.0,8.9,0.297
Australia,2005,Flow,JUNO-1.0,15.1,0.3646
Australia,2006,Helm,JUNO-1.0,8.5,0.2713
Australia,2006,Shield,JUNO-1.0,6.5,0.2582
Australia,2006,Lore,JUNO-1.0,8.1,0.2805
Australia,2006,Stewards,JUNO-1.0,11.2,0.3163
Australia,2006,Craft,JUNO-1.0,10.9,0.3093
Australia,2006,Hands,JUNO-1.0,5.5,0.2582
Australia,2006,Archive,JUNO-1.0,8.9,0.2942
Australia,2006,Flow,JUNO-1.0,15.1,0.3611
Australia,2007,Helm,JUNO-1.0,12.0,0.349
Australia,2007,Shield,JUNO-1.0,6.5,0.2744
Australia,2007,Lore,JUNO-1.0,11.6,0.3421
Australia,2007,Stewards,JUNO-1.0,11.2,0.3369
Australia,2007,Craft,JUNO-1.0,10.9,0.3293
Australia,2007,Hands,JUNO-1.0,7.5,0.2917
Australia,2007,Archive,JUNO-1.0,8.9,0.3131
Australia,2007,Flow,JUNO-1.0,15.1,0.3852
Australia,2008,Helm,JUNO-1.0,5.5,0.2072
Australia,2008,Shield,JUNO-1.0,7.5,0.2484
Australia,2008,Lore,JUNO-1.0,8.1,0.2539
Australia,2008,Stewards,JUNO-1.0,5.0,0.2272
Australia,2008,Craft,JUNO-1.0,7.9,0.2513
Australia,2008,Hands,JUNO-1.0,9.9,0.2666
Australia,2008,Archive,JUNO-1.0,8.9,0.2661
Australia,2008,Flow,JUNO-1.0,8.3,0.2545
Australia,2009,Helm,JUNO-1.0,5.5,0.2315
Australia,2009,Shield,JUNO-1.0,7.5,0.2613
Australia,2009,Lore,JUNO-1.0,8.1,0.2672
Australia,2009,Stewards,JUNO-1.0,8.0,0.2694
Australia,2009,Craft,JUNO-1.0,5.9,0.249
Australia,2009,Hands,JUNO-1.0,9.9,0.2806
Australia,2009,Archive,JUNO-1.0,8.9,0.2801
Australia,2009,Flow,JUNO-1.0,13.3,0.3189
Australia,2010,Helm,JUNO-1.0,1.5,0.1753
Australia,2010,Shield,JUNO-1.0,7.5,0.2532
Australia,2010,Lore,JUNO-1.0,8.1,0.2589
Australia,2010,Stewards,JUNO-1.0,8.0,0.2611
Australia,2010,Craft,JUNO-1.0,7.9,0.2562
Australia,2010,Hands,JUNO-1.0,9.9,0.2718
Australia,2010,Archive,JUNO-1.0,8.9,0.2714
Australia,2010,Flow,JUNO-1.0,11.3,0.2916
Australia,2011,Helm,JUNO-1.0,3.5,0.2003
Australia,2011,Shield,JUNO-1.0,7.5,0.2544
Australia,2011,Lore,JUNO-1.0,6.1,0.245
Australia,2011,Stewards,JUNO-1.0,8.0,0.2623
Australia,2011,Craft,JUNO-1.0,7.9,0.2574
Australia,2011,Hands,JUNO-1.0,9.9,0.2731
Australia,2011,Archive,JUNO-1.0,8.9,0.2726
Australia,2011,Flow,JUNO-1.0,11.3,0.293
Australia,2012,Helm,JUNO-1.0,4.5,0.2155
Australia,2012,Shield,JUNO-1.0,7.5,0.2586
Australia,2012,Lore,JUNO-1.0,8.1,0.2644
Australia,2012,Stewards,JUNO-1.0,8.0,0.2667
Australia,2012,Craft,JUNO-1.0,7.9,0.2617
Australia,2012,Hands,JUNO-1.0,9.9,0.2777
Australia,2012,Archive,JUNO-1.0,8.9,0.2772
Australia,2012,Flow,JUNO-1.0,11.3,0.298
Australia,2013,Helm,JUNO-1.0,4.5,0.2155
Australia,2013,Shield,JUNO-1.0,7.5,0.2586
Australia,2013,Lore,JUNO-1.0,8.1,0.2644
Australia,2013,Stewards,JUNO-1.0,8.0,0.2667
Australia,2013,Craft,JUNO-1.0,7.9,0.2617
Australia,2013,Hands,JUNO-1.0,9.9,0.2777
Australia,2013,Archive,JUNO-1.0,8.9,0.2772
Australia,2013,Flow,JUNO-1.0,11.3,0.298
Australia,2014,Helm,JUNO-1.0,2.1,0.1887
Australia,2014,Shield,JUNO-1.0,7.5,0.2454
Australia,2014,Lore,JUNO-1.0,4.1,0.2226
Australia,2014,Stewards,JUNO-1.0,7.5,0.245
Australia,2014,Craft,JUNO-1.0,7.9,0.2483
Australia,2014,Hands,JUNO-1.0,7.0,0.2368
Australia,2014,Archive,JUNO-1.0,8.9,0.2629
