Society,Year,Rupture_Incoming,Is_Rupture_Year,Mean_S,Mean_K,SK_Ratio,Mean_NodeValue,Mean_BondStrength,Archive_V,Archive_S,Helm_V,Reactivity_Ratio,Cog_Gap
China,2002,0,0,4.0,7.5,0.533,14.625,0.4242,13.5,4.0,16.0,1.0,-0.6
China,2003,0,0,3.25,7.75,0.419,15.938,0.4841,17.0,3.0,16.0,0.882,-0.1
China,2004,0,0,3.25,7.75,0.419,15.938,0.4841,17.0,3.0,16.0,0.882,-0.1
China,2005,0,0,3.5,7.75,0.452,15.688,0.468,17.0,3.0,16.0,1.078,0.567
China,2006,0,0,3.875,7.75,0.5,15.312,0.4435,16.0,4.0,16.0,1.053,0.5
China,2007,0,0,4.25,7.625,0.557,14.625,0.4151,16.0,4.0,15.0,1.032,1.267
China,2008,0,0,4.5,7.625,0.59,14.375,0.402,16.0,4.0,15.0,1.19,1.933
China,2009,0,0,4.0,7.75,0.516,15.188,0.436,16.0,4.0,16.0,1.14,0.833
China,2010,0,0,3.875,7.75,0.5,15.375,0.4466,16.0,4.0,16.0,1.053,0.6
China,2011,0,0,3.875,7.75,0.5,15.312,0.4435,16.0,4.0,16.0,1.053,0.5
China,2012,0,0,3.875,7.75,0.5,15.312,0.4435,16.0,4.0,16.0,1.053,0.5
China,2013,0,0,3.875,7.75,0.5,15.312,0.4435,16.0,4.0,16.0,1.053,0.5
China,2014,0,0,4.0,7.375,0.542,14.312,0.4188,13.5,4.0,16.0,1.0,0.233
China,2015,0,0,4.0,7.375,0.542,14.312,0.4188,13.5,4.0,16.0,1.0,0.233
China,2016,0,0,4.0,7.5,0.533,14.625,0.425,13.5,4.0,16.0,1.0,-0.6
China,2017,0,0,4.0,7.5,0.533,14.625,0.425,13.5,4.0,16.0,1.0,-0.6
China,2018,0,0,5.0,7.375,0.678,13.312,0.3638,12.5,5.0,15.0,1.111,0.767
China,2019,0,0,5.5,7.0,0.786,12.125,0.3302,12.5,5.0,14.0,1.154,2.333
China,2020,0,0,5.625,6.75,0.833,11.562,0.3197,12.5,5.0,13.0,1.218,3.3
China,2021,0,0,5.875,6.75,0.87,11.125,0.3034,12.5,5.0,13.0,1.131,2.867
China,2022,0,0,6.0,6.75,0.889,10.938,0.2965,12.5,5.0,13.0,1.19,3.1
China,2023,0,0,5.25,6.75,0.778,11.75,0.3316,12.5,5.0,13.0,1.133,2.267
China,2024,0,0,5.375,6.75,0.796,11.625,0.3258,12.5,5.0,12.0,1.09,2.067
China,2025,0,0,5.375,6.75,0.796,11.625,0.3258,12.5,5.0,12.0,1.09,2.067
Colombia,1900,0,0,7.875,2.75,2.864,-0.25,0.1093,1.0,7.0,-0.6,0.958,2.267
Colombia,1901,0,0,7.875,2.75,2.864,-0.25,0.1093,1.0,7.0,-0.6,0.958,2.267
Colombia,1902,0,0,7.875,2.75,2.864,-0.275,0.1089,1.0,7.0,-0.6,0.958,2.227
Colombia,1903,0,0,6.85,2.825,2.425,0.875,0.1265,2.0,6.0,0.4,0.973,2.253
Colombia,1904,0,0,5.45,3.375,1.615,3.35,0.1682,3.0,5.0,4.4,0.966,1.627
Colombia,1905,0,0,4.8,3.7,1.297,4.762,0.1975,5.2,4.4,6.1,1.068,2.82
Colombia,1906,0,0,4.675,3.875,1.206,5.262,0.208,6.4,4.0,6.5,1.067,2.98
Colombia,1907,0,0,4.65,3.9,1.192,5.312,0.2088,6.4,4.0,6.7,1.077,3.06
Colombia,1908,0,0,4.6,4.05,1.136,5.538,0.2112,6.4,4.0,7.5,1.096,3.313
Colombia,1909,0,0,4.6,4.05,1.136,5.588,0.2127,6.4,4.0,7.7,1.096,3.287
Colombia,1910,0,0,4.05,4.325,0.936,6.638,0.2378,6.5,4.0,8.5,1.033,2.247
Colombia,1911,0,0,4.05,4.325,0.936,6.638,0.2378,6.5,4.0,8.5,1.033,2.247
Colombia,1912,0,0,4.075,4.325,0.942,6.612,0.2372,6.5,4.0,8.5,1.05,2.313
Colombia,1913,0,0,4.075,4.35,0.937,6.638,0.2372,6.5,4.0,8.5,1.05,2.247
Colombia,1914,0,0,4.075,4.35,0.937,6.638,0.2372,6.5,4.0,8.5,1.05,2.247
Colombia,1915,0,0,4.075,4.35,0.937,6.638,0.2372,6.5,4.0,8.5,1.05,2.247
Colombia,1916,0,0,4.075,4.35,0.937,6.638,0.2372,6.5,4.0,8.5,1.05,2.247
Colombia,1917,0,0,4.075,4.35,0.937,6.638,0.2372,6.5,4.0,8.5,1.05,2.247
Colombia,1918,0,0,4.125,4.35,0.948,6.588,0.2359,6.5,4.0,8.5,1.083,2.38
Colombia,1919,0,0,4.125,4.35,0.948,6.588,0.2359,6.5,4.0,8.5,1.083,2.38
Colombia,1920,0,0,4.125,4.375,0.943,6.612,0.2359,6.5,4.0,8.5,1.083,2.313
Colombia,1921,0,0,4.125,4.375,0.943,6.612,0.2359,6.5,4.0,8.5,1.083,2.313
Colombia,1922,0,0,4.125,4.375,0.943,6.612,0.2359,6.5,4.0,8.5,1.083,2.313
Colombia,1923,0,0,4.125,4.375,0.943,6.637,0.237,6.5,4.0,8.5,1.083,2.353
Colombia,1924,0,0,4.125,4.375,0.943,6.65,0.2375,6.5,4.0,8.5,1.083,2.373
Colombia,1925,0,0,4.125,4.375,0.943,6.662,0.238,6.5,4.0,8.5,1.083,2.393
Colombia,1926,0,0,4.125,4.375,0.943,6.662,0.238,6.5,4.0,8.5,1.083,2.393
Colombia,1927,0,0,4.125,4.375,0.943,6.662,0.238,6.5,4.0,8.5,1.083,2.393
Colombia,1928,0,0,4.95,4.375,1.131,5.812,0.2115,5.7,4.8,7.5,1.038,2.207
Colombia,1929,0,0,5.125,4.375,1.171,5.662,0.2072,5.5,5.0,7.5,1.067,2.393
Colombia,1930,0,0,4.625,4.375,1.057,6.112,0.2198,6.5,4.0,7.5,1.014,2.047
Colombia,1931,0,0,4.75,4.375,1.086,5.988,0.2162,6.5,4.0,7.5,1.087,2.38
Colombia,1932,0,0,5.525,4.375,1.263,5.2,0.1938,5.5,5.0,6.5,0.964,1.76
Colombia,1933,0,0,4.8,4.375,1.097,5.925,0.2141,5.9,4.6,7.5,1.022,2.067
Colombia,1934,0,0,4.7,4.375,1.074,6.025,0.2171,6.3,4.2,7.5,1.034,2.12
Colombia,1935,0,0,4.625,4.375,1.057,6.1,0.2193,6.5,4.0,7.5,1.038,2.133
Colombia,1936,0,0,4.075,4.375,0.931,6.988,0.2483,6.5,4.0,9.5,1.05,2.167
Colombia,1937,0,0,4.075,4.375,0.931,6.988,0.2483,6.5,4.0,9.5,1.05,2.167
Colombia,1938,0,0,4.075,4.375,0.931,6.988,0.2483,6.5,4.0,9.5,1.05,2.167
Colombia,1939,0,0,4.075,4.375,0.931,6.988,0.2483,6.5,4.0,9.5,1.05,2.167
Colombia,1940,0,0,4.075,4.375,0.931,6.988,0.2483,6.5,4.0,9.5,1.05,2.167
Colombia,1941,0,0,4.075,4.375,0.931,6.988,0.2483,6.5,4.0,9.5,1.05,2.167
Colombia,1942,0,0,4.1,4.375,0.937,6.962,0.2476,6.5,4.0,9.5,1.067,2.233
Colombia,1943,0,0,4.1,4.375,0.937,6.962,0.2476,6.5,4.0,9.5,1.067,2.233
Colombia,1944,0,0,4.1,4.375,0.937,6.962,0.2476,6.5,4.0,9.5,1.067,2.233
Colombia,1945,0,0,4.1,4.375,0.937,6.962,0.2476,6.5,4.0,9.5,1.067,2.233
Colombia,1946,0,0,5.05,4.375,1.154,5.675,0.2071,5.7,4.8,7.5,1.07,2.307
Colombia,1947,0,0,5.675,4.375,1.297,5.038,0.1896,5.1,5.4,6.5,1.017,2.033
Colombia,1948,0,0,7.5,4.25,1.765,2.388,0.1331,2.9,7.0,2.3,0.937,1.207
Colombia,1949,0,0,6.375,4.25,1.5,3.938,0.1654,4.5,6.0,4.5,0.99,2.3
Colombia,1950,1,0,6.375,4.25,1.5,3.938,0.1654,4.5,6.0,4.5,0.99,2.3
Colombia,1951,1,0,6.375,4.25,1.5,3.938,0.1654,4.5,6.0,4.5,0.99,2.3
Colombia,1952,1,0,6.375,4.25,1.5,3.938,0.1654,4.5,6.0,4.5,0.99,2.3
Colombia,1953,0,1,5.325,4.5,1.183,5.325,0.1923,5.0,5.0,6.0,1.003,1.853
Colombia,1954,0,0,5.075,4.5,1.128,5.612,0.2001,5.0,5.0,7.0,1.04,2.1
Colombia,1955,0,0,5.1,4.5,1.133,5.588,0.1996,5.0,5.0,7.0,1.053,2.167
Colombia,1956,0,0,5.475,4.5,1.217,5.188,0.1888,5.0,5.0,6.0,0.978,1.74
Colombia,1957,0,0,5.375,4.5,1.194,5.288,0.1914,5.0,5.0,6.0,0.988,1.793
Colombia,1958,0,0,4.875,4.375,1.114,5.862,0.2123,5.5,5.0,7.5,1.042,2.18
Colombia,1959,0,0,4.875,4.375,1.114,5.862,0.2123,5.5,5.0,7.5,1.042,2.18
Colombia,1960,0,0,4.975,4.375,1.137,5.762,0.209,5.5,5.0,7.5,1.008,2.02
Colombia,1961,0,0,5.025,4.375,1.149,5.712,0.2077,5.5,5.0,7.5,0.992,1.94
Colombia,1962,0,0,5.075,4.375,1.16,5.662,0.2064,5.5,5.0,7.5,0.977,1.86
Colombia,1963,0,0,5.175,4.375,1.183,5.562,0.2041,5.5,5.0,7.5,1.029,2.127
Colombia,1964,0,0,5.225,4.375,1.194,5.512,0.2029,5.5,5.0,7.5,1.034,2.153
Colombia,1965,0,0,5.225,4.375,1.194,5.512,0.2029,5.5,5.0,7.5,1.034,2.153
Colombia,1966,0,0,5.25,4.375,1.2,5.488,0.2021,5.5,5.0,7.5,1.026,2.113
Colombia,1967,0,0,5.25,4.425,1.186,5.588,0.2035,6.3,5.0,7.5,1.026,2.273
Colombia,1968,0,0,5.25,4.575,1.148,5.788,0.2049,7.1,5.0,8.3,1.026,2.593
Colombia,1969,0,0,5.25,4.575,1.148,5.788,0.2049,7.1,5.0,8.3,1.026,2.593
Colombia,1970,0,0,5.3,4.6,1.152,5.788,0.204,7.5,5.0,7.9,1.01,2.593
Colombia,1971,0,0,5.35,4.6,1.163,5.738,0.2026,7.5,5.0,7.9,1.015,2.62
Colombia,1972,0,0,5.4,4.6,1.174,5.688,0.2012,7.5,5.0,7.9,1.02,2.647
Colombia,1973,0,0,5.525,4.6,1.201,5.562,0.1976,7.5,5.0,7.7,1.022,2.66
Colombia,1974,0,0,5.625,4.6,1.223,5.462,0.1949,7.5,5.0,7.5,1.051,2.82
Colombia,1975,0,0,5.675,4.625,1.227,5.438,0.1935,7.3,5.2,7.7,1.055,2.887
Colombia,1976,0,0,5.675,4.625,1.227,5.438,0.1935,7.3,5.2,7.7,1.055,2.887
Colombia,1977,0,0,5.725,4.625,1.238,5.388,0.1922,7.3,5.2,7.7,1.04,2.807
Colombia,1978,0,0,5.95,4.625,1.286,5.163,0.1866,6.9,5.6,7.5,1.032,2.767
Colombia,1979,0,0,6.125,4.625,1.324,4.988,0.1819,6.7,5.8,7.3,1.02,2.7
Colombia,1980,0,0,6.475,4.625,1.4,4.638,0.1731,6.7,5.8,6.7,1.014,2.673
Colombia,1981,0,0,6.475,4.625,1.4,4.625,0.1728,6.7,5.8,6.7,1.014,2.653
Colombia,1982,0,0,6.475,4.625,1.4,4.625,0.1728,6.7,5.8,6.7,1.014,2.653
Colombia,1983,0,0,6.45,4.625,1.395,4.65,0.1733,6.5,6.0,6.7,0.988,2.48
Colombia,1984,0,0,6.75,4.625,1.459,4.338,0.166,6.1,6.4,6.5,0.965,2.3
Colombia,1985,0,0,7.075,4.625,1.53,3.75,0.1527,4.5,7.0,4.9,0.939,1.68
Colombia,1986,0,0,7.025,4.625,1.519,3.862,0.1554,4.5,7.0,5.3,0.964,1.967
Colombia,1987,0,0,7.025,4.625,1.519,3.838,0.1548,4.5,7.0,5.3,0.964,1.927
Colombia,1988,0,0,7.475,4.625,1.616,3.188,0.1414,4.5,7.0,4.5,0.984,2.06
Colombia,1989,0,0,7.775,4.625,1.681,2.762,0.1332,4.5,7.0,3.7,0.951,1.7
Colombia,1990,0,0,7.825,4.625,1.692,2.712,0.1323,4.3,7.2,3.7,0.955,1.727
Colombia,1991,0,0,6.625,4.775,1.387,4.775,0.1735,7.0,6.0,7.0,1.01,3.107
Colombia,1992,0,0,6.625,4.975,1.332,5.138,0.1781,7.0,6.0,7.0,1.01,2.62
Colombia,1993,0,0,6.675,4.95,1.348,5.062,0.1767,6.6,6.4,7.0,0.998,2.5
Colombia,1994,0,0,6.925,4.9,1.413,4.612,0.1676,6.6,6.4,5.0,0.942,1.78
Colombia,1995,0,0,7.125,4.9,1.454,4.312,0.1605,6.2,6.8,5.0,0.901,1.3
Colombia,1996,1,0,7.225,4.875,1.482,4.188,0.1588,6.0,7.0,5.0,0.923,1.42
Colombia,1997,1,0,7.45,4.875,1.528,3.912,0.1526,6.0,7.0,5.0,0.947,1.727
Colombia,1998,1,0,7.9,4.875,1.621,3.075,0.1356,5.4,7.0,4.0,0.954,1.773
Colombia,1999,0,1,7.975,4.7,1.697,2.725,0.1324,5.2,7.0,3.6,0.952,1.96
Colombia,2000,0,0,7.875,4.75,1.658,3.038,0.1378,5.4,7.0,4.0,0.958,2.247
Colombia,2001,0,0,7.875,4.75,1.658,3.038,0.1378,5.4,7.0,4.0,0.958,2.247
Colombia,2002,0,0,7.725,4.75,1.626,3.538,0.1475,6.0,7.0,5.4,0.988,2.833
Colombia,2003,0,0,6.7,4.975,1.347,5.212,0.18,6.8,6.2,6.8,0.992,2.74
Colombia,2004,0,0,6.275,5.2,1.207,5.862,0.1905,7.0,6.0,7.0,0.964,2.5
Colombia,2005,0,0,6.025,5.475,1.1,6.488,0.2008,7.6,6.0,7.4,0.993,2.433
Colombia,2006,0,0,5.675,5.5,1.032,6.888,0.2118,8.6,5.2,7.8,0.979,2.327
Colombia,2007,0,0,5.35,5.55,0.964,7.438,0.2267,8.8,5.0,8.4,0.937,1.713
Colombia,2008,0,0,5.325,5.575,0.955,7.538,0.2291,8.8,5.0,8.8,0.925,1.767
Colombia,2009,0,0,5.4,5.5,0.982,7.262,0.2237,8.8,5.0,8.0,0.923,1.54
Colombia,2010,0,0,5.3,5.625,0.942,7.55,0.2281,9.0,5.0,8.0,0.931,1.627
Colombia,2011,0,0,5.15,5.625,0.916,7.875,0.2379,9.0,5.0,9.2,0.954,1.72
Colombia,2012,0,0,5.025,5.725,0.878,8.137,0.2433,9.0,5.0,10.0,0.992,1.66
Colombia,2013,0,0,5.0,5.725,0.873,8.162,0.2441,9.0,5.0,10.0,1.0,1.7
Colombia,2014,0,0,5.0,5.75,0.87,8.188,0.2441,9.0,5.0,10.0,1.0,1.633
Colombia,2015,0,0,5.0,5.75,0.87,8.188,0.2441,9.0,5.0,10.0,1.0,1.633
Colombia,2016,0,0,5.0,5.75,0.87,8.525,0.2544,9.8,5.0,10.5,1.0,2.173
Colombia,2017,0,0,5.0,5.75,0.87,8.062,0.2407,9.0,5.0,9.0,1.0,1.433
Colombia,2018,0,0,5.025,5.75,0.874,7.938,0.2371,9.0,5.0,9.0,0.992,1.66
Colombia,2019,0,0,5.325,5.75,0.926,7.613,0.2272,9.0,5.0,8.2,0.983,1.673
Colombia,2020,0,0,6.65,5.0,1.33,5.275,0.1816,7.2,6.0,6.8,1.053,3.213
Colombia,2021,0,0,7.0,4.975,1.407,4.7,0.1692,7.0,6.4,4.6,1.047,2.827
Colombia,2022,0,0,5.7,5.275,1.081,6.75,0.2154,9.0,5.0,8.0,1.048,2.373
Colombia,2023,0,0,5.625,5.25,1.071,6.812,0.2181,9.0,5.0,8.0,1.012,2.1
Colombia,2024,0,0,5.625,5.25,1.071,6.812,0.2181,9.0,5.0,8.0,1.012,2.1
Colombia,2025,0,0,5.625,5.25,1.071,6.812,0.2181,9.0,5.0,8.0,1.012,2.1
Denmark,1912,0,0,3.625,5.0,0.725,9.25,0.3161,9.5,4.0,9.5,1.176,0.133
Denmark,1913,0,0,3.75,4.875,0.769,9.0,0.3115,9.5,4.0,9.5,1.111,-0.267
Denmark,1914,0,0,0.25,5.5,0.045,13.75,0.5387,17.0,0.0,15.0,0.0,-2.0
Egypt,1900,0,0,4.375,6.625,0.66,11.562,0.3389,17.0,3.0,8.0,1.111,1.7
Egypt,1901,0,0,4.375,6.625,0.66,11.562,0.3389,17.0,3.0,8.0,1.111,1.7
Egypt,1902,0,0,4.375,7.125,0.614,12.312,0.3465,17.0,3.0,8.0,1.111,0.767
Egypt,1903,0,0,4.375,7.125,0.614,12.312,0.3465,17.0,3.0,8.0,1.111,0.767
Egypt,1904,0,0,4.25,7.375,0.576,13.062,0.367,18.0,3.0,12.5,1.167,1.967
Egypt,1905,0,0,4.125,7.5,0.55,13.375,0.375,18.0,3.0,12.5,1.083,1.667
Egypt,1906,0,0,5.5,7.125,0.772,11.688,0.3153,18.0,3.0,8.5,1.049,1.633
Egypt,1907,0,0,6.375,6.125,1.041,9.0,0.2567,16.0,4.0,5.0,1.167,2.667
Egypt,1908,0,0,5.5,6.125,0.898,9.875,0.2884,16.0,4.0,7.0,1.049,1.4
Egypt,1909,0,0,5.625,6.375,0.882,10.125,0.2873,16.0,4.0,6.0,0.92,0.2
Egypt,1910,0,0,6.625,6.375,1.039,9.125,0.2519,16.0,4.0,2.0,0.931,-0.867
Egypt,1911,0,0,4.875,7.25,0.672,12.438,0.3431,18.0,3.0,11.5,1.042,1.767
Egypt,1912,0,0,4.25,7.5,0.567,13.875,0.3921,19.5,3.0,14.5,1.032,1.4
Egypt,1913,0,0,4.25,7.625,0.557,14.0,0.3921,19.5,3.0,14.5,1.032,1.067
Egypt,1914,0,0,6.375,6.75,0.944,10.75,0.2914,19.5,3.0,15.0,1.369,6.0
Egypt,1915,0,0,7.125,6.125,1.163,8.625,0.2441,17.5,4.0,12.0,1.212,5.267
Egypt,1916,0,0,6.75,6.625,1.019,9.188,0.2481,17.5,4.0,12.5,1.237,5.633
Egypt,1917,0,0,7.625,6.0,1.271,7.312,0.2126,17.5,4.0,10.5,1.238,6.9
Egypt,1918,0,0,8.625,5.875,1.468,5.688,0.1756,16.5,5.0,8.5,1.208,7.5
Egypt,1919,0,0,8.875,5.25,1.69,5.875,0.1853,10.0,7.0,0.0,1.085,0.867
Egypt,1920,0,0,7.625,5.875,1.298,7.75,0.221,13.0,6.0,3.0,1.009,1.733
Egypt,1921,0,0,7.125,6.25,1.14,8.625,0.2372,15.0,5.0,4.0,1.048,1.0
Egypt,1922,0,0,5.25,6.75,0.778,11.438,0.3199,16.0,4.0,8.5,1.026,1.233
Egypt,1923,0,0,5.0,5.375,0.93,9.25,0.296,12.5,4.0,5.0,1.0,0.667
Egypt,1924,0,0,6.625,5.125,1.293,7.0,0.229,11.5,5.0,2.0,0.857,-0.8
Egypt,1925,0,0,4.875,5.125,0.951,8.875,0.2916,12.5,4.0,5.0,1.042,1.133
Egypt,1926,0,0,4.75,5.5,0.864,9.75,0.308,12.5,4.0,7.0,0.972,0.933
Egypt,1927,0,0,4.875,5.5,0.886,9.625,0.3032,12.5,4.0,6.0,0.833,0.2
Egypt,1928,0,0,6.25,5.125,1.22,7.0,0.2299,10.5,5.0,0.0,0.938,0.267
Egypt,1929,0,0,7.125,5.125,1.39,6.125,0.2044,11.5,5.0,1.0,1.048,1.533
Egypt,1930,0,0,6.875,5.25,1.31,6.875,0.2222,12.5,4.0,9.0,1.29,5.4
Egypt,1931,0,0,6.375,5.25,1.214,7.375,0.2365,12.5,4.0,10.0,1.264,5.133
Egypt,1932,0,0,5.875,5.375,1.093,8.375,0.2621,12.5,4.0,10.0,1.131,4.067
Egypt,1933,0,0,5.75,5.5,1.045,8.625,0.2656,11.5,5.0,6.0,0.977,1.8
Egypt,1934,0,0,4.625,5.875,0.787,10.5,0.3214,12.5,4.0,10.0,1.014,1.6
Egypt,1935,0,0,6.0,6.375,0.941,10.312,0.2886,13.0,5.0,7.0,0.914,0.5
Egypt,1936,0,0,4.125,6.25,0.66,12.25,0.3786,14.0,4.0,12.0,1.083,1.467
Egypt,1937,0,0,5.25,5.75,0.913,10.0,0.307,14.0,4.0,5.0,1.026,0.533
Egypt,1938,0,0,5.375,5.75,0.935,9.375,0.2877,14.0,4.0,5.0,0.988,0.6
Egypt,1939,0,0,6.75,5.75,1.174,7.75,0.231,14.0,5.0,4.0,0.98,1.2
Egypt,1940,0,0,7.875,6.0,1.312,6.438,0.1899,14.0,6.0,2.0,1.026,0.7
Egypt,1941,0,0,8.75,5.75,1.522,5.375,0.1691,13.0,7.0,0.0,0.985,-0.733
Egypt,1942,0,0,7.875,6.5,1.212,7.562,0.2034,14.0,6.0,3.0,1.026,0.1
Egypt,1943,0,0,6.625,6.875,0.964,10.062,0.2625,15.0,5.0,7.0,1.094,0.9
Egypt,1944,0,0,5.625,6.125,0.918,10.125,0.2952,16.0,4.0,5.0,1.111,1.267
Egypt,1945,0,0,7.0,5.625,1.244,7.375,0.2244,14.0,5.0,1.0,1.078,1.133
Egypt,1946,0,0,8.0,5.5,1.455,5.875,0.1869,13.0,6.0,1.0,1.068,1.933
Egypt,1947,0,0,7.0,5.5,1.273,7.625,0.2325,14.0,5.0,3.0,1.078,2.067
Egypt,1948,0,0,9.125,4.875,1.872,3.625,0.152,11.0,7.0,0.0,1.037,1.0
Egypt,1949,1,0,8.125,5.125,1.585,5.438,0.1865,12.0,6.0,2.0,1.042,1.767
Egypt,1950,1,0,6.5,6.25,1.04,9.312,0.2602,14.0,5.0,6.0,0.96,0.5
Egypt,1951,1,0,8.75,4.875,1.795,3.312,0.1447,10.5,7.0,-2.5,1.047,0.767
Egypt,1952,0,1,8.75,5.25,1.667,4.562,0.1616,7.5,8.0,4.0,1.111,3.033
Egypt,1953,0,0,5.75,6.125,0.939,9.75,0.2799,12.5,5.0,10.5,0.977,1.2
Egypt,1954,0,0,5.625,6.125,0.918,10.188,0.2962,12.5,5.0,13.5,0.833,-0.5
Egypt,1955,0,0,5.0,7.0,0.714,12.625,0.3549,15.0,4.0,16.0,1.0,0.733
Egypt,1956,0,0,6.5,7.0,0.929,11.125,0.2899,15.0,5.0,15.0,1.042,2.067
Egypt,1957,0,0,5.125,7.125,0.719,12.875,0.3565,16.0,4.0,15.0,1.067,1.667
Egypt,1958,0,0,5.75,7.25,0.793,12.438,0.3297,15.5,5.0,11.0,0.889,-0.367
Egypt,1959,0,0,5.0,7.5,0.667,13.812,0.3765,16.5,4.0,15.0,1.0,0.767
Egypt,1960,0,0,5.0,8.0,0.625,14.688,0.3896,18.5,4.0,15.0,0.897,-0.5
Egypt,1961,0,0,5.125,7.375,0.695,13.562,0.3749,17.5,4.0,15.0,0.962,0.1
Egypt,1962,0,0,4.75,7.75,0.613,14.688,0.4048,18.5,4.0,17.0,0.972,0.833
Egypt,1963,0,0,5.375,7.5,0.717,13.375,0.3566,16.5,5.0,15.0,0.893,-0.733
Egypt,1964,1,0,5.5,7.5,0.733,13.25,0.351,17.5,5.0,15.0,0.862,-0.933
Egypt,1965,1,0,6.625,7.0,0.946,10.875,0.2824,14.5,6.0,12.0,0.931,-0.467
Egypt,1966,1,0,7.25,6.75,1.074,10.0,0.2585,14.5,6.0,11.0,1.019,0.8
Egypt,1967,0,1,9.75,4.375,2.229,2.188,0.134,8.0,9.0,1.0,1.042,0.033
Egypt,1968,0,0,8.0,5.875,1.362,7.312,0.2098,10.0,8.0,8.0,1.0,1.3
Egypt,1969,0,0,7.0,6.75,1.037,10.375,0.2689,12.5,7.0,11.0,1.0,1.133
Egypt,1970,0,0,6.5,7.375,0.881,11.812,0.297,14.5,6.0,8.5,0.96,0.767
Egypt,1971,0,0,5.875,6.75,0.87,11.312,0.3097,14.0,5.0,13.5,1.235,3.433
Egypt,1972,0,0,6.25,6.875,0.909,10.938,0.2919,15.0,5.0,11.5,1.207,3.367
Egypt,1973,0,0,4.75,7.75,0.613,14.625,0.4,17.0,4.0,17.0,1.212,3.133
Egypt,1974,0,0,5.875,7.125,0.825,12.625,0.3358,15.0,5.0,13.0,1.034,1.8
Egypt,1975,0,0,5.875,7.0,0.839,12.312,0.3308,15.0,5.0,13.0,1.034,1.3
Egypt,1976,0,0,6.875,6.875,1.0,10.75,0.2783,14.0,6.0,11.0,1.029,1.467
Egypt,1977,0,0,8.625,5.75,1.5,6.375,0.1904,10.0,8.0,4.0,1.071,2.467
Egypt,1978,0,0,7.25,6.25,1.16,9.25,0.2522,12.0,7.0,9.0,1.019,1.2
Egypt,1979,0,0,6.875,6.25,1.1,9.5,0.2652,13.0,6.0,7.0,0.952,0.0
Egypt,1980,0,0,6.875,6.25,1.1,9.5,0.2652,13.0,6.0,7.0,0.952,0.0
Egypt,1981,0,0,7.375,6.0,1.229,7.375,0.2152,12.0,6.0,1.0,0.855,-0.467
Egypt,1982,0,0,6.25,6.125,1.02,9.562,0.2732,13.0,5.0,8.5,1.022,2.5
Egypt,1983,0,0,6.0,6.125,0.98,9.938,0.2855,13.0,5.0,10.5,1.092,3.1
Egypt,1984,0,0,5.75,6.25,0.92,10.438,0.3,15.0,4.0,12.5,1.173,3.9
Egypt,1985,0,0,6.25,6.125,1.02,9.688,0.2769,13.0,5.0,10.5,1.207,3.767
Egypt,1986,0,0,7.0,6.0,1.167,8.312,0.2396,13.0,5.0,8.5,1.0,1.567
Egypt,1987,0,0,6.5,6.125,1.061,9.312,0.2639,13.0,5.0,9.5,1.129,3.167
Egypt,1988,0,0,6.375,5.875,1.085,9.188,0.2687,13.0,5.0,10.5,1.167,4.033
Egypt,1989,0,0,6.375,5.875,1.085,9.188,0.2687,13.0,5.0,10.5,1.167,4.033
Egypt,1990,0,0,6.375,6.25,1.02,9.625,0.271,13.0,5.0,10.5,1.075,3.133
Egypt,1991,0,0,5.375,7.0,0.768,11.938,0.3286,16.0,4.0,15.5,1.2,4.167
Egypt,1992,0,0,6.875,6.25,1.1,9.125,0.2536,13.0,5.0,9.5,1.029,2.867
Egypt,1993,0,0,7.125,6.25,1.14,8.75,0.2437,13.0,5.0,9.5,1.048,2.8
Egypt,1994,0,0,7.375,6.25,1.18,8.625,0.2372,13.0,5.0,9.5,1.065,4.2
Egypt,1995,0,0,7.5,6.125,1.224,8.25,0.2308,13.0,5.0,6.5,1.036,3.6
Egypt,1996,0,0,6.5,6.375,1.02,10.125,0.2786,14.0,5.0,11.5,1.042,3.933
Egypt,1997,0,0,8.375,5.875,1.426,6.875,0.1997,13.0,6.0,7.5,1.057,4.6
Egypt,1998,0,0,6.375,6.5,0.981,10.25,0.2802,14.0,5.0,12.5,1.167,5.733
Egypt,1999,0,0,5.875,6.75,0.87,11.375,0.3113,14.0,5.0,14.5,1.235,5.933
Egypt,2000,0,0,6.5,6.5,1.0,10.312,0.281,13.0,5.0,12.5,1.129,5.3
Egypt,2001,0,0,5.375,6.625,0.811,11.438,0.3227,15.0,4.0,12.5,1.2,4.167
Egypt,2002,0,0,5.625,6.625,0.849,11.188,0.3116,15.0,4.0,11.5,1.218,4.3
Egypt,2003,0,0,7.125,6.0,1.188,8.562,0.2433,14.0,5.0,7.5,1.212,5.433
Egypt,2004,0,0,5.875,7.0,0.839,11.5,0.3085,16.0,4.0,13.0,1.235,5.067
Egypt,2005,0,0,6.875,6.625,1.038,9.75,0.2615,15.0,5.0,7.0,1.111,3.867
Egypt,2006,0,0,6.5,6.875,0.945,10.875,0.2899,16.5,4.0,11.0,1.222,5.4
Egypt,2007,0,0,7.375,6.75,1.093,9.5,0.2466,15.5,5.0,9.0,1.143,4.8
Egypt,2008,1,0,8.375,5.875,1.426,6.562,0.1942,12.5,6.0,5.0,1.197,5.967
Egypt,2009,1,0,8.0,6.125,1.306,7.562,0.2126,12.0,6.0,5.5,1.14,4.633
