Society,Year,T_Offset,set_id,Mean_C,Mean_K,Mean_S,Mean_A,Mean_NodeValue,Mean_BondStrength,SK_Ratio,Reactivity_Ratio,Cog_Gap,Archive_V,Archive_S,Helm_V,Helm_S,Shield_V,Shield_S
Estonia,1968,T+68,set_5,7.0,5.5,3.625,6.375,12.062,0.4094,0.659,0.877,-0.967,9.0,5.0,12.0,4.0,13.0,3.0
Estonia,1969,T+69,set_5,7.0,5.5,3.625,6.375,12.062,0.4094,0.659,0.877,-0.967,9.0,5.0,12.0,4.0,13.0,3.0
Estonia,1970,T+70,set_5,7.0,5.5,3.625,6.375,12.062,0.4094,0.659,0.877,-0.967,9.0,5.0,12.0,4.0,13.0,3.0
Estonia,1971,T+71,set_5,7.0,5.5,3.625,6.375,12.062,0.4094,0.659,0.877,-0.967,9.0,5.0,12.0,4.0,13.0,3.0
Estonia,1972,T+72,set_5,7.0,5.5,3.625,6.375,12.062,0.4094,0.659,0.877,-0.967,9.0,5.0,12.0,4.0,13.0,3.0
Estonia,1973,T+73,set_5,7.0,5.5,3.625,6.375,12.062,0.4094,0.659,0.877,-0.967,9.0,5.0,12.0,4.0,13.0,3.0
Estonia,1974,T+74,set_5,7.0,5.5,3.625,6.375,12.062,0.4094,0.659,0.877,-0.967,9.0,5.0,12.0,4.0,13.0,3.0
Estonia,1975,T+75,set_5,7.0,5.5,3.625,6.375,12.062,0.4094,0.659,0.877,-0.967,9.0,5.0,12.0,4.0,13.0,3.0
Estonia,1976,T+76,set_5,7.0,5.5,3.625,6.375,12.062,0.4094,0.659,0.877,-0.967,9.0,5.0,12.0,4.0,13.0,3.0
Estonia,1977,T+77,set_5,7.0,5.5,3.625,6.375,12.062,0.4094,0.659,0.877,-0.967,9.0,5.0,12.0,4.0,13.0,3.0
Estonia,1978,T+78,set_5,7.0,5.5,3.625,6.375,12.062,0.4094,0.659,0.877,-0.967,9.0,5.0,12.0,4.0,13.0,3.0
Estonia,1979,T+79,set_5,7.0,5.5,3.625,6.375,12.062,0.4094,0.659,0.877,-0.967,9.0,5.0,12.0,4.0,13.0,3.0
Estonia,1980,T+80,set_5,7.0,5.5,3.625,6.375,12.062,0.4094,0.659,0.877,-0.967,9.0,5.0,12.0,4.0,13.0,3.0
Estonia,1981,T+81,set_5,7.0,5.5,3.625,6.375,12.062,0.4094,0.659,0.877,-0.967,9.0,5.0,12.0,4.0,13.0,3.0
Estonia,1982,T+82,set_5,7.0,5.5,3.625,6.375,12.062,0.4094,0.659,0.877,-0.967,9.0,5.0,12.0,4.0,13.0,3.0
Estonia,1983,T+83,set_5,6.0,5.5,3.625,6.375,11.062,0.373,0.659,0.877,-0.967,8.0,5.0,11.0,4.0,12.0,3.0
Estonia,1984,T+84,set_5,5.0,5.5,3.625,6.375,10.062,0.3367,0.659,0.877,-0.967,7.0,5.0,10.0,4.0,11.0,3.0
Estonia,1985,T+85,set_5,4.0,5.5,3.625,6.375,9.062,0.3003,0.659,0.877,-0.967,6.0,5.0,9.0,4.0,10.0,3.0
Estonia,1986,T+86,set_5,3.0,5.5,3.625,6.375,8.062,0.2639,0.659,0.877,-0.967,5.0,5.0,8.0,4.0,9.0,3.0
Estonia,1987,T+87,set_5,2.0,5.5,3.625,6.375,7.062,0.2275,0.659,0.877,-0.967,4.0,5.0,7.0,4.0,8.0,3.0
Estonia,1988,T+88,set_5,6.0,6.5,1.625,7.375,14.562,0.5242,0.25,0.741,-0.967,11.5,3.0,14.5,2.0,15.5,1.0
Estonia,1989,T+89,set_5,7.0,7.5,1.125,7.375,17.062,0.612,0.15,0.833,-0.7,14.5,2.0,17.5,1.0,17.5,1.0
Estonia,1990,T+90,set_5,8.0,7.5,1.125,7.375,18.062,0.6634,0.15,0.833,-0.7,15.5,2.0,18.5,1.0,18.5,1.0
Estonia,1991,T+91,set_5,8.0,7.5,1.125,8.0,18.375,0.6848,0.15,0.833,-0.467,16.0,2.0,19.0,1.0,19.0,1.0
Estonia,1992,T+92,set_5,8.0,7.5,1.125,8.0,18.375,0.6848,0.15,0.833,-0.467,16.0,2.0,19.0,1.0,19.0,1.0
Estonia,1993,T+93,set_5,8.0,7.5,1.125,8.0,18.375,0.6848,0.15,0.833,-0.467,16.0,2.0,19.0,1.0,19.0,1.0
Estonia,1994,T+94,set_5,8.0,7.5,1.125,8.0,18.375,0.6848,0.15,0.833,-0.467,16.0,2.0,19.0,1.0,19.0,1.0
Estonia,1995,T+95,set_5,8.0,7.5,1.125,8.0,18.375,0.6848,0.15,0.833,-0.467,16.0,2.0,19.0,1.0,19.0,1.0
Estonia,1996,T+96,set_5,8.0,7.5,1.125,8.0,18.375,0.6848,0.15,0.833,-0.467,16.0,2.0,19.0,1.0,19.0,1.0
Estonia,1997,T+97,set_5,8.0,7.5,1.125,8.0,18.375,0.6848,0.15,0.833,-0.467,16.0,2.0,19.0,1.0,19.0,1.0
Estonia,1998,T+98,set_5,8.0,7.5,1.125,8.0,18.375,0.6848,0.15,0.833,-0.467,16.0,2.0,19.0,1.0,19.0,1.0
Estonia,1999,T+99,set_5,8.0,7.5,1.125,8.0,18.375,0.6848,0.15,0.833,-0.467,16.0,2.0,19.0,1.0,19.0,1.0
Estonia,2000,T+100,set_5,8.0,7.5,1.125,8.0,18.375,0.6848,0.15,0.833,-0.467,16.0,2.0,19.0,1.0,19.0,1.0
Estonia,2001,T+101,set_5,8.0,7.5,1.125,8.0,18.375,0.6848,0.15,0.833,-0.467,16.0,2.0,19.0,1.0,19.0,1.0
Estonia,2002,T+102,set_5,8.0,7.5,1.125,8.0,18.375,0.6848,0.15,0.833,-0.467,16.0,2.0,19.0,1.0,19.0,1.0
Estonia,2003,T+103,set_5,8.0,7.5,1.125,8.0,18.375,0.6848,0.15,0.833,-0.467,16.0,2.0,19.0,1.0,19.0,1.0
Estonia,2004,T+104,set_5,8.0,7.5,1.125,8.0,18.375,0.6848,0.15,0.833,-0.467,16.0,2.0,19.0,1.0,19.0,1.0
Estonia,2005,T+105,set_5,8.0,7.5,2.125,8.0,17.375,0.5961,0.283,0.909,-0.467,15.0,3.0,18.0,2.0,18.0,2.0
Estonia,2006,T+106,set_5,7.0,6.5,2.375,8.0,15.125,0.5329,0.365,0.769,-0.867,13.0,3.0,15.0,3.0,16.0,2.0
Estonia,2007,T+107,set_5,7.0,6.5,1.375,8.0,16.125,0.6122,0.212,0.625,-0.867,14.0,2.0,16.0,2.0,17.0,1.0
Estonia,2008,T+108,set_5,8.0,7.5,1.125,8.0,18.375,0.6848,0.15,0.833,-0.467,16.0,2.0,19.0,1.0,19.0,1.0
Estonia,2009,T+109,set_5,8.0,7.5,1.125,8.0,18.375,0.6848,0.15,0.833,-0.467,16.0,2.0,19.0,1.0,19.0,1.0
Estonia,2010,T+110,set_5,8.0,7.5,1.125,8.0,18.375,0.6848,0.15,0.833,-0.467,16.0,2.0,19.0,1.0,19.0,1.0
Estonia,2011,T+111,set_5,8.0,7.5,1.125,8.0,18.375,0.6848,0.15,0.833,-0.467,16.0,2.0,19.0,1.0,19.0,1.0
Estonia,2012,T+112,set_5,8.0,7.5,1.125,8.0,18.375,0.6848,0.15,0.833,-0.467,16.0,2.0,19.0,1.0,19.0,1.0
Estonia,2013,T+113,set_5,8.0,7.5,1.125,8.0,18.375,0.6848,0.15,0.833,-0.467,16.0,2.0,19.0,1.0,19.0,1.0
Estonia,2014,T+114,set_5,8.0,7.5,1.125,8.0,18.375,0.6848,0.15,0.833,-0.467,16.0,2.0,19.0,1.0,19.0,1.0
Estonia,2015,T+115,set_5,8.0,7.5,1.125,8.0,18.375,0.6848,0.15,0.833,-0.467,16.0,2.0,19.0,1.0,19.0,1.0
Estonia,2016,T+116,set_5,8.0,7.5,1.125,8.0,18.375,0.6848,0.15,0.833,-0.467,16.0,2.0,19.0,1.0,19.0,1.0
Estonia,2017,T+117,set_5,7.5,7.5,2.375,8.0,16.625,0.5544,0.317,0.769,-1.133,15.0,3.0,16.0,3.0,18.0,2.0
Estonia,2018,T+118,set_5,7.5,7.5,1.375,8.0,17.625,0.6369,0.183,0.625,-1.133,16.0,2.0,17.0,2.0,19.0,1.0
Estonia,2019,T+119,set_5,7.5,6.875,2.375,8.0,16.0,0.5544,0.345,0.769,-1.6,14.0,3.0,15.0,3.0,18.0,2.0
Estonia,2020,T+120,set_5,7.5,6.875,1.375,8.0,17.0,0.6369,0.2,0.625,-1.6,15.0,2.0,16.0,2.0,19.0,1.0
Estonia,2021,T+121,set_5,8.0,7.5,1.125,8.0,18.375,0.6848,0.15,0.833,-0.467,16.0,2.0,19.0,1.0,19.0,1.0
Estonia,2022,T+122,set_5,8.0,7.5,1.125,8.0,18.375,0.6848,0.15,0.833,-0.467,16.0,2.0,19.0,1.0,19.0,1.0
Finland,1900,T+0,set_3,6.625,6.5,5.125,6.375,11.188,0.323,0.788,0.774,-2.633,12.5,5.0,6.0,7.0,6.5,7.0
Finland,1901,T+1,set_3,6.375,6.375,5.5,6.375,10.438,0.3033,0.863,0.699,-3.833,12.5,5.0,4.0,8.0,2.5,9.0
Finland,1902,T+2,set_3,6.125,6.25,5.625,6.25,9.875,0.2904,0.9,0.677,-4.733,11.5,5.0,1.5,9.0,1.5,9.0
Finland,1903,T+3,set_3,6.0,6.375,5.875,6.25,9.625,0.2753,0.922,0.707,-4.067,11.5,5.0,4.0,8.0,2.5,9.0
Finland,1904,T+4,set_3,6.375,6.375,5.5,6.375,10.438,0.3033,0.863,0.699,-3.833,12.5,5.0,4.0,8.0,2.5,9.0
Finland,1905,T+5,set_3,7.375,7.375,4.125,6.75,14.0,0.4055,0.559,0.725,-2.133,16.0,4.0,9.0,6.0,8.5,6.0
Finland,1906,T+6,set_3,6.375,6.5,5.125,6.375,10.938,0.3157,0.788,0.774,-2.5,12.5,5.0,6.0,7.0,5.5,7.0
Finland,1907,T+7,set_3,6.375,6.5,5.125,6.375,10.938,0.3157,0.788,0.774,-2.5,12.5,5.0,6.0,7.0,5.5,7.0
Finland,1908,T+8,set_3,6.375,6.375,5.25,6.375,10.688,0.3098,0.824,0.833,-1.833,12.5,5.0,6.0,7.0,5.5,7.0
Finland,1909,T+9,set_3,6.625,6.75,4.875,6.375,11.688,0.3327,0.722,0.833,-1.833,12.5,5.0,8.0,6.0,8.5,6.0
Finland,1910,T+10,set_3,6.25,6.25,5.75,6.25,9.875,0.2828,0.92,0.977,-0.2,12.5,5.0,6.0,7.0,5.5,7.0
Finland,1911,T+11,set_3,6.25,6.375,5.75,6.25,10.0,0.2828,0.902,0.977,-0.533,12.5,5.0,6.0,7.0,5.5,7.0
Finland,1912,T+12,set_3,6.25,6.25,5.875,6.25,9.75,0.2782,0.94,1.034,0.133,12.5,5.0,6.0,7.0,5.5,7.0
Finland,1913,T+13,set_3,7.0,7.0,5.0,6.625,12.312,0.3435,0.714,1.0,-0.033,16.0,4.0,9.0,6.0,8.5,6.0
Finland,1914,T+14,set_3,3.5,4.375,9.5,5.125,0.938,0.1111,2.171,1.028,0.7,3.0,9.0,-1.5,10.0,-1.0,10.0
Finland,1915,T+15,set_3,5.75,5.75,7.25,6.125,7.312,0.2161,1.261,1.019,0.5,8.5,7.0,5.0,8.0,7.5,7.0
Finland,1916,T+16,set_3,6.75,6.875,4.75,6.5,12.125,0.3446,0.691,0.867,-0.6,12.5,5.0,9.0,6.0,12.0,5.0
Finland,1917,T+17,set_3,6.75,6.75,4.75,6.5,12.0,0.3446,0.704,0.867,-0.8,12.5,5.0,9.0,6.0,11.0,5.0
Finland,1918,T+18,set_3,7.0,7.0,4.625,6.625,12.688,0.3615,0.661,0.8,-2.1,12.5,5.0,9.0,6.0,12.0,5.0
Finland,1919,T+19,set_3,7.5,7.625,4.25,6.75,14.25,0.3994,0.557,0.909,-0.667,16.0,4.0,12.0,5.0,12.0,5.0
Finland,1920,T+20,set_3,7.625,7.625,4.25,6.875,14.438,0.4065,0.557,0.909,-0.367,16.0,4.0,12.0,5.0,12.0,5.0
Finland,1921,T+21,set_3,7.625,7.75,4.125,7.0,14.75,0.4169,0.532,0.833,-0.933,16.0,4.0,12.5,5.0,12.0,5.0
Finland,1922,T+22,set_3,7.625,7.75,4.125,7.0,14.75,0.4169,0.532,0.833,-0.933,16.0,4.0,12.5,5.0,12.0,5.0
Finland,1923,T+23,set_3,7.625,7.75,4.125,7.0,14.75,0.4169,0.532,0.833,-0.933,16.0,4.0,12.5,5.0,12.0,5.0
Finland,1924,T+24,set_3,7.625,7.75,4.125,7.0,14.75,0.4169,0.532,0.833,-0.933,16.0,4.0,12.5,5.0,12.0,5.0
Finland,1925,T+25,set_3,7.5,7.625,4.5,7.0,14.125,0.3925,0.59,0.942,-0.333,16.0,4.0,10.5,6.0,12.0,5.0
Finland,1926,T+26,set_3,7.0,7.5,5.5,6.875,12.438,0.3251,0.733,0.952,-0.367,15.0,5.0,8.0,7.0,11.0,6.0
Finland,1927,T+27,set_3,6.75,7.5,6.125,6.875,11.562,0.2915,0.817,1.056,0.367,13.0,6.0,8.0,7.0,11.0,6.0
Finland,1928,T+28,set_3,7.625,7.75,4.125,7.0,14.75,0.4169,0.532,0.833,-0.933,16.0,4.0,12.5,5.0,12.0,5.0
Finland,1929,T+29,set_3,7.625,7.75,4.125,7.0,14.75,0.4169,0.532,0.833,-0.933,16.0,4.0,12.5,5.0,12.0,5.0
Finland,1930,T+30,set_3,7.75,7.875,4.0,7.125,15.188,0.431,0.508,0.873,-0.233,16.0,4.0,12.5,5.0,15.5,4.0
Finland,1931,T+31,set_3,7.75,7.875,4.0,7.125,15.188,0.431,0.508,0.873,-0.233,16.0,4.0,12.5,5.0,15.5,4.0
Finland,1932,T+32,set_3,7.75,7.875,4.0,7.125,15.188,0.431,0.508,0.873,-0.233,16.0,4.0,12.5,5.0,15.5,4.0
Finland,1933,T+33,set_3,7.75,7.875,4.0,7.125,15.188,0.431,0.508,0.873,-0.233,16.0,4.0,12.5,5.0,15.5,4.0
Finland,1934,T+34,set_3,7.75,7.875,4.0,7.125,15.188,0.431,0.508,0.873,-0.233,16.0,4.0,12.5,5.0,15.5,4.0
Finland,1935,T+35,set_3,7.5,7.75,5.375,7.125,13.438,0.3491,0.694,0.988,0.7,15.0,5.0,11.5,6.0,13.5,6.0
Finland,1936,T+36,set_3,6.625,6.875,8.25,7.125,8.812,0.2179,1.2,1.016,1.3,10.0,8.0,6.5,9.0,8.5,9.0
Finland,1937,T+37,set_3,7.5,7.75,6.375,7.125,12.438,0.3039,0.823,0.99,0.7,14.0,6.0,10.5,7.0,12.5,7.0
Finland,1938,T+38,set_3,7.5,7.75,6.75,7.125,12.062,0.2886,0.871,1.061,1.167,14.0,6.0,10.5,7.0,12.5,7.0
Finland,1939,T+39,set_3,7.5,7.75,6.75,7.125,12.062,0.2886,0.871,1.061,1.167,14.0,6.0,10.5,7.0,12.5,7.0
Finland,1940,T+40,set_3,6.625,6.875,8.75,7.125,8.312,0.203,1.273,1.047,1.567,10.0,8.0,6.5,9.0,8.5,9.0
Finland,1941,T+41,set_3,5.625,6.125,9.75,6.625,5.312,0.1558,1.592,1.042,1.567,8.0,9.0,3.0,10.0,5.0,10.0
Finland,1942,T+42,set_3,6.625,7.125,7.75,7.125,9.562,0.2332,1.088,1.053,1.433,12.0,7.0,7.5,8.0,9.5,8.0
Finland,1943,T+43,set_3,7.125,7.625,6.75,7.125,11.562,0.2795,0.885,1.061,0.9,14.0,6.0,9.5,7.0,10.5,7.0
Finland,1944,T+44,set_3,7.375,7.875,5.75,7.25,13.125,0.3303,0.73,1.071,0.467,15.0,5.0,11.5,6.0,12.5,6.0
Finland,1945,T+45,set_3,7.625,7.875,5.125,7.25,14.0,0.3672,0.651,0.962,-0.267,15.0,5.0,11.5,6.0,13.5,5.0
Finland,1946,T+46,set_3,7.75,8.125,4.25,7.25,15.25,0.4189,0.523,0.909,-0.933,16.0,4.0,12.5,5.0,14.5,5.0
Finland,1947,T+47,set_3,7.875,8.375,4.25,7.25,15.625,0.4229,0.507,0.909,-0.867,16.0,4.0,13.5,5.0,14.5,5.0
Finland,1948,T+48,set_3,8.5,8.625,3.25,8.0,17.875,0.5292,0.377,0.882,-0.467,19.5,3.0,16.0,4.0,15.5,4.0
Finland,1949,T+49,set_3,7.875,8.375,4.0,7.375,15.938,0.4404,0.478,1.0,0.167,16.0,4.0,16.0,4.0,15.5,4.0
Finland,1950,T+50,set_3,7.875,8.375,4.0,7.375,15.938,0.4404,0.478,1.0,0.167,16.0,4.0,16.0,4.0,15.5,4.0
Finland,1951,T+51,set_3,8.5,8.625,3.25,8.0,17.875,0.5292,0.377,0.882,-0.467,19.5,3.0,16.0,4.0,15.5,4.0
Finland,1952,T+52,set_3,8.5,8.625,3.25,8.0,17.875,0.5292,0.377,0.882,-0.467,19.5,3.0,16.0,4.0,15.5,4.0
Finland,1953,T+53,set_3,8.375,8.625,3.75,8.0,17.25,0.4895,0.435,1.111,0.667,19.5,3.0,16.0,4.0,15.5,4.0
Finland,1954,T+54,set_3,7.5,7.75,5.625,7.25,13.25,0.3396,0.726,1.111,1.2,15.0,5.0,11.5,6.0,14.5,5.0
Finland,1955,T+55,set_3,8.375,8.625,4.25,8.0,16.75,0.4565,0.493,0.909,-0.133,18.5,4.0,15.0,5.0,14.5,5.0
Finland,1956,T+56,set_3,8.5,8.625,3.25,8.0,17.875,0.5292,0.377,0.882,-0.467,19.5,3.0,16.0,4.0,15.5,4.0
Finland,1957,T+57,set_3,8.25,8.625,4.5,8.0,16.375,0.438,0.522,0.942,-0.2,18.5,4.0,13.0,6.0,14.5,5.0
Finland,1958,T+58,set_3,8.5,8.625,3.5,8.0,17.625,0.5128,0.406,0.789,-0.867,19.5,3.0,15.0,5.0,14.5,5.0
Finland,1959,T+59,set_3,8.625,8.625,3.25,8.0,18.0,0.534,0.377,0.882,-0.267,19.5,3.0,16.0,4.0,15.5,4.0
Finland,1960,T+60,set_3,8.625,8.625,3.25,8.0,18.0,0.534,0.377,0.882,-0.267,19.5,3.0,16.0,4.0,15.5,4.0
Finland,1961,T+61,set_3,8.625,8.625,3.25,8.0,18.0,0.534,0.377,0.882,-0.267,19.5,3.0,16.0,4.0,15.5,4.0
Finland,1962,T+62,set_3,8.625,8.625,3.25,8.0,18.0,0.534,0.377,0.882,-0.267,19.5,3.0,16.0,4.0,15.5,4.0
Finland,1963,T+63,set_3,8.625,8.625,3.25,8.0,18.0,0.534,0.377,0.882,-0.267,19.5,3.0,16.0,4.0,15.5,4.0
Finland,1964,T+64,set_3,8.625,8.625,3.25,8.0,18.0,0.534,0.377,0.882,-0.267,19.5,3.0,16.0,4.0,15.5,4.0
Finland,1965,T+65,set_3,8.625,8.625,3.25,8.0,18.0,0.534,0.377,0.882,-0.267,19.5,3.0,16.0,4.0,15.5,4.0
Finland,1966,T+66,set_3,8.625,8.625,3.25,8.0,18.0,0.534,0.377,0.882,-0.267,19.5,3.0,16.0,4.0,15.5,4.0
Finland,1967,T+67,set_3,8.625,8.625,3.25,8.0,18.0,0.534,0.377,0.882,-0.267,19.5,3.0,16.0,4.0,15.5,4.0
Finland,1968,T+68,set_3,8.625,8.625,3.25,8.0,18.0,0.534,0.377,0.882,-0.267,19.5,3.0,16.0,4.0,15.5,4.0
Finland,1969,T+69,set_3,8.375,8.625,4.75,8.0,16.25,0.4262,0.551,1.087,0.667,18.5,4.0,15.0,5.0,14.5,5.0
Finland,1970,T+70,set_3,8.375,8.625,4.75,8.0,16.25,0.4262,0.551,1.087,0.667,18.5,4.0,15.0,5.0,14.5,5.0
Finland,1971,T+71,set_3,8.625,8.625,3.875,8.0,17.375,0.4903,0.449,1.053,0.333,19.5,3.0,15.0,5.0,15.5,4.0
Finland,1972,T+72,set_3,8.625,8.625,3.875,8.0,17.375,0.4903,0.449,1.053,0.333,19.5,3.0,15.0,5.0,15.5,4.0
Finland,1973,T+73,set_3,8.5,8.625,4.0,8.0,17.125,0.478,0.464,1.14,1.0,19.5,3.0,15.0,5.0,15.5,4.0
Finland,1974,T+74,set_3,8.5,8.625,4.0,8.0,17.125,0.478,0.464,1.14,1.0,19.5,3.0,15.0,5.0,15.5,4.0
Finland,1975,T+75,set_3,8.375,8.625,4.75,8.0,16.25,0.4262,0.551,1.087,0.667,18.5,4.0,15.0,5.0,14.5,5.0
Finland,1976,T+76,set_3,8.375,8.625,4.75,8.0,16.25,0.4262,0.551,1.087,0.667,18.5,4.0,15.0,5.0,14.5,5.0
Finland,1977,T+77,set_3,8.375,8.625,4.75,8.0,16.25,0.4262,0.551,1.087,0.667,18.5,4.0,15.0,5.0,14.5,5.0
Finland,1978,T+78,set_3,8.375,8.625,4.75,8.0,16.25,0.4262,0.551,1.087,0.667,18.5,4.0,15.0,5.0,14.5,5.0
Finland,1979,T+79,set_3,8.625,8.625,3.75,8.0,17.5,0.4983,0.435,1.111,0.533,19.5,3.0,16.0,4.0,15.5,4.0
Finland,1980,T+80,set_3,8.625,8.625,3.25,8.0,18.0,0.534,0.377,0.882,-0.267,19.5,3.0,16.0,4.0,15.5,4.0
Finland,1981,T+81,set_3,8.625,8.625,3.25,8.0,18.0,0.534,0.377,0.882,-0.267,19.5,3.0,16.0,4.0,15.5,4.0
Finland,1982,T+82,set_3,8.625,8.625,3.25,8.0,18.0,0.534,0.377,0.882,-0.267,19.5,3.0,16.0,4.0,15.5,4.0
Finland,1983,T+83,set_3,8.625,8.625,3.25,8.0,18.0,0.534,0.377,0.882,-0.267,19.5,3.0,16.0,4.0,15.5,4.0
Finland,1984,T+84,set_3,8.625,8.625,3.25,8.0,18.0,0.534,0.377,0.882,-0.267,19.5,3.0,16.0,4.0,15.5,4.0
Finland,1985,T+85,set_3,8.625,8.625,3.25,8.0,18.0,0.534,0.377,0.882,-0.267,19.5,3.0,16.0,4.0,15.5,4.0
Finland,1986,T+86,set_3,8.0,8.0,5.375,8.0,14.625,0.3814,0.672,1.2,2.333,18.5,4.0,12.0,6.0,14.5,5.0
Finland,1987,T+87,set_3,6.5,6.5,9.25,7.375,7.438,0.1907,1.423,1.136,4.433,12.5,8.0,6.5,9.0,8.5,9.0
Finland,1988,T+88,set_3,5.5,5.75,9.75,7.0,5.0,0.1574,1.696,1.042,2.933,9.0,9.0,3.5,10.0,5.5,10.0
Finland,1989,T+89,set_3,5.5,5.625,9.75,7.0,4.875,0.1574,1.733,1.042,3.267,9.0,9.0,3.5,10.0,5.5,10.0
Finland,1990,T+90,set_3,6.5,7.0,7.875,7.75,9.5,0.2352,1.125,1.096,2.933,13.5,7.0,7.5,8.0,9.5,8.0
Finland,1991,T+91,set_3,7.125,7.75,5.875,8.0,13.0,0.3318,0.758,1.131,1.867,15.5,5.0,12.0,6.0,12.5,6.0
Finland,1992,T+92,set_3,8.0,8.625,4.375,8.0,16.25,0.4366,0.507,0.985,0.667,18.5,4.0,14.0,5.0,14.5,5.0
Finland,1993,T+93,set_3,8.625,8.625,3.375,8.0,17.875,0.5253,0.391,0.98,0.067,19.5,3.0,16.0,4.0,15.5,4.0
Finland,1994,T+94,set_3,8.625,8.625,3.25,8.0,18.0,0.534,0.377,0.882,-0.267,19.5,3.0,16.0,4.0,15.5,4.0
Finland,1995,T+95,set_3,8.625,8.625,3.25,8.0,18.0,0.534,0.377,0.882,-0.267,19.5,3.0,16.0,4.0,15.5,4.0
Finland,1996,T+96,set_3,8.625,8.625,3.25,8.0,18.0,0.534,0.377,0.882,-0.267,19.5,3.0,16.0,4.0,15.5,4.0
Finland,1997,T+97,set_3,8.625,8.625,3.25,8.0,18.0,0.534,0.377,0.882,-0.267,19.5,3.0,16.0,4.0,15.5,4.0
Finland,1998,T+98,set_3,8.625,8.625,3.25,8.0,18.0,0.534,0.377,0.882,-0.267,19.5,3.0,16.0,4.0,15.5,4.0
Finland,1999,T+99,set_3,8.625,8.625,3.25,8.0,18.0,0.534,0.377,0.882,-0.267,19.5,3.0,16.0,4.0,15.5,4.0
Finland,2000,T+100,set_3,8.625,8.625,3.25,8.0,18.0,0.534,0.377,0.882,-0.267,19.5,3.0,16.0,4.0,15.5,4.0
Finland,2001,T+101,set_3,8.625,8.625,3.25,8.0,18.0,0.534,0.377,0.882,-0.267,19.5,3.0,16.0,4.0,15.5,4.0
Finland,2002,T+102,set_3,8.625,8.625,3.25,8.0,18.0,0.534,0.377,0.882,-0.267,19.5,3.0,16.0,4.0,15.5,4.0
Finland,2003,T+103,set_3,8.625,8.625,3.25,8.0,18.0,0.534,0.377,0.882,-0.267,19.5,3.0,16.0,4.0,15.5,4.0
Finland,2004,T+104,set_3,8.0,8.0,6.375,8.0,13.625,0.3321,0.797,1.167,2.333,17.5,5.0,11.0,7.0,13.5,6.0
Finland,2005,T+105,set_3,6.625,6.625,9.125,7.375,7.812,0.196,1.377,1.098,3.433,12.5,8.0,6.5,9.0,8.5,9.0
Finland,2006,T+106,set_3,6.625,7.0,7.75,7.75,9.75,0.2416,1.107,1.053,2.267,13.5,7.0,7.5,8.0,9.5,8.0
Finland,2007,T+107,set_3,6.5,6.625,8.25,7.375,8.562,0.219,1.245,1.154,4.1,13.5,7.0,7.5,8.0,9.5,8.0
Finland,2008,T+108,set_3,6.125,6.5,8.25,7.125,7.938,0.2087,1.269,1.154,4.7,13.0,7.0,7.5,8.0,9.5,8.0
Finland,2009,T+109,set_3,5.875,6.125,8.25,7.0,7.25,0.2023,1.347,1.154,4.933,12.0,7.0,7.5,8.0,9.5,8.0
Finland,2010,T+110,set_3,6.25,6.625,7.75,7.125,8.688,0.2254,1.17,1.053,2.7,12.0,7.0,7.5,8.0,9.5,8.0
Finland,2011,T+111,set_3,7.125,7.375,6.5,7.75,11.875,0.2997,0.881,1.129,2.2,14.0,6.0,12.0,6.0,12.5,6.0
Finland,2012,T+112,set_3,7.375,7.75,5.625,7.75,13.375,0.3455,0.726,1.111,1.4,15.0,5.0,12.0,6.0,14.5,5.0
Finland,2013,T+113,set_3,7.75,8.0,5.0,7.75,14.625,0.3873,0.625,1.0,0.2,15.0,5.0,14.0,5.0,14.5,5.0
Finland,2014,T+114,set_3,8.375,8.375,3.625,7.75,17.0,0.4923,0.433,0.877,-1.333,16.0,4.0,16.0,4.0,15.5,4.0
Finland,2015,T+115,set_3,8.375,8.375,3.625,7.75,17.0,0.4923,0.433,0.877,-1.333,16.0,4.0,16.0,4.0,15.5,4.0
Finland,2016,T+116,set_3,7.375,7.375,7.625,7.25,10.75,0.2549,1.034,1.081,2.267,13.0,7.0,10.0,8.0,12.5,7.0
Finland,2017,T+117,set_3,8.0,8.0,5.0,7.75,14.875,0.3949,0.625,1.0,0.067,15.0,5.0,15.0,5.0,14.5,5.0
Finland,2018,T+118,set_3,7.875,8.0,5.125,7.875,14.688,0.3873,0.641,1.067,0.833,15.0,5.0,15.0,5.0,15.0,5.0
Finland,2019,T+119,set_3,7.625,7.625,5.875,7.375,13.062,0.3364,0.77,1.346,4.367,15.0,5.0,15.0,5.0,18.0,4.0
Finland,2020,T+120,set_3,7.5,7.625,6.0,7.375,12.812,0.3282,0.787,1.41,5.033,15.0,5.0,15.0,5.0,18.0,4.0
Finland,2021,T+121,set_3,7.375,7.625,6.125,7.375,12.562,0.3191,0.803,1.358,4.633,15.0,5.0,15.0,5.0,18.0,4.0
France,1900,T+0,set_1,6.125,6.625,3.625,5.625,11.938,0.3591,0.547,1.176,1.5,14.0,3.0,10.5,4.0,10.5,4.0
France,1901,T+1,set_1,6.0,6.625,3.75,5.625,11.688,0.3483,0.566,1.111,1.1,14.0,3.0,10.5,4.0,10.5,4.0
France,1902,T+2,set_1,6.0,6.625,3.75,5.625,11.688,0.3483,0.566,1.111,1.1,14.0,3.0,10.5,4.0,10.5,4.0
