Society,Year,Rupture_Incoming,Is_Rupture_Year,Mean_S,Mean_K,SK_Ratio,Mean_NodeValue,Mean_BondStrength,Archive_V,Archive_S,Helm_V,Reactivity_Ratio,Cog_Gap,B_t_canonical,B_i_mean,N_v2,Cd_v2,T_v2,F_Deficit,P_i,Rupture_Deficit
Brazil,1921,0,0,5.125,7.25,0.707,12.625,0.3428,12.5,5.0,12.5,1.067,0.467,0.3427914084154795,0.3427914084154795,0.4993630126626603,0.0371778030827716,0.3542138610722775,0.0,106.0,0
Brazil,1922,0,0,6.375,7.125,0.895,10.625,0.273,11.5,6.0,9.5,0.99,0.467,0.2729935361714717,0.2729935361714717,0.2943354677168964,0.1800726768941627,0.294570110459694,0.125,39.125,0
Brazil,1923,0,0,7.0,7.0,1.0,9.875,0.2508,11.5,6.0,9.5,1.078,0.867,0.2507862886407693,0.2507862886407693,0.2653316477337223,0.1441606786302915,0.2445719781139272,0.25,8.0,0
Brazil,1924,0,0,7.25,6.625,1.094,9.125,0.2402,11.5,6.0,7.5,1.019,0.2,0.240202535639607,0.240202535639607,0.318624325979564,0.2423326821643665,0.2157553180235941,0.375,-17.0,0
Brazil,1925,0,0,6.5,7.0,0.929,10.375,0.2688,11.5,6.0,9.5,0.96,0.067,0.268768627452703,0.268768627452703,0.1798681534713618,0.0998707232199963,0.2775147846736071,0.25,30.125,0
Brazil,1926,0,0,7.5,6.75,1.111,9.0,0.2313,10.5,7.0,8.5,0.965,0.0,0.2313469802454519,0.2313469802454519,0.4373269561835445,0.4945221285146315,0.1769364286726627,0.375,-24.0,0
Brazil,1927,1,0,7.5,6.75,1.111,9.0,0.2313,10.5,7.0,8.5,0.965,0.0,0.2313469802454519,0.2313469802454519,0.2422300812163562,0.4945221285146315,0.1769364286726627,0.375,-24.0,0
Brazil,1928,1,0,7.5,6.75,1.111,9.0,0.2313,10.5,7.0,8.5,0.965,0.0,0.2313469802454519,0.2313469802454519,0.0960431825475613,0.4945221285146315,0.1769364286726627,0.375,-24.0,1
Brazil,1929,1,0,8.625,6.375,1.353,7.125,0.1904,9.5,8.0,6.5,1.008,1.267,0.1904040082410587,0.1904040082410587,0.2945095330341644,0.0323232606029371,0.1830692929983975,1.0,-83.625,1
Brazil,1930,0,1,9.625,5.5,1.75,4.25,0.1501,6.5,9.0,2.5,1.007,0.4,0.1500951364008106,0.1500951364008106,0.2876431513081565,0.0036873793887893,0.1499359340901659,1.0,-134.125,1
Brazil,1931,0,0,7.5,6.875,1.091,9.125,0.2309,10.5,7.0,8.5,1.036,1.267,0.230936618094553,0.230936618094553,0.3112627995366474,0.3425034110416828,0.1979938958571125,0.5,-22.5,0
Brazil,1932,0,0,8.875,5.875,1.511,5.75,0.1732,7.5,8.0,5.5,1.023,0.667,0.1731571669961193,0.1731571669961193,0.0945715936068138,0.006994374595778,0.1712142236082485,1.0,-103.125,0
Brazil,1933,0,0,6.5,7.125,0.912,11.25,0.2913,12.0,6.0,11.0,1.042,1.2,0.2912880778198797,0.2912880778198797,0.1126469766406312,0.1630771165212913,0.2988162517274497,0.125,40.25,0
Brazil,1934,1,0,5.5,7.875,0.698,13.375,0.3451,14.0,5.0,13.0,1.049,0.867,0.3451240367851373,0.3451240367851373,0.0383797496876716,0.0766519881977696,0.3680068285966435,0.0,137.25,0
Brazil,1935,1,0,7.625,7.125,1.07,9.875,0.2445,11.0,7.0,9.0,1.009,0.6,0.2444651415152328,0.2444651415152328,0.3945461538251034,0.247774926672643,0.2152734039323736,0.375,-15.625,0
Brazil,1936,1,0,5.5,7.875,0.698,13.375,0.3451,14.0,5.0,13.0,1.049,0.867,0.3451240367851373,0.3451240367851373,0.1015977345070079,0.0766519881977696,0.3680068285966435,0.0,137.25,0
Brazil,1937,0,1,7.125,7.5,0.95,11.0,0.2663,11.0,7.0,12.0,1.048,1.333,0.2663386242358613,0.2663386242358613,0.1643602776274632,0.1411563472219839,0.2591742983968493,0.125,25.375,0
Brazil,1938,0,0,4.5,8.125,0.554,15.25,0.4166,16.0,4.0,15.0,1.061,1.2,0.4166253342266431,0.4166253342266431,0.3429895124630717,0.0437058070503103,0.4392616497483915,0.0,226.25,0
Brazil,1939,0,0,4.5,8.125,0.554,15.25,0.4166,16.0,4.0,15.0,1.061,1.2,0.4166253342266431,0.4166253342266431,0.2497645363082232,0.0437058070503103,0.4392616497483915,0.0,226.25,0
Brazil,1940,0,0,4.125,8.5,0.485,16.125,0.442,16.0,4.0,17.0,1.083,0.467,0.4420090289356079,0.4420090289356079,0.1703272750495221,0.0124493871043167,0.4484965069749044,0.0,270.375,0
Brazil,1941,0,0,4.125,8.5,0.485,16.125,0.442,16.0,4.0,17.0,1.083,0.467,0.4420090289356079,0.4420090289356079,0.1196699470659711,0.0124493871043167,0.4484965069749044,0.0,270.375,0
Brazil,1942,0,0,5.125,8.625,0.594,15.312,0.3873,15.0,5.0,16.0,1.067,0.767,0.387277244622187,0.387277244622187,0.1594939939620063,0.0165010065990247,0.3938381333011468,0.0,220.25,0
Brazil,1943,0,0,5.125,8.625,0.594,15.312,0.3873,15.0,5.0,16.0,1.067,0.767,0.387277244622187,0.387277244622187,0.1694547687251125,0.0165010065990247,0.3938381333011468,0.0,220.25,0
Brazil,1944,0,0,6.125,8.5,0.721,14.188,0.3371,14.0,6.0,15.0,1.056,0.567,0.3371444234576157,0.3371444234576157,0.1169324464868101,0.0291749763066961,0.344197636378258,0.0,150.125,0
Brazil,1945,0,0,7.875,7.375,1.068,10.0,0.2379,11.0,7.0,9.0,1.026,-0.267,0.237889777901848,0.237889777901848,0.4210138840002075,0.4950920057989666,0.2038800698660167,0.375,-21.75,0
Brazil,1946,0,0,7.375,7.25,1.017,10.0,0.2441,10.5,7.0,8.5,0.991,-0.267,0.2441255592294269,0.2441255592294269,0.3945883592855169,0.2274197283519505,0.2333311747423628,0.375,-3.5,0
Brazil,1947,0,0,6.125,7.25,0.845,11.5,0.2965,11.5,6.0,11.5,1.056,0.533,0.29647743401401,0.29647743401401,0.3144279992717178,0.0915064810007105,0.3046926971536434,0.0,55.125,0
Brazil,1948,0,0,5.125,7.5,0.683,13.0,0.3478,12.5,5.0,13.5,1.067,0.267,0.347817813001805,0.347817813001805,0.2208618724676408,0.031395745136914,0.3561510590397391,0.0,120.75,0
Brazil,1949,0,0,5.125,7.5,0.683,13.0,0.3478,12.5,5.0,13.5,1.067,0.267,0.347817813001805,0.347817813001805,0.1869573168568643,0.031395745136914,0.3561510590397391,0.0,120.75,0
Brazil,1950,0,0,5.125,7.625,0.672,13.25,0.3514,12.5,5.0,13.5,1.067,-0.4,0.3514379615858122,0.3514379615858122,0.1816230206328587,0.0138196845435312,0.3545858051767153,0.0,127.75,0
Brazil,1951,0,0,4.125,8.25,0.5,15.875,0.442,16.0,4.0,16.0,1.083,0.6,0.4420090289356079,0.4420090289356079,0.0736266286192483,0.0104715318398306,0.4478789478338495,0.0,254.375,0
Brazil,1952,0,0,4.125,8.25,0.5,15.875,0.442,16.0,4.0,16.0,1.083,0.6,0.4420090289356079,0.4420090289356079,0.1184575571913452,0.0104715318398306,0.4478789478338495,0.0,254.375,0
Brazil,1953,0,0,4.125,8.5,0.485,16.125,0.442,16.0,4.0,17.0,1.083,0.467,0.4420090289356079,0.4420090289356079,0.0780008094639901,0.0124493871043167,0.4484965069749044,0.0,270.375,0
Brazil,1954,0,0,7.75,7.375,1.051,10.125,0.2421,11.0,7.0,8.0,0.983,-0.6,0.2421045483351747,0.2421045483351747,0.2668999919778179,0.3644338694470029,0.2216351446614175,0.375,-15.5,0
Brazil,1955,0,0,5.375,8.0,0.672,13.875,0.3577,14.0,5.0,13.0,0.988,-0.467,0.3576598407399259,0.3576598407399259,0.2746898743156427,0.0173257124581361,0.3669493725866013,0.0,152.5,0
Brazil,1956,0,0,4.125,8.5,0.485,16.125,0.442,16.0,4.0,17.0,1.083,0.467,0.4420090289356079,0.4420090289356079,0.0905686664106621,0.0124493871043167,0.4484965069749044,0.0,270.375,0
Brazil,1957,0,0,4.125,8.5,0.485,16.125,0.442,16.0,4.0,17.0,1.083,0.467,0.4420090289356079,0.4420090289356079,0.0736423626122181,0.0124493871043167,0.4484965069749044,0.0,270.375,0
Brazil,1958,0,0,4.125,8.5,0.485,16.125,0.442,16.0,4.0,17.0,1.083,0.467,0.4420090289356079,0.4420090289356079,0.0623581423644175,0.0124493871043167,0.4484965069749044,0.0,270.375,0
Brazil,1959,0,0,5.125,8.5,0.603,15.125,0.3848,15.0,5.0,16.0,1.067,0.467,0.3847912091218664,0.3847912091218664,0.128780349857604,0.0178753862639924,0.3914342203743278,0.0,209.25,0
Brazil,1960,0,0,5.125,8.5,0.603,15.125,0.3848,15.0,5.0,16.0,1.067,0.467,0.3847912091218664,0.3847912091218664,0.0749479911848863,0.0178753862639924,0.3914342203743278,0.0,209.25,0
Brazil,1961,1,0,7.625,7.375,1.034,10.25,0.2461,11.0,7.0,9.0,1.009,-0.4,0.2460643094088139,0.2460643094088139,0.2829399860017096,0.3368475799075556,0.2326764150275672,0.375,-9.5,0
Brazil,1962,1,0,7.625,7.375,1.034,10.25,0.2461,11.0,7.0,9.0,1.009,-0.4,0.2460643094088139,0.2460643094088139,0.2322319545464409,0.3368475799075556,0.2326764150275672,0.375,-9.5,1
Brazil,1963,1,0,8.625,6.625,1.302,7.875,0.2028,10.0,8.0,6.0,1.008,0.067,0.2027924920295385,0.2027924920295385,0.5068587326883338,0.0201713026946042,0.1952330547550985,1.0,-86.25,1
Brazil,1964,0,1,9.625,5.75,1.674,5.062,0.1613,7.0,9.0,2.5,1.007,0.367,0.1613474068336373,0.1613474068336373,0.173281730516303,0.0007020548125841,0.1614503579940044,1.0,-146.5,1
Brazil,1965,0,0,6.625,7.625,0.869,11.875,0.2922,12.0,6.0,12.0,1.094,1.133,0.2922087954889996,0.2922087954889996,0.4372803689681823,0.0309760766370578,0.2999545523044999,0.125,57.75,0
Brazil,1966,0,0,6.125,7.625,0.803,12.625,0.3188,12.0,6.0,13.0,1.056,0.733,0.3188222292136454,0.3188222292136454,0.077206775523034,0.0862950499816047,0.3325487398803756,0.0,88.0,0
Brazil,1967,0,0,6.125,7.625,0.803,12.625,0.3188,12.0,6.0,13.0,1.056,0.733,0.3188222292136454,0.3188222292136454,0.059676107481725,0.0862950499816047,0.3325487398803756,0.0,88.0,0
Brazil,1968,0,0,7.125,7.75,0.919,11.75,0.2776,11.0,7.0,12.0,1.048,0.933,0.2775508712332651,0.2775508712332651,0.223767573568887,0.1626365629710651,0.2809603097369768,0.125,38.75,0
Brazil,1969,0,0,5.125,8.5,0.603,14.75,0.3736,14.0,5.0,16.0,1.067,0.933,0.3735639279896487,0.3735639279896487,0.2335101819079278,0.0378065028571708,0.386822490793339,0.0,203.25,0
Brazil,1970,0,0,5.125,8.5,0.603,14.75,0.3736,14.0,5.0,16.0,1.067,0.933,0.3735639279896487,0.3735639279896487,0.1831978470416323,0.0378065028571708,0.386822490793339,0.0,203.25,0
Brazil,1971,0,0,5.125,8.625,0.594,15.0,0.3773,14.0,5.0,16.0,1.067,0.267,0.3773325592553018,0.3773325592553018,0.0812555192095395,0.0187593447698581,0.3846177984052567,0.0,210.25,0
Brazil,1972,0,0,4.125,8.625,0.478,16.5,0.4503,16.0,4.0,17.0,1.083,0.533,0.4503064141761768,0.4503064141761768,0.1170797490588648,0.0138128684384104,0.4587724883374973,0.0,287.375,0
Brazil,1973,0,0,4.125,8.625,0.478,16.5,0.4503,16.0,4.0,17.0,1.083,0.533,0.4503064141761768,0.4503064141761768,0.1538832460126738,0.0138128684384104,0.4587724883374973,0.0,287.375,0
Brazil,1974,0,0,5.125,8.375,0.612,15.0,0.3848,15.0,5.0,15.0,1.067,0.267,0.3847912091218664,0.3847912091218664,0.171658206214042,0.0169790653483067,0.3911233496434513,0.0,201.25,0
Brazil,1975,0,0,5.125,8.375,0.612,15.0,0.3848,15.0,5.0,15.0,1.067,0.267,0.3847912091218664,0.3847912091218664,0.112324620260495,0.0169790653483067,0.3911233496434513,0.0,201.25,0
Brazil,1976,0,0,6.125,7.875,0.778,13.375,0.3317,14.0,6.0,14.0,1.056,1.4,0.3316630547396154,0.3316630547396154,0.1643460422338563,0.0647072740033148,0.3459343019402358,0.0,110.0,0
Brazil,1977,0,0,6.125,7.875,0.778,13.375,0.3317,14.0,6.0,14.0,1.056,1.4,0.3316630547396154,0.3316630547396154,0.1263326912639374,0.0647072740033148,0.3459343019402358,0.0,110.0,0
Brazil,1978,0,0,7.125,7.625,0.934,11.5,0.2748,11.0,7.0,12.0,1.048,0.533,0.274795784295024,0.274795784295024,0.1083071734204106,0.1418570743398909,0.2758589804223836,0.125,30.75,0
Brazil,1979,0,0,7.125,7.625,0.934,11.5,0.2748,11.0,7.0,12.0,1.048,0.533,0.274795784295024,0.274795784295024,0.0837337324966457,0.1418570743398909,0.2758589804223836,0.125,30.75,0
Brazil,1980,0,0,8.125,7.125,1.14,9.625,0.2319,10.0,8.0,10.0,1.042,1.267,0.2318612393560437,0.2318612393560437,0.1618962822799457,0.1553246950925545,0.2235599537177034,0.75,-48.125,0
Brazil,1981,0,0,8.375,7.0,1.196,9.0,0.2194,10.0,8.0,10.0,1.057,1.867,0.2194412057549638,0.2194412057549638,0.280392514003403,0.0838505246879112,0.2106114520716288,0.875,-65.125,0
Brazil,1982,0,0,8.875,6.625,1.34,8.0,0.2028,10.0,8.0,8.0,1.085,1.867,0.2027884281086178,0.2027884281086178,0.2596270867327601,0.0265345824986714,0.1960084238821331,1.0,-105.75,0
Brazil,1983,0,0,9.375,6.375,1.471,6.625,0.1787,8.0,9.0,7.0,1.051,2.333,0.1786675024297982,0.1786675024297982,0.1504259162323331,0.0107033968627526,0.1751299084609155,1.0,-125.75,0
Brazil,1984,0,0,8.375,6.875,1.218,8.75,0.2171,10.0,8.0,9.0,1.057,1.467,0.2170637321700384,0.2170637321700384,0.2292766533162472,0.0240780526875341,0.2102162100929313,1.0,-70.25,0
Brazil,1985,0,0,7.375,7.0,1.054,10.375,0.2601,11.0,7.0,11.0,1.065,0.867,0.2601187253820873,0.2601187253820873,0.3422045079374179,0.4757921120349454,0.2338536202880456,0.375,-19.25,0
Brazil,1986,0,0,6.375,7.75,0.823,12.125,0.2988,13.0,6.0,13.0,1.075,1.0,0.2987979519503291,0.2987979519503291,0.6542061551098762,0.0923961697914323,0.3120380540708871,0.0,76.125,0
Brazil,1987,0,0,8.375,6.875,1.218,8.75,0.2171,10.0,8.0,9.0,1.057,1.467,0.2170637321700384,0.2170637321700384,0.2188744776949612,0.0240780526875341,0.2102162100929313,1.0,-70.25,0
Brazil,1988,0,0,8.375,6.875,1.218,8.75,0.2171,10.0,8.0,9.0,1.057,1.467,0.2170637321700384,0.2170637321700384,0.2205161535578954,0.0240780526875341,0.2102162100929313,1.0,-70.25,0
Brazil,1989,0,0,9.375,6.625,1.415,7.0,0.1808,9.0,9.0,8.0,1.051,1.867,0.1807833104091817,0.1807833104091817,0.1533550949050341,0.0127140997030745,0.1771206453137488,1.0,-120.0,0
Brazil,1990,0,0,9.375,5.875,1.596,5.688,0.1711,7.0,9.0,5.5,1.051,1.367,0.1711283608331278,0.1711283608331278,0.0125372372034179,0.0036030153010945,0.1708352086004906,1.0,-140.375,0
Brazil,1991,0,0,9.375,5.875,1.596,5.688,0.1711,7.0,9.0,5.5,1.051,1.367,0.1711283608331278,0.1711283608331278,0.0991887005144735,0.0036030153010945,0.1708352086004906,1.0,-140.375,0
Brazil,1992,0,0,9.375,5.875,1.596,5.688,0.1711,7.0,9.0,5.5,1.051,1.367,0.1711283608331278,0.1711283608331278,0.1275783281519813,0.0036030153010945,0.1708352086004906,1.0,-140.375,0
Brazil,1993,0,0,9.375,5.875,1.596,5.688,0.1711,7.0,9.0,5.5,1.051,1.367,0.1711283608331278,0.1711283608331278,0.0793024860362242,0.0036030153010945,0.1708352086004906,1.0,-140.375,0
Brazil,1994,0,0,8.375,6.875,1.218,8.75,0.2171,10.0,8.0,9.0,1.057,1.467,0.2170637321700384,0.2170637321700384,0.2163834465912838,0.0240780526875341,0.2102162100929313,1.0,-70.25,0
Brazil,1995,0,0,6.125,7.875,0.778,12.625,0.3124,13.0,6.0,13.0,1.056,0.733,0.3124133867436093,0.3124133867436093,0.1319223052483398,0.0654407617897726,0.3239138823274792,0.0,98.25,0
Brazil,1996,0,0,6.125,7.875,0.778,12.625,0.3124,13.0,6.0,13.0,1.056,0.733,0.3124133867436093,0.3124133867436093,0.1089763233853807,0.0654407617897726,0.3239138823274792,0.0,98.25,0
Brazil,1997,0,0,5.125,8.125,0.631,14.125,0.3661,14.0,5.0,14.0,1.067,0.467,0.3661174517745983,0.3661174517745983,0.2270857731698004,0.0376643925100429,0.3787739560783796,0.0,174.625,0
Brazil,1998,0,0,5.125,8.125,0.631,14.125,0.3661,14.0,5.0,14.0,1.067,0.467,0.3661174517745983,0.3661174517745983,0.1811456903468422,0.0376643925100429,0.3787739560783796,0.0,174.625,0
Brazil,1999,0,0,6.375,7.875,0.81,12.25,0.2988,13.0,6.0,13.0,1.075,1.2,0.2987979519503291,0.2987979519503291,0.4531086567347323,0.0821688540819451,0.3115958226794928,0.0,82.25,0
Brazil,2000,0,0,6.125,7.875,0.778,12.625,0.3124,13.0,6.0,13.0,1.056,0.733,0.3124133867436093,0.3124133867436093,0.0809227497477497,0.0654407617897726,0.3239138823274792,0.0,98.25,0
Brazil,2001,0,0,6.125,7.875,0.778,12.625,0.3124,13.0,6.0,13.0,1.056,0.733,0.3124133867436093,0.3124133867436093,0.0809227497477497,0.0654407617897726,0.3239138823274792,0.0,98.25,0
Brazil,2002,0,0,7.125,7.875,0.905,11.5,0.2692,12.0,7.0,12.0,1.048,1.067,0.2692486390017943,0.2692486390017943,0.0519903167141038,0.0021108298764703,0.2711186131578327,0.125,42.875,0
Brazil,2003,0,0,5.125,8.25,0.621,14.875,0.3848,15.0,5.0,15.0,1.067,0.6,0.3847912091218664,0.3847912091218664,0.1534230236958173,0.0152169587400075,0.3907943551231657,0.0,193.25,0
Brazil,2004,0,0,4.125,8.5,0.485,16.25,0.4461,16.0,4.0,17.0,1.083,0.133,0.4461465967022291,0.4461465967022291,0.1577550368788775,0.0141388025906118,0.4539259502766429,0.0,275.375,0
Brazil,2005,0,0,4.125,8.5,0.485,16.25,0.4461,16.0,4.0,17.0,1.083,0.133,0.4461465967022291,0.4461465967022291,0.0917677527504871,0.0141388025906118,0.4539259502766429,0.0,275.375,0
Brazil,2006,0,0,4.125,8.5,0.485,16.25,0.4461,16.0,4.0,17.0,1.083,0.133,0.4461465967022291,0.4461465967022291,0.0655033091062902,0.0141388025906118,0.4539259502766429,0.0,275.375,0
Brazil,2007,0,0,5.125,8.5,0.603,15.125,0.3848,15.0,5.0,16.0,1.067,0.467,0.3847912091218664,0.3847912091218664,0.0929366907567598,0.0178753862639924,0.3914342203743278,0.0,209.25,0
Brazil,2008,0,0,5.125,8.5,0.603,15.125,0.3848,15.0,5.0,16.0,1.067,0.467,0.3847912091218664,0.3847912091218664,0.0547471678982194,0.0178753862639924,0.3914342203743278,0.0,209.25,0
Brazil,2009,0,0,5.125,8.5,0.603,15.125,0.3848,15.0,5.0,16.0,1.067,0.467,0.3847912091218664,0.3847912091218664,0.0362116942357775,0.0178753862639924,0.3914342203743278,0.0,209.25,0
Brazil,2010,0,0,4.125,8.5,0.485,16.375,0.4503,16.0,4.0,17.0,1.083,0.333,0.4503064141761768,0.4503064141761768,0.0416927056561432,0.0156122392938946,0.4592489305915903,0.0,280.375,0
Brazil,2011,0,0,4.125,8.5,0.485,16.375,0.4503,16.0,4.0,17.0,1.083,0.333,0.4503064141761768,0.4503064141761768,0.0375514042717626,0.0156122392938946,0.4592489305915903,0.0,280.375,0
Brazil,2012,0,0,5.125,8.5,0.603,15.125,0.3848,15.0,5.0,16.0,1.067,0.467,0.3847912091218664,0.3847912091218664,0.0231259508023797,0.0178753862639924,0.3914342203743278,0.0,209.25,0
Brazil,2013,1,0,6.875,7.875,0.873,12.375,0.2935,14.0,6.0,12.0,1.111,1.4,0.2935395794559698,0.2935395794559698,0.4231071133038208,0.0402499743010487,0.3066773980628123,0.125,63.875,0
Brazil,2014,1,0,6.125,8.0,0.766,13.625,0.335,14.0,6.0,14.0,1.056,0.733,0.3349802038524374,0.3349802038524374,0.1107904928940909,0.0147243333629752,0.340988884080675,0.0,116.125,1
Brazil,2015,1,0,8.375,6.875,1.218,8.75,0.2171,10.0,8.0,9.0,1.057,1.467,0.2170637321700384,0.2170637321700384,0.4690659066337376,0.0240780526875341,0.2102162100929313,1.0,-70.25,1
Brazil,2016,0,1,9.25,6.5,1.423,6.75,0.1801,8.0,9.0,6.0,1.074,1.467,0.1801128250379804,0.1801128250379804,0.391469173340783,0.023694126673294,0.1730336140200236,1.0,-114.0,1
Brazil,2017,0,0,8.375,6.875,1.218,8.75,0.2171,10.0,8.0,9.0,1.057,1.467,0.2170637321700384,0.2170637321700384,0.3148730497324212,0.0240780526875341,0.2102162100929313,1.0,-70.25,0
Brazil,2018,0,0,8.375,6.875,1.218,8.75,0.2171,10.0,8.0,9.0,1.057,1.467,0.2170637321700384,0.2170637321700384,0.2212019799759219,0.0240780526875341,0.2102162100929313,1.0,-70.25,0
Brazil,2019,0,0,7.125,7.625,0.934,11.375,0.2721,11.0,7.0,12.0,1.048,0.867,0.2720565213709685,0.2720565213709685,0.27448216666663,0.1407675726500314,0.2715633225579406,0.125,29.75,0
Brazil,2020,0,0,8.875,7.125,1.246,8.625,0.2049,9.0,9.0,11.0,1.085,2.333,0.2048567781039816,0.2048567781039816,0.3222995637664442,0.1423998048649927,0.1927848769284065,0.75,-83.5,0
Brazil,2021,0,0,8.875,7.125,1.246,8.625,0.2049,9.0,9.0,11.0,1.085,2.333,0.2048567781039816,0.2048567781039816,0.2484348671919773,0.1423998048649927,0.1927848769284065,0.75,-83.5,0
Brazil,2022,0,0,7.125,7.625,0.934,11.375,0.2721,11.0,7.0,12.0,1.048,0.867,0.2720565213709685,0.2720565213709685,0.2419171710790117,0.1407675726500314,0.2715633225579406,0.125,29.75,0
Brazil,2023,0,0,6.25,8.0,0.781,13.375,0.3263,14.0,6.0,14.0,1.022,0.333,0.326269928336337,0.326269928336337,0.4476898295349291,0.0283372828213805,0.3372945171707451,0.0,108.25,0
Brazil,2024,0,0,7.125,7.875,0.905,11.875,0.2775,13.0,7.0,12.0,1.048,1.133,0.2774651434716652,0.2774651434716652,0.0771044191853621,0.0042676474027004,0.2807723168645805,0.125,45.875,0
Brazil,2025,0,0,7.125,7.875,0.905,11.875,0.2775,13.0,7.0,12.0,1.048,1.133,0.2774651434716652,0.2774651434716652,0.0693759707924165,0.0042676474027004,0.2807723168645805,0.125,45.875,0
Canada,1900,0,0,3.125,6.25,0.5,12.375,0.3953,13.0,3.0,14.0,1.111,0.867,0.395253494001604,0.395253494001604,,0.0393483399522327,0.4105808779214226,0.0,117.0,0
Canada,1901,0,0,3.4,6.625,0.513,12.412,0.3788,13.1,3.0,13.1,0.969,-0.247,0.3787627666092472,0.3787627666092472,,0.0723959389582197,0.4049269810854076,0.0,123.0,0
Canada,1902,0,0,5.875,5.75,1.022,8.362,0.2495,9.0,5.0,8.9,1.131,1.647,0.249477311427139,0.249477311427139,,0.4912550300168258,0.2221768980955729,0.25,-1.25,0
Canada,1903,0,0,6.975,5.85,1.192,6.225,0.1849,6.3,6.2,6.1,1.101,2.44,0.18493485988714,0.18493485988714,,0.0928899548415012,0.1790331039583774,0.75,-20.575000000000003,0
Canada,1904,0,0,4.775,5.375,0.888,8.6,0.272,9.5,4.0,9.5,1.101,1.333,0.2719701512171717,0.2719701512171717,,0.1904909923811821,0.2991618281952149,0.125,19.0,0
Canada,1905,0,0,4.75,6.0,0.792,9.675,0.2887,11.0,4.0,9.5,1.212,1.24,0.2886777790393529,0.2886777790393529,0.1737449009241353,0.0630264176869301,0.3055339995557237,0.125,44.1,0
Canada,1906,0,0,7.95,4.125,1.927,2.05,0.13,4.5,7.0,2.6,1.183,3.653,0.1299598824640974,0.1299598824640974,0.5681504458052619,0.0133754106661465,0.1344465309065571,1.0,-55.510999999999996,0
Canada,1907,0,0,5.75,5.5,1.045,7.938,0.2438,8.5,5.0,8.7,1.071,0.433,0.2437727660446791,0.2437727660446791,0.3657466246511989,0.4096214149822432,0.2133267312224891,0.25,-3.7499999999999996,0
Canada,1908,0,0,3.875,6.625,0.585,12.525,0.3785,13.5,3.0,13.0,1.053,0.573,0.3785085716840061,0.3785085716840061,0.2608948289845073,0.0213679387454787,0.3919122673056885,0.0,115.0,0
Canada,1909,0,0,3.525,6.875,0.513,13.1,0.397,14.5,3.0,13.0,0.916,-0.107,0.3970281783316607,0.3970281783316607,0.2258049516268837,0.0475424475540803,0.4225117403754048,0.0,142.0,0
Canada,1910,0,0,3.525,6.75,0.522,12.725,0.3877,14.5,3.0,11.8,0.916,-0.173,0.3877169354802562,0.3877169354802562,0.5375655800727143,0.059704633627342,0.4207006271677101,0.0,135.225,0
Canada,1911,0,0,2.75,7.125,0.386,15.0,0.4835,17.0,2.0,14.5,1.154,0.533,0.4834669801925169,0.4834669801925169,0.0844298686528569,0.0231915483273716,0.5006853440459537,0.0,224.75,0
Canada,1912,0,0,5.375,6.75,0.796,10.438,0.2888,10.0,5.0,7.8,0.857,-0.847,0.2887714877506367,0.2887714877506367,1.2689344939584075,0.1959870952101722,0.3482724170495844,0.375,58.025,0
Canada,1913,0,0,5.8,5.875,0.987,8.362,0.2479,10.0,5.0,7.3,1.285,2.927,0.2479113861191821,0.2479113861191821,0.9372184007539326,0.265258550900836,0.271464889705917,0.375,10.844999999999999,0
Canada,1914,0,0,6.2,5.85,1.06,7.712,0.2285,9.0,6.0,7.0,1.071,1.46,0.2284824391409629,0.2284824391409629,0.6443640121339754,0.0738463954832312,0.2232364130895996,0.5,-5.500000000000002,0
Canada,1915,0,0,5.5,5.875,0.936,9.25,0.2774,13.0,4.0,9.5,1.267,3.6,0.277441082863589,0.277441082863589,0.0410281640806904,0.413226653792468,0.3488600072347262,0.125,26.125,0
Canada,1916,0,0,4.375,6.75,0.648,11.938,0.3467,12.5,4.0,11.0,1.111,0.7,0.3467030130368155,0.3467030130368155,0.3191371244428921,0.0970350472866949,0.3818330472760691,0.0,105.75,0
Canada,1917,0,0,5.65,6.0,0.942,9.225,0.2706,11.5,5.0,9.0,1.123,2.333,0.2705974038541014,0.2705974038541014,0.3015453833445534,0.1135073591973939,0.2903993982406243,0.25,21.475,0
Canada,1918,0,0,6.45,5.875,1.098,7.588,0.2222,9.5,6.0,5.6,0.988,1.313,0.222219368554121,0.222219368554121,1.1269848114348568,0.3198726031062427,0.193006291493107,0.5,-11.844999999999997,0
Canada,1919,0,0,3.625,7.125,0.509,13.625,0.4084,14.5,3.0,13.5,1.019,0.733,0.408417383622183,0.408417383622183,0.3660850626928493,0.0279908923813676,0.4229436807478554,0.0,165.375,0
Canada,1920,0,0,4.625,7.125,0.649,12.25,0.3419,13.5,4.0,11.0,1.014,0.4,0.3418624950468188,0.3418624950468188,0.3753343489474773,0.0723214801285161,0.3689139956927014,0.0,111.875,0
Canada,1921,0,0,6.525,5.875,1.111,7.638,0.2242,10.0,5.0,6.1,1.176,2.407,0.224232102739664,0.224232102739664,1.0547656153757237,0.0869758013717389,0.2239742399618712,0.75,-12.125000000000002,0
Canada,1922,0,0,4.625,6.875,0.673,11.562,0.326,13.5,4.0,11.0,1.136,1.967,0.3260151431371956,0.3260151431371956,0.5244150115785523,0.0910225586713961,0.3609795836168937,0.0,93.75,0
