Society,Year,F_Deficit
Finland,1926,0.125
Finland,1927,0.125
Finland,1928,0.0
Finland,1929,0.0
Finland,1930,0.0
Finland,1931,0.0
Finland,1932,0.0
Finland,1933,0.0
Finland,1934,0.0
Finland,1935,0.0
Finland,1936,0.875
Finland,1937,0.0
Finland,1938,0.0
Finland,1939,0.0
Finland,1940,0.875
Finland,1941,1.0
Finland,1942,0.625
Finland,1943,0.0
Finland,1944,0.0
Finland,1945,0.0
Finland,1946,0.0
Finland,1947,0.0
Finland,1948,0.0
Finland,1949,0.0
Finland,1950,0.0
Finland,1951,0.0
Finland,1952,0.0
Finland,1953,0.0
Finland,1954,0.0
Finland,1955,0.0
Finland,1956,0.0
Finland,1957,0.0
Finland,1958,0.0
Finland,1959,0.0
Finland,1960,0.0
Finland,1961,0.0
Finland,1962,0.0
Finland,1963,0.0
Finland,1964,0.0
Finland,1965,0.0
Finland,1966,0.0
Finland,1967,0.0
Finland,1968,0.0
Finland,1969,0.0
Finland,1970,0.0
Finland,1971,0.0
Finland,1972,0.0
Finland,1973,0.0
Finland,1974,0.0
Finland,1975,0.0
Finland,1976,0.0
Finland,1977,0.0
Finland,1978,0.0
Finland,1979,0.0
Finland,1980,0.0
Finland,1981,0.0
Finland,1982,0.0
Finland,1983,0.0
Finland,1984,0.0
Finland,1985,0.0
Finland,1986,0.0
Finland,1987,0.75
Finland,1988,1.0
Finland,1989,1.0
Finland,1990,0.75
Finland,1991,0.0
Finland,1992,0.0
Finland,1993,0.0
Finland,1994,0.0
Finland,1995,0.0
Finland,1996,0.0
Finland,1997,0.0
Finland,1998,0.0
Finland,1999,0.0
Finland,2000,0.0
Finland,2001,0.0
Finland,2002,0.0
Finland,2003,0.0
Finland,2004,0.0
Finland,2005,0.75
Finland,2006,0.75
Finland,2007,0.75
Finland,2008,0.75
Finland,2009,0.75
Finland,2010,0.75
Finland,2011,0.0
Finland,2012,0.0
Finland,2013,0.0
Finland,2014,0.0
Finland,2015,0.0
Finland,2016,0.625
Finland,2017,0.0
Finland,2018,0.0
Finland,2019,0.0
Finland,2020,0.125
Finland,2021,0.125
France,1900,0.0
France,1901,0.0
France,1902,0.0
France,1903,0.0
France,1904,0.0
France,1905,0.0
France,1906,0.0
France,1907,0.0
France,1908,0.0
France,1909,0.0
France,1910,0.0
France,1911,0.0
France,1912,0.0
France,1913,0.0
France,1914,0.375
France,1915,0.375
France,1916,0.625
France,1917,0.625
France,1918,0.375
France,1919,0.0
France,1920,0.125
France,1921,0.0
France,1922,0.0
France,1923,0.125
France,1924,0.0
France,1925,0.0
France,1926,0.0
France,1927,0.0
France,1928,0.0
France,1929,0.0
France,1930,0.25
France,1931,0.375
France,1932,0.5
France,1933,0.5
France,1934,0.5
France,1935,0.375
France,1936,0.625
France,1937,0.25
France,1938,0.5
France,1939,0.75
France,1940,1.0
France,1941,1.0
France,1942,1.0
France,1943,1.0
France,1944,1.0
France,1945,0.125
France,1946,0.125
France,1947,0.125
France,1948,0.125
France,1949,0.125
France,1950,0.125
France,1951,0.125
France,1952,0.125
France,1953,0.25
France,1954,0.25
France,1955,0.25
France,1956,0.25
France,1957,0.25
France,1958,0.375
France,1959,0.0
France,1960,0.0
France,1961,0.125
France,1962,0.0
France,1963,0.0
France,1964,0.0
France,1965,0.0
France,1966,0.0
France,1967,0.0
France,1968,0.875
France,1969,0.0
France,1970,0.0
France,1971,0.0
France,1972,0.0
France,1973,0.0
France,1974,0.0
France,1975,0.25
France,1976,0.25
France,1977,0.0
France,1978,0.0
France,1979,0.0
France,1980,0.0
France,1981,0.0
France,1982,0.0
France,1983,0.0
France,1984,0.0
France,1985,0.0
France,1986,0.0
France,1987,0.0
France,1988,0.0
France,1989,0.0
France,1990,0.0
France,1991,0.0
France,1992,0.0
France,1993,0.0
France,1994,0.0
France,1995,0.0
France,1996,0.0
France,1997,0.0
France,1998,0.0
France,1999,0.0
France,2000,0.0
France,2001,0.0
France,2002,0.0
France,2003,0.0
France,2004,0.0
France,2005,0.0
France,2006,0.0
France,2007,0.0
France,2008,0.0
France,2009,0.0
France,2010,0.0
France,2011,0.125
France,2012,0.125
France,2013,0.125
France,2014,0.25
France,2015,0.25
France,2016,0.25
France,2017,0.25
France,2018,0.25
France,2019,0.25
France,2020,0.375
France,2021,0.375
France,2022,0.375
France,2023,0.375
France,2024,0.375
France,2025,0.375
Germany,1900,0.0
Germany,1901,0.0
Germany,1902,0.0
Germany,1903,0.0
Germany,1904,0.0
Germany,1905,0.0
Germany,1906,0.0
Germany,1907,0.0
Germany,1908,0.0
Germany,1909,0.0
Germany,1910,0.0
Germany,1911,0.0
Germany,1912,0.0
Germany,1913,0.0
Germany,1914,0.125
Germany,1915,0.625
Germany,1916,0.625
Germany,1917,1.0
Germany,1918,1.0
Germany,1919,1.0
Germany,1920,1.0
Germany,1921,1.0
Germany,1922,1.0
Germany,1923,1.0
Germany,1924,0.625
Germany,1925,0.625
Germany,1926,0.625
Germany,1927,0.375
Germany,1928,0.125
Germany,1929,0.125
Germany,1930,1.0
Germany,1931,1.0
Germany,1932,1.0
Germany,1933,1.0
Germany,1934,0.375
Germany,1935,0.375
Germany,1936,0.25
Germany,1937,0.25
Germany,1938,0.25
Germany,1939,0.25
Germany,1940,0.375
Germany,1941,0.5
Germany,1942,0.75
Germany,1943,1.0
Germany,1944,1.0
Germany,1945,1.0
Germany,1946,1.0
Germany,1947,1.0
Germany,1948,1.0
Germany,1949,0.875
Germany,1950,0.625
Germany,1951,0.375
Germany,1952,0.125
Germany,1953,0.125
Germany,1954,0.125
Germany,1955,0.0
Germany,1956,0.0
Germany,1957,0.0
Germany,1958,0.0
Germany,1959,0.0
Germany,1960,0.0
Germany,1961,0.0
Germany,1962,0.0
Germany,1963,0.0
Germany,1964,0.0
Germany,1965,0.0
Germany,1966,0.0
Germany,1967,0.0
Germany,1968,0.0
Germany,1969,0.0
Germany,1970,0.0
Germany,1971,0.0
Germany,1972,0.0
Germany,1973,0.0
Germany,1974,0.0
Germany,1975,0.0
Germany,1976,0.0
Germany,1977,0.0
Germany,1978,0.0
Germany,1979,0.0
Germany,1980,0.0
Germany,1981,0.0
Germany,1982,0.0
Germany,1983,0.0
Germany,1984,0.0
Germany,1985,0.0
Germany,1986,0.0
Germany,1987,0.0
Germany,1988,0.0
Germany,1989,0.0
Germany,1990,0.0
Germany,1991,0.0
Germany,1992,0.0
Germany,1993,0.125
Germany,1994,0.125
Germany,1995,0.125
Germany,1996,0.125
Germany,1997,0.0
Germany,1998,0.0
Germany,1999,0.0
Germany,2000,0.125
Germany,2001,0.125
Germany,2002,0.125
Germany,2003,0.125
Germany,2004,0.125
Germany,2005,0.125
Germany,2006,0.125
Germany,2007,0.125
Germany,2008,0.25
Germany,2009,0.0
Germany,2010,0.0
Germany,2011,0.0
Germany,2012,0.0
Germany,2013,0.0
Germany,2014,0.0
Germany,2015,0.0
Germany,2016,0.0
Germany,2017,0.0
Germany,2018,0.0
Germany,2019,0.0
Germany,2020,0.5
Germany,2021,0.5
Germany,2022,0.75
Germany,2023,0.75
Germany,2024,0.75
Germany,2025,0.75
Hong Kong,1900,0.125
Hong Kong,1901,0.125
Hong Kong,1902,0.0
Hong Kong,1903,0.0
Hong Kong,1904,0.0
Hong Kong,1905,0.0
Hong Kong,1906,0.0
Hong Kong,1907,0.0
Hong Kong,1908,0.0
Hong Kong,1909,0.0
Hong Kong,1910,0.0
Hong Kong,1911,0.125
Hong Kong,1912,0.125
Hong Kong,1913,0.0
Hong Kong,1914,0.0
Hong Kong,1915,0.125
Hong Kong,1916,0.125
Hong Kong,1917,0.125
Hong Kong,1918,0.125
Hong Kong,1919,0.125
Hong Kong,1920,0.0
Hong Kong,1921,0.0
Hong Kong,1922,0.125
Hong Kong,1923,0.125
Hong Kong,1924,0.125
Hong Kong,1925,0.0
Hong Kong,1926,0.0
Hong Kong,1927,0.125
Hong Kong,1928,0.125
Hong Kong,1929,0.125
Hong Kong,1930,0.125
Hong Kong,1931,0.25
Hong Kong,1932,0.25
Hong Kong,1933,0.25
Hong Kong,1934,0.25
Hong Kong,1935,0.125
Hong Kong,1936,0.125
Hong Kong,1937,0.125
Hong Kong,1938,0.125
Hong Kong,1939,0.125
Hong Kong,1940,0.875
Hong Kong,1941,1.0
Hong Kong,1942,1.0
Hong Kong,1943,1.0
Hong Kong,1944,1.0
Hong Kong,1945,1.0
Hong Kong,1946,1.0
Hong Kong,1947,0.25
Hong Kong,1948,0.125
Hong Kong,1949,0.125
Hong Kong,1950,0.0
Hong Kong,1951,0.0
Hong Kong,1952,0.0
Hong Kong,1953,0.0
Hong Kong,1954,0.0
Hong Kong,1955,0.0
Hong Kong,1956,0.0
Hong Kong,1957,0.0
Hong Kong,1958,0.0
Hong Kong,1959,0.0
Hong Kong,1960,0.0
Hong Kong,1961,0.0
Hong Kong,1962,0.0
Hong Kong,1963,0.0
Hong Kong,1964,0.0
Hong Kong,1965,0.0
Hong Kong,1966,0.25
Hong Kong,1967,1.0
Hong Kong,1968,0.25
Hong Kong,1969,0.0
Hong Kong,1970,0.0
Hong Kong,1971,0.0
Hong Kong,1972,0.0
Hong Kong,1973,0.0
Hong Kong,1974,0.0
Hong Kong,1975,0.0
Hong Kong,1976,0.0
Hong Kong,1977,0.0
Hong Kong,1978,0.0
Hong Kong,1979,0.0
Hong Kong,1980,0.0
Hong Kong,1981,0.0
Hong Kong,1982,0.0
Hong Kong,1983,0.0
Hong Kong,1984,0.0
Hong Kong,1985,0.0
Hong Kong,1986,0.0
Hong Kong,1987,0.0
Hong Kong,1988,0.0
Hong Kong,1989,0.0
Hong Kong,1990,0.0
Hong Kong,1991,0.0
Hong Kong,1992,0.0
Hong Kong,1993,0.0
Hong Kong,1994,0.0
Hong Kong,1995,0.0
Hong Kong,1996,0.0
Hong Kong,1997,0.0
Hong Kong,1998,0.125
Hong Kong,1999,0.125
Hong Kong,2000,0.0
Hong Kong,2001,0.0
Hong Kong,2002,0.0
Hong Kong,2003,0.125
Hong Kong,2004,0.125
Hong Kong,2005,0.0
Hong Kong,2006,0.0
Hong Kong,2007,0.0
Hong Kong,2008,0.125
Hong Kong,2009,0.125
Hong Kong,2010,0.0
Hong Kong,2011,0.0
Hong Kong,2012,0.0
Hong Kong,2013,0.0
Hong Kong,2014,0.0
Hong Kong,2015,0.0
India,1950,0.0
India,1951,0.0
India,1952,0.0
India,1953,0.0
India,1954,0.0
India,1955,0.0
India,1956,0.0
India,1957,0.0
India,1958,0.0
India,1959,0.0
India,1960,0.0
India,1961,0.0
India,1962,0.0
India,1963,0.0
India,1964,0.0
India,1965,0.0
India,1966,0.0
India,1967,0.0
India,1968,0.0
India,1969,0.0
India,1970,0.0
India,1971,0.0
India,1972,0.0
India,1973,0.0
India,1974,0.0
India,1975,0.0
India,1976,0.0
India,1977,0.0
India,1978,0.0
India,1979,0.0
India,1980,0.0
India,1981,0.0
India,1982,0.0
India,1983,0.0
India,1984,0.0
India,1985,0.0
India,1986,0.0
India,1987,0.0
India,1988,0.0
India,1989,0.0
India,1990,0.0
India,1991,0.0
India,1992,0.0
India,1993,0.0
India,1994,0.0
India,1995,0.0
India,1996,0.0
India,1997,0.0
India,1998,0.0
India,1999,0.0
India,2000,0.0
India,2001,0.0
India,2002,0.0
India,2003,0.0
India,2004,0.0
India,2005,0.0
India,2006,0.0
India,2007,0.0
India,2008,0.0
India,2009,0.0
India,2010,0.0
India,2011,0.0
India,2012,0.0
India,2013,0.0
India,2014,0.0
India,2015,0.0
India,2016,0.0
India,2017,0.0
India,2018,0.0
India,2019,0.0
India,2020,0.0
India,2021,0.0
India,2022,0.0
Indonesia,1941,0.625
Indonesia,1942,1.0
Indonesia,1943,1.0
Indonesia,1944,1.0
Indonesia,1945,1.0
Indonesia,1946,1.0
Indonesia,1947,0.875
Indonesia,1948,0.875
Indonesia,1949,0.875
Indonesia,1950,0.125
Indonesia,1951,0.125
Indonesia,1952,0.125
Indonesia,1953,0.125
Indonesia,1954,0.125
Indonesia,1955,0.125
Indonesia,1956,0.125
Indonesia,1957,0.125
Indonesia,1958,0.125
Indonesia,1959,0.125
Indonesia,1960,0.125
Indonesia,1961,0.125
Indonesia,1962,0.125
Indonesia,1963,0.125
Indonesia,1964,0.125
Indonesia,1965,0.875
Indonesia,1966,0.875
Indonesia,1967,0.875
Indonesia,1968,0.875
Indonesia,1969,0.875
Indonesia,1970,0.875
Indonesia,1971,0.875
Indonesia,1972,0.875
Indonesia,1973,0.875
Indonesia,1974,0.875
Indonesia,1975,0.875
Indonesia,1976,0.875
Indonesia,1977,0.875
Indonesia,1978,0.875
Indonesia,1979,0.875
Indonesia,1980,0.5
Indonesia,1981,0.5
Indonesia,1982,0.5
Indonesia,1983,0.5
Indonesia,1984,0.5
Indonesia,1985,0.5
Indonesia,1986,0.5
Indonesia,1987,0.5
Indonesia,1988,0.5
Indonesia,1989,0.5
Indonesia,1990,0.5
Indonesia,1991,0.5
Indonesia,1992,0.5
Indonesia,1993,0.5
Indonesia,1994,0.5
Indonesia,1995,0.5
Indonesia,1996,0.5
Indonesia,1997,0.875
Indonesia,1998,1.0
Indonesia,1999,0.875
Indonesia,2000,0.875
Indonesia,2001,0.875
Indonesia,2002,0.875
Indonesia,2003,0.875
Indonesia,2004,0.875
Indonesia,2005,0.875
Indonesia,2006,0.875
Indonesia,2007,0.875
Indonesia,2008,0.875
Indonesia,2009,0.875
Indonesia,2010,0.875
Indonesia,2011,0.875
Indonesia,2012,0.875
Indonesia,2013,0.875
Indonesia,2014,0.875
Indonesia,2015,0.875
Indonesia,2016,0.875
Indonesia,2017,0.875
Indonesia,2018,0.875
Indonesia,2019,0.875
Indonesia,2020,0.875
Indonesia,2021,0.875
Indonesia,2022,0.875
Indonesia,2023,0.875
Indonesia,2024,0.875
Indonesia,2025,0.875
Iran,1900,0.75
Iran,1901,0.75
Iran,1902,0.875
Iran,1903,0.75
Iran,1904,0.875
Iran,1905,1.0
Iran,1906,1.0
Iran,1907,1.0
Iran,1908,1.0
Iran,1909,1.0
Iran,1910,1.0
Iran,1911,1.0
Iran,1912,1.0
Iran,1913,1.0
Iran,1914,1.0
Iran,1915,1.0
Iran,1916,1.0
Iran,1917,1.0
Iran,1918,1.0
Iran,1919,1.0
Iran,1920,1.0
Iran,1921,1.0
Iran,1922,1.0
Iran,1923,1.0
Iran,1924,1.0
Iran,1925,0.5
Iran,1926,0.125
Iran,1927,0.125
Iran,1928,0.0
Iran,1929,0.125
Iran,1930,0.0
Iran,1931,0.125
Iran,1932,0.125
Iran,1933,0.0
Iran,1934,0.0
Iran,1935,0.0
Iran,1936,0.0
Iran,1937,0.125
Iran,1938,0.125
Iran,1939,0.0
Iran,1940,0.125
Iran,1941,1.0
Iran,1942,1.0
Iran,1943,1.0
Iran,1944,1.0
Iran,1945,1.0
Iran,1946,1.0
Iran,1947,1.0
Iran,1948,0.875
Iran,1949,0.875
Iran,1950,1.0
Iran,1951,1.0
Iran,1952,1.0
Iran,1953,1.0
Iran,1954,0.125
Iran,1955,0.125
Iran,1956,0.125
Iran,1957,0.125
Iran,1958,0.125
Iran,1959,0.125
Iran,1960,0.125
Iran,1961,0.25
Iran,1962,0.25
Iran,1963,0.5
Iran,1964,0.125
Iran,1965,0.125
Iran,1966,0.0
Iran,1967,0.0
Iran,1968,0.0
Iran,1969,0.0
Iran,1970,0.0
Iran,1971,0.0
Iran,1972,0.0
Iran,1973,0.0
Iran,1974,0.0
Iran,1975,0.0
Iran,1976,0.0
Iran,1977,0.625
Iran,1978,1.0
Iran,1979,1.0
Iran,1980,1.0
Iran,1981,1.0
Iran,1982,1.0
Iran,1983,1.0
Iran,1984,1.0
Iran,1985,1.0
Iran,1986,1.0
Iran,1987,1.0
Iran,1988,1.0
Iran,1989,0.75
Iran,1990,0.25
Iran,1991,0.25
Iran,1992,0.625
Iran,1993,0.25
Iran,1994,0.25
Iran,1995,0.5
Iran,1996,0.625
Iran,1997,0.375
Iran,1998,0.25
Iran,1999,0.375
Iran,2000,0.5
Iran,2001,0.625
Iran,2002,0.375
Iran,2003,0.375
Iran,2004,0.5
Iran,2005,0.625
Iran,2006,0.5
Iran,2007,0.875
Iran,2008,0.375
Iran,2009,0.875
Iran,2010,1.0
Iran,2011,1.0
Iran,2012,0.875
Iran,2013,0.625
Iran,2014,0.875
Iran,2015,0.625
Iran,2016,0.375
Iran,2017,0.25
Iran,2018,1.0
Iran,2019,1.0
Iran,2020,1.0
Iran,2021,1.0
Iran,2022,1.0
Iran,2023,1.0
Iran,2024,1.0
Iran,2025,0.875
Iraq,1900,0.625
Iraq,1901,0.625
Iraq,1902,0.625
Iraq,1903,0.625
Iraq,1904,0.625
Iraq,1905,0.625
Iraq,1906,0.625
Iraq,1907,0.625
Iraq,1908,0.625
Iraq,1909,0.625
Iraq,1910,0.625
Iraq,1911,0.625
Iraq,1912,0.625
Iraq,1913,0.625
Iraq,1914,1.0
Iraq,1915,1.0
Iraq,1916,1.0
Iraq,1917,1.0
Iraq,1918,1.0
Iraq,1919,1.0
Iraq,1920,1.0
Iraq,1921,1.0
Iraq,1922,1.0
Iraq,1923,1.0
Iraq,1924,1.0
Iraq,1925,1.0
Iraq,1926,1.0
Iraq,1927,1.0
Iraq,1928,1.0
Iraq,1929,1.0
Iraq,1930,1.0
Iraq,1931,1.0
Iraq,1932,1.0
Iraq,1933,1.0
Iraq,1934,1.0
Iraq,1935,1.0
Iraq,1936,1.0
Iraq,1937,1.0
Iraq,1938,1.0
Iraq,1939,1.0
Iraq,1940,1.0
Iraq,1941,1.0
Iraq,1942,1.0
Iraq,1943,1.0
Iraq,1944,1.0
Iraq,1945,1.0
Iraq,1946,1.0
Iraq,1947,1.0
Iraq,1948,1.0
Iraq,1949,1.0
Iraq,1950,1.0
Iraq,1951,1.0
Iraq,1952,1.0
Iraq,1953,1.0
Iraq,1954,1.0
Iraq,1955,1.0
Iraq,1956,1.0
Iraq,1957,1.0
Iraq,1958,1.0
Iraq,1959,1.0
Iraq,1960,1.0
Iraq,1961,1.0
Iraq,1962,1.0
Iraq,1963,1.0
Iraq,1964,1.0
Iraq,1965,1.0
Iraq,1966,1.0
Iraq,1967,1.0
Iraq,1968,1.0
Iraq,1969,1.0
Iraq,1970,1.0
Iraq,1971,0.125
Iraq,1972,0.125
Iraq,1973,0.125
Iraq,1974,0.125
Iraq,1975,0.125
Iraq,1976,0.125
Iraq,1977,0.125
Iraq,1978,0.125
Iraq,1979,1.0
Iraq,1980,1.0
Iraq,1981,1.0
Iraq,1982,1.0
Iraq,1983,1.0
Iraq,1984,1.0
Iraq,1985,1.0
Iraq,1986,1.0
Iraq,1987,0.625
Iraq,1988,0.625
Iraq,1989,1.0
Iraq,1990,1.0
Iraq,1991,1.0
Iraq,1992,1.0
Iraq,1993,1.0
Iraq,1994,1.0
Iraq,1995,1.0
Iraq,1996,1.0
Iraq,1997,1.0
Iraq,1998,1.0
Iraq,1999,1.0
Iraq,2000,1.0
Iraq,2001,1.0
Iraq,2002,1.0
Iraq,2003,1.0
Iraq,2004,1.0
Iraq,2005,1.0
Iraq,2006,1.0
Iraq,2007,1.0
Iraq,2008,1.0
Iraq,2009,1.0
Iraq,2010,1.0
Iraq,2011,1.0
Iraq,2012,1.0
Iraq,2013,1.0
Iraq,2014,1.0
Iraq,2015,1.0
Iraq,2016,1.0
Iraq,2017,1.0
Iraq,2018,1.0
Iraq,2019,1.0
Iraq,2020,0.625
Iraq,2021,0.625
Iraq,2022,0.625
Iraq,2023,0.625
Israel,1946,0.625
Israel,1947,0.625
Israel,1948,0.125
Israel,1949,0.0
Israel,1950,0.0
Israel,1951,0.0
Israel,1952,0.0
Israel,1953,0.0
Israel,1954,0.0
Israel,1955,0.0
Israel,1956,0.0
Israel,1957,0.0
Israel,1958,0.0
Israel,1959,0.0
Israel,1960,0.0
Israel,1961,0.0
Israel,1962,0.0
Israel,1963,0.0
Israel,1964,0.0
Israel,1965,0.0
Israel,1966,0.0
Israel,1967,0.0
Israel,1968,0.0
Israel,1969,0.0
Israel,1970,0.0
Israel,1971,0.0
Israel,1972,0.0
Israel,1973,1.0
Israel,1974,1.0
Israel,1975,1.0
Israel,1976,1.0
Israel,1977,1.0
Israel,1978,1.0
Israel,1979,1.0
Israel,1980,0.0
Israel,1981,0.0
Israel,1982,0.0
Israel,1983,0.0
Israel,1984,0.0
Israel,1985,0.0
Israel,1986,0.0
Israel,1987,0.0
Israel,1988,0.0
Israel,1989,0.0
Israel,1990,0.0
Israel,1991,0.0
Israel,1992,0.0
Israel,1993,0.0
Israel,1994,0.0
Israel,1995,0.0
Israel,1996,0.0
Israel,1997,0.0
Israel,1998,0.0
Israel,1999,0.0
Israel,2000,0.0
Israel,2001,0.0
Israel,2002,0.0
Israel,2003,0.0
Israel,2004,0.0
Israel,2005,0.0
Israel,2006,0.0
Israel,2007,0.0
Israel,2008,0.0
Israel,2009,0.0
Israel,2010,0.0
Israel,2011,0.0
Israel,2012,0.0
Israel,2013,0.0
Israel,2014,0.0
Israel,2015,0.0
Israel,2016,0.0
Israel,2017,0.0
Israel,2018,0.0
Israel,2019,0.0
Israel,2020,0.0
Israel,2021,0.0
Israel,2022,0.0
Israel,2023,0.0
Israel,2024,0.0
Israel,2025,0.0
Italy,1900,0.25
Italy,1901,0.125
Italy,1902,0.125
Italy,1903,0.0
Italy,1904,0.0
Italy,1905,0.0
Italy,1906,0.0
Italy,1907,0.0
Italy,1908,0.0
Italy,1909,0.0
Italy,1910,0.0
Italy,1911,0.0
Italy,1912,0.125
Italy,1913,0.375
Italy,1914,1.0
Italy,1915,1.0
Italy,1916,1.0
Italy,1917,1.0
Italy,1918,1.0
Italy,1919,0.375
Italy,1920,0.375
Italy,1921,0.0
Italy,1922,0.0
Italy,1923,0.0
Italy,1924,0.0
Italy,1925,0.0
Italy,1926,0.0
Italy,1927,0.0
Italy,1928,0.0
Italy,1929,0.0
Italy,1930,0.0
Italy,1931,0.0
Italy,1932,0.0
Italy,1933,0.0
Italy,1934,0.0
Italy,1935,0.0
Italy,1936,0.0
Italy,1937,0.0
Italy,1938,0.0
Italy,1939,0.875
Italy,1940,1.0
Italy,1941,1.0
Italy,1942,1.0
Italy,1943,1.0
Italy,1944,1.0
Italy,1945,1.0
Italy,1946,0.375
Italy,1947,0.125
Italy,1948,0.125
Italy,1949,0.0
Italy,1950,0.0
Italy,1951,0.0
Italy,1952,0.0
Italy,1953,0.0
Italy,1954,0.0
Italy,1955,0.0
Italy,1956,0.0
Italy,1957,0.0
Italy,1958,0.0
Italy,1959,0.0
Italy,1960,0.0
Italy,1961,0.0
Italy,1962,0.0
Italy,1963,0.0
Italy,1964,0.0
Italy,1965,0.0
Italy,1966,0.0
Italy,1967,0.0
Italy,1968,0.0
Italy,1969,0.0
Italy,1970,0.0
Italy,1971,0.0
Italy,1972,0.0
Italy,1973,0.0
Italy,1974,0.0
Italy,1975,0.0
Italy,1976,0.0
Italy,1977,0.0
Italy,1978,0.0
Italy,1979,0.0
Italy,1980,0.0
Italy,1981,0.0
Italy,1982,0.0
Italy,1983,0.0
Italy,1984,0.0
Italy,1985,0.0
Italy,1986,0.0
Italy,1987,0.0
Italy,1988,0.0
Italy,1989,0.0
Italy,1990,0.0
Italy,1991,0.0
Italy,1992,0.0
Italy,1993,0.0
Italy,1994,0.0
Italy,1995,0.0
Italy,1996,0.0
Italy,1997,0.0
Italy,1998,0.0
Italy,1999,0.0
Italy,2000,0.0
Italy,2001,0.0
Italy,2002,0.375
Italy,2003,0.375
Italy,2004,0.375
Italy,2005,0.375
Italy,2006,0.375
Italy,2007,0.375
Italy,2008,0.375
Italy,2009,0.375
Italy,2010,0.875
Italy,2011,0.875
Italy,2012,0.875
Italy,2013,0.875
Italy,2014,0.875
Italy,2015,0.875
Italy,2016,0.875
Italy,2017,0.875
Italy,2018,0.875
Italy,2019,0.875
Italy,2020,0.875
Italy,2021,0.875
Italy,2022,0.875
Italy,2023,0.875
Japan,1900,0.0
Japan,1901,0.0
Japan,1902,0.0
Japan,1903,0.0
Japan,1904,0.0
Japan,1905,0.0
Japan,1906,0.0
Japan,1907,0.0
Japan,1908,0.0
Japan,1909,0.0
Japan,1910,0.0
Japan,1911,0.0
Japan,1912,0.0
Japan,1913,0.0
Japan,1914,0.0
Japan,1915,0.0
Japan,1916,0.0
Japan,1917,0.0
Japan,1918,0.0
Japan,1919,0.0
Japan,1920,0.125
Japan,1921,0.125
Japan,1922,0.125
Japan,1923,0.25
Japan,1924,0.25
Japan,1925,0.25
Japan,1926,0.25
Japan,1927,0.25
Japan,1928,0.25
Japan,1929,0.25
Japan,1930,0.25
Japan,1931,0.25
Japan,1932,0.375
Japan,1933,0.5
Japan,1934,0.5
Japan,1935,0.5
Japan,1936,0.5
Japan,1937,0.25
Japan,1938,0.25
Japan,1939,0.25
Japan,1940,0.25
Japan,1941,0.5
Japan,1942,0.5
Japan,1943,0.5
Japan,1944,0.5
Japan,1945,1.0
Japan,1946,1.0
Japan,1947,1.0
Japan,1948,1.0
Japan,1949,0.625
Japan,1950,0.0
Japan,1951,0.0
Japan,1952,0.0
Japan,1953,0.0
Japan,1954,0.0
Japan,1955,0.0
Japan,1956,0.0
Japan,1957,0.0
Japan,1958,0.0
Japan,1959,0.0
Japan,1960,0.0
Japan,1961,0.0
Japan,1962,0.0
Japan,1963,0.0
Japan,1964,0.0
Japan,1965,0.0
Japan,1966,0.0
Japan,1967,0.0
Japan,1968,0.0
Japan,1969,0.0
Japan,1970,0.0
Japan,1971,0.0
Japan,1972,0.0
Japan,1973,0.0
Japan,1974,0.0
Japan,1975,0.0
Japan,1976,0.0
Japan,1977,0.0
Japan,1978,0.0
Japan,1979,0.0
Japan,1980,0.0
Japan,1981,0.0
Japan,1982,0.0
Japan,1983,0.0
Japan,1984,0.0
Japan,1985,0.0
Japan,1986,0.0
Japan,1987,0.0
Japan,1988,0.0
Japan,1989,0.0
Japan,1990,0.0
Japan,1991,0.0
Japan,1992,0.0
Japan,1993,0.5
Japan,1994,0.875
Japan,1995,0.875
Japan,1996,0.875
Japan,1997,0.875
Japan,1998,0.875
Japan,1999,0.875
Japan,2000,0.875
Japan,2001,0.875
Japan,2002,0.875
Japan,2003,0.875
Japan,2004,0.875
Japan,2005,0.875
Japan,2006,0.875
Japan,2007,0.875
Japan,2008,0.875
Japan,2009,0.875
Japan,2010,0.875
Japan,2011,0.875
Japan,2012,0.875
Japan,2013,0.875
Japan,2014,0.875
Japan,2015,0.875
Japan,2016,0.875
Japan,2017,0.875
Japan,2018,0.875
Japan,2019,0.875
Japan,2020,0.875
Japan,2021,0.875
Japan,2022,0.875
Japan,2023,0.875
Japan,2024,0.875
Japan,2025,0.875
Lebanon,1943,0.5
Lebanon,1944,0.25
Lebanon,1945,0.0
Lebanon,1946,0.0
Lebanon,1947,0.0
Lebanon,1948,0.25
Lebanon,1949,0.25
Lebanon,1950,0.25
Lebanon,1951,0.25
Lebanon,1952,0.25
Lebanon,1953,0.25
Lebanon,1954,0.25
Lebanon,1955,0.25
Lebanon,1956,0.25
Lebanon,1957,0.25
Lebanon,1958,0.625
Lebanon,1959,0.625
Lebanon,1960,0.625
Lebanon,1961,0.625
Lebanon,1962,0.625
Lebanon,1963,0.625
Lebanon,1964,0.625
Lebanon,1965,0.625
Lebanon,1966,0.625
Lebanon,1967,0.75
Lebanon,1968,0.75
Lebanon,1969,0.75
Lebanon,1970,0.75
Lebanon,1971,0.75
Lebanon,1972,0.75
Lebanon,1973,0.75
Lebanon,1974,0.75
Lebanon,1975,1.0
Lebanon,1976,1.0
Lebanon,1977,1.0
Lebanon,1978,1.0
Lebanon,1979,1.0
Lebanon,1980,1.0
Lebanon,1981,1.0
Lebanon,1982,1.0
